"GIRPercentagefromFairway_RANKTHISWEEK_2014","GIRPercentagefromFairway_RANKLASTWEEK_2014","GIRPercentagefromFairway_PLAYERNAME_2014","GIRPercentagefromFairway_ROUNDS_2014","GIRPercentagefromFairway_Pct_2014","GIRPercentagefromFairway_GREENSHIT_2014","GIRPercentagefromFairway_OFHOLES_2014","stat_name","year"
34,34,"Michael Putnam",106,77.88,676,868,"GIRPercentagefromFairway",2014
35,35,"Robert Streb",75,77.87,461,592,"GIRPercentagefromFairway",2014
36,36,"Ricky Barnes",92,77.86,524,673,"GIRPercentagefromFairway",2014
37,37,"Rickie Fowler",91,77.81,554,712,"GIRPercentagefromFairway",2014
38,38,"Cameron Tringale",111,77.73,768,988,"GIRPercentagefromFairway",2014
39,39,"Ernie Els",85,77.72,457,588,"GIRPercentagefromFairway",2014
40,40,"Russell Knox",92,77.71,673,866,"GIRPercentagefromFairway",2014
41,41,"Trevor Immelman",84,77.68,508,654,"GIRPercentagefromFairway",2014
42,42,"Brad Fritsch",50,77.67,313,403,"GIRPercentagefromFairway",2014
43,43,"Ian Poulter",57,77.55,373,481,"GIRPercentagefromFairway",2014
44,44,"Gary Woodland",93,77.52,593,765,"GIRPercentagefromFairway",2014
45,45,"Louis Oosthuizen",50,77.49,303,391,"GIRPercentagefromFairway",2014
46,46,"Michael Thompson",74,77.48,499,644,"GIRPercentagefromFairway",2014
47,47,"Kevin Chappell",100,77.33,672,869,"GIRPercentagefromFairway",2014
47,47,"David Hearn",97,77.33,706,913,"GIRPercentagefromFairway",2014
47,47,"Kevin Tway",64,77.33,382,494,"GIRPercentagefromFairway",2014
50,50,"Justin Rose",70,77.29,439,568,"GIRPercentagefromFairway",2014
51,51,"Hudson Swafford",75,77.24,492,637,"GIRPercentagefromFairway",2014
52,52,"Seung Yul Noh",92,77.23,546,707,"GIRPercentagefromFairway",2014
53,53,"Charlie Beljan",76,77.03,456,592,"GIRPercentagefromFairway",2014
53,53,"Retief Goosen",94,77.03,540,701,"GIRPercentagefromFairway",2014
55,55,"Jim Renner",61,76.99,358,465,"GIRPercentagefromFairway",2014
56,56,"John Rollins",84,76.95,514,668,"GIRPercentagefromFairway",2014
57,57,"Steven Bowditch",93,76.92,550,715,"GIRPercentagefromFairway",2014
57,57,"Henrik Stenson",56,76.92,400,520,"GIRPercentagefromFairway",2014
59,59,"Webb Simpson",87,76.91,563,732,"GIRPercentagefromFairway",2014
60,60,"Will Wilcox",51,76.9,323,420,"GIRPercentagefromFairway",2014
61,61,"Hunter Mahan",88,76.87,595,774,"GIRPercentagefromFairway",2014
62,62,"Scott Langley",95,76.86,608,791,"GIRPercentagefromFairway",2014
63,63,"Ryan Moore",86,76.85,634,825,"GIRPercentagefromFairway",2014
64,64,"Marc Leishman",81,76.82,497,647,"GIRPercentagefromFairway",2014
65,65,"John Merrick",87,76.76,611,796,"GIRPercentagefromFairway",2014
66,66,"Johnson Wagner",69,76.74,396,516,"GIRPercentagefromFairway",2014
67,67,"Kevin Kisner",85,76.65,558,728,"GIRPercentagefromFairway",2014
68,68,"Matt Every",85,76.6,514,671,"GIRPercentagefromFairway",2014
69,69,"Lucas Glover",68,76.57,451,589,"GIRPercentagefromFairway",2014
70,70,"Paul Casey",56,76.53,362,473,"GIRPercentagefromFairway",2014
71,71,"Graeme McDowell",66,76.5,459,600,"GIRPercentagefromFairway",2014
72,72,"Jason Day",54,76.4,301,394,"GIRPercentagefromFairway",2014
73,73,"Sean OHair",77,76.39,440,576,"GIRPercentagefromFairway",2014
74,74,"Bubba Watson",76,76.38,472,618,"GIRPercentagefromFairway",2014
75,75,"Chris Stroud",88,76.37,601,787,"GIRPercentagefromFairway",2014
76,76,"Jim Furyk",84,76.35,623,816,"GIRPercentagefromFairway",2014
77,77,"Ben Martin",80,76.32,548,718,"GIRPercentagefromFairway",2014
77,77,"Patrick Reed",92,76.32,535,701,"GIRPercentagefromFairway",2014
79,79,"Zach Johnson",97,76.29,724,949,"GIRPercentagefromFairway",2014
79,79,"Andrew Loupe",65,76.29,325,426,"GIRPercentagefromFairway",2014
81,81,"Josh Teater",90,76.27,572,750,"GIRPercentagefromFairway",2014
82,82,"Ryan Palmer",85,76.26,530,695,"GIRPercentagefromFairway",2014
83,83,"Nicholas Thompson",85,76.19,576,756,"GIRPercentagefromFairway",2014
84,84,"Nick Watney",80,76.15,511,671,"GIRPercentagefromFairway",2014
85,85,"Jason Dufner",57,76.14,367,482,"GIRPercentagefromFairway",2014
85,85,"Martin Kaymer",65,76.14,418,549,"GIRPercentagefromFairway",2014
87,87,"Andrew Svoboda",77,76.09,541,711,"GIRPercentagefromFairway",2014
88,88,"Troy Matteson",62,76.05,327,430,"GIRPercentagefromFairway",2014
89,89,"Charley Hoffman",93,75.92,577,760,"GIRPercentagefromFairway",2014
90,90,"Rory Sabbatini",82,75.91,457,602,"GIRPercentagefromFairway",2014
91,91,"Chris Kirk",105,75.87,695,916,"GIRPercentagefromFairway",2014
92,92,"Ken Duke",80,75.82,580,765,"GIRPercentagefromFairway",2014
92,92,"Vijay Singh",83,75.82,533,703,"GIRPercentagefromFairway",2014
94,94,"Pat Perez",84,75.78,532,702,"GIRPercentagefromFairway",2014
95,95,"Hideki Matsuyama",82,75.76,522,689,"GIRPercentagefromFairway",2014
96,96,"Will Ma Kenzie",82,75.68,557,736,"GIRPercentagefromFairway",2014
97,97,"Matt Jones",83,75.66,513,678,"GIRPercentagefromFairway",2014
98,98,"Daniel Summerhays",98,75.58,684,905,"GIRPercentagefromFairway",2014
99,99,"Bryce Molder",77,75.54,457,605,"GIRPercentagefromFairway",2014
100,100,"Brooks Koepka",56,75.51,336,445,"GIRPercentagefromFairway",2014
101,101,"Stewart Cink",91,75.5,570,755,"GIRPercentagefromFairway",2014
102,102,"Jamie Lovemark",64,75.44,341,452,"GIRPercentagefromFairway",2014
103,103,"Morgan Hoffmann",103,75.37,563,747,"GIRPercentagefromFairway",2014
104,104,"Tyrone Van Aswegen",79,75.3,439,583,"GIRPercentagefromFairway",2014
105,105,"Brian Harman",111,75.29,710,943,"GIRPercentagefromFairway",2014
106,106,"Troy Merritt",62,75.19,400,532,"GIRPercentagefromFairway",2014
107,107,"Ted Potter Jr",68,75.08,494,658,"GIRPercentagefromFairway",2014
107,107,"Scott Stallings",77,75.08,446,594,"GIRPercentagefromFairway",2014
109,109,"Bronson La Cassie",51,75,294,392,"GIRPercentagefromFairway",2014
110,110,"Jim Herman",62,74.95,377,503,"GIRPercentagefromFairway",2014
111,111,"Billy Hurley III",86,74.94,634,846,"GIRPercentagefromFairway",2014
112,112,"William McGirt",96,74.86,661,883,"GIRPercentagefromFairway",2014
113,113,"Shawn Stefani",60,74.77,403,539,"GIRPercentagefromFairway",2014
114,114,"James Hahn",82,74.74,506,677,"GIRPercentagefromFairway",2014
115,115,"Jordan Spieth",102,74.69,602,806,"GIRPercentagefromFairway",2014
116,116,"Spencer Levin",59,74.67,398,533,"GIRPercentagefromFairway",2014
117,117,"Heath Slocum",71,74.64,521,698,"GIRPercentagefromFairway",2014
118,118,"Keegan Bradley",89,74.58,572,767,"GIRPercentagefromFairway",2014
118,118,"Lee Westwood",57,74.58,358,480,"GIRPercentagefromFairway",2014
120,120,"Phil Mickelson",71,74.48,429,576,"GIRPercentagefromFairway",2014
121,121,"Wes Roach",67,74.44,399,536,"GIRPercentagefromFairway",2014
122,122,"Geoff Ogilvy",84,74.43,486,653,"GIRPercentagefromFairway",2014
123,123,"Sergio Garcia",61,74.26,375,505,"GIRPercentagefromFairway",2014
124,124,"Ben Crane",81,74.23,556,749,"GIRPercentagefromFairway",2014
125,125,"Erik Compton",88,74.2,532,717,"GIRPercentagefromFairway",2014
126,126,"Stuart Appleby",92,74.11,561,757,"GIRPercentagefromFairway",2014
126,126,"Luke Guthrie",85,74.11,518,699,"GIRPercentagefromFairway",2014
128,128,"Jerry Kelly",80,73.92,547,740,"GIRPercentagefromFairway",2014
129,129,"Jonathan Byrd",76,73.91,456,617,"GIRPercentagefromFairway",2014
129,129,"DA Points",75,73.91,473,640,"GIRPercentagefromFairway",2014
131,131,"Aaron Baddeley",74,73.9,388,525,"GIRPercentagefromFairway",2014
132,132,"Kevin Na",94,73.87,622,842,"GIRPercentagefromFairway",2014
133,133,"Brendon de Jonge",109,73.77,762,1033,"GIRPercentagefromFairway",2014
134,134,"David Toms",64,73.66,481,653,"GIRPercentagefromFairway",2014
135,135,"Brandt Snedeker",89,73.64,570,774,"GIRPercentagefromFairway",2014
136,136,"Jason Bohn",81,73.63,539,732,"GIRPercentagefromFairway",2014
137,137,"Angel Cabrera",69,73.53,414,563,"GIRPercentagefromFairway",2014
137,137,"Charlie Wi",72,73.53,414,563,"GIRPercentagefromFairway",2014
139,139,"Kyle Stanley",87,73.52,522,710,"GIRPercentagefromFairway",2014
140,140,"David Lingmerth",80,73.46,465,633,"GIRPercentagefromFairway",2014
140,140,"Tim Wilkinson",86,73.46,501,682,"GIRPercentagefromFairway",2014
142,142,"Jonas Blixt",64,73.36,358,488,"GIRPercentagefromFairway",2014
142,142,"Luke Donald",57,73.36,358,488,"GIRPercentagefromFairway",2014
144,144,"Danny Lee",84,73.28,532,726,"GIRPercentagefromFairway",2014
145,145,"John Peterson",62,73.27,392,535,"GIRPercentagefromFairway",2014
146,146,"Woody Austin",63,73.18,371,507,"GIRPercentagefromFairway",2014
146,146,"KJ Choi",80,73.18,524,716,"GIRPercentagefromFairway",2014
148,148,"Gonzalo Fdez Castano",83,72.97,502,688,"GIRPercentagefromFairway",2014
149,149,"Charl Schwartzel",64,72.87,376,516,"GIRPercentagefromFairway",2014
150,150,"Tommy Gainey",73,72.84,405,556,"GIRPercentagefromFairway",2014
150,150,"Andres Romero",81,72.84,429,589,"GIRPercentagefromFairway",2014
152,152,"James Driscoll",71,72.69,378,520,"GIRPercentagefromFairway",2014
153,153,"Freddie Jacobson",91,72.61,546,752,"GIRPercentagefromFairway",2014
154,154,"Roberto Castro",76,72.57,471,649,"GIRPercentagefromFairway",2014
155,155,"Brendon Todd",108,72.54,708,976,"GIRPercentagefromFairway",2014
156,156,"Brian Stuard",91,72.48,582,803,"GIRPercentagefromFairway",2014
157,157,"Scott Brown",100,72.4,674,931,"GIRPercentagefromFairway",2014
158,158,"Russell Henley",92,72.38,595,822,"GIRPercentagefromFairway",2014
159,159,"JB Holmes",86,72.26,474,656,"GIRPercentagefromFairway",2014
159,159,"John Huh",87,72.26,560,775,"GIRPercentagefromFairway",2014
161,161,"YE Yang",79,72.15,513,711,"GIRPercentagefromFairway",2014
162,162,"Derek Ernst",80,72.01,494,686,"GIRPercentagefromFairway",2014
162,162,"Kevin Streelman",79,72.01,535,743,"GIRPercentagefromFairway",2014
164,164,"Mark Wilson",69,71.99,437,607,"GIRPercentagefromFairway",2014
165,165,"Greg Chalmers",85,71.97,475,660,"GIRPercentagefromFairway",2014
166,166,"Jeff Maggert",54,71.68,372,519,"GIRPercentagefromFairway",2014
167,167,"Sangmoon Bae",76,71.63,467,652,"GIRPercentagefromFairway",2014
168,168,"Briny Baird",50,71.62,318,444,"GIRPercentagefromFairway",2014
168,168,"Ben Curtis",77,71.62,472,659,"GIRPercentagefromFairway",2014
170,170,"Tim Clark",75,71.35,553,775,"GIRPercentagefromFairway",2014
171,171,"Chad Collins",78,70.36,432,614,"GIRPercentagefromFairway",2014
172,172,"Mike Weir",69,70.08,335,478,"GIRPercentagefromFairway",2014
173,173,"Richard Lee",80,69.99,471,673,"GIRPercentagefromFairway",2014
174,174,"Brian Davis",93,69.72,608,872,"GIRPercentagefromFairway",2014
175,175,"Justin Leonard",75,69.22,470,679,"GIRPercentagefromFairway",2014
176,176,"Brian Gay",81,68.32,468,685,"GIRPercentagefromFairway",2014
177,177,"DH Lee",54,67.97,314,462,"GIRPercentagefromFairway",2014
