"RightRoughTendency_RANKTHISWEEK_2013","RightRoughTendency_RANKLASTWEEK_2013","RightRoughTendency_PLAYERNAME_2013","RightRoughTendency_ROUNDS_2013","RightRoughTendency_Pct_2013","RightRoughTendency_TOTALRIGHTROUGH_2013","RightRoughTendency_POSSIBLEFWYS_2013","RightRoughTendency_RELATIVETOPAR_2013","stat_name","year"
24,24,"Jason Bohn",70,12.05,110,913,0.18,"RightRoughTendency",2013
25,25,"Robert Allenby",58,12.11,86,710,0.29,"RightRoughTendency",2013
26,26,"David Toms",49,12.16,54,444,0.17,"RightRoughTendency",2013
27,27,"DA Points",87,12.21,115,942,0.03,"RightRoughTendency",2013
28,28,"Doug LaBelle II",72,12.3,100,813,0.19,"RightRoughTendency",2013
28,28,"Kevin Streelman",86,12.3,116,943,0.04,"RightRoughTendency",2013
30,30,"Chris Stroud",88,12.36,133,1076,-0.01,"RightRoughTendency",2013
31,31,"Chad Campbell",78,12.41,124,999,0.23,"RightRoughTendency",2013
32,32,"Ryan Moore",72,12.44,99,796,0.24,"RightRoughTendency",2013
33,33,"Tom Gillis",69,12.5,104,832,0.22,"RightRoughTendency",2013
34,34,"Lucas Glover",65,12.55,90,717,0.1,"RightRoughTendency",2013
35,35,"Jin Park",52,12.56,75,597,0.2,"RightRoughTendency",2013
36,36,"Bo Van Pelt",72,12.57,94,748,0.2,"RightRoughTendency",2013
37,37,"Ted Potter Jr",65,12.63,97,768,0.14,"RightRoughTendency",2013
38,38,"Vaughn Taylor",50,12.66,70,553,0.01,"RightRoughTendency",2013
39,39,"Bill Haas",85,12.71,122,960,-0.01,"RightRoughTendency",2013
40,40,"Ben Kohles",75,12.73,109,856,0.12,"RightRoughTendency",2013
41,41,"Johnson Wagner",64,12.78,92,720,0.05,"RightRoughTendency",2013
42,42,"Rickie Fowler",75,12.8,105,820,0.03,"RightRoughTendency",2013
43,43,"Roberto Castro",97,12.81,149,1163,0.07,"RightRoughTendency",2013
43,43,"Graham DeLaet",94,12.81,143,1116,0.06,"RightRoughTendency",2013
45,45,"Boo Weekley",100,12.82,148,1154,0.15,"RightRoughTendency",2013
46,46,"Justin Leonard",86,12.91,134,1038,0.04,"RightRoughTendency",2013
47,47,"Colt Knost",69,12.98,104,801,0.14,"RightRoughTendency",2013
48,48,"Brian Gay",79,13.02,128,983,0.2,"RightRoughTendency",2013
49,49,"Brian Stuard",78,13.06,114,873,0.13,"RightRoughTendency",2013
50,50,"Martin Kaymer",61,13.07,75,574,0.21,"RightRoughTendency",2013
51,51,"Jordan Spieth",82,13.12,122,930,-0.04,"RightRoughTendency",2013
52,52,"Webb Simpson",92,13.13,128,975,-0.11,"RightRoughTendency",2013
53,53,"Kevin Chappell",80,13.15,122,928,0.16,"RightRoughTendency",2013
54,54,"Ryo Ishikawa",72,13.19,100,758,0.12,"RightRoughTendency",2013
55,55,"Justin Hicks",79,13.21,121,916,0.15,"RightRoughTendency",2013
56,56,"DJ Trahan",48,13.22,69,522,0.12,"RightRoughTendency",2013
57,57,"Brandt Jobe",62,13.23,97,733,0.25,"RightRoughTendency",2013
58,58,"Ian Poulter",59,13.24,72,544,0.03,"RightRoughTendency",2013
59,59,"Robert Streb",75,13.27,112,844,0.23,"RightRoughTendency",2013
60,60,"Adam Scott",61,13.32,81,608,0.05,"RightRoughTendency",2013
61,61,"YE Yang",56,13.33,76,570,0.21,"RightRoughTendency",2013
62,62,"Charley Hoffman",84,13.43,135,1005,-0.02,"RightRoughTendency",2013
63,63,"Phil Mickelson",78,13.51,105,777,-0.05,"RightRoughTendency",2013
64,64,"John Huh",88,13.54,142,1049,0.08,"RightRoughTendency",2013
65,65,"Will Claxton",67,13.55,105,775,0.21,"RightRoughTendency",2013
66,66,"Andres Romero",63,13.62,97,712,0.05,"RightRoughTendency",2013
67,67,"Mark Wilson",56,13.79,96,696,0.11,"RightRoughTendency",2013
68,68,"Brendon de Jonge",110,13.89,186,1339,0.05,"RightRoughTendency",2013
69,69,"Justin Rose",62,13.91,89,640,-0.01,"RightRoughTendency",2013
70,70,"Jason Dufner",78,13.97,119,852,0.14,"RightRoughTendency",2013
71,71,"Stuart Appleby",88,14.13,153,1083,0.1,"RightRoughTendency",2013
72,72,"Matt Jones",83,14.2,137,965,-0.04,"RightRoughTendency",2013
72,72,"Ryan Palmer",79,14.2,135,951,0.03,"RightRoughTendency",2013
74,74,"Padraig Harrington",52,14.29,69,483,0.14,"RightRoughTendency",2013
75,75,"Geoff Ogilvy",57,14.31,82,573,0.1,"RightRoughTendency",2013
76,76,"Vijay Singh",61,14.33,95,663,0.17,"RightRoughTendency",2013
77,77,"Keegan Bradley",88,14.36,143,996,-0.01,"RightRoughTendency",2013
77,77,"David Lingmerth",68,14.36,113,787,0.09,"RightRoughTendency",2013
77,77,"Charl Schwartzel",69,14.36,106,738,0.05,"RightRoughTendency",2013
80,80,"Cameron Tringale",80,14.46,150,1037,0.08,"RightRoughTendency",2013
81,81,"Ken Duke",87,14.48,151,1043,0.19,"RightRoughTendency",2013
82,82,"Shawn Stefani",63,14.56,99,680,-0.03,"RightRoughTendency",2013
83,83,"Andrew Svoboda",46,14.61,71,486,0.1,"RightRoughTendency",2013
84,84,"Ben Crane",62,14.68,112,763,0.21,"RightRoughTendency",2013
84,84,"Greg Owen",73,14.68,134,913,0.26,"RightRoughTendency",2013
86,86,"Jonas Blixt",76,14.69,136,926,0.11,"RightRoughTendency",2013
87,87,"Brandt Snedeker",79,14.71,119,809,0.08,"RightRoughTendency",2013
88,88,"Hunter Mahan",91,14.72,140,951,0.01,"RightRoughTendency",2013
89,89,"Dicky Pride",71,14.77,121,819,0.07,"RightRoughTendency",2013
90,90,"Ernie Els",63,14.78,98,663,0.01,"RightRoughTendency",2013
91,91,"Daniel Summerhays",83,14.79,159,1075,0.09,"RightRoughTendency",2013
91,91,"Michael Thompson",66,14.79,108,730,0.12,"RightRoughTendency",2013
93,93,"Greg Chalmers",77,14.82,142,958,0.18,"RightRoughTendency",2013
94,94,"Luke Guthrie",82,14.87,134,901,-0.02,"RightRoughTendency",2013
95,95,"Cameron Percy",68,14.89,117,786,-0.03,"RightRoughTendency",2013
96,96,"Scott Stallings",79,14.91,136,912,0.13,"RightRoughTendency",2013
97,97,"Pat Perez",69,14.95,132,883,0.13,"RightRoughTendency",2013
98,98,"Stewart Cink",71,14.97,115,768,0.1,"RightRoughTendency",2013
99,99,"Luke List",65,15.01,104,693,-0.03,"RightRoughTendency",2013
100,100,"Matt Every",89,15.05,167,1110,0.11,"RightRoughTendency",2013
101,101,"John Merrick",79,15.08,143,948,0.1,"RightRoughTendency",2013
102,102,"Brendan Steele",86,15.1,161,1066,0.15,"RightRoughTendency",2013
103,103,"James Driscoll",76,15.12,130,860,0.11,"RightRoughTendency",2013
103,103,"Darron Stiles",51,15.12,88,582,0.16,"RightRoughTendency",2013
105,105,"Erik Compton",74,15.17,135,890,0.08,"RightRoughTendency",2013
106,106,"Steven Bowditch",67,15.19,120,790,0.05,"RightRoughTendency",2013
107,107,"Troy Matteson",68,15.21,122,802,0.06,"RightRoughTendency",2013
108,108,"Ben Curtis",59,15.36,98,638,0.17,"RightRoughTendency",2013
109,109,"DH Lee",65,15.38,123,800,0.09,"RightRoughTendency",2013
110,110,"Jim Herman",59,15.41,94,610,0.14,"RightRoughTendency",2013
111,111,"Jason Day",86,15.46,130,841,0,"RightRoughTendency",2013
112,112,"Rory McIlroy",56,15.48,87,562,0.14,"RightRoughTendency",2013
113,113,"Robert Karlsson",56,15.49,79,510,0.19,"RightRoughTendency",2013
114,114,"Kyle Stanley",71,15.5,129,832,0.03,"RightRoughTendency",2013
115,115,"Jason Kokrak",78,15.53,153,985,0.03,"RightRoughTendency",2013
116,116,"Camilo Villegas",79,15.54,138,888,0.06,"RightRoughTendency",2013
117,117,"Matt Kuchar",93,15.55,149,958,0.05,"RightRoughTendency",2013
118,118,"Henrik Norlander",70,15.62,127,813,0.13,"RightRoughTendency",2013
119,119,"Patrick Reed",83,15.63,159,1017,0.06,"RightRoughTendency",2013
120,120,"Martin Laird",68,15.64,114,729,0.19,"RightRoughTendency",2013
120,120,"George McNeill",68,15.64,139,889,0.22,"RightRoughTendency",2013
122,122,"Bud Cauley",67,15.67,121,772,0.17,"RightRoughTendency",2013
123,123,"Martin Flores",83,15.68,164,1046,0.01,"RightRoughTendency",2013
124,124,"Rory Sabbatini",86,15.69,156,994,0.03,"RightRoughTendency",2013
125,125,"Casey Wittenberg",72,15.79,132,836,0.18,"RightRoughTendency",2013
126,126,"Tommy Gainey",84,15.8,164,1038,0.16,"RightRoughTendency",2013
126,126,"Bubba Watson",76,15.8,130,823,0.05,"RightRoughTendency",2013
128,128,"Lee Williams",62,15.82,112,708,0.14,"RightRoughTendency",2013
128,128,"Gary Woodland",94,15.82,181,1144,0.1,"RightRoughTendency",2013
130,130,"Bob Estes",66,15.85,136,858,0.12,"RightRoughTendency",2013
131,131,"Seung Yul Noh",71,15.86,134,845,0.1,"RightRoughTendency",2013
132,132,"Justin Bolli",59,15.88,101,636,0.33,"RightRoughTendency",2013
132,132,"Jeff Overton",78,15.88,162,1020,0.09,"RightRoughTendency",2013
134,134,"Scott Brown",65,15.9,121,761,0.1,"RightRoughTendency",2013
135,135,"Nick Watney",88,15.92,161,1011,0.12,"RightRoughTendency",2013
136,136,"Chris Kirk",89,15.95,178,1116,0.09,"RightRoughTendency",2013
137,137,"Charlie Beljan",62,15.96,120,752,0.09,"RightRoughTendency",2013
138,138,"Fabian Gomez",65,16.04,124,773,0.14,"RightRoughTendency",2013
139,139,"Robert Garrigus",69,16.07,108,672,0.1,"RightRoughTendency",2013
140,140,"David Hearn",88,16.09,163,1013,0.16,"RightRoughTendency",2013
141,141,"Scott Langley",79,16.18,144,890,0.15,"RightRoughTendency",2013
142,142,"Tiger Woods",61,16.19,96,593,0.07,"RightRoughTendency",2013
143,143,"Brad Fritsch",81,16.44,154,937,0.03,"RightRoughTendency",2013
144,144,"Derek Ernst",58,16.45,112,681,0.16,"RightRoughTendency",2013
145,145,"Trevor Immelman",73,16.53,141,853,0.14,"RightRoughTendency",2013
146,146,"Ricky Barnes",74,16.54,149,901,0.23,"RightRoughTendency",2013
147,147,"Alistair Presnell",59,16.59,104,627,-0.01,"RightRoughTendency",2013
148,148,"Brian Harman",89,16.6,175,1054,0.15,"RightRoughTendency",2013
149,149,"Harris English",95,16.65,188,1129,0,"RightRoughTendency",2013
149,149,"James Hahn",78,16.65,154,925,0.1,"RightRoughTendency",2013
149,149,"David Lynn",70,16.65,129,775,0.1,"RightRoughTendency",2013
152,152,"Aaron Baddeley",68,16.73,134,801,0.07,"RightRoughTendency",2013
152,152,"Sangmoon Bae",83,16.73,167,998,0.11,"RightRoughTendency",2013
154,154,"David Mathis",71,16.8,144,857,0.19,"RightRoughTendency",2013
155,155,"Josh Teater",86,17.01,142,835,0.04,"RightRoughTendency",2013
156,156,"Aaron Watkins",46,17.08,83,486,0.14,"RightRoughTendency",2013
157,157,"Sean OHair",56,17.1,119,696,0.13,"RightRoughTendency",2013
158,158,"Jimmy Walker",84,17.17,176,1025,-0.05,"RightRoughTendency",2013
159,159,"Tim Herron",45,17.3,104,601,0.07,"RightRoughTendency",2013
160,160,"Peter Hanson",45,17.47,80,458,0.15,"RightRoughTendency",2013
161,161,"John Rollins",77,17.51,163,931,0.13,"RightRoughTendency",2013
162,162,"Angel Cabrera",73,17.54,137,781,0.09,"RightRoughTendency",2013
163,163,"Stephen Ames",49,17.55,106,604,0.07,"RightRoughTendency",2013
164,164,"John Senden",79,17.63,149,845,0.06,"RightRoughTendency",2013
165,165,"Charlie Wi",75,17.69,162,916,0.14,"RightRoughTendency",2013
166,166,"Marc Leishman",77,17.7,157,887,-0.02,"RightRoughTendency",2013
167,167,"Freddie Jacobson",63,17.77,113,636,0.04,"RightRoughTendency",2013
168,168,"Eric Meierdierks",48,17.91,91,508,0.18,"RightRoughTendency",2013
169,169,"Dustin Johnson",71,18.12,127,701,0.02,"RightRoughTendency",2013
169,169,"Steve LeBrun",66,18.12,133,734,0.09,"RightRoughTendency",2013
171,171,"Nicolas Colsaerts",50,18.18,90,495,0.09,"RightRoughTendency",2013
172,172,"Bryce Molder",82,18.23,179,982,0.1,"RightRoughTendency",2013
173,173,"Rod Pampling",46,18.24,89,488,0.16,"RightRoughTendency",2013
174,174,"Morgan Hoffmann",64,18.33,134,731,0.03,"RightRoughTendency",2013
175,175,"Scott Gardiner",61,18.44,132,716,0.05,"RightRoughTendency",2013
176,176,"Tag Ridings",69,18.54,147,793,0.16,"RightRoughTendency",2013
177,177,"Charles Howell III",87,20.02,221,1104,-0.02,"RightRoughTendency",2013
178,178,"Scott Piercy",78,20.07,172,857,0.06,"RightRoughTendency",2013
179,179,"Mike Weir",60,20.93,135,645,0.08,"RightRoughTendency",2013
180,180,"Bobby Gates",49,21.36,110,515,0.16,"RightRoughTendency",2013
