"GoodDrivePercentage_RANKTHISWEEK_2005","GoodDrivePercentage_RANKLASTWEEK_2005","GoodDrivePercentage_PLAYERNAME_2005","GoodDrivePercentage_ROUNDS_2005","GoodDrivePercentage_Pct_2005","GoodDrivePercentage_HIT_2005","GoodDrivePercentage_TOTALATTEMPTS_2005","stat_name","year"
124,124,"Jonathan Byrd",103,81.88,1134,1385,"GoodDrivePercentage",2005
125,125,"Brent Geiberger",61,81.87,673,822,"GoodDrivePercentage",2005
126,126,"Tim Herron",100,81.85,1132,1383,"GoodDrivePercentage",2005
127,127,"Will Ma Kenzie",75,81.81,832,1017,"GoodDrivePercentage",2005
128,128,"Tiger Woods",76,81.77,857,1048,"GoodDrivePercentage",2005
129,129,"Chris Riley",67,81.61,732,897,"GoodDrivePercentage",2005
130,130,"Mark Brooks",72,81.6,816,1000,"GoodDrivePercentage",2005
131,131,"Nick Watney",91,81.58,1014,1243,"GoodDrivePercentage",2005
132,132,"Bob Estes",92,81.56,1044,1280,"GoodDrivePercentage",2005
133,133,"Todd Hamilton",94,81.55,1043,1279,"GoodDrivePercentage",2005
134,134,"Joe Ogilvie",103,81.54,1131,1387,"GoodDrivePercentage",2005
135,135,"Woody Austin",100,81.53,1139,1397,"GoodDrivePercentage",2005
135,135,"Brian Bateman",98,81.53,1064,1305,"GoodDrivePercentage",2005
137,137,"Chad Campbell",95,81.52,1050,1288,"GoodDrivePercentage",2005
138,138,"Daniel Chopra",108,81.45,1181,1450,"GoodDrivePercentage",2005
139,139,"Steve Flesch",90,81.42,973,1195,"GoodDrivePercentage",2005
140,140,"Rod Pampling",89,81.37,965,1186,"GoodDrivePercentage",2005
141,141,"Arjun Atwal",65,81.33,736,905,"GoodDrivePercentage",2005
142,142,"Mark OMeara",66,81.28,751,924,"GoodDrivePercentage",2005
143,143,"Brendan Jones",81,81.18,897,1105,"GoodDrivePercentage",2005
144,144,"Tom Pernice Jr",111,81.07,1212,1495,"GoodDrivePercentage",2005
145,145,"Brandt Jobe",96,81.06,1040,1283,"GoodDrivePercentage",2005
146,146,"Michael Long",72,81.03,790,975,"GoodDrivePercentage",2005
147,147,"Chris DiMarco",83,80.97,855,1056,"GoodDrivePercentage",2005
147,147,"Bill Glasson",54,80.97,587,725,"GoodDrivePercentage",2005
149,149,"Steve Lowery",100,80.96,1084,1339,"GoodDrivePercentage",2005
150,150,"Steve Jones",56,80.88,609,753,"GoodDrivePercentage",2005
151,151,"Retief Goosen",71,80.86,697,862,"GoodDrivePercentage",2005
152,152,"Shaun Micheel",81,80.78,891,1103,"GoodDrivePercentage",2005
153,153,"Mark Hensby",70,80.71,778,964,"GoodDrivePercentage",2005
154,154,"Stewart Cink",98,80.67,1018,1262,"GoodDrivePercentage",2005
155,155,"Ryan Palmer",101,80.63,1095,1358,"GoodDrivePercentage",2005
155,155,"Jesper Parnevik",84,80.63,920,1141,"GoodDrivePercentage",2005
157,157,"Hunter Haas",83,80.51,888,1103,"GoodDrivePercentage",2005
158,158,"Steve Allan",102,80.41,1096,1363,"GoodDrivePercentage",2005
159,159,"Charlie Wi",67,80.37,729,907,"GoodDrivePercentage",2005
160,160,"Scott McCarron",78,80.35,830,1033,"GoodDrivePercentage",2005
161,161,"Patrick Sheehan",114,80.33,1229,1530,"GoodDrivePercentage",2005
162,162,"Kevin Na",88,80.13,960,1198,"GoodDrivePercentage",2005
162,162,"Ian Poulter",62,80.13,633,790,"GoodDrivePercentage",2005
164,164,"Carlos Franco",78,80.04,850,1062,"GoodDrivePercentage",2005
165,165,"Jose Maria Olazabal",55,79.97,599,749,"GoodDrivePercentage",2005
166,166,"Tim Petrovic",97,79.86,1039,1301,"GoodDrivePercentage",2005
167,167,"Mike Weir",71,79.74,740,928,"GoodDrivePercentage",2005
168,168,"Brad Faxon",75,79.72,794,996,"GoodDrivePercentage",2005
169,169,"Lee Westwood",50,79.7,538,675,"GoodDrivePercentage",2005
170,170,"Matt Davidson",53,79.65,587,737,"GoodDrivePercentage",2005
171,171,"Davis Love III",80,79.47,832,1047,"GoodDrivePercentage",2005
172,172,"Tag Ridings",93,79.43,1008,1269,"GoodDrivePercentage",2005
173,173,"Paul Azinger",66,79.26,730,921,"GoodDrivePercentage",2005
174,174,"James Driscoll",73,79.23,782,987,"GoodDrivePercentage",2005
175,175,"Rob Rashell",65,79.14,717,906,"GoodDrivePercentage",2005
176,176,"Lee Janzen",75,78.99,801,1014,"GoodDrivePercentage",2005
177,177,"Bob Heintz",67,78.93,738,935,"GoodDrivePercentage",2005
178,178,"JP Hayes",63,78.91,692,877,"GoodDrivePercentage",2005
179,179,"Brett Quigley",96,78.69,1008,1281,"GoodDrivePercentage",2005
180,180,"Michael Allen",90,78.68,989,1257,"GoodDrivePercentage",2005
180,180,"Justin Bolli",65,78.68,690,877,"GoodDrivePercentage",2005
180,180,"Dennis Paulson",63,78.68,690,877,"GoodDrivePercentage",2005
183,183,"Ben Crane",78,78.65,807,1026,"GoodDrivePercentage",2005
184,184,"Franklin Langham",91,78.5,953,1214,"GoodDrivePercentage",2005
185,185,"Hideto Tanihara",50,78.41,523,667,"GoodDrivePercentage",2005
186,186,"Freddie Jacobson",72,78.3,783,1000,"GoodDrivePercentage",2005
187,187,"Stephen Ames",82,78.07,865,1108,"GoodDrivePercentage",2005
188,188,"Rich Beem",66,78.02,678,869,"GoodDrivePercentage",2005
189,189,"Andrew Magee",82,78.01,848,1087,"GoodDrivePercentage",2005
190,190,"Hank Kuehne",84,77.71,868,1117,"GoodDrivePercentage",2005
191,191,"Aaron Baddeley",84,77.53,887,1144,"GoodDrivePercentage",2005
192,192,"Rory Sabbatini",81,77.49,847,1093,"GoodDrivePercentage",2005
193,193,"John Elliott",58,77.41,603,779,"GoodDrivePercentage",2005
194,194,"Len Mattiace",86,77.07,901,1169,"GoodDrivePercentage",2005
195,195,"Padraig Harrington",50,76.79,516,672,"GoodDrivePercentage",2005
196,196,"Brenden Pappas",51,76.58,546,713,"GoodDrivePercentage",2005
197,197,"Craig Perks",67,76.3,692,907,"GoodDrivePercentage",2005
198,198,"John Daly",78,76.12,816,1072,"GoodDrivePercentage",2005
199,199,"Jason Allred",75,76.01,773,1017,"GoodDrivePercentage",2005
200,200,"Steve Stricker",62,75.95,657,865,"GoodDrivePercentage",2005
201,201,"Thomas Levet",54,75.17,563,749,"GoodDrivePercentage",2005
202,202,"Scott Hend",75,74.1,758,1023,"GoodDrivePercentage",2005
