"TenthTeeLateScoringAverage_RANKTHISWEEK_2014","TenthTeeLateScoringAverage_RANKLASTWEEK_2014","TenthTeeLateScoringAverage_PLAYERNAME_2014","TenthTeeLateScoringAverage_ROUNDS_2014","TenthTeeLateScoringAverage_AVG_2014","TenthTeeLateScoringAverage_TOTALSTROKES_2014","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2014","stat_name","year"
52,52,"John Senden",99,70.35,1196,17,"TenthTeeLateScoringAverage",2014
53,53,"Scott Langley",95,70.38,1126,16,"TenthTeeLateScoringAverage",2014
54,54,"Charley Hoffman",93,70.43,1479,21,"TenthTeeLateScoringAverage",2014
55,55,"Matt Every",85,70.45,1409,20,"TenthTeeLateScoringAverage",2014
55,55,"Troy Merritt",62,70.45,775,11,"TenthTeeLateScoringAverage",2014
57,57,"Kevin Stadler",90,70.47,1198,17,"TenthTeeLateScoringAverage",2014
57,57,"Charlie Wi",72,70.47,1057,15,"TenthTeeLateScoringAverage",2014
59,59,"Angel Cabrera",69,70.5,564,8,"TenthTeeLateScoringAverage",2014
59,59,"Tim Clark",75,70.5,1269,18,"TenthTeeLateScoringAverage",2014
59,59,"Chris Stroud",88,70.5,846,12,"TenthTeeLateScoringAverage",2014
62,62,"Justin Hicks",103,70.52,1622,23,"TenthTeeLateScoringAverage",2014
63,63,"Scott Brown",100,70.54,1834,26,"TenthTeeLateScoringAverage",2014
64,64,"Jason Bohn",81,70.6,1059,15,"TenthTeeLateScoringAverage",2014
65,65,"Kevin Kisner",85,70.61,1624,23,"TenthTeeLateScoringAverage",2014
66,66,"Gary Woodland",93,70.64,989,14,"TenthTeeLateScoringAverage",2014
67,67,"Bo Van Pelt",83,70.67,1272,18,"TenthTeeLateScoringAverage",2014
68,68,"Bryce Molder",77,70.7,707,10,"TenthTeeLateScoringAverage",2014
69,69,"Woody Austin",63,70.73,1061,15,"TenthTeeLateScoringAverage",2014
69,69,"Sean OHair",77,70.73,1061,15,"TenthTeeLateScoringAverage",2014
71,71,"Josh Teater",90,70.74,1344,19,"TenthTeeLateScoringAverage",2014
72,72,"Brice Garnett",92,70.75,1415,20,"TenthTeeLateScoringAverage",2014
72,72,"Hunter Mahan",88,70.75,1132,16,"TenthTeeLateScoringAverage",2014
74,74,"Justin Leonard",75,70.77,920,13,"TenthTeeLateScoringAverage",2014
75,75,"Johnson Wagner",69,70.79,991,14,"TenthTeeLateScoringAverage",2014
76,76,"Jamie Lovemark",64,70.8,708,10,"TenthTeeLateScoringAverage",2014
77,77,"Tim Wilkinson",86,70.81,1133,16,"TenthTeeLateScoringAverage",2014
78,78,"Jim Herman",62,70.82,779,11,"TenthTeeLateScoringAverage",2014
79,79,"YE Yang",79,70.84,1346,19,"TenthTeeLateScoringAverage",2014
80,80,"Jonathan Byrd",76,70.85,921,13,"TenthTeeLateScoringAverage",2014
81,81,"Michael Putnam",106,70.88,1134,16,"TenthTeeLateScoringAverage",2014
82,82,"Roberto Castro",76,70.89,1347,19,"TenthTeeLateScoringAverage",2014
82,82,"Jhonattan Vegas",77,70.89,1276,18,"TenthTeeLateScoringAverage",2014
84,84,"Graham DeLaet",80,70.92,922,13,"TenthTeeLateScoringAverage",2014
84,84,"Ted Potter Jr",68,70.92,851,12,"TenthTeeLateScoringAverage",2014
86,86,"Luke Guthrie",85,70.93,1064,15,"TenthTeeLateScoringAverage",2014
86,86,"Ben Martin",80,70.93,1064,15,"TenthTeeLateScoringAverage",2014
88,88,"Robert Allenby",83,70.94,1206,17,"TenthTeeLateScoringAverage",2014
89,89,"John Huh",87,70.95,1348,19,"TenthTeeLateScoringAverage",2014
89,89,"Brian Stuard",91,70.95,1348,19,"TenthTeeLateScoringAverage",2014
91,91,"Briny Baird",50,71,426,6,"TenthTeeLateScoringAverage",2014
91,91,"Ben Crane",81,71,1136,16,"TenthTeeLateScoringAverage",2014
91,91,"James Driscoll",71,71,1065,15,"TenthTeeLateScoringAverage",2014
91,91,"Danny Lee",84,71,1278,18,"TenthTeeLateScoringAverage",2014
91,91,"Davis Love III",74,71,639,9,"TenthTeeLateScoringAverage",2014
91,91,"John Merrick",87,71,1207,17,"TenthTeeLateScoringAverage",2014
91,91,"Jim Renner",61,71,852,12,"TenthTeeLateScoringAverage",2014
91,91,"Tyrone Van Aswegen",79,71,1278,18,"TenthTeeLateScoringAverage",2014
99,99,"Stuart Appleby",92,71.05,1421,20,"TenthTeeLateScoringAverage",2014
100,100,"Jeff Overton",80,71.07,1066,15,"TenthTeeLateScoringAverage",2014
101,101,"Bud Cauley",56,71.08,853,12,"TenthTeeLateScoringAverage",2014
101,101,"Wes Roach",67,71.08,853,12,"TenthTeeLateScoringAverage",2014
103,103,"William McGirt",96,71.13,1067,15,"TenthTeeLateScoringAverage",2014
103,103,"Webb Simpson",87,71.13,569,8,"TenthTeeLateScoringAverage",2014
105,105,"Robert Streb",75,71.15,925,13,"TenthTeeLateScoringAverage",2014
106,106,"Matt Jones",83,71.16,1352,19,"TenthTeeLateScoringAverage",2014
107,107,"Phil Mickelson",71,71.2,356,5,"TenthTeeLateScoringAverage",2014
108,108,"Paul Casey",56,71.22,641,9,"TenthTeeLateScoringAverage",2014
109,109,"Brendan Steele",89,71.25,855,12,"TenthTeeLateScoringAverage",2014
110,110,"Jeff Maggert",54,71.27,784,11,"TenthTeeLateScoringAverage",2014
111,111,"David Hearn",97,71.29,1212,17,"TenthTeeLateScoringAverage",2014
111,111,"Cameron Tringale",111,71.29,1212,17,"TenthTeeLateScoringAverage",2014
113,113,"Andres Romero",81,71.31,927,13,"TenthTeeLateScoringAverage",2014
113,113,"Mark Wilson",69,71.31,927,13,"TenthTeeLateScoringAverage",2014
115,115,"Luke Donald",57,71.33,428,6,"TenthTeeLateScoringAverage",2014
115,115,"Chris Kirk",105,71.33,1284,18,"TenthTeeLateScoringAverage",2014
117,117,"Bronson La Cassie",51,71.38,928,13,"TenthTeeLateScoringAverage",2014
118,118,"Spencer Levin",59,71.4,714,10,"TenthTeeLateScoringAverage",2014
118,118,"Graeme McDowell",66,71.4,357,5,"TenthTeeLateScoringAverage",2014
120,120,"Will Ma Kenzie",82,71.41,1571,22,"TenthTeeLateScoringAverage",2014
121,121,"Brian Davis",93,71.43,2000,28,"TenthTeeLateScoringAverage",2014
121,121,"Billy Hurley III",86,71.43,1000,14,"TenthTeeLateScoringAverage",2014
123,123,"Stewart Cink",91,71.44,1143,16,"TenthTeeLateScoringAverage",2014
124,124,"Ken Duke",80,71.47,1215,17,"TenthTeeLateScoringAverage",2014
124,124,"Kyle Stanley",87,71.47,1215,17,"TenthTeeLateScoringAverage",2014
126,126,"Pat Perez",84,71.5,1287,18,"TenthTeeLateScoringAverage",2014
127,127,"Nick Watney",80,71.53,1359,19,"TenthTeeLateScoringAverage",2014
128,128,"Steven Bowditch",93,71.54,1860,26,"TenthTeeLateScoringAverage",2014
129,129,"Andrew Loupe",65,71.55,787,11,"TenthTeeLateScoringAverage",2014
130,130,"Ian Poulter",57,71.57,501,7,"TenthTeeLateScoringAverage",2014
131,131,"Retief Goosen",94,71.59,1217,17,"TenthTeeLateScoringAverage",2014
132,132,"Vijay Singh",83,71.61,1289,18,"TenthTeeLateScoringAverage",2014
133,133,"Erik Compton",88,71.62,931,13,"TenthTeeLateScoringAverage",2014
133,133,"Ernie Els",85,71.62,931,13,"TenthTeeLateScoringAverage",2014
133,133,"Geoff Ogilvy",84,71.62,1504,21,"TenthTeeLateScoringAverage",2014
136,136,"Martin Laird",66,71.64,788,11,"TenthTeeLateScoringAverage",2014
137,137,"Brian Gay",81,71.67,1075,15,"TenthTeeLateScoringAverage",2014
138,138,"Martin Flores",85,71.73,1578,22,"TenthTeeLateScoringAverage",2014
138,138,"John Peterson",62,71.73,1076,15,"TenthTeeLateScoringAverage",2014
140,140,"Chesson Hadley",84,71.78,1292,18,"TenthTeeLateScoringAverage",2014
141,141,"Rickie Fowler",91,71.8,359,5,"TenthTeeLateScoringAverage",2014
142,142,"Troy Matteson",62,71.81,1149,16,"TenthTeeLateScoringAverage",2014
143,143,"Will Wilcox",51,71.83,862,12,"TenthTeeLateScoringAverage",2014
144,144,"Chad Collins",78,71.88,1222,17,"TenthTeeLateScoringAverage",2014
144,144,"Ryo Ishikawa",75,71.88,575,8,"TenthTeeLateScoringAverage",2014
144,144,"Louis Oosthuizen",50,71.88,575,8,"TenthTeeLateScoringAverage",2014
144,144,"Scott Stallings",77,71.88,1222,17,"TenthTeeLateScoringAverage",2014
144,144,"David Toms",64,71.88,575,8,"TenthTeeLateScoringAverage",2014
144,144,"Mike Weir",69,71.88,1222,17,"TenthTeeLateScoringAverage",2014
150,150,"Nicholas Thompson",85,71.93,1007,14,"TenthTeeLateScoringAverage",2014
151,151,"Aaron Baddeley",74,71.94,1151,16,"TenthTeeLateScoringAverage",2014
151,151,"Greg Chalmers",85,71.94,1151,16,"TenthTeeLateScoringAverage",2014
151,151,"Richard Lee",80,71.94,1223,17,"TenthTeeLateScoringAverage",2014
154,154,"Rory Sabbatini",82,72,1008,14,"TenthTeeLateScoringAverage",2014
155,155,"Russell Henley",92,72.05,1441,20,"TenthTeeLateScoringAverage",2014
156,156,"KJ Choi",80,72.08,865,12,"TenthTeeLateScoringAverage",2014
157,157,"Brooks Koepka",56,72.14,505,7,"TenthTeeLateScoringAverage",2014
158,158,"JB Holmes",86,72.17,866,12,"TenthTeeLateScoringAverage",2014
159,159,"Gonzalo Fdez Castano",83,72.2,722,10,"TenthTeeLateScoringAverage",2014
159,159,"Lee Westwood",57,72.2,361,5,"TenthTeeLateScoringAverage",2014
161,161,"Jonas Blixt",64,72.25,867,12,"TenthTeeLateScoringAverage",2014
162,162,"David Lingmerth",80,72.44,1159,16,"TenthTeeLateScoringAverage",2014
163,163,"DA Points",75,72.56,1161,16,"TenthTeeLateScoringAverage",2014
164,164,"JJ Henry",91,72.57,1016,14,"TenthTeeLateScoringAverage",2014
165,165,"Sangmoon Bae",76,72.58,1379,19,"TenthTeeLateScoringAverage",2014
166,166,"Ben Curtis",77,72.61,1307,18,"TenthTeeLateScoringAverage",2014
167,167,"DH Lee",54,72.64,1017,14,"TenthTeeLateScoringAverage",2014
168,168,"Tommy Gainey",73,72.8,1092,15,"TenthTeeLateScoringAverage",2014
169,169,"Hudson Swafford",75,72.82,1238,17,"TenthTeeLateScoringAverage",2014
169,169,"Kevin Tway",64,72.82,801,11,"TenthTeeLateScoringAverage",2014
171,171,"Michael Thompson",74,72.85,947,13,"TenthTeeLateScoringAverage",2014
172,172,"Charlie Beljan",76,72.87,1093,15,"TenthTeeLateScoringAverage",2014
173,173,"Kevin Streelman",79,72.89,1385,19,"TenthTeeLateScoringAverage",2014
174,174,"Dustin Johnson",58,73,146,2,"TenthTeeLateScoringAverage",2014
175,175,"Derek Ernst",80,73.05,1388,19,"TenthTeeLateScoringAverage",2014
176,176,"Lucas Glover",68,73.06,1315,18,"TenthTeeLateScoringAverage",2014
177,177,"John Rollins",84,73.27,1612,22,"TenthTeeLateScoringAverage",2014
