"EaglesHolesper_RANKTHISWEEK_2011","EaglesHolesper_RANKLASTWEEK_2011","EaglesHolesper_PLAYERNAME_2011","EaglesHolesper_ROUNDS_2011","EaglesHolesper_FREQUENCY_2011","EaglesHolesper_OFHOLES_2011","EaglesHolesper_OFEAGLES_2011","stat_name","year"
39,39,"Jimmy Walker",79,158,1422,9,"EaglesHolesper",2011
40,40,"JB Holmes",57,159,954,6,"EaglesHolesper",2011
41,41,"Lee Janzen",62,159.4,1116,7,"EaglesHolesper",2011
42,42,"Dustin Johnson",72,159.8,1278,8,"EaglesHolesper",2011
43,43,"Hunter Mahan",92,160.2,1602,10,"EaglesHolesper",2011
44,44,"Troy Merritt",63,162,1134,7,"EaglesHolesper",2011
45,45,"Keegan Bradley",91,163.8,1638,10,"EaglesHolesper",2011
45,45,"Troy Matteson",91,163.8,1638,10,"EaglesHolesper",2011
47,47,"Charley Hoffman",93,165.6,1656,10,"EaglesHolesper",2011
48,48,"Jarrod Lyle",83,166,1494,9,"EaglesHolesper",2011
49,49,"Ben Martin",74,166.5,1332,8,"EaglesHolesper",2011
50,50,"Gary Woodland",93,167.4,1674,10,"EaglesHolesper",2011
51,51,"Matt Bettencourt",84,168,1512,9,"EaglesHolesper",2011
51,51,"Fabian Gomez",84,168,1512,9,"EaglesHolesper",2011
53,53,"Billy Mayfair",94,169.2,1692,10,"EaglesHolesper",2011
53,53,"Graeme McDowell",50,169.2,846,5,"EaglesHolesper",2011
55,55,"Zack Miller",86,172,1548,9,"EaglesHolesper",2011
56,56,"Scott Gutschewski",67,172.3,1206,7,"EaglesHolesper",2011
57,57,"Phil Mickelson",79,173.3,1386,8,"EaglesHolesper",2011
57,57,"Justin Rose",79,173.3,1386,8,"EaglesHolesper",2011
59,59,"Zach Johnson",79,175.5,1404,8,"EaglesHolesper",2011
59,59,"David Toms",78,175.5,1404,8,"EaglesHolesper",2011
61,61,"Chris Stroud",88,176,1584,9,"EaglesHolesper",2011
62,62,"Kevin Kisner",70,180,1260,7,"EaglesHolesper",2011
63,63,"Jeff Overton",92,182,1638,9,"EaglesHolesper",2011
64,64,"John Merrick",71,182.6,1278,7,"EaglesHolesper",2011
65,65,"Kris Blanks",92,184,1656,9,"EaglesHolesper",2011
65,65,"Bill Haas",93,184,1656,9,"EaglesHolesper",2011
67,67,"Jonathan Byrd",83,184.5,1476,8,"EaglesHolesper",2011
68,68,"Shane Bertsch",62,186,1116,6,"EaglesHolesper",2011
69,69,"Robert Garrigus",83,186.8,1494,8,"EaglesHolesper",2011
70,70,"Carl Pettersson",95,190,1710,9,"EaglesHolesper",2011
71,71,"Jason Bohn",74,190.3,1332,7,"EaglesHolesper",2011
72,72,"Boo Weekley",66,198,1188,6,"EaglesHolesper",2011
73,73,"DJ Brigman",67,201,1206,6,"EaglesHolesper",2011
74,74,"Camilo Villegas",69,204,1224,6,"EaglesHolesper",2011
75,75,"Steve Stricker",70,207,1242,6,"EaglesHolesper",2011
76,76,"Sean OHair",71,210,1260,6,"EaglesHolesper",2011
77,77,"John Senden",94,211.5,1692,8,"EaglesHolesper",2011
78,78,"Alex Cejka",59,212.4,1062,5,"EaglesHolesper",2011
78,78,"Matt McQuillan",59,212.4,1062,5,"EaglesHolesper",2011
80,80,"Andres Gonzales",60,216,1080,5,"EaglesHolesper",2011
80,80,"Charles Howell III",108,216,1944,9,"EaglesHolesper",2011
80,80,"Kevin Na",84,216,1512,7,"EaglesHolesper",2011
80,80,"Jhonattan Vegas",84,216,1512,7,"EaglesHolesper",2011
84,84,"Joseph Bramlett",73,219,1314,6,"EaglesHolesper",2011
84,84,"Jason Day",76,219,1314,6,"EaglesHolesper",2011
86,86,"Cameron Tringale",110,220,1980,9,"EaglesHolesper",2011
87,87,"Jim Furyk",87,221.1,1548,7,"EaglesHolesper",2011
88,88,"Chris Kirk",87,223.7,1566,7,"EaglesHolesper",2011
88,88,"Marc Leishman",87,223.7,1566,7,"EaglesHolesper",2011
90,90,"KJ Choi",77,225,1350,6,"EaglesHolesper",2011
90,90,"Billy Horschel",75,225,1350,6,"EaglesHolesper",2011
92,92,"Pat Perez",76,228,1368,6,"EaglesHolesper",2011
93,93,"Aaron Baddeley",77,231,1386,6,"EaglesHolesper",2011
94,94,"Jim Renner",65,234,1170,5,"EaglesHolesper",2011
95,95,"Brendon de Jonge",105,236.3,1890,8,"EaglesHolesper",2011
96,96,"Roland Thatcher",67,241.2,1206,5,"EaglesHolesper",2011
97,97,"Nathan Green",81,243,1458,6,"EaglesHolesper",2011
98,98,"Alex Prugh",82,246,1476,6,"EaglesHolesper",2011
99,99,"JP Hayes",56,252,1008,4,"EaglesHolesper",2011
99,99,"Trevor Immelman",84,252,1512,6,"EaglesHolesper",2011
99,99,"Charl Schwartzel",58,252,1008,4,"EaglesHolesper",2011
99,99,"Scott Stallings",84,252,1512,6,"EaglesHolesper",2011
103,103,"Jerry Kelly",85,255,1530,6,"EaglesHolesper",2011
104,104,"James Driscoll",71,255.6,1278,5,"EaglesHolesper",2011
104,104,"Matt Jones",71,255.6,1278,5,"EaglesHolesper",2011
104,104,"Anthony Kim",72,255.6,1278,5,"EaglesHolesper",2011
104,104,"Bio Kim",71,255.6,1278,5,"EaglesHolesper",2011
108,108,"Rod Pampling",72,259.2,1296,5,"EaglesHolesper",2011
109,109,"Mark Wilson",89,261,1566,6,"EaglesHolesper",2011
110,110,"Ben Crane",76,262.8,1314,5,"EaglesHolesper",2011
111,111,"David Hearn",88,264,1584,6,"EaglesHolesper",2011
112,112,"Vaughn Taylor",89,267,1602,6,"EaglesHolesper",2011
113,113,"Tommy Gainey",104,267.4,1872,7,"EaglesHolesper",2011
114,114,"Kevin Streelman",90,270,1620,6,"EaglesHolesper",2011
115,115,"Chez Reavie",92,276,1656,6,"EaglesHolesper",2011
116,116,"Dean Wilson",62,279,1116,4,"EaglesHolesper",2011
117,117,"Jason Dufner",78,280.8,1404,5,"EaglesHolesper",2011
118,118,"Martin Piller",63,283.5,1134,4,"EaglesHolesper",2011
119,119,"Spencer Levin",113,290.6,2034,7,"EaglesHolesper",2011
120,120,"Stuart Appleby",65,292.5,1170,4,"EaglesHolesper",2011
121,121,"Robert Allenby",84,298.8,1494,5,"EaglesHolesper",2011
122,122,"David Duval",67,301.5,1206,4,"EaglesHolesper",2011
123,123,"Ian Poulter",52,306,918,3,"EaglesHolesper",2011
124,124,"William McGirt",103,309,1854,6,"EaglesHolesper",2011
125,125,"Jim Herman",69,310.5,1242,4,"EaglesHolesper",2011
126,126,"Stewart Cink",72,315,1260,4,"EaglesHolesper",2011
127,127,"Matt Kuchar",94,316.8,1584,5,"EaglesHolesper",2011
127,127,"Heath Slocum",89,316.8,1584,5,"EaglesHolesper",2011
129,129,"Cameron Beckman",71,319.5,1278,4,"EaglesHolesper",2011
130,130,"Nick OHern",89,320.4,1602,5,"EaglesHolesper",2011
131,131,"Marc Turnesa",54,324,972,3,"EaglesHolesper",2011
132,132,"Tom Gillis",55,330,990,3,"EaglesHolesper",2011
133,133,"Freddie Jacobson",92,331.2,1656,5,"EaglesHolesper",2011
133,133,"Bill Lunde",92,331.2,1656,5,"EaglesHolesper",2011
135,135,"Chris DiMarco",93,334.8,1674,5,"EaglesHolesper",2011
136,136,"Ryan Moore",79,337.5,1350,4,"EaglesHolesper",2011
137,137,"Kent Jones",76,342,1368,4,"EaglesHolesper",2011
138,138,"JJ Henry",96,345.6,1728,5,"EaglesHolesper",2011
139,139,"Shaun Micheel",77,346.5,1386,4,"EaglesHolesper",2011
140,140,"Blake Adams",116,348,2088,6,"EaglesHolesper",2011
140,140,"Harrison Frazar",58,348,1044,3,"EaglesHolesper",2011
142,142,"Padraig Harrington",60,354,1062,3,"EaglesHolesper",2011
142,142,"YE Yang",63,354,1062,3,"EaglesHolesper",2011
144,144,"Vijay Singh",79,355.5,1422,4,"EaglesHolesper",2011
144,144,"Michael Thompson",79,355.5,1422,4,"EaglesHolesper",2011
146,146,"Briny Baird",60,360,1080,3,"EaglesHolesper",2011
146,146,"Brandt Jobe",100,360,1800,5,"EaglesHolesper",2011
146,146,"Colt Knost",80,360,1440,4,"EaglesHolesper",2011
149,149,"Justin Leonard",82,369,1476,4,"EaglesHolesper",2011
150,150,"Brian Davis",105,378,1890,5,"EaglesHolesper",2011
151,151,"Richard Johnson",64,384,1152,3,"EaglesHolesper",2011
152,152,"Alexandre Rocha",65,390,1170,3,"EaglesHolesper",2011
153,153,"Luke Donald",73,402,1206,3,"EaglesHolesper",2011
154,154,"Ernie Els",71,414,1242,3,"EaglesHolesper",2011
155,155,"Joe Durant",71,426,1278,3,"EaglesHolesper",2011
156,156,"Hunter Haas",96,432,1728,4,"EaglesHolesper",2011
157,157,"Retief Goosen",50,441,882,2,"EaglesHolesper",2011
158,158,"Chad Campbell",99,445.5,1782,4,"EaglesHolesper",2011
159,159,"Chris Riley",76,456,1368,3,"EaglesHolesper",2011
160,160,"Rocco Mediate",53,477,954,2,"EaglesHolesper",2011
161,161,"Ryan Palmer",82,480,1440,3,"EaglesHolesper",2011
162,162,"Ryuji Imada",83,498,1494,3,"EaglesHolesper",2011
162,162,"David Mathis",83,498,1494,3,"EaglesHolesper",2011
162,162,"Charlie Wi",83,498,1494,3,"EaglesHolesper",2011
165,165,"Rory Sabbatini",85,510,1530,3,"EaglesHolesper",2011
166,166,"Aron Price",58,522,1044,2,"EaglesHolesper",2011
167,167,"Steve Flesch",88,528,1584,3,"EaglesHolesper",2011
168,168,"Woody Austin",59,531,1062,2,"EaglesHolesper",2011
169,169,"Brian Gay",90,540,1620,3,"EaglesHolesper",2011
169,169,"Justin Hicks",60,540,1080,2,"EaglesHolesper",2011
171,171,"Arjun Atwal",91,546,1638,3,"EaglesHolesper",2011
172,172,"Davis Love III",70,630,1260,2,"EaglesHolesper",2011
173,173,"Michael Connell",76,684,1368,2,"EaglesHolesper",2011
174,174,"Paul Stankowski",78,702,1404,2,"EaglesHolesper",2011
175,175,"Johnson Wagner",81,729,1458,2,"EaglesHolesper",2011
176,176,"Bryce Molder",82,738,1476,2,"EaglesHolesper",2011
177,177,"Tim Herron",85,765,1530,2,"EaglesHolesper",2011
178,178,"Steve Elkington",50,900,900,1,"EaglesHolesper",2011
179,179,"Ben Curtis",66,1188,1188,1,"EaglesHolesper",2011
179,179,"Geoff Ogilvy",69,1188,1188,1,"EaglesHolesper",2011
181,181,"Michael Putnam",67,1206,1206,1,"EaglesHolesper",2011
182,182,"Stephen Ames",69,1242,1242,1,"EaglesHolesper",2011
183,183,"Garrett Willis",71,1278,1278,1,"EaglesHolesper",2011
184,184,"Paul Goydos",81,1458,1458,1,"EaglesHolesper",2011
185,185,"Tim Petrovic",88,1584,1584,1,"EaglesHolesper",2011
