"TotalDriving_RANKTHISWEEK_2014","TotalDriving_RANKLASTWEEK_2014","TotalDriving_PLAYERNAME_2014","TotalDriving_EVENTS_2014","TotalDriving_TOTAL_2014","TotalDriving_DISTANCERANK_2014","TotalDriving_ACCURACYRANK_2014","stat_name","year"
48,48,"Brendan Steele",26,145,28,117,"TotalDriving",2014
49,49,"Chris Kirk",28,146,80,66,"TotalDriving",2014
49,49,"John Senden",27,146,95,51,"TotalDriving",2014
51,51,"Zach Johnson",26,147,141,6,"TotalDriving",2014
52,52,"Dustin Johnson",17,148,2,146,"TotalDriving",2014
53,53,"Jason Day",15,149,18,131,"TotalDriving",2014
54,54,"Angel Cabrera",23,151,12,139,"TotalDriving",2014
54,54,"Charl Schwartzel",18,151,30,121,"TotalDriving",2014
56,56,"Robert Garrigus",25,153,7,146,"TotalDriving",2014
57,57,"Brooks Koepka",16,156,6,150,"TotalDriving",2014
57,57,"Matt Kuchar",24,156,136,20,"TotalDriving",2014
57,57,"Ryan Palmer",23,156,23,133,"TotalDriving",2014
60,60,"John Peterson",25,157,102,55,"TotalDriving",2014
61,61,"Charley Hoffman",25,158,26,132,"TotalDriving",2014
62,62,"Jim Furyk",21,159,155,4,"TotalDriving",2014
62,62,"John Huh",28,159,134,25,"TotalDriving",2014
62,62,"Michael Putnam",30,159,65,94,"TotalDriving",2014
65,65,"Brad Fritsch",18,160,56,104,"TotalDriving",2014
65,65,"Justin Rose",19,160,49,111,"TotalDriving",2014
67,67,"Wes Roach",22,161,65,96,"TotalDriving",2014
68,68,"Lee Westwood",18,162,71,91,"TotalDriving",2014
69,69,"Michael Thompson",22,164,93,71,"TotalDriving",2014
70,70,"Davis Love III",22,165,41,124,"TotalDriving",2014
71,71,"Paul Casey",16,166,65,101,"TotalDriving",2014
72,72,"JB Holmes",24,168,4,164,"TotalDriving",2014
72,72,"Webb Simpson",25,168,98,70,"TotalDriving",2014
72,72,"Brian Stuard",29,168,137,31,"TotalDriving",2014
75,75,"Danny Lee",28,169,132,37,"TotalDriving",2014
76,76,"Jason Kokrak",19,171,14,157,"TotalDriving",2014
76,76,"Heath Slocum",23,171,166,5,"TotalDriving",2014
76,76,"Daniel Summerhays",27,171,141,30,"TotalDriving",2014
79,79,"Marc Leishman",24,173,32,141,"TotalDriving",2014
79,79,"Ted Potter Jr",24,173,162,11,"TotalDriving",2014
81,81,"David Toms",20,174,173,1,"TotalDriving",2014
81,81,"Camilo Villegas",29,174,68,106,"TotalDriving",2014
83,83,"David Hearn",28,175,156,19,"TotalDriving",2014
83,83,"Billy Hurley III",26,175,168,7,"TotalDriving",2014
85,85,"Tim Clark",26,176,174,2,"TotalDriving",2014
85,85,"Carl Pettersson",28,176,47,129,"TotalDriving",2014
85,85,"Chris Stroud",25,176,119,57,"TotalDriving",2014
88,88,"Matt Jones",25,177,41,136,"TotalDriving",2014
88,88,"Graeme McDowell",17,177,165,12,"TotalDriving",2014
88,88,"Mark Wilson",25,177,153,24,"TotalDriving",2014
88,88,"YE Yang",28,177,143,34,"TotalDriving",2014
92,92,"Scott Stallings",28,178,23,155,"TotalDriving",2014
93,93,"Ken Duke",25,179,171,8,"TotalDriving",2014
94,94,"Jonathan Byrd",24,180,102,78,"TotalDriving",2014
95,95,"Jason Dufner",17,181,122,59,"TotalDriving",2014
95,95,"Charles Howell III",29,181,9,172,"TotalDriving",2014
95,95,"Andrew Loupe",22,181,4,177,"TotalDriving",2014
95,95,"Brandt Snedeker",25,181,121,60,"TotalDriving",2014
99,99,"Stewart Cink",25,182,61,121,"TotalDriving",2014
99,99,"Jamie Lovemark",20,182,16,166,"TotalDriving",2014
99,99,"Jeff Maggert",19,182,169,13,"TotalDriving",2014
99,99,"Kevin Tway",23,182,55,127,"TotalDriving",2014
103,103,"Sangmoon Bae",24,184,98,86,"TotalDriving",2014
103,103,"Brian Davis",28,184,163,21,"TotalDriving",2014
105,105,"Ben Crane",25,186,157,29,"TotalDriving",2014
106,106,"George McNeill",24,188,117,71,"TotalDriving",2014
106,106,"Sean OHair",25,188,21,167,"TotalDriving",2014
108,108,"Steven Bowditch",30,189,29,160,"TotalDriving",2014
108,108,"Ian Poulter",17,189,102,87,"TotalDriving",2014
108,108,"Vijay Singh",25,189,89,100,"TotalDriving",2014
111,111,"Jason Bohn",25,190,151,39,"TotalDriving",2014
111,111,"James Hahn",27,190,91,99,"TotalDriving",2014
111,111,"Kevin Kisner",26,190,107,83,"TotalDriving",2014
111,111,"Spencer Levin",20,190,150,40,"TotalDriving",2014
111,111,"Brendon Todd",29,190,148,42,"TotalDriving",2014
116,116,"Brian Harman",32,191,94,97,"TotalDriving",2014
117,117,"William McGirt",29,193,160,33,"TotalDriving",2014
118,118,"Jerry Kelly",23,194,167,27,"TotalDriving",2014
119,119,"Jimmy Walker",27,195,19,176,"TotalDriving",2014
120,120,"Martin Flores",26,196,44,152,"TotalDriving",2014
120,120,"Kevin Na",27,196,148,48,"TotalDriving",2014
122,122,"Roberto Castro",27,197,134,63,"TotalDriving",2014
122,122,"Ben Curtis",24,197,154,43,"TotalDriving",2014
122,122,"Cameron Tringale",31,197,139,58,"TotalDriving",2014
125,125,"DH Lee",20,198,170,28,"TotalDriving",2014
125,125,"DA Points",27,198,131,67,"TotalDriving",2014
127,127,"John Rollins",28,199,86,113,"TotalDriving",2014
128,128,"David Lingmerth",26,200,88,112,"TotalDriving",2014
129,129,"Tommy Gainey",26,201,59,142,"TotalDriving",2014
129,129,"Seung Yul Noh",27,201,40,161,"TotalDriving",2014
131,131,"Richard Lee",27,202,125,77,"TotalDriving",2014
131,131,"Geoff Ogilvy",26,202,68,134,"TotalDriving",2014
133,133,"Briny Baird",17,204,144,60,"TotalDriving",2014
133,133,"KJ Choi",23,204,152,52,"TotalDriving",2014
135,135,"Bud Cauley",19,207,63,144,"TotalDriving",2014
135,135,"Troy Merritt",20,207,124,83,"TotalDriving",2014
137,137,"Robert Allenby",29,208,127,81,"TotalDriving",2014
138,138,"Gonzalo Fdez Castano",25,210,102,108,"TotalDriving",2014
138,138,"Trevor Immelman",28,210,74,136,"TotalDriving",2014
138,138,"Troy Matteson",23,210,39,171,"TotalDriving",2014
138,138,"Phil Mickelson",21,210,70,140,"TotalDriving",2014
142,142,"Morgan Hoffmann",32,213,48,165,"TotalDriving",2014
143,143,"Justin Leonard",22,215,177,38,"TotalDriving",2014
144,144,"Andres Romero",26,216,53,163,"TotalDriving",2014
145,145,"Rory Sabbatini",26,217,58,159,"TotalDriving",2014
146,146,"Jordan Spieth",27,218,89,129,"TotalDriving",2014
147,147,"Brice Garnett",28,220,92,128,"TotalDriving",2014
147,147,"Pat Perez",25,220,115,105,"TotalDriving",2014
149,149,"Patrick Reed",28,229,71,158,"TotalDriving",2014
150,150,"Luke Donald",17,231,164,67,"TotalDriving",2014
151,151,"Chesson Hadley",29,232,84,148,"TotalDriving",2014
152,152,"Aaron Baddeley",24,235,60,175,"TotalDriving",2014
152,152,"Luke Guthrie",26,235,109,126,"TotalDriving",2014
154,154,"Scott Langley",29,239,145,94,"TotalDriving",2014
155,155,"Bronson La Cassie",18,241,127,114,"TotalDriving",2014
156,156,"Woody Austin",22,242,160,82,"TotalDriving",2014
157,157,"Ricky Barnes",27,244,82,162,"TotalDriving",2014
158,158,"Ernie Els",24,248,79,169,"TotalDriving",2014
159,159,"Ryo Ishikawa",24,249,80,169,"TotalDriving",2014
160,160,"Brian Gay",26,251,175,76,"TotalDriving",2014
161,161,"Retief Goosen",26,252,96,156,"TotalDriving",2014
162,162,"Freddie Jacobson",27,253,130,123,"TotalDriving",2014
163,163,"Jim Renner",25,254,101,153,"TotalDriving",2014
164,164,"Jeff Overton",24,255,110,145,"TotalDriving",2014
164,164,"Tyrone Van Aswegen",25,255,87,168,"TotalDriving",2014
166,166,"Tim Wilkinson",25,257,140,117,"TotalDriving",2014
167,167,"Stuart Appleby",29,262,159,103,"TotalDriving",2014
167,167,"Johnson Wagner",24,262,113,149,"TotalDriving",2014
169,169,"Matt Every",26,267,116,151,"TotalDriving",2014
170,170,"Jonas Blixt",21,271,117,154,"TotalDriving",2014
171,171,"Erik Compton",28,276,138,138,"TotalDriving",2014
172,172,"Bryce Molder",25,277,158,119,"TotalDriving",2014
173,173,"Greg Chalmers",27,281,147,134,"TotalDriving",2014
174,174,"Chad Collins",28,287,172,115,"TotalDriving",2014
175,175,"Charlie Wi",25,289,146,143,"TotalDriving",2014
176,176,"James Driscoll",25,306,132,174,"TotalDriving",2014
177,177,"Mike Weir",25,349,176,173,"TotalDriving",2014
