"DrivingAccuracyPercentage_RANKTHISWEEK_2015","DrivingAccuracyPercentage_RANKLASTWEEK_2015","DrivingAccuracyPercentage_PLAYERNAME_2015","DrivingAccuracyPercentage_ROUNDS_2015","DrivingAccuracyPercentage_Pct_2015","DrivingAccuracyPercentage_FAIRWAYSHIT_2015","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2015","stat_name","year"
56,56,"Derek Ernst",75,64.3,634,986,"DrivingAccuracyPercentage",2015
57,57,"Chris Stroud",84,64.22,754,1174,"DrivingAccuracyPercentage",2015
58,58,"Paul Casey",87,64.16,741,1155,"DrivingAccuracyPercentage",2015
58,58,"David Hearn",97,64.16,870,1356,"DrivingAccuracyPercentage",2015
60,60,"George McNeill",93,64.1,832,1298,"DrivingAccuracyPercentage",2015
61,61,"KJ Choi",66,64.09,555,866,"DrivingAccuracyPercentage",2015
62,62,"Sam Saunders",83,64,720,1125,"DrivingAccuracyPercentage",2015
63,63,"Danny Lee",120,63.92,1070,1674,"DrivingAccuracyPercentage",2015
64,64,"Justin Rose",69,63.87,594,930,"DrivingAccuracyPercentage",2015
65,65,"Kevin Chappell",86,63.86,767,1201,"DrivingAccuracyPercentage",2015
66,66,"Chad Collins",79,63.82,702,1100,"DrivingAccuracyPercentage",2015
66,66,"Lucas Glover",79,63.82,702,1100,"DrivingAccuracyPercentage",2015
68,68,"Alex Cejka",94,63.78,817,1281,"DrivingAccuracyPercentage",2015
69,69,"Billy Horschel",99,63.77,845,1325,"DrivingAccuracyPercentage",2015
70,70,"Blayne Barber",76,63.72,657,1031,"DrivingAccuracyPercentage",2015
71,71,"Bill Lunde",50,63.59,407,640,"DrivingAccuracyPercentage",2015
72,72,"Ian Poulter",68,63.58,569,895,"DrivingAccuracyPercentage",2015
73,73,"Bill Haas",89,63.35,764,1206,"DrivingAccuracyPercentage",2015
74,74,"Hudson Swafford",97,63.34,838,1323,"DrivingAccuracyPercentage",2015
75,75,"Boo Weekley",79,63.27,696,1100,"DrivingAccuracyPercentage",2015
76,76,"Matt Kuchar",97,63.23,834,1319,"DrivingAccuracyPercentage",2015
77,77,"Tim Wilkinson",73,63.09,624,989,"DrivingAccuracyPercentage",2015
78,78,"Robert Allenby",63,63.06,519,823,"DrivingAccuracyPercentage",2015
79,79,"Steve Wheatcroft",87,63.03,728,1155,"DrivingAccuracyPercentage",2015
80,80,"Jordan Spieth",91,62.91,775,1232,"DrivingAccuracyPercentage",2015
81,81,"Troy Merritt",91,62.83,796,1267,"DrivingAccuracyPercentage",2015
82,82,"Scott Brown",97,62.77,848,1351,"DrivingAccuracyPercentage",2015
83,83,"Charlie Beljan",76,62.61,628,1003,"DrivingAccuracyPercentage",2015
84,84,"Kevin Na",98,62.51,832,1331,"DrivingAccuracyPercentage",2015
85,85,"Greg Chalmers",58,62.17,470,756,"DrivingAccuracyPercentage",2015
86,86,"Johnson Wagner",68,62.11,590,950,"DrivingAccuracyPercentage",2015
87,87,"Rickie Fowler",76,62.08,622,1002,"DrivingAccuracyPercentage",2015
88,88,"Shawn Stefani",94,62.06,813,1310,"DrivingAccuracyPercentage",2015
89,89,"Alex Prugh",84,62.03,691,1114,"DrivingAccuracyPercentage",2015
90,90,"Chris Kirk",76,61.97,634,1023,"DrivingAccuracyPercentage",2015
91,91,"Scott Langley",94,61.9,793,1281,"DrivingAccuracyPercentage",2015
92,92,"Daniel Summerhays",101,61.79,870,1408,"DrivingAccuracyPercentage",2015
93,93,"Oscar Fraustro",58,61.78,464,751,"DrivingAccuracyPercentage",2015
94,94,"Kyle Reifers",96,61.59,789,1281,"DrivingAccuracyPercentage",2015
95,95,"Michael Putnam",87,61.47,726,1181,"DrivingAccuracyPercentage",2015
96,96,"Brice Garnett",81,61.25,675,1102,"DrivingAccuracyPercentage",2015
97,97,"Brendan Steele",88,61.13,717,1173,"DrivingAccuracyPercentage",2015
98,98,"Nick Watney",91,61.08,772,1264,"DrivingAccuracyPercentage",2015
99,99,"Brandt Snedeker",98,60.98,808,1325,"DrivingAccuracyPercentage",2015
100,100,"Gonzalo Fdez Castano",81,60.97,653,1071,"DrivingAccuracyPercentage",2015
101,101,"Scott Pinckney",88,60.95,746,1224,"DrivingAccuracyPercentage",2015
102,102,"Fabian Gomez",83,60.88,705,1158,"DrivingAccuracyPercentage",2015
103,103,"Charl Schwartzel",67,60.81,540,888,"DrivingAccuracyPercentage",2015
104,104,"Daniel Berger",97,60.74,823,1355,"DrivingAccuracyPercentage",2015
104,104,"Sean OHair",86,60.74,727,1197,"DrivingAccuracyPercentage",2015
106,106,"Bo Van Pelt",81,60.73,668,1100,"DrivingAccuracyPercentage",2015
107,107,"Adam Scott",51,60.69,403,664,"DrivingAccuracyPercentage",2015
108,108,"Whee Kim",71,60.4,581,962,"DrivingAccuracyPercentage",2015
109,109,"Cameron Percy",72,60.31,588,975,"DrivingAccuracyPercentage",2015
110,110,"Rory Sabbatini",81,60.3,679,1126,"DrivingAccuracyPercentage",2015
111,111,"JJ Henry",94,60.29,756,1254,"DrivingAccuracyPercentage",2015
112,112,"Jonas Blixt",78,60.26,614,1019,"DrivingAccuracyPercentage",2015
113,113,"Jamie Donaldson",50,60.09,399,664,"DrivingAccuracyPercentage",2015
114,114,"Vijay Singh",78,60.06,651,1084,"DrivingAccuracyPercentage",2015
115,115,"Sangmoon Bae",98,60.03,823,1371,"DrivingAccuracyPercentage",2015
116,116,"James Hahn",94,59.89,787,1314,"DrivingAccuracyPercentage",2015
117,117,"Louis Oosthuizen",68,59.84,523,874,"DrivingAccuracyPercentage",2015
117,117,"Carlos Ortiz",100,59.84,800,1337,"DrivingAccuracyPercentage",2015
119,119,"Matt Jones",89,59.7,714,1196,"DrivingAccuracyPercentage",2015
119,119,"Lee Westwood",56,59.7,437,732,"DrivingAccuracyPercentage",2015
121,121,"Greg Owen",58,59.63,486,815,"DrivingAccuracyPercentage",2015
122,122,"Geoff Ogilvy",50,59.59,407,683,"DrivingAccuracyPercentage",2015
123,123,"Sergio Garcia",59,59.47,471,792,"DrivingAccuracyPercentage",2015
123,123,"Robert Streb",110,59.47,923,1552,"DrivingAccuracyPercentage",2015
125,125,"Roger Sloan",56,59.45,431,725,"DrivingAccuracyPercentage",2015
126,126,"Andrew Svoboda",80,59.32,646,1089,"DrivingAccuracyPercentage",2015
127,127,"Erik Compton",86,59.31,710,1197,"DrivingAccuracyPercentage",2015
128,128,"Scott Piercy",90,59.3,746,1258,"DrivingAccuracyPercentage",2015
129,129,"Luke Donald",71,59.28,591,997,"DrivingAccuracyPercentage",2015
130,130,"Carl Pettersson",106,59.05,874,1480,"DrivingAccuracyPercentage",2015
131,131,"Hunter Mahan",88,58.91,681,1156,"DrivingAccuracyPercentage",2015
132,132,"Jeff Overton",94,58.87,753,1279,"DrivingAccuracyPercentage",2015
133,133,"Luke Guthrie",84,58.86,671,1140,"DrivingAccuracyPercentage",2015
134,134,"Tom Hoge",83,58.84,649,1103,"DrivingAccuracyPercentage",2015
135,135,"Martin Laird",77,58.54,627,1071,"DrivingAccuracyPercentage",2015
136,136,"Harris English",105,58.51,835,1427,"DrivingAccuracyPercentage",2015
137,137,"Justin Thomas",106,58.24,859,1475,"DrivingAccuracyPercentage",2015
137,137,"Michael Thompson",83,58.24,657,1128,"DrivingAccuracyPercentage",2015
139,139,"Byron Smith",59,58.15,446,767,"DrivingAccuracyPercentage",2015
140,140,"Andres Gonzales",90,58.06,695,1197,"DrivingAccuracyPercentage",2015
141,141,"Charley Hoffman",97,58.01,764,1317,"DrivingAccuracyPercentage",2015
142,142,"Scott Stallings",60,57.74,485,840,"DrivingAccuracyPercentage",2015
143,143,"Jim Renner",68,57.44,529,921,"DrivingAccuracyPercentage",2015
144,144,"Stewart Cink",77,57.35,620,1081,"DrivingAccuracyPercentage",2015
145,145,"Brooks Koepka",84,57.33,653,1139,"DrivingAccuracyPercentage",2015
146,146,"Patrick Rodgers",57,56.97,421,739,"DrivingAccuracyPercentage",2015
147,147,"Chesson Hadley",101,56.87,803,1412,"DrivingAccuracyPercentage",2015
148,148,"Martin Flores",95,56.83,720,1267,"DrivingAccuracyPercentage",2015
149,149,"Ernie Els",57,56.79,456,803,"DrivingAccuracyPercentage",2015
150,150,"Robert Garrigus",70,56.72,519,915,"DrivingAccuracyPercentage",2015
151,151,"Retief Goosen",81,56.57,611,1080,"DrivingAccuracyPercentage",2015
151,151,"Ryan Palmer",80,56.57,603,1066,"DrivingAccuracyPercentage",2015
153,153,"Bubba Watson",71,56.55,535,946,"DrivingAccuracyPercentage",2015
154,154,"Max Homa",78,56.45,582,1031,"DrivingAccuracyPercentage",2015
155,155,"Jason Kokrak",88,56.41,691,1225,"DrivingAccuracyPercentage",2015
156,156,"Ryo Ishikawa",90,56.39,693,1229,"DrivingAccuracyPercentage",2015
157,157,"DA Points",72,56.37,549,974,"DrivingAccuracyPercentage",2015
158,158,"Gary Woodland",81,56.21,584,1039,"DrivingAccuracyPercentage",2015
159,159,"Nick Taylor",91,56.05,713,1272,"DrivingAccuracyPercentage",2015
160,160,"Jhonattan Vegas",90,56.01,671,1198,"DrivingAccuracyPercentage",2015
161,161,"Phil Mickelson",70,55.98,552,986,"DrivingAccuracyPercentage",2015
162,162,"Jason Day",75,55.94,570,1019,"DrivingAccuracyPercentage",2015
163,163,"Angel Cabrera",53,55.9,417,746,"DrivingAccuracyPercentage",2015
164,164,"Eric Axley",57,55.54,426,767,"DrivingAccuracyPercentage",2015
165,165,"Dustin Johnson",75,55.53,562,1012,"DrivingAccuracyPercentage",2015
166,166,"Jonathan Randolph",72,55.19,537,973,"DrivingAccuracyPercentage",2015
167,167,"Marc Leishman",74,54.99,534,971,"DrivingAccuracyPercentage",2015
168,168,"Andrew Putnam",68,54.98,491,893,"DrivingAccuracyPercentage",2015
169,169,"Seung Yul Noh",65,54.87,501,913,"DrivingAccuracyPercentage",2015
170,170,"Morgan Hoffmann",85,54.83,653,1191,"DrivingAccuracyPercentage",2015
171,171,"Patrick Reed",103,54.78,762,1391,"DrivingAccuracyPercentage",2015
172,172,"Tony Finau",106,54.3,802,1477,"DrivingAccuracyPercentage",2015
173,173,"Camilo Villegas",83,54.12,631,1166,"DrivingAccuracyPercentage",2015
174,174,"Ricky Barnes",82,54.1,587,1085,"DrivingAccuracyPercentage",2015
175,175,"JB Holmes",89,54.05,647,1197,"DrivingAccuracyPercentage",2015
176,176,"Steven Bowditch",103,54.04,782,1447,"DrivingAccuracyPercentage",2015
177,177,"Tyrone Van Aswegen",58,53.39,402,753,"DrivingAccuracyPercentage",2015
178,178,"Andres Romero",69,52.67,484,919,"DrivingAccuracyPercentage",2015
179,179,"Charles Howell III",105,52.43,767,1463,"DrivingAccuracyPercentage",2015
180,180,"Jimmy Walker",89,52.23,633,1212,"DrivingAccuracyPercentage",2015
181,181,"Padraig Harrington",60,51.72,437,845,"DrivingAccuracyPercentage",2015
182,182,"Derek Fathauer",81,51.63,554,1073,"DrivingAccuracyPercentage",2015
183,183,"Matt Every",73,51.52,508,986,"DrivingAccuracyPercentage",2015
184,184,"Aaron Baddeley",76,50.29,520,1034,"DrivingAccuracyPercentage",2015
