"ScramblingfromtheRough_RANKTHISWEEK_2014","ScramblingfromtheRough_RANKLASTWEEK_2014","ScramblingfromtheRough_PLAYERNAME_2014","ScramblingfromtheRough_ROUNDS_2014","ScramblingfromtheRough_Pct_2014","ScramblingfromtheRough_SUCCESSES_2014","ScramblingfromtheRough_ATTEMPTS_2014","stat_name","year"
46,46,"Webb Simpson",87,57.95,102,176,"ScramblingfromtheRough",2014
47,47,"Robert Allenby",83,57.93,84,145,"ScramblingfromtheRough",2014
48,48,"Sangmoon Bae",76,57.89,88,152,"ScramblingfromtheRough",2014
49,49,"Lee Westwood",57,57.8,63,109,"ScramblingfromtheRough",2014
50,50,"Andrew Svoboda",77,57.72,86,149,"ScramblingfromtheRough",2014
51,51,"Bronson La Cassie",51,57.66,64,111,"ScramblingfromtheRough",2014
52,52,"Tim Wilkinson",86,57.65,113,196,"ScramblingfromtheRough",2014
53,53,"Harris English",95,57.59,91,158,"ScramblingfromtheRough",2014
54,54,"Bill Haas",107,57.58,95,165,"ScramblingfromtheRough",2014
55,55,"Bryce Molder",77,57.31,98,171,"ScramblingfromtheRough",2014
56,56,"Jimmy Walker",98,57.24,83,145,"ScramblingfromtheRough",2014
57,57,"Freddie Jacobson",91,57.21,127,222,"ScramblingfromtheRough",2014
58,58,"Cameron Tringale",111,56.95,127,223,"ScramblingfromtheRough",2014
59,59,"Chad Collins",78,56.88,91,160,"ScramblingfromtheRough",2014
60,60,"Brian Davis",93,56.82,100,176,"ScramblingfromtheRough",2014
61,61,"Ryan Palmer",85,56.76,84,148,"ScramblingfromtheRough",2014
62,62,"Matt Jones",83,56.73,97,171,"ScramblingfromtheRough",2014
63,63,"Ted Potter Jr",68,56.6,90,159,"ScramblingfromtheRough",2014
64,64,"Chris Kirk",105,56.57,112,198,"ScramblingfromtheRough",2014
65,65,"William McGirt",96,56.41,110,195,"ScramblingfromtheRough",2014
66,66,"Ben Martin",80,56.36,93,165,"ScramblingfromtheRough",2014
67,67,"Tyrone Van Aswegen",79,56.35,102,181,"ScramblingfromtheRough",2014
68,68,"Chad Campbell",57,56.32,49,87,"ScramblingfromtheRough",2014
69,69,"John Senden",99,56.28,103,183,"ScramblingfromtheRough",2014
70,70,"Heath Slocum",71,56.2,68,121,"ScramblingfromtheRough",2014
71,71,"Ben Crane",81,56.02,93,166,"ScramblingfromtheRough",2014
72,72,"Jason Kokrak",65,55.92,85,152,"ScramblingfromtheRough",2014
72,72,"Seung Yul Noh",92,55.92,118,211,"ScramblingfromtheRough",2014
74,74,"Scott Stallings",77,55.91,104,186,"ScramblingfromtheRough",2014
75,75,"Robert Garrigus",80,55.79,106,190,"ScramblingfromtheRough",2014
76,76,"Brendan Steele",89,55.77,87,156,"ScramblingfromtheRough",2014
77,77,"Bud Cauley",56,55.75,63,113,"ScramblingfromtheRough",2014
78,78,"David Toms",64,55.67,54,97,"ScramblingfromtheRough",2014
79,79,"JJ Henry",91,55.63,84,151,"ScramblingfromtheRough",2014
80,80,"Charlie Wi",72,55.41,82,148,"ScramblingfromtheRough",2014
81,81,"Carl Pettersson",91,55.38,108,195,"ScramblingfromtheRough",2014
82,82,"Patrick Reed",92,55.33,109,197,"ScramblingfromtheRough",2014
83,83,"Mike Weir",69,55.26,84,152,"ScramblingfromtheRough",2014
84,84,"Brian Harman",111,55.23,132,239,"ScramblingfromtheRough",2014
85,85,"Ken Duke",80,55.22,74,134,"ScramblingfromtheRough",2014
86,86,"Jonathan Byrd",76,55.15,75,136,"ScramblingfromtheRough",2014
87,87,"Woody Austin",63,55.13,86,156,"ScramblingfromtheRough",2014
88,88,"JB Holmes",86,55.05,109,198,"ScramblingfromtheRough",2014
89,89,"Will Ma Kenzie",82,55.03,104,189,"ScramblingfromtheRough",2014
89,89,"Robert Streb",75,55.03,82,149,"ScramblingfromtheRough",2014
91,91,"Brad Fritsch",50,55,55,100,"ScramblingfromtheRough",2014
92,92,"Billy Horschel",92,54.92,67,122,"ScramblingfromtheRough",2014
93,93,"Will Wilcox",51,54.81,57,104,"ScramblingfromtheRough",2014
94,94,"Steven Bowditch",93,54.77,109,199,"ScramblingfromtheRough",2014
95,95,"Marc Leishman",81,54.6,95,174,"ScramblingfromtheRough",2014
96,96,"Rory Sabbatini",82,54.59,101,185,"ScramblingfromtheRough",2014
97,97,"Keegan Bradley",89,54.55,84,154,"ScramblingfromtheRough",2014
97,97,"Charles Howell III",106,54.55,126,231,"ScramblingfromtheRough",2014
97,97,"Jhonattan Vegas",77,54.55,72,132,"ScramblingfromtheRough",2014
100,100,"Sean OHair",77,54.44,98,180,"ScramblingfromtheRough",2014
101,101,"Brian Stuard",91,54.35,100,184,"ScramblingfromtheRough",2014
102,102,"Wes Roach",67,54.25,83,153,"ScramblingfromtheRough",2014
103,103,"John Huh",87,54.24,96,177,"ScramblingfromtheRough",2014
104,104,"Ricky Barnes",92,54.22,90,166,"ScramblingfromtheRough",2014
105,105,"John Peterson",62,54.17,65,120,"ScramblingfromtheRough",2014
106,106,"Josh Teater",90,54.08,106,196,"ScramblingfromtheRough",2014
107,107,"Michael Putnam",106,53.98,122,226,"ScramblingfromtheRough",2014
108,108,"Jonas Blixt",64,53.91,69,128,"ScramblingfromtheRough",2014
108,108,"Graeme McDowell",66,53.91,62,115,"ScramblingfromtheRough",2014
110,110,"Vijay Singh",83,53.85,91,169,"ScramblingfromtheRough",2014
111,111,"Paul Casey",56,53.68,51,95,"ScramblingfromtheRough",2014
112,112,"Scott Langley",95,53.59,97,181,"ScramblingfromtheRough",2014
113,113,"Erik Compton",88,53.55,98,183,"ScramblingfromtheRough",2014
114,114,"David Lingmerth",80,53.53,91,170,"ScramblingfromtheRough",2014
115,115,"Jeff Maggert",54,53.47,54,101,"ScramblingfromtheRough",2014
116,116,"DA Points",75,53.28,73,137,"ScramblingfromtheRough",2014
117,117,"KJ Choi",80,53.23,99,186,"ScramblingfromtheRough",2014
118,118,"Kevin Streelman",79,52.9,73,138,"ScramblingfromtheRough",2014
119,119,"Kyle Stanley",87,52.8,85,161,"ScramblingfromtheRough",2014
120,120,"Kevin Chappell",100,52.75,96,182,"ScramblingfromtheRough",2014
121,121,"Morgan Hoffmann",103,52.69,137,260,"ScramblingfromtheRough",2014
122,122,"Davis Love III",74,52.63,90,171,"ScramblingfromtheRough",2014
122,122,"YE Yang",79,52.63,90,171,"ScramblingfromtheRough",2014
124,124,"Martin Flores",85,52.6,91,173,"ScramblingfromtheRough",2014
125,125,"Johnson Wagner",69,52.55,72,137,"ScramblingfromtheRough",2014
126,126,"Kevin Kisner",85,52.5,105,200,"ScramblingfromtheRough",2014
127,127,"Jason Bohn",81,52.35,89,170,"ScramblingfromtheRough",2014
128,128,"Daniel Summerhays",98,52.31,102,195,"ScramblingfromtheRough",2014
129,129,"Ryan Moore",86,52.21,71,136,"ScramblingfromtheRough",2014
130,130,"Justin Hicks",103,51.96,93,179,"ScramblingfromtheRough",2014
131,131,"Roberto Castro",76,51.95,80,154,"ScramblingfromtheRough",2014
132,132,"DH Lee",54,51.94,67,129,"ScramblingfromtheRough",2014
133,133,"Spencer Levin",59,51.82,71,137,"ScramblingfromtheRough",2014
134,134,"Nick Watney",80,51.79,58,112,"ScramblingfromtheRough",2014
135,135,"Camilo Villegas",95,51.78,102,197,"ScramblingfromtheRough",2014
136,136,"Mark Wilson",69,51.52,68,132,"ScramblingfromtheRough",2014
137,137,"Lucas Glover",68,51.4,55,107,"ScramblingfromtheRough",2014
138,138,"Martin Kaymer",65,51.24,62,121,"ScramblingfromtheRough",2014
139,139,"Trevor Immelman",84,51.18,87,170,"ScramblingfromtheRough",2014
140,140,"Scott Brown",100,51.14,112,219,"ScramblingfromtheRough",2014
140,140,"David Hearn",97,51.14,90,176,"ScramblingfromtheRough",2014
142,142,"Michael Thompson",74,51.09,70,137,"ScramblingfromtheRough",2014
143,143,"Brice Garnett",92,50.85,90,177,"ScramblingfromtheRough",2014
144,144,"Jamie Lovemark",64,50.71,71,140,"ScramblingfromtheRough",2014
145,145,"Henrik Stenson",56,50.7,36,71,"ScramblingfromtheRough",2014
146,146,"Hunter Mahan",88,50.64,79,156,"ScramblingfromtheRough",2014
147,147,"Shawn Stefani",60,50.43,59,117,"ScramblingfromtheRough",2014
148,148,"Ryo Ishikawa",75,50.33,77,153,"ScramblingfromtheRough",2014
149,149,"Angel Cabrera",69,50,75,150,"ScramblingfromtheRough",2014
149,149,"James Hahn",82,50,87,174,"ScramblingfromtheRough",2014
149,149,"Jim Herman",62,50,60,120,"ScramblingfromtheRough",2014
152,152,"Briny Baird",50,49.46,46,93,"ScramblingfromtheRough",2014
153,153,"Stewart Cink",91,49.41,84,170,"ScramblingfromtheRough",2014
154,154,"Charlie Beljan",76,49.39,81,164,"ScramblingfromtheRough",2014
155,155,"Louis Oosthuizen",50,49.35,38,77,"ScramblingfromtheRough",2014
156,156,"Boo Weekley",73,49.07,53,108,"ScramblingfromtheRough",2014
157,157,"Ben Curtis",77,49.06,78,159,"ScramblingfromtheRough",2014
158,158,"Kevin Stadler",90,48.87,65,133,"ScramblingfromtheRough",2014
159,159,"Kevin Tway",64,48.8,61,125,"ScramblingfromtheRough",2014
160,160,"Troy Merritt",62,48.72,76,156,"ScramblingfromtheRough",2014
161,161,"Geoff Ogilvy",84,48.66,91,187,"ScramblingfromtheRough",2014
162,162,"Andrew Loupe",65,48.65,72,148,"ScramblingfromtheRough",2014
163,163,"Nicholas Thompson",85,48.57,85,175,"ScramblingfromtheRough",2014
164,164,"Tim Clark",75,48.48,64,132,"ScramblingfromtheRough",2014
165,165,"Derek Ernst",80,48.11,89,185,"ScramblingfromtheRough",2014
166,166,"Russell Henley",92,47.98,107,223,"ScramblingfromtheRough",2014
167,167,"John Rollins",84,46.88,75,160,"ScramblingfromtheRough",2014
168,168,"Greg Chalmers",85,46.35,89,192,"ScramblingfromtheRough",2014
169,169,"Jason Dufner",57,46.23,49,106,"ScramblingfromtheRough",2014
170,170,"John Merrick",87,46.15,60,130,"ScramblingfromtheRough",2014
171,171,"Martin Laird",66,45.79,49,107,"ScramblingfromtheRough",2014
172,172,"Brooks Koepka",56,44.79,43,96,"ScramblingfromtheRough",2014
173,173,"James Driscoll",71,43.16,82,190,"ScramblingfromtheRough",2014
174,174,"Troy Matteson",62,43.06,62,144,"ScramblingfromtheRough",2014
175,175,"Tommy Gainey",73,42.65,58,136,"ScramblingfromtheRough",2014
176,176,"Hudson Swafford",75,42.06,53,126,"ScramblingfromtheRough",2014
177,177,"Jim Renner",61,39.69,52,131,"ScramblingfromtheRough",2014
