"ClubHeadSpeed_RANKTHISWEEK_2007","ClubHeadSpeed_RANKLASTWEEK_2007","ClubHeadSpeed_PLAYERNAME_2007","ClubHeadSpeed_ROUNDS_2007","ClubHeadSpeed_AVG_2007","ClubHeadSpeed_TOTALCLUBHEADSPEED_2007","ClubHeadSpeed_TOTALATTEMPTS_2007","ClubHeadSpeed_FASTESTSPEED_2007","ClubHeadSpeed_SLOWESTSPEED_2007","stat_name","year"
70,70,"Mark Calcavecchia",93,114.1,6503.66,57,120.45,110.96,"ClubHeadSpeed",2007
71,71,"Jason Schultz",63,114.02,3306.63,29,130.5,110.04,"ClubHeadSpeed",2007
72,72,"Marco Dawson",73,113.9,4783.83,42,116.39,110.52,"ClubHeadSpeed",2007
73,73,"Chad Campbell",96,113.89,6491.69,57,121.17,110.47,"ClubHeadSpeed",2007
74,74,"Ryan Moore",92,113.83,7171.08,63,120.12,110.62,"ClubHeadSpeed",2007
75,75,"Rod Pampling",92,113.81,6601.12,58,123.58,109.36,"ClubHeadSpeed",2007
76,76,"Ken Duke",112,113.78,6371.74,56,120.25,109.69,"ClubHeadSpeed",2007
76,76,"Carl Pettersson",111,113.78,8647.21,76,117.5,109.95,"ClubHeadSpeed",2007
78,78,"Andrew Buckle",77,113.77,6029.78,53,119.49,109.9,"ClubHeadSpeed",2007
79,79,"Kenny Perry",83,113.59,6247.49,55,118.8,105.87,"ClubHeadSpeed",2007
80,80,"Bubba Dickerson",51,113.56,3066.04,27,115.71,110.19,"ClubHeadSpeed",2007
81,81,"Jim Rutledge",59,113.55,3065.82,27,118.56,109.45,"ClubHeadSpeed",2007
82,82,"Brian Bateman",55,113.53,3746.62,33,117.9,105.98,"ClubHeadSpeed",2007
83,83,"Lee Janzen",66,113.51,4313.19,38,128.87,109.03,"ClubHeadSpeed",2007
84,84,"Craig Barlow",52,113.43,2949.13,26,116.97,110.69,"ClubHeadSpeed",2007
85,85,"Jeff Brehaut",59,113.4,4195.74,37,117.12,107.35,"ClubHeadSpeed",2007
86,86,"Steve Marino",106,113.37,6348.89,56,117.37,109.76,"ClubHeadSpeed",2007
87,87,"Johnson Wagner",97,113.35,6574.58,58,118.08,109.51,"ClubHeadSpeed",2007
88,88,"Bryce Molder",56,113.29,3285.41,29,117.87,105.06,"ClubHeadSpeed",2007
88,88,"Tim Petrovic",106,113.29,6570.85,58,118.95,107.38,"ClubHeadSpeed",2007
90,90,"Justin Rose",63,113.27,3964.41,35,117.73,106.87,"ClubHeadSpeed",2007
91,91,"Rich Barcelo",80,113.26,5323.43,47,119.88,105.45,"ClubHeadSpeed",2007
92,92,"John Merrick",92,113.16,6563.23,58,118.86,105.92,"ClubHeadSpeed",2007
93,93,"Rich Beem",89,113.08,6671.97,59,122.96,109.97,"ClubHeadSpeed",2007
94,94,"Chris Stroud",66,113.07,4296.82,38,116.23,110.12,"ClubHeadSpeed",2007
95,95,"Charlie Wi",90,112.97,6665.12,59,117.62,109.73,"ClubHeadSpeed",2007
96,96,"Todd Hamilton",76,112.85,4626.79,41,116.02,109.6,"ClubHeadSpeed",2007
97,97,"Shaun Micheel",91,112.84,5077.64,45,118.64,103.13,"ClubHeadSpeed",2007
98,98,"Jarrod Lyle",77,112.72,5410.55,48,117.39,106.79,"ClubHeadSpeed",2007
99,99,"Peter Lonard",85,112.71,5973.45,53,118.3,108,"ClubHeadSpeed",2007
100,100,"Tim Herron",98,112.7,7100.17,63,118.12,108.24,"ClubHeadSpeed",2007
100,100,"Tom Lehman",62,112.7,4282.59,38,118.35,107.64,"ClubHeadSpeed",2007
102,102,"Woody Austin",95,112.67,7549.05,67,116.88,107.55,"ClubHeadSpeed",2007
103,103,"Frank Lickliter II",95,112.58,7317.65,65,119.34,109.61,"ClubHeadSpeed",2007
104,104,"KJ Choi",87,112.43,6071.16,54,116.83,109.21,"ClubHeadSpeed",2007
105,105,"Jason Bohn",57,112.4,3934.14,35,117.64,109.55,"ClubHeadSpeed",2007
106,106,"Stephen Ames",81,112.34,4942.88,44,117.3,108.4,"ClubHeadSpeed",2007
107,107,"David Branshaw",83,112.16,6056.6,54,116.28,108.14,"ClubHeadSpeed",2007
108,108,"Billy Andrade",88,112.07,6611.93,59,118,108.19,"ClubHeadSpeed",2007
109,109,"Mike Weir",82,112.06,5266.91,47,114.36,107.16,"ClubHeadSpeed",2007
110,110,"Jason Dufner",100,111.99,6047.27,54,114.65,108.57,"ClubHeadSpeed",2007
111,111,"Kevin Sutherland",85,111.95,6157.28,55,114.64,106.11,"ClubHeadSpeed",2007
112,112,"Freddie Jacobson",70,111.91,4924.02,44,116.18,103.65,"ClubHeadSpeed",2007
113,113,"Steve Flesch",100,111.8,6372.7,57,115.45,107.65,"ClubHeadSpeed",2007
114,114,"Parker McLachlin",83,111.62,4799.7,43,115.95,103.93,"ClubHeadSpeed",2007
115,115,"Nathan Green",103,111.61,7142.84,64,117.16,104.43,"ClubHeadSpeed",2007
116,116,"Bob Estes",88,111.56,6693.66,60,117.53,107.4,"ClubHeadSpeed",2007
117,117,"DJ Brigman",67,111.55,4350.38,39,114.53,107.94,"ClubHeadSpeed",2007
118,118,"Jesper Parnevik",88,111.54,6357.92,57,115.67,107.12,"ClubHeadSpeed",2007
119,119,"Steve Lowery",74,111.38,5569.12,50,115.66,107.34,"ClubHeadSpeed",2007
120,120,"Kevin Na",84,111.22,6006.09,54,120.01,107.07,"ClubHeadSpeed",2007
121,121,"Eric Axley",107,111.15,7447.36,67,116.92,107.48,"ClubHeadSpeed",2007
122,122,"Joey Sindelar",75,111.12,5778.14,52,115.94,101.99,"ClubHeadSpeed",2007
123,123,"Bart Bryant",87,111.08,6220.54,56,123.91,107.38,"ClubHeadSpeed",2007
124,124,"Jim Furyk",84,111.05,6329.86,57,115.89,106.72,"ClubHeadSpeed",2007
125,125,"Alex Cejka",80,111,5328.11,48,114.96,107.83,"ClubHeadSpeed",2007
125,125,"Duffy Waldorf",69,111,4440.09,40,116.21,107.72,"ClubHeadSpeed",2007
127,127,"Tom Johnson",74,110.96,5104,46,117.49,100.66,"ClubHeadSpeed",2007
127,127,"Kent Jones",97,110.96,7323.4,66,117.09,105.29,"ClubHeadSpeed",2007
129,129,"Anders Hansen",55,110.88,3326.41,30,115.14,105.48,"ClubHeadSpeed",2007
130,130,"Briny Baird",115,110.86,8314.69,75,116.5,107.01,"ClubHeadSpeed",2007
131,131,"JP Hayes",89,110.78,6314.58,57,114.33,107.28,"ClubHeadSpeed",2007
131,131,"Joe Ogilvie",102,110.78,7644,69,116.97,106.8,"ClubHeadSpeed",2007
133,133,"Bob Tway",103,110.63,6859.27,62,115.81,103.79,"ClubHeadSpeed",2007
134,134,"Steve Stricker",81,110.62,6416.17,58,115.65,103.89,"ClubHeadSpeed",2007
135,135,"Rocco Mediate",72,110.42,6294.04,57,120.2,106.1,"ClubHeadSpeed",2007
136,136,"Cameron Beckman",96,110.37,6180.57,56,114.67,103.61,"ClubHeadSpeed",2007
137,137,"Jeff Gove",103,110.27,7829.27,71,115.67,107.35,"ClubHeadSpeed",2007
137,137,"Jay Williamson",50,110.27,3308.18,30,112.37,107.18,"ClubHeadSpeed",2007
139,139,"Ryuji Imada",104,110.03,8472,77,116.36,106.23,"ClubHeadSpeed",2007
140,140,"Ryan Armour",107,109.98,7808.42,71,113.99,105.81,"ClubHeadSpeed",2007
140,140,"Arron Oberholser",69,109.98,5388.78,49,112.67,103.35,"ClubHeadSpeed",2007
142,142,"Cliff Kresge",107,109.85,7909.02,72,115.34,106.21,"ClubHeadSpeed",2007
142,142,"Justin Leonard",95,109.85,7249.94,66,115.78,106.52,"ClubHeadSpeed",2007
144,144,"Ian Poulter",63,109.82,3843.67,35,113.01,105.37,"ClubHeadSpeed",2007
145,145,"Brandt Snedeker",105,109.7,6911.25,63,113.82,103.82,"ClubHeadSpeed",2007
146,146,"Luke Donald",69,109.67,4606.1,42,114.36,106.5,"ClubHeadSpeed",2007
147,147,"Dean Wilson",92,109.64,5810.83,53,115.44,104.98,"ClubHeadSpeed",2007
148,148,"Jeff Quinney",95,109.61,6467.03,59,118.18,105.85,"ClubHeadSpeed",2007
149,149,"Mark Hensby",81,109.6,6247.25,57,115.12,105.88,"ClubHeadSpeed",2007
149,149,"Dicky Pride",71,109.6,4932.05,45,112.64,104.2,"ClubHeadSpeed",2007
151,151,"Craig Lile",77,109.47,5145.15,47,112.52,104.62,"ClubHeadSpeed",2007
152,152,"Tripp Isenhour",86,109.43,5581.13,51,114.03,104,"ClubHeadSpeed",2007
153,153,"Jaco Van Zyl",51,109.38,3609.59,33,116.83,107.05,"ClubHeadSpeed",2007
154,154,"Doug LaBelle II",104,109.21,7207.92,66,113.72,105.17,"ClubHeadSpeed",2007
155,155,"Daisuke Maruyama",86,109.15,5894.14,54,113.63,104.94,"ClubHeadSpeed",2007
156,156,"Bob Heintz",85,109.13,5129.24,47,111.93,105.46,"ClubHeadSpeed",2007
157,157,"Steve Elkington",87,109.07,5344.44,49,113.07,106.53,"ClubHeadSpeed",2007
158,158,"Jose Coceres",50,108.83,4244.5,39,114.92,101.9,"ClubHeadSpeed",2007
158,158,"Tom Pernice Jr",104,108.83,6747.72,62,112.52,105.73,"ClubHeadSpeed",2007
160,160,"David Toms",80,108.78,5765.34,53,114.62,103.93,"ClubHeadSpeed",2007
161,161,"Ben Curtis",80,108.74,5763.15,53,113.45,105.43,"ClubHeadSpeed",2007
162,162,"Chris DiMarco",79,108.73,5110.36,47,111.82,102.97,"ClubHeadSpeed",2007
163,163,"Vaughn Taylor",91,108.68,6303.59,58,112.85,104.86,"ClubHeadSpeed",2007
164,164,"Tommy Armour III",81,108.67,6085.34,56,112.34,103.34,"ClubHeadSpeed",2007
165,165,"Zach Johnson",76,108.48,6074.74,56,113.23,104.83,"ClubHeadSpeed",2007
166,166,"Jeff Maggert",79,108.46,6182.27,57,116.01,104.37,"ClubHeadSpeed",2007
167,167,"Darron Stiles",65,108.45,3795.9,35,114.82,104.65,"ClubHeadSpeed",2007
168,168,"Richard Johnson",93,108.41,5095.43,47,112.06,105.19,"ClubHeadSpeed",2007
169,169,"Nick OHern",72,108.38,4876.92,45,112.53,103.47,"ClubHeadSpeed",2007
170,170,"Paul Gow",70,108.33,4658.09,43,113.07,104.01,"ClubHeadSpeed",2007
170,170,"Mark Wilson",87,108.33,6933.13,64,112.27,105.37,"ClubHeadSpeed",2007
172,172,"Tom Byrum",50,108.3,3248.86,30,118.13,104.29,"ClubHeadSpeed",2007
173,173,"Matt Kuchar",85,108.21,5302.05,49,115.68,104.93,"ClubHeadSpeed",2007
174,174,"Jeff Sluman",60,108.2,3245.95,30,110.97,104.42,"ClubHeadSpeed",2007
175,175,"Chris Riley",59,108.19,3570.37,33,112.78,105.06,"ClubHeadSpeed",2007
176,176,"Heath Slocum",101,108.16,7895.86,73,112.42,105.65,"ClubHeadSpeed",2007
177,177,"Jerry Kelly",101,108.01,6912.35,64,111.87,104.02,"ClubHeadSpeed",2007
178,178,"Brian Davis",101,107.83,6685.57,62,115.56,104.07,"ClubHeadSpeed",2007
179,179,"John Mallinger",96,107.78,7113.53,66,111.89,104.19,"ClubHeadSpeed",2007
180,180,"Billy Mayfair",98,107.69,6999.59,65,111.94,104.36,"ClubHeadSpeed",2007
181,181,"Scott Verplank",82,107.34,5474.17,51,110.28,104.47,"ClubHeadSpeed",2007
182,182,"Robert Gamez",88,107.15,5893.02,55,110.66,101.12,"ClubHeadSpeed",2007
183,183,"Stephen Leaney",82,107.1,5355.08,50,111.32,101.78,"ClubHeadSpeed",2007
184,184,"Kirk Triplett",77,106.51,6390.49,60,109.17,103.13,"ClubHeadSpeed",2007
185,185,"Tim Clark",66,106.36,5424.32,51,110.16,102.57,"ClubHeadSpeed",2007
186,186,"Fred Funk",65,106.24,4355.87,41,111.06,102.88,"ClubHeadSpeed",2007
187,187,"Glen Day",85,106.09,5622.97,53,113.08,100.79,"ClubHeadSpeed",2007
188,188,"Paul Goydos",60,105.99,4239.49,40,110.12,103.11,"ClubHeadSpeed",2007
189,189,"Shigeki Maruyama",84,105.86,5822.56,55,110.51,102.27,"ClubHeadSpeed",2007
190,190,"Michael Boyd",61,105.85,3704.77,35,113.48,102.11,"ClubHeadSpeed",2007
191,191,"Craig Kanada",109,105.65,7500.94,71,110.69,102.62,"ClubHeadSpeed",2007
192,192,"Corey Pavin",81,104.34,5217.11,50,109.32,101.53,"ClubHeadSpeed",2007
193,193,"Brian Gay",107,104.33,7928.97,76,108.69,100.97,"ClubHeadSpeed",2007
194,194,"Gavin Coles",87,103.49,5277.86,51,107.86,99.94,"ClubHeadSpeed",2007
195,195,"Mark Brooks",53,103.26,2994.63,29,106.94,100.39,"ClubHeadSpeed",2007
196,196,"Craig Bowden",78,101.86,5296.68,52,104.47,99.34,"ClubHeadSpeed",2007
