"ScramblingfromtheRough_RANKTHISWEEK_2015","ScramblingfromtheRough_RANKLASTWEEK_2015","ScramblingfromtheRough_PLAYERNAME_2015","ScramblingfromtheRough_ROUNDS_2015","ScramblingfromtheRough_Pct_2015","ScramblingfromtheRough_SUCCESSES_2015","ScramblingfromtheRough_ATTEMPTS_2015","stat_name","year"
117,117,"Alex Cejka",94,54.95,122,222,"ScramblingfromtheRough",2015
118,118,"Scott Langley",94,54.9,112,204,"ScramblingfromtheRough",2015
119,119,"Alex Prugh",84,54.88,90,164,"ScramblingfromtheRough",2015
120,120,"Paul Casey",87,54.69,70,128,"ScramblingfromtheRough",2015
121,121,"Derek Ernst",75,54.55,84,154,"ScramblingfromtheRough",2015
122,122,"Jim Renner",68,54.48,73,134,"ScramblingfromtheRough",2015
123,123,"Jamie Donaldson",50,54.44,49,90,"ScramblingfromtheRough",2015
124,124,"Jim Herman",88,54.36,81,149,"ScramblingfromtheRough",2015
125,125,"Colt Knost",90,54.31,107,197,"ScramblingfromtheRough",2015
126,126,"John Peterson",84,54.27,89,164,"ScramblingfromtheRough",2015
127,127,"Matt Every",73,54.24,96,177,"ScramblingfromtheRough",2015
128,128,"Mark Hubbard",79,54.19,84,155,"ScramblingfromtheRough",2015
129,129,"Sergio Garcia",59,54.12,46,85,"ScramblingfromtheRough",2015
129,129,"Bill Lunde",50,54.12,46,85,"ScramblingfromtheRough",2015
131,131,"Dustin Johnson",75,54.11,79,146,"ScramblingfromtheRough",2015
132,132,"Danny Lee",120,54.09,152,281,"ScramblingfromtheRough",2015
133,133,"Gary Woodland",81,53.91,69,128,"ScramblingfromtheRough",2015
134,134,"Vijay Singh",78,53.8,85,158,"ScramblingfromtheRough",2015
135,135,"David Toms",62,53.7,58,108,"ScramblingfromtheRough",2015
136,136,"Sean OHair",86,53.54,106,198,"ScramblingfromtheRough",2015
137,137,"Whee Kim",71,53.49,69,129,"ScramblingfromtheRough",2015
138,138,"Padraig Harrington",60,53.23,66,124,"ScramblingfromtheRough",2015
139,139,"Pat Perez",96,53.09,103,194,"ScramblingfromtheRough",2015
140,140,"Andres Romero",69,53.05,87,164,"ScramblingfromtheRough",2015
140,140,"Michael Thompson",83,53.05,87,164,"ScramblingfromtheRough",2015
142,142,"Brendon de Jonge",106,52.97,116,219,"ScramblingfromtheRough",2015
143,143,"Lee Westwood",56,52.94,45,85,"ScramblingfromtheRough",2015
144,144,"Chris Stroud",84,52.84,93,176,"ScramblingfromtheRough",2015
145,145,"Scott Pinckney",88,52.79,104,197,"ScramblingfromtheRough",2015
146,146,"Bo Van Pelt",81,52.7,78,148,"ScramblingfromtheRough",2015
147,147,"Jhonattan Vegas",90,52.49,95,181,"ScramblingfromtheRough",2015
148,148,"Seung Yul Noh",65,52.17,72,138,"ScramblingfromtheRough",2015
149,149,"Steven Alker",62,52.14,61,117,"ScramblingfromtheRough",2015
150,150,"Russell Henley",87,52.03,77,148,"ScramblingfromtheRough",2015
151,151,"Kevin Streelman",95,51.75,74,143,"ScramblingfromtheRough",2015
152,152,"Greg Chalmers",58,51.69,61,118,"ScramblingfromtheRough",2015
153,153,"Justin Rose",69,51.58,49,95,"ScramblingfromtheRough",2015
154,154,"Charl Schwartzel",67,51.49,52,101,"ScramblingfromtheRough",2015
155,155,"Brice Garnett",81,51.43,72,140,"ScramblingfromtheRough",2015
156,156,"Jonas Blixt",78,51.41,73,142,"ScramblingfromtheRough",2015
157,157,"Charles Howell III",105,51.36,113,220,"ScramblingfromtheRough",2015
158,158,"Shawn Stefani",94,51.27,101,197,"ScramblingfromtheRough",2015
159,159,"Davis Love III",51,51.25,41,80,"ScramblingfromtheRough",2015
160,160,"Scott Brown",97,51.16,110,215,"ScramblingfromtheRough",2015
161,161,"Oscar Fraustro",58,51.09,70,137,"ScramblingfromtheRough",2015
162,162,"Ben Martin",93,50.98,78,153,"ScramblingfromtheRough",2015
163,163,"Andrew Putnam",68,50.97,79,155,"ScramblingfromtheRough",2015
164,164,"Nicholas Thompson",90,50.77,99,195,"ScramblingfromtheRough",2015
165,165,"Geoff Ogilvy",50,50.72,35,69,"ScramblingfromtheRough",2015
166,166,"John Senden",80,50.41,61,121,"ScramblingfromtheRough",2015
167,167,"KJ Choi",66,50.38,66,131,"ScramblingfromtheRough",2015
168,168,"Jason Gore",76,50.33,76,151,"ScramblingfromtheRough",2015
169,169,"Heath Slocum",57,50,60,120,"ScramblingfromtheRough",2015
170,170,"Carlos Ortiz",100,49.77,109,219,"ScramblingfromtheRough",2015
171,171,"John Merrick",78,49.33,74,150,"ScramblingfromtheRough",2015
172,172,"Cameron Percy",72,49.02,75,153,"ScramblingfromtheRough",2015
173,173,"Charlie Beljan",76,48.97,71,145,"ScramblingfromtheRough",2015
174,174,"Patrick Rodgers",57,48.74,58,119,"ScramblingfromtheRough",2015
175,175,"Robert Allenby",63,48.62,53,109,"ScramblingfromtheRough",2015
176,176,"Stewart Cink",77,48.41,61,126,"ScramblingfromtheRough",2015
177,177,"Hunter Mahan",88,48,72,150,"ScramblingfromtheRough",2015
178,178,"Byron Smith",59,47.5,57,120,"ScramblingfromtheRough",2015
179,179,"Johnson Wagner",68,46.85,52,111,"ScramblingfromtheRough",2015
180,180,"Angel Cabrera",53,46.6,48,103,"ScramblingfromtheRough",2015
181,181,"JJ Henry",94,45.88,78,170,"ScramblingfromtheRough",2015
182,182,"Roger Sloan",56,44.53,61,137,"ScramblingfromtheRough",2015
183,183,"Andrew Svoboda",80,44.2,80,181,"ScramblingfromtheRough",2015
184,184,"Roberto Castro",54,42.27,41,97,"ScramblingfromtheRough",2015
