"PresidentsCupInternational_RANKTHISWEEK_2014","PresidentsCupInternational_RANKLASTWEEK_2014","PresidentsCupInternational_PLAYERNAME_2014","PresidentsCupInternational_EVENTS_2014","PresidentsCupInternational_AVGPOINTS_2014","PresidentsCupInternational_TOTALPOINTS_2014","PresidentsCupInternational_POINTSLOST_2014","PresidentsCupInternational_POINTSGAINED_2014","stat_name","year"
283,278,"Jason Scrivener",40,0.16,6.56,-3.38,2.46,"PresidentsCupInternational",2014
284,279,"David Smail",45,0.16,7.26,-10.22,2.55,"PresidentsCupInternational",2014
285,282,"Steven Conran",40,0.16,6.37,-7.25,3.4,"PresidentsCupInternational",2014
286,285,"Ryuji Masaoka",40,0.16,6.36,-0.37,6.73,"PresidentsCupInternational",2014
287,283,"Mithun Perera",40,0.16,6.33,-7.52,2.03,"PresidentsCupInternational",2014
288,284,"David Bransdon",40,0.16,6.25,-5.89,5.4,"PresidentsCupInternational",2014
289,281,"Ruan de Smidt",51,0.16,7.92,-10.76,3.55,"PresidentsCupInternational",2014
290,286,"David Klein",40,0.16,6.21,-2.01,6.4,"PresidentsCupInternational",2014
291,288,"Pijit Petkasem",40,0.16,6.2,-0.08,6.28,"PresidentsCupInternational",2014
292,287,"Alexandre Rocha",51,0.15,7.85,-14.64,1.2,"PresidentsCupInternational",2014
293,289,"Keiichiro Fukabori",42,0.15,6.39,-6.87,1.37,"PresidentsCupInternational",2014
294,291,"Peter Karmis",40,0.15,6.04,-2.27,3.89,"PresidentsCupInternational",2014
295,290,"Jorge Fernandez Valdes",52,0.15,7.84,-8.01,2.51,"PresidentsCupInternational",2014
296,293,"Greg Machtaler",40,0.15,6,0,6,"PresidentsCupInternational",2014
297,295,"Adam Stephens",40,0.15,6,0,6,"PresidentsCupInternational",2014
298,335,"Do Hoon Kim",49,0.15,7.35,-15.88,2.8,"PresidentsCupInternational",2014
299,298,"Nathan Green",48,0.15,7.08,-7.71,3.45,"PresidentsCupInternational",2014
300,296,"Si Woo Kim",40,0.15,5.89,-1.76,5.6,"PresidentsCupInternational",2014
301,294,"Iain Steel",40,0.15,5.87,-5.22,NA,"PresidentsCupInternational",2014
302,297,"Airilrizman Zahari",40,0.15,5.85,-2.49,3.6,"PresidentsCupInternational",2014
303,332,"Tyrone Ferreira",50,0.15,7.25,-3.62,7.26,"PresidentsCupInternational",2014
304,299,"Daniel Alfredo Vancsik",46,0.14,6.67,-8.42,4.19,"PresidentsCupInternational",2014
305,301,"Jay Bayron",40,0.14,5.78,-0.42,6.21,"PresidentsCupInternational",2014
306,302,"Kodai Ichihara",40,0.14,5.77,-3.26,4.73,"PresidentsCupInternational",2014
307,305,"Ray Beaufils",40,0.14,5.77,-0.53,6.3,"PresidentsCupInternational",2014
308,306,"Peter Campbell",40,0.14,5.75,-0.39,6.14,"PresidentsCupInternational",2014
309,300,"Chih Bing Lam",40,0.14,5.75,-4.91,3.43,"PresidentsCupInternational",2014
310,303,"Shaaban Hussin",40,0.14,5.74,-2.58,3,"PresidentsCupInternational",2014
311,292,"Desvonde Botes",43,0.14,6.13,-11.6,NA,"PresidentsCupInternational",2014
312,304,"Rory Hie",41,0.14,5.83,-5.64,1.32,"PresidentsCupInternational",2014
313,309,"Rufino Bayron",40,0.14,5.67,-0.33,6,"PresidentsCupInternational",2014
314,311,"Lucas Lee",40,0.14,5.6,-3.34,3.9,"PresidentsCupInternational",2014
315,310,"Mackenzie Hughes",40,0.14,5.6,-4.83,NA,"PresidentsCupInternational",2014
316,308,"Joong Kyung Mo",51,0.14,7.13,-8.68,3.09,"PresidentsCupInternational",2014
317,312,"David Vanegas",40,0.14,5.6,-2.87,6,"PresidentsCupInternational",2014
318,314,"Ryosuke Kinoshita",40,0.14,5.57,0,5.57,"PresidentsCupInternational",2014
319,315,"Kyongjun Moon",40,0.14,5.49,-1.04,4.8,"PresidentsCupInternational",2014
320,316,"CJ Plessis",40,0.14,5.44,-0.37,5.81,"PresidentsCupInternational",2014
321,313,"Benjamin Alvarado",40,0.13,5.39,-9.34,NA,"PresidentsCupInternational",2014
322,317,"R Nachimuthu",40,0.13,5.33,-3.65,3.6,"PresidentsCupInternational",2014
323,318,"Quincy Quek",41,0.13,5.4,-4.18,3.84,"PresidentsCupInternational",2014
324,319,"Scott Laycock",40,0.13,5.21,-7.01,1.8,"PresidentsCupInternational",2014
325,321,"Leroux Ferreira",40,0.13,5.2,-0.61,5.8,"PresidentsCupInternational",2014
326,325,"Jin Park",43,0.13,5.57,-5.25,3.77,"PresidentsCupInternational",2014
327,328,"Hugo Leon",43,0.13,5.54,-4.8,2.51,"PresidentsCupInternational",2014
328,322,"Puma Dominguez",40,0.13,5.15,-3.06,3.72,"PresidentsCupInternational",2014
329,326,"Khor Kheng Hwai",40,0.13,5.15,-0.07,5.22,"PresidentsCupInternational",2014
330,323,"Anthony Summers",40,0.13,5.13,-2.41,6,"PresidentsCupInternational",2014
331,327,"Ross Wellington",40,0.13,5.08,-2.35,4.2,"PresidentsCupInternational",2014
332,329,"Mitsuhiko Hashizume",40,0.13,5.02,-3.68,4.2,"PresidentsCupInternational",2014
333,324,"Mardan Mamat",45,0.13,5.63,-9.21,2.8,"PresidentsCupInternational",2014
334,330,"Martin du Toit",40,0.12,4.92,-4.75,NA,"PresidentsCupInternational",2014
335,331,"SS Hong",40,0.12,4.86,-6.27,NA,"PresidentsCupInternational",2014
336,334,"Wisut Artjanawat",40,0.12,4.86,-2.65,6,"PresidentsCupInternational",2014
337,333,"Scott Arnold",52,0.12,6.25,-2.43,3.24,"PresidentsCupInternational",2014
338,341,"Tirawat Kaewsiribandt",40,0.12,4.8,0,4.8,"PresidentsCupInternational",2014
339,337,"Josh Geary",40,0.12,4.74,-4.98,NA,"PresidentsCupInternational",2014
340,338,"Bryce Easton",52,0.12,6.12,-9.34,2.79,"PresidentsCupInternational",2014
341,346,"David Lutterus",40,0.12,4.69,-1.02,3.21,"PresidentsCupInternational",2014
342,347,"Camilo Benedetti",48,0.12,5.61,-9.93,1.2,"PresidentsCupInternational",2014
343,340,"Mu Hu",40,0.12,4.68,-6.47,1.44,"PresidentsCupInternational",2014
344,342,"Yui Ueda",40,0.12,4.67,-5.61,4.08,"PresidentsCupInternational",2014
345,339,"Jason Norris",40,0.12,4.67,-6.57,NA,"PresidentsCupInternational",2014
346,350,"Jose Toledo",40,0.12,4.66,-0.91,3.54,"PresidentsCupInternational",2014
347,345,"Rafael Echenique",40,0.12,4.66,-5.55,1.71,"PresidentsCupInternational",2014
348,343,"Lindsay Renolds",40,0.12,4.64,-5.96,NA,"PresidentsCupInternational",2014
349,349,"Donlaphatchai Niyomchon",40,0.12,4.63,-0.27,4.9,"PresidentsCupInternational",2014
350,348,"Nelson Ledesma",40,0.12,4.61,-3.68,4.97,"PresidentsCupInternational",2014
351,352,"Hsieh Tungshu",40,0.12,4.61,-0.22,4.83,"PresidentsCupInternational",2014
352,354,"Hyowon Park",40,0.11,4.54,-0.34,4.88,"PresidentsCupInternational",2014
353,351,"Chiragh Kumar",40,0.11,4.54,-3.9,1.4,"PresidentsCupInternational",2014
354,355,"Cory Renfrew",40,0.11,4.52,-4.01,2.87,"PresidentsCupInternational",2014
355,353,"Max Gilbert",40,0.11,4.52,-2.61,1.32,"PresidentsCupInternational",2014
356,426,"Wen Teh Lu",40,0.11,4.47,-3.16,1.49,"PresidentsCupInternational",2014
357,357,"Eugene Wong",40,0.11,4.44,-6.2,3,"PresidentsCupInternational",2014
358,360,"Zecheng Dou",40,0.11,4.4,-0.46,4.86,"PresidentsCupInternational",2014
359,356,"Jake Redman",41,0.11,4.47,-2.46,3.71,"PresidentsCupInternational",2014
360,359,"Ryan Cairns",41,0.11,4.46,-5.16,1.96,"PresidentsCupInternational",2014
361,371,"Koh Dengshan",40,0.11,4.33,-1.15,3.6,"PresidentsCupInternational",2014
362,361,"Brady Watt",40,0.11,4.34,-2.59,2.45,"PresidentsCupInternational",2014
363,369,"Adam Cornelson",40,0.11,4.32,0,4.32,"PresidentsCupInternational",2014
364,362,"Sebastian Vazquez",42,0.11,4.5,-4.82,3.7,"PresidentsCupInternational",2014
365,363,"Cho Minjun",51,0.11,5.47,-7.88,1.2,"PresidentsCupInternational",2014
366,358,"Vaughn Groenewald",52,0.11,5.53,-9.57,1.28,"PresidentsCupInternational",2014
367,364,"Chinnarat Phadungsil",40,0.11,4.25,-6.06,1.2,"PresidentsCupInternational",2014
368,368,"Ryuko Tokimatsu",40,0.11,4.25,-2.52,1.2,"PresidentsCupInternational",2014
369,370,"Heinrich Bruiners",40,0.11,4.24,-2.61,1.37,"PresidentsCupInternational",2014
370,373,"Jack Munro",40,0.1,4.19,-0.61,4.8,"PresidentsCupInternational",2014
371,372,"Jakraphan Premsirigorn",40,0.1,4.18,-4.13,NA,"PresidentsCupInternational",2014
372,365,"Kyung Nam Kang",40,0.1,4.17,-10.78,NA,"PresidentsCupInternational",2014
373,366,"Matt Carvell",50,0.1,5.18,-4.7,4.01,"PresidentsCupInternational",2014
374,367,"Daehyun Kim",40,0.1,4.14,-9.15,3.26,"PresidentsCupInternational",2014
375,374,"Hyun Bin Park",44,0.1,4.55,-7.33,1.2,"PresidentsCupInternational",2014
376,375,"Poosit Supupramai",40,0.1,4.12,-0.61,4.72,"PresidentsCupInternational",2014
377,NA,"Rafael Campos",40,0.1,4.07,-2.79,3.9,"PresidentsCupInternational",2014
378,377,"Stephen Ames",40,0.1,3.98,-4.76,2.77,"PresidentsCupInternational",2014
379,376,"Kieran Pratt",40,0.1,3.99,-7.11,2.42,"PresidentsCupInternational",2014
380,378,"Jose Garrido",40,0.1,3.98,-3.53,2.63,"PresidentsCupInternational",2014
381,383,"Mauricio Azcue",40,0.1,3.91,-0.69,4.25,"PresidentsCupInternational",2014
382,379,"Brody Ninyette",40,0.1,3.9,-4.1,NA,"PresidentsCupInternational",2014
383,382,"Andrew Kelly",40,0.1,3.89,-1.4,4.22,"PresidentsCupInternational",2014
384,381,"Sutijet Kooratanapis",40,0.1,3.88,-1.86,1.4,"PresidentsCupInternational",2014
385,388,"Ryuji Imada",46,0.1,4.4,-4.74,2.4,"PresidentsCupInternational",2014
386,384,"Maxwell McCardle",40,0.1,3.81,-3.22,NA,"PresidentsCupInternational",2014
387,380,"Chris Swanepoel",48,0.09,4.55,-5.12,2.62,"PresidentsCupInternational",2014
388,390,"Supakorn Utaipat",40,0.09,3.77,-0.16,3.93,"PresidentsCupInternational",2014
389,386,"Jinjae Byun",40,0.09,3.76,-2.62,3.2,"PresidentsCupInternational",2014
390,385,"Peter OMalley",40,0.09,3.76,-4.09,NA,"PresidentsCupInternational",2014
392,393,"Michael Long",40,0.09,3.7,-2.04,1.61,"PresidentsCupInternational",2014
393,391,"Sebastian Saavedra",40,0.09,3.69,-3.9,NA,"PresidentsCupInternational",2014
394,392,"Wenyi Huang",40,0.09,3.67,-3.28,NA,"PresidentsCupInternational",2014
395,401,"Tom Bond",40,0.09,3.6,0,3.6,"PresidentsCupInternational",2014
396,394,"Lindani Ndwandwe",44,0.09,3.95,-1.9,3.05,"PresidentsCupInternational",2014
397,399,"Choo Tzehuang",40,0.09,3.58,-0.14,3.72,"PresidentsCupInternational",2014
398,395,"Kiyoshi Miyazato",40,0.09,3.58,-7.2,1.2,"PresidentsCupInternational",2014
399,398,"Keenan Davidse",42,0.09,3.74,-2.51,3.78,"PresidentsCupInternational",2014
400,397,"Makoto Inoue",40,0.09,3.56,-5.1,NA,"PresidentsCupInternational",2014
401,396,"Masamichi Uehira",45,0.09,3.98,-17.15,NA,"PresidentsCupInternational",2014
402,400,"Riley Wheeldon",40,0.09,3.52,-3.65,NA,"PresidentsCupInternational",2014
403,404,"Rhys West",40,0.09,3.49,-0.19,3.68,"PresidentsCupInternational",2014
404,405,"Matt Hill",40,0.09,3.48,-3.31,3,"PresidentsCupInternational",2014
405,402,"Anthony Brown",40,0.09,3.47,-4.43,1.61,"PresidentsCupInternational",2014
406,403,"Toru Suzuki",40,0.09,3.47,-1.4,3.21,"PresidentsCupInternational",2014
407,406,"Mathew Perry",40,0.09,3.44,-0.16,3.6,"PresidentsCupInternational",2014
408,410,"Tomokazu Yoshinaga",40,0.09,3.4,-0.2,3.6,"PresidentsCupInternational",2014
409,409,"Andre Stolz",40,0.08,3.39,-3.33,NA,"PresidentsCupInternational",2014
410,412,"Jiman Kang",40,0.08,3.37,-2.17,NA,"PresidentsCupInternational",2014
411,411,"Jamie Arnold",40,0.08,3.37,-2.5,2.4,"PresidentsCupInternational",2014
412,413,"Hyungsoon Lee",40,0.08,3.36,-1.97,1.2,"PresidentsCupInternational",2014
413,408,"Nick Flanagan",40,0.08,3.36,-7.55,NA,"PresidentsCupInternational",2014
414,416,"Koki Shiomi",40,0.08,3.33,-0.1,3.43,"PresidentsCupInternational",2014
415,417,"Gato Zarlenga",40,0.08,3.33,-0.27,3.6,"PresidentsCupInternational",2014
416,387,"Jeev Milkha Singh",52,0.08,4.29,-29.8,1.25,"PresidentsCupInternational",2014
417,414,"James Kamte",46,0.08,3.75,-5,1.37,"PresidentsCupInternational",2014
418,421,"Andrew Martin",40,0.08,3.2,-1.58,4.1,"PresidentsCupInternational",2014
419,418,"Boonchu Ruangkit",40,0.08,3.2,-7.26,NA,"PresidentsCupInternational",2014
420,415,"Charl Coetzee",50,0.08,3.99,-5.32,NA,"PresidentsCupInternational",2014
421,420,"Hsu Mongnan",40,0.08,3.18,-3.32,NA,"PresidentsCupInternational",2014
422,419,"Alex Haindl",50,0.08,3.93,-6.6,1.68,"PresidentsCupInternational",2014
423,422,"Sung Ho Lee",40,0.08,3.13,-0.47,3.6,"PresidentsCupInternational",2014
424,NA,"Steven Ferreira",40,0.08,3.12,-1.94,2.51,"PresidentsCupInternational",2014
425,429,"William Sjaichuddin",40,0.08,3,0,3,"PresidentsCupInternational",2014
426,407,"Kenichi Kuboya",40,0.07,3,-19.87,NA,"PresidentsCupInternational",2014
427,425,"Jooyeop Baek",40,0.07,2.99,-2.82,3,"PresidentsCupInternational",2014
428,423,"Kaname Yokoo",43,0.07,3.2,-8.07,NA,"PresidentsCupInternational",2014
429,430,"Namhun Kim",40,0.07,2.96,-0.3,3.26,"PresidentsCupInternational",2014
430,428,"Rohan Blizard",40,0.07,2.94,-3.54,1.4,"PresidentsCupInternational",2014
431,424,"Ariel Canete",44,0.07,3.22,-11.65,NA,"PresidentsCupInternational",2014
432,432,"Konosuke Nakazato",40,0.07,2.93,-0.93,2.82,"PresidentsCupInternational",2014
433,431,"Adam Groom",40,0.07,2.92,-3.19,NA,"PresidentsCupInternational",2014
434,434,"Yoshikazu Haku",45,0.07,3.27,-4.84,1.68,"PresidentsCupInternational",2014
435,433,"Matthew Giles",40,0.07,2.87,-3.53,1.68,"PresidentsCupInternational",2014
436,436,"Leigh McKechnie",40,0.07,2.87,-1.93,NA,"PresidentsCupInternational",2014
437,435,"Christian Espinoza",40,0.07,2.86,-2.57,NA,"PresidentsCupInternational",2014
