"TotalHoleOuts_RANKTHISWEEK_2016","TotalHoleOuts_RANKLASTWEEK_2016","TotalHoleOuts_PLAYERNAME_2016","TotalHoleOuts_ROUNDS_2016","TotalHoleOuts_HOLEOUTS_2016","stat_name","year"
70,66,"Graeme McDowell",33,6,"TotalHoleOuts",2016
70,66,"Phil Mickelson",37,6,"TotalHoleOuts",2016
70,66,"Rob Oppenheim",37,6,"TotalHoleOuts",2016
70,66,"Sam Saunders",40,6,"TotalHoleOuts",2016
70,66,"Brandt Snedeker",47,6,"TotalHoleOuts",2016
70,66,"Jordan Spieth",34,6,"TotalHoleOuts",2016
70,66,"Brian Stuard",24,6,"TotalHoleOuts",2016
70,66,"Justin Thomas",53,6,"TotalHoleOuts",2016
70,66,"Michael Thompson",46,6,"TotalHoleOuts",2016
70,66,"Harold Varner III",58,6,"TotalHoleOuts",2016
70,91,"Johnson Wagner",44,6,"TotalHoleOuts",2016
70,117,"Tim Wilkinson",40,6,"TotalHoleOuts",2016
70,91,"Mark Wilson",42,6,"TotalHoleOuts",2016
99,91,"Jason Bohn",37,5,"TotalHoleOuts",2016
99,91,"Steven Bowditch",40,5,"TotalHoleOuts",2016
99,91,"Brendon de Jonge",55,5,"TotalHoleOuts",2016
99,91,"Brice Garnett",29,5,"TotalHoleOuts",2016
99,91,"Robert Garrigus",34,5,"TotalHoleOuts",2016
99,91,"Fabian Gomez",49,5,"TotalHoleOuts",2016
99,91,"Andres Gonzales",46,5,"TotalHoleOuts",2016
99,117,"Retief Goosen",37,5,"TotalHoleOuts",2016
99,91,"Adam Hadwin",53,5,"TotalHoleOuts",2016
99,91,"Morgan Hoffmann",43,5,"TotalHoleOuts",2016
99,91,"JB Holmes",39,5,"TotalHoleOuts",2016
99,91,"Billy Horschel",45,5,"TotalHoleOuts",2016
99,91,"Russell Knox",48,5,"TotalHoleOuts",2016
99,117,"Danny Lee",53,5,"TotalHoleOuts",2016
99,91,"Luke List",51,5,"TotalHoleOuts",2016
99,91,"Ryan Moore",40,5,"TotalHoleOuts",2016
99,91,"Seung Yul Noh",54,5,"TotalHoleOuts",2016
99,91,"Ryan Palmer",46,5,"TotalHoleOuts",2016
99,91,"Scott Piercy",45,5,"TotalHoleOuts",2016
99,91,"Kyle Reifers",63,5,"TotalHoleOuts",2016
99,91,"Darron Stiles",28,5,"TotalHoleOuts",2016
99,91,"Chris Stroud",52,5,"TotalHoleOuts",2016
121,117,"Stuart Appleby",39,4,"TotalHoleOuts",2016
121,139,"Ben Crane",48,4,"TotalHoleOuts",2016
121,117,"Ken Duke",26,4,"TotalHoleOuts",2016
121,117,"Matthew Fitzpatrick",23,4,"TotalHoleOuts",2016
121,117,"Rickie Fowler",42,4,"TotalHoleOuts",2016
121,139,"Lucas Glover",53,4,"TotalHoleOuts",2016
121,117,"Emiliano Grillo",47,4,"TotalHoleOuts",2016
121,117,"Hiroshi Iwata",51,4,"TotalHoleOuts",2016
121,117,"Dustin Johnson",37,4,"TotalHoleOuts",2016
121,117,"Marc Leishman",41,4,"TotalHoleOuts",2016
121,139,"Rory McIlroy",37,4,"TotalHoleOuts",2016
121,117,"Troy Merritt",41,4,"TotalHoleOuts",2016
121,117,"Henrik Norlander",41,4,"TotalHoleOuts",2016
121,139,"Geoff Ogilvy",37,4,"TotalHoleOuts",2016
121,139,"Carlos Ortiz",47,4,"TotalHoleOuts",2016
121,117,"Greg Owen",56,4,"TotalHoleOuts",2016
121,117,"Patrick Rodgers",49,4,"TotalHoleOuts",2016
121,139,"Adam Scott",39,4,"TotalHoleOuts",2016
121,117,"Webb Simpson",34,4,"TotalHoleOuts",2016
121,117,"Henrik Stenson",30,4,"TotalHoleOuts",2016
121,139,"Robert Streb",51,4,"TotalHoleOuts",2016
121,117,"Steve Stricker",25,4,"TotalHoleOuts",2016
121,117,"Cameron Tringale",47,4,"TotalHoleOuts",2016
121,117,"Tyrone Van Aswegen",67,4,"TotalHoleOuts",2016
121,139,"Jhonattan Vegas",49,4,"TotalHoleOuts",2016
121,117,"Gary Woodland",45,4,"TotalHoleOuts",2016
147,139,"Keegan Bradley",40,3,"TotalHoleOuts",2016
147,139,"Scott Brown",59,3,"TotalHoleOuts",2016
147,164,"Angel Cabrera",42,3,"TotalHoleOuts",2016
147,139,"Miguel Angel Carballo",24,3,"TotalHoleOuts",2016
147,139,"Derek Ernst",36,3,"TotalHoleOuts",2016
147,139,"Tony Finau",49,3,"TotalHoleOuts",2016
147,139,"Sergio Garcia",28,3,"TotalHoleOuts",2016
147,139,"Luke Guthrie",31,3,"TotalHoleOuts",2016
147,164,"Sung Kang",51,3,"TotalHoleOuts",2016
147,139,"Martin Laird",46,3,"TotalHoleOuts",2016
147,139,"Andrew Landry",24,3,"TotalHoleOuts",2016
147,139,"Justin Leonard",28,3,"TotalHoleOuts",2016
147,139,"Will Ma Kenzie",54,3,"TotalHoleOuts",2016
147,164,"Hideki Matsuyama",40,3,"TotalHoleOuts",2016
147,164,"Francesco Molinari",36,3,"TotalHoleOuts",2016
147,139,"Sean OHair",45,3,"TotalHoleOuts",2016
147,139,"Carl Pettersson",31,3,"TotalHoleOuts",2016
147,164,"Ian Poulter",37,3,"TotalHoleOuts",2016
147,139,"Justin Rose",35,3,"TotalHoleOuts",2016
147,164,"Ollie Schniederjans",23,3,"TotalHoleOuts",2016
147,139,"Cameron Smith",45,3,"TotalHoleOuts",2016
147,164,"Brendan Steele",48,3,"TotalHoleOuts",2016
147,139,"Andy Sullivan",25,3,"TotalHoleOuts",2016
147,139,"Hudson Swafford",52,3,"TotalHoleOuts",2016
171,164,"Byeong Hun An",23,2,"TotalHoleOuts",2016
171,164,"Charlie Beljan",26,2,"TotalHoleOuts",2016
171,164,"Paul Casey",39,2,"TotalHoleOuts",2016
171,164,"Jason Day",36,2,"TotalHoleOuts",2016
171,164,"Graham DeLaet",50,2,"TotalHoleOuts",2016
171,164,"Brian Gay",22,2,"TotalHoleOuts",2016
171,164,"Rhein Gibson",36,2,"TotalHoleOuts",2016
171,164,"Branden Grace",31,2,"TotalHoleOuts",2016
171,164,"Justin Hicks",26,2,"TotalHoleOuts",2016
171,164,"Billy Hurley III",22,2,"TotalHoleOuts",2016
171,164,"Matt Jones",45,2,"TotalHoleOuts",2016
171,164,"Brooks Koepka",39,2,"TotalHoleOuts",2016
171,164,"Matt Kuchar",46,2,"TotalHoleOuts",2016
171,164,"Anirban Lahiri",44,2,"TotalHoleOuts",2016
171,164,"Lucas Lee",22,2,"TotalHoleOuts",2016
171,164,"Shane Lowry",35,2,"TotalHoleOuts",2016
171,164,"Hunter Mahan",43,2,"TotalHoleOuts",2016
171,164,"Steve Marino",40,2,"TotalHoleOuts",2016
171,164,"Kevin Na",52,2,"TotalHoleOuts",2016
171,164,"Louis Oosthuizen",25,2,"TotalHoleOuts",2016
171,164,"Cameron Percy",22,2,"TotalHoleOuts",2016
171,164,"John Senden",48,2,"TotalHoleOuts",2016
171,164,"Kevin Streelman",46,2,"TotalHoleOuts",2016
171,164,"Vaughn Taylor",30,2,"TotalHoleOuts",2016
171,164,"DJ Trahan",23,2,"TotalHoleOuts",2016
171,164,"Boo Weekley",53,2,"TotalHoleOuts",2016
197,198,"Robert Allenby",35,1,"TotalHoleOuts",2016
197,198,"Kevin Kisner",49,1,"TotalHoleOuts",2016
197,198,"Pat Perez",28,1,"TotalHoleOuts",2016
197,198,"Wes Roach",33,1,"TotalHoleOuts",2016
197,198,"Bubba Watson",30,1,"TotalHoleOuts",2016
197,198,"Bernd Wiesberger",23,1,"TotalHoleOuts",2016
