"BogeyAverage_RANKTHISWEEK_2006","BogeyAverage_RANKLASTWEEK_2006","BogeyAverage_PLAYERNAME_2006","BogeyAverage_EVENTS_2006","BogeyAverage_AVERAGEBOGEYSPERROUND_2006","BogeyAverage_TOTALBOGEYS_2006","BogeyAverage_ROUNDSPLAYED_2006","stat_name","year"
65,65,"Jeff Brehaut",33,2.65,254,96,"BogeyAverage",2006
65,65,"Larry Mize",18,2.65,135,51,"BogeyAverage",2006
65,65,"David Toms",22,2.65,183,69,"BogeyAverage",2006
68,68,"Billy Andrade",24,2.66,197,74,"BogeyAverage",2006
68,68,"Stewart Cink",26,2.66,234,88,"BogeyAverage",2006
68,68,"Bill Haas",30,2.66,255,96,"BogeyAverage",2006
68,68,"Ryuji Imada",31,2.66,271,102,"BogeyAverage",2006
68,68,"Ryan Moore",22,2.66,173,65,"BogeyAverage",2006
73,73,"Tim Clark",22,2.67,211,79,"BogeyAverage",2006
73,73,"Kris Cox",28,2.67,216,81,"BogeyAverage",2006
73,73,"Ernie Els",18,2.67,171,64,"BogeyAverage",2006
73,73,"Bernhard Langer",24,2.67,192,72,"BogeyAverage",2006
73,73,"Duffy Waldorf",28,2.67,246,92,"BogeyAverage",2006
73,73,"Mike Weir",24,2.67,227,85,"BogeyAverage",2006
79,79,"Lucas Glover",31,2.68,271,101,"BogeyAverage",2006
79,79,"Daisuke Maruyama",25,2.68,212,79,"BogeyAverage",2006
79,79,"David McKenzie",28,2.68,214,80,"BogeyAverage",2006
79,79,"Patrick Sheehan",34,2.68,268,100,"BogeyAverage",2006
83,83,"Michael Allen",25,2.69,226,84,"BogeyAverage",2006
83,83,"Stuart Appleby",23,2.69,210,78,"BogeyAverage",2006
83,83,"Daniel Chopra",33,2.69,288,107,"BogeyAverage",2006
83,83,"Danny Ellis",23,2.69,172,64,"BogeyAverage",2006
83,83,"Fred Funk",29,2.69,282,105,"BogeyAverage",2006
88,88,"Nathan Green",30,2.7,281,104,"BogeyAverage",2006
88,88,"Troy Matteson",32,2.7,273,101,"BogeyAverage",2006
88,88,"Geoff Ogilvy",20,2.7,189,70,"BogeyAverage",2006
91,91,"Ben Curtis",26,2.71,233,86,"BogeyAverage",2006
91,91,"Justin Leonard",26,2.71,214,79,"BogeyAverage",2006
91,91,"Bo Van Pelt",28,2.71,276,102,"BogeyAverage",2006
94,94,"Jonathan Kaye",32,2.72,250,92,"BogeyAverage",2006
94,94,"Rory Sabbatini",24,2.72,226,83,"BogeyAverage",2006
94,94,"Adam Scott",19,2.72,185,68,"BogeyAverage",2006
94,94,"Brett Wetterich",25,2.72,223,82,"BogeyAverage",2006
98,98,"Brian Davis",28,2.73,246,90,"BogeyAverage",2006
98,98,"Retief Goosen",18,2.73,164,60,"BogeyAverage",2006
98,98,"Jeff Overton",28,2.73,254,93,"BogeyAverage",2006
101,101,"Jose Maria Olazabal",18,2.74,159,58,"BogeyAverage",2006
102,102,"Harrison Frazar",29,2.75,250,91,"BogeyAverage",2006
102,102,"Rod Pampling",24,2.75,231,84,"BogeyAverage",2006
104,104,"Brandt Jobe",28,2.76,243,88,"BogeyAverage",2006
104,104,"Jeff Sluman",29,2.76,279,101,"BogeyAverage",2006
106,106,"Alex Cejka",30,2.77,252,91,"BogeyAverage",2006
106,106,"Jerry Smith",29,2.77,255,92,"BogeyAverage",2006
106,106,"DJ Trahan",33,2.77,249,90,"BogeyAverage",2006
106,106,"Camilo Villegas",29,2.77,258,93,"BogeyAverage",2006
110,110,"Shane Bertsch",34,2.78,284,102,"BogeyAverage",2006
111,111,"Arjun Atwal",33,2.79,265,95,"BogeyAverage",2006
111,111,"Craig Barlow",22,2.79,204,73,"BogeyAverage",2006
111,111,"John Cook",22,2.79,187,67,"BogeyAverage",2006
111,111,"Ted Purdy",33,2.79,282,101,"BogeyAverage",2006
111,111,"Joey Sindelar",29,2.79,251,90,"BogeyAverage",2006
111,111,"Kirk Triplett",18,2.79,156,56,"BogeyAverage",2006
117,117,"Ben Crane",26,2.8,224,80,"BogeyAverage",2006
117,117,"Marco Dawson",27,2.8,244,87,"BogeyAverage",2006
117,117,"JJ Henry",28,2.8,260,93,"BogeyAverage",2006
120,120,"Rich Beem",27,2.81,233,83,"BogeyAverage",2006
120,120,"Dudley Hart",29,2.81,233,83,"BogeyAverage",2006
120,120,"Greg Kraft",26,2.81,211,75,"BogeyAverage",2006
120,120,"Sean OHair",30,2.81,275,98,"BogeyAverage",2006
124,124,"Tommy Armour III",25,2.82,183,65,"BogeyAverage",2006
124,124,"Brian Bateman",26,2.82,183,65,"BogeyAverage",2006
126,126,"Mathew Goggin",26,2.83,198,70,"BogeyAverage",2006
126,126,"Mathias Gronberg",30,2.83,252,89,"BogeyAverage",2006
128,128,"Bubba Dickerson",32,2.84,273,96,"BogeyAverage",2006
128,128,"Scott Gutschewski",19,2.84,145,51,"BogeyAverage",2006
128,128,"Tom Pernice Jr",33,2.84,295,104,"BogeyAverage",2006
131,131,"Todd Fischer",35,2.85,282,99,"BogeyAverage",2006
131,131,"JP Hayes",19,2.85,157,55,"BogeyAverage",2006
133,133,"Will Ma Kenzie",29,2.86,252,88,"BogeyAverage",2006
133,133,"John Rollins",28,2.86,260,91,"BogeyAverage",2006
135,135,"Aaron Baddeley",25,2.87,218,76,"BogeyAverage",2006
135,135,"Chris Riley",27,2.87,235,82,"BogeyAverage",2006
135,135,"Ron Whittaker",28,2.87,227,79,"BogeyAverage",2006
138,138,"Woody Austin",31,2.88,308,107,"BogeyAverage",2006
138,138,"Doug Barron",28,2.88,210,73,"BogeyAverage",2006
138,138,"Mark Brooks",36,2.88,256,89,"BogeyAverage",2006
138,138,"Robert Garrigus",28,2.88,239,83,"BogeyAverage",2006
138,138,"Chris Smith",21,2.88,193,67,"BogeyAverage",2006
143,143,"Robert Gamez",30,2.89,272,94,"BogeyAverage",2006
143,143,"Matt Hansen",25,2.89,191,66,"BogeyAverage",2006
143,143,"Kenny Perry",22,2.89,208,72,"BogeyAverage",2006
146,146,"Henrik Bjornstad",31,2.91,276,95,"BogeyAverage",2006
146,146,"Kent Jones",32,2.91,294,101,"BogeyAverage",2006
146,146,"Tim Petrovic",30,2.91,265,91,"BogeyAverage",2006
149,149,"John Huston",27,2.92,210,72,"BogeyAverage",2006
149,149,"Thomas Levet",18,2.92,149,51,"BogeyAverage",2006
149,149,"Carl Pettersson",28,2.92,272,93,"BogeyAverage",2006
152,152,"DA Points",28,2.93,234,80,"BogeyAverage",2006
153,153,"Charles Howell III",30,2.94,273,93,"BogeyAverage",2006
153,153,"Jeff Maggert",26,2.94,238,81,"BogeyAverage",2006
155,155,"Vaughn Taylor",26,2.95,260,88,"BogeyAverage",2006
156,156,"Sergio Garcia",17,2.96,163,55,"BogeyAverage",2006
156,156,"David Howell",14,2.96,133,45,"BogeyAverage",2006
156,156,"JL Lewis",17,2.96,169,57,"BogeyAverage",2006
159,159,"Robert Damron",31,2.98,271,91,"BogeyAverage",2006
159,159,"Mike Sposa",25,2.98,194,65,"BogeyAverage",2006
161,161,"Bob Tway",25,2.99,233,78,"BogeyAverage",2006
162,162,"Greg Chalmers",28,3,201,67,"BogeyAverage",2006
163,163,"Steve Jones",27,3.02,248,82,"BogeyAverage",2006
164,164,"Mark Calcavecchia",27,3.03,282,93,"BogeyAverage",2006
164,164,"Tom Lehman",20,3.03,182,60,"BogeyAverage",2006
164,164,"Peter Lonard",22,3.03,230,76,"BogeyAverage",2006
164,164,"Jason Schultz",28,3.03,227,75,"BogeyAverage",2006
168,168,"Ian Leggatt",29,3.05,232,76,"BogeyAverage",2006
168,168,"Jimmy Walker",21,3.05,177,58,"BogeyAverage",2006
170,170,"Olin Browne",30,3.06,318,104,"BogeyAverage",2006
170,170,"Mark OMeara",18,3.06,153,50,"BogeyAverage",2006
170,170,"Pat Perez",19,3.06,153,50,"BogeyAverage",2006
173,173,"Brad Faxon",26,3.08,240,78,"BogeyAverage",2006
174,174,"Jon Mills",27,3.09,204,66,"BogeyAverage",2006
175,175,"Nicholas Thompson",32,3.1,288,93,"BogeyAverage",2006
176,176,"Tag Ridings",33,3.11,311,100,"BogeyAverage",2006
177,177,"Vance Veazey",20,3.12,184,59,"BogeyAverage",2006
178,178,"Jason Gore",29,3.13,263,84,"BogeyAverage",2006
179,179,"Fred Couples",17,3.14,157,50,"BogeyAverage",2006
179,179,"Tim Herron",27,3.14,254,81,"BogeyAverage",2006
181,181,"Chris Couch",27,3.16,237,75,"BogeyAverage",2006
181,181,"Carlos Franco",29,3.16,272,86,"BogeyAverage",2006
183,183,"JB Holmes",26,3.18,245,77,"BogeyAverage",2006
184,184,"David Duval",24,3.19,220,69,"BogeyAverage",2006
184,184,"Lee Janzen",28,3.19,252,79,"BogeyAverage",2006
186,186,"John Daly",21,3.22,158,49,"BogeyAverage",2006
187,187,"Len Mattiace",22,3.24,191,59,"BogeyAverage",2006
188,188,"James Driscoll",29,3.31,265,80,"BogeyAverage",2006
189,189,"Hidemichi Tanaka",31,3.32,242,73,"BogeyAverage",2006
190,190,"Ryan Hietala",23,3.37,199,59,"BogeyAverage",2006
191,191,"Wes Short Jr",33,3.39,319,94,"BogeyAverage",2006
192,192,"Michael Connell",22,3.42,164,48,"BogeyAverage",2006
193,193,"John Engler Jr",27,3.43,230,67,"BogeyAverage",2006
194,194,"Roger Tambellini",25,3.46,211,61,"BogeyAverage",2006
195,195,"Alex Aragon",26,3.59,219,61,"BogeyAverage",2006
196,196,"Todd Hamilton",27,3.67,264,72,"BogeyAverage",2006
