"Approachesfrominside100yardsRgh_RANKTHISWEEK_2007","Approachesfrominside100yardsRgh_RANKLASTWEEK_2007","Approachesfrominside100yardsRgh_PLAYERNAME_2007","Approachesfrominside100yardsRgh_ROUNDS_2007","Approachesfrominside100yardsRgh_AVG_2007","Approachesfrominside100yardsRgh_TOTALDISTANCEFEET_2007","Approachesfrominside100yardsRgh_OFATTEMPTS_2007","Approachesfrominside100yardsRgh_RELATIVETOPAR_2007","stat_name","year"
109,109,"Todd Hamilton",76,NA,962,37,8,"Approachesfrominside100yardsRgh",2007
112,112,"Jason Gore",86,NA,860.667,33,11,"Approachesfrominside100yardsRgh",2007
112,112,"John Merrick",92,NA,729.917,28,3,"Approachesfrominside100yardsRgh",2007
112,112,"Brandt Snedeker",105,NA,1148.75,44,4,"Approachesfrominside100yardsRgh",2007
115,115,"Brett Wetterich",88,NA,1313.667,50,8,"Approachesfrominside100yardsRgh",2007
116,116,"Johnson Wagner",97,NA,843.333,32,7,"Approachesfrominside100yardsRgh",2007
117,117,"Michael Boyd",61,NA,633.833,24,11,"Approachesfrominside100yardsRgh",2007
117,117,"Kevin Sutherland",85,NA,1003.917,38,7,"Approachesfrominside100yardsRgh",2007
119,119,"Ernie Els",59,NA,608.583,23,1,"Approachesfrominside100yardsRgh",2007
119,119,"Kirk Triplett",77,NA,767.5,29,14,"Approachesfrominside100yardsRgh",2007
121,121,"Charles Howell III",89,NA,1063.583,40,15,"Approachesfrominside100yardsRgh",2007
121,121,"Peter Lonard",85,NA,690.75,26,6,"Approachesfrominside100yardsRgh",2007
123,123,"Luke Donald",69,NA,534,20,15,"Approachesfrominside100yardsRgh",2007
124,124,"Robert Allenby",90,NA,668.5,25,7,"Approachesfrominside100yardsRgh",2007
125,125,"Stewart Cink",91,NA,916.417,34,11,"Approachesfrominside100yardsRgh",2007
125,125,"Scott Gutschewski",67,NA,1050.417,39,13,"Approachesfrominside100yardsRgh",2007
125,125,"Parker McLachlin",83,NA,780.75,29,10,"Approachesfrominside100yardsRgh",2007
128,128,"Trevor Immelman",74,NA,647.667,24,1,"Approachesfrominside100yardsRgh",2007
128,128,"Kyle Reifers",71,NA,864.917,32,6,"Approachesfrominside100yardsRgh",2007
130,130,"Lee Janzen",66,NA,650.667,24,2,"Approachesfrominside100yardsRgh",2007
131,131,"David Branshaw",83,NA,706,26,3,"Approachesfrominside100yardsRgh",2007
132,132,"Steve Lowery",74,NA,1221.667,44,18,"Approachesfrominside100yardsRgh",2007
132,132,"Mark Wilson",87,NA,832.833,30,7,"Approachesfrominside100yardsRgh",2007
134,134,"Zach Johnson",76,NA,445.167,16,4,"Approachesfrominside100yardsRgh",2007
134,134,"Jeff Overton",60,NA,834.333,30,3,"Approachesfrominside100yardsRgh",2007
136,136,"Bob Heintz",85,NA,978.25,35,10,"Approachesfrominside100yardsRgh",2007
136,136,"Chris Tidland",59,NA,503,18,2,"Approachesfrominside100yardsRgh",2007
138,138,"Marco Dawson",73,NA,1068.417,38,7,"Approachesfrominside100yardsRgh",2007
138,138,"Bubba Dickerson",51,NA,899.667,32,7,"Approachesfrominside100yardsRgh",2007
138,138,"Tripp Isenhour",86,NA,1067.833,38,13,"Approachesfrominside100yardsRgh",2007
141,141,"Greg Owen",81,NA,1155,41,14,"Approachesfrominside100yardsRgh",2007
142,142,"Chad Campbell",96,NA,933.583,33,13,"Approachesfrominside100yardsRgh",2007
142,142,"Freddie Jacobson",70,NA,1017.667,36,6,"Approachesfrominside100yardsRgh",2007
142,142,"David Toms",80,NA,734.417,26,0,"Approachesfrominside100yardsRgh",2007
145,145,"Matt Hendrix",63,NA,768.333,27,11,"Approachesfrominside100yardsRgh",2007
145,145,"John Mallinger",96,NA,1306.417,46,14,"Approachesfrominside100yardsRgh",2007
147,147,"Harrison Frazar",88,NA,1225.583,43,5,"Approachesfrominside100yardsRgh",2007
147,147,"Dicky Pride",71,NA,798.5,28,3,"Approachesfrominside100yardsRgh",2007
147,147,"Michael Sim",52,NA,854.75,30,0,"Approachesfrominside100yardsRgh",2007
150,150,"Jason Dufner",100,NA,1031.167,36,12,"Approachesfrominside100yardsRgh",2007
150,150,"Vaughn Taylor",91,NA,887.75,31,16,"Approachesfrominside100yardsRgh",2007
152,152,"Padraig Harrington",64,NA,719.417,25,9,"Approachesfrominside100yardsRgh",2007
152,152,"Sean OHair",98,NA,977.333,34,6,"Approachesfrominside100yardsRgh",2007
154,154,"Frank Lickliter II",95,NA,893.917,31,2,"Approachesfrominside100yardsRgh",2007
155,155,"Brendon de Jonge",76,NA,1012,35,10,"Approachesfrominside100yardsRgh",2007
155,155,"Jim Furyk",84,NA,694.333,24,3,"Approachesfrominside100yardsRgh",2007
155,155,"Corey Pavin",81,NA,808.75,28,9,"Approachesfrominside100yardsRgh",2007
158,158,"Jeff Brehaut",59,NA,957.333,33,19,"Approachesfrominside100yardsRgh",2007
158,158,"DJ Brigman",67,NA,927.833,32,6,"Approachesfrominside100yardsRgh",2007
158,158,"Henrik Stenson",52,NA,812.333,28,5,"Approachesfrominside100yardsRgh",2007
161,161,"Doug LaBelle II",104,NA,1134.833,39,12,"Approachesfrominside100yardsRgh",2007
162,162,"Mathew Goggin",97,NA,992.167,34,3,"Approachesfrominside100yardsRgh",2007
162,162,"Charley Hoffman",97,NA,1108,38,8,"Approachesfrominside100yardsRgh",2007
164,164,"Paul Goydos",60,NA,616.833,21,11,"Approachesfrominside100yardsRgh",2007
164,164,"Camilo Villegas",82,NA,908.25,31,11,"Approachesfrominside100yardsRgh",2007
164,164,"Dean Wilson",92,NA,792.167,27,0,"Approachesfrominside100yardsRgh",2007
167,167,"Rocco Mediate",72,NA,1059.25,36,11,"Approachesfrominside100yardsRgh",2007
168,168,"Bubba Watson",80,NA,1532.083,52,6,"Approachesfrominside100yardsRgh",2007
169,169,"Gavin Coles",87,NA,1005.667,34,9,"Approachesfrominside100yardsRgh",2007
170,170,"Rod Pampling",92,NA,1040.75,35,9,"Approachesfrominside100yardsRgh",2007
171,171,"Paul Stankowski",52,NA,722.417,24,13,"Approachesfrominside100yardsRgh",2007
172,172,"Tag Ridings",52,NA,996.583,33,8,"Approachesfrominside100yardsRgh",2007
172,172,"Jason Schultz",63,NA,964,32,9,"Approachesfrominside100yardsRgh",2007
174,174,"Troy Matteson",87,NA,974,32,9,"Approachesfrominside100yardsRgh",2007
174,174,"Michael Putnam",96,NA,972.75,32,8,"Approachesfrominside100yardsRgh",2007
174,174,"Brett Quigley",79,NA,1094.25,36,7,"Approachesfrominside100yardsRgh",2007
177,177,"John Daly",59,NA,1402.167,46,5,"Approachesfrominside100yardsRgh",2007
178,178,"Andrew Buckle",77,NA,1163.333,38,6,"Approachesfrominside100yardsRgh",2007
179,179,"Jim Rutledge",59,NA,429.25,14,-1,"Approachesfrominside100yardsRgh",2007
180,180,"Brian Bateman",55,NA,614.417,20,3,"Approachesfrominside100yardsRgh",2007
181,181,"Tim Herron",98,NA,1269.833,41,2,"Approachesfrominside100yardsRgh",2007
182,182,"Cameron Beckman",96,NA,1259.5,40,1,"Approachesfrominside100yardsRgh",2007
183,183,"Mike Weir",82,NA,1042.167,33,14,"Approachesfrominside100yardsRgh",2007
184,184,"Jay Williamson",50,NA,917.25,29,5,"Approachesfrominside100yardsRgh",2007
185,185,"Matt Kuchar",85,NA,826.25,26,2,"Approachesfrominside100yardsRgh",2007
186,186,"Davis Love III",66,NA,740.667,23,3,"Approachesfrominside100yardsRgh",2007
187,187,"Ryan Moore",92,NA,1261.5,39,6,"Approachesfrominside100yardsRgh",2007
188,188,"JJ Henry",86,NA,1046.583,32,1,"Approachesfrominside100yardsRgh",2007
189,189,"Ben Curtis",80,NA,924.917,28,13,"Approachesfrominside100yardsRgh",2007
190,190,"Jesper Parnevik",88,NA,1456.5,44,9,"Approachesfrominside100yardsRgh",2007
191,191,"Tom Lehman",62,NA,500,15,3,"Approachesfrominside100yardsRgh",2007
192,192,"Chris DiMarco",79,NA,1212.25,36,11,"Approachesfrominside100yardsRgh",2007
193,193,"Darron Stiles",65,NA,884.333,26,6,"Approachesfrominside100yardsRgh",2007
194,194,"Pat Perez",84,NA,834.25,24,8,"Approachesfrominside100yardsRgh",2007
195,195,"Adam Scott",69,NA,1112,30,9,"Approachesfrominside100yardsRgh",2007
196,196,"Retief Goosen",50,NA,802.083,21,3,"Approachesfrominside100yardsRgh",2007
