"BogeyAvoidance_RANKTHISWEEK_2011","BogeyAvoidance_RANKLASTWEEK_2011","BogeyAvoidance_PLAYERNAME_2011","BogeyAvoidance_ROUNDS_2011","BogeyAvoidance_PctMAKESBOGEY_2011","BogeyAvoidance_BOGEYS_2011","BogeyAvoidance_HOLESPLAYED_2011","stat_name","year"
74,74,"Tim Herron",85,16.47,252,1530,"BogeyAvoidance",2011
75,75,"Chris Stroud",88,16.54,262,1584,"BogeyAvoidance",2011
76,76,"Charl Schwartzel",58,16.57,167,1008,"BogeyAvoidance",2011
77,77,"David Mathis",83,16.6,248,1494,"BogeyAvoidance",2011
78,78,"Michael Connell",76,16.67,228,1368,"BogeyAvoidance",2011
79,79,"Robert Allenby",84,16.73,250,1494,"BogeyAvoidance",2011
80,80,"Jason Dufner",78,16.74,235,1404,"BogeyAvoidance",2011
81,81,"Rory Sabbatini",85,16.8,257,1530,"BogeyAvoidance",2011
82,82,"Robert Karlsson",61,16.85,179,1062,"BogeyAvoidance",2011
82,82,"YE Yang",63,16.85,179,1062,"BogeyAvoidance",2011
84,84,"Charlie Wi",83,16.87,252,1494,"BogeyAvoidance",2011
85,85,"Ian Poulter",52,16.88,155,918,"BogeyAvoidance",2011
86,86,"Davis Love III",70,16.9,213,1260,"BogeyAvoidance",2011
87,87,"Jim Herman",69,16.91,210,1242,"BogeyAvoidance",2011
88,88,"Shane Bertsch",62,16.94,189,1116,"BogeyAvoidance",2011
88,88,"Ryan Palmer",82,16.94,244,1440,"BogeyAvoidance",2011
90,90,"Paul Stankowski",78,16.95,238,1404,"BogeyAvoidance",2011
91,91,"Troy Matteson",91,16.97,278,1638,"BogeyAvoidance",2011
92,92,"Pat Perez",76,17.03,233,1368,"BogeyAvoidance",2011
92,92,"Chez Reavie",92,17.03,282,1656,"BogeyAvoidance",2011
94,94,"Michael Bradley",74,17.04,227,1332,"BogeyAvoidance",2011
94,94,"Alex Cejka",59,17.04,181,1062,"BogeyAvoidance",2011
96,96,"Marc Leishman",87,17.05,267,1566,"BogeyAvoidance",2011
96,96,"Tim Petrovic",88,17.05,270,1584,"BogeyAvoidance",2011
98,98,"Jimmy Walker",79,17.09,243,1422,"BogeyAvoidance",2011
99,99,"Sung Kang",63,17.11,194,1134,"BogeyAvoidance",2011
100,100,"Ryuji Imada",83,17.14,256,1494,"BogeyAvoidance",2011
101,101,"Keegan Bradley",91,17.22,282,1638,"BogeyAvoidance",2011
102,102,"Padraig Harrington",60,17.23,183,1062,"BogeyAvoidance",2011
102,102,"George McNeill",69,17.23,214,1242,"BogeyAvoidance",2011
104,104,"Garrett Willis",71,17.29,221,1278,"BogeyAvoidance",2011
105,105,"Stewart Cink",72,17.3,218,1260,"BogeyAvoidance",2011
106,106,"Aron Price",58,17.34,181,1044,"BogeyAvoidance",2011
107,107,"Alexandre Rocha",65,17.35,203,1170,"BogeyAvoidance",2011
108,108,"Ernie Els",71,17.39,216,1242,"BogeyAvoidance",2011
109,109,"Tommy Gainey",104,17.41,326,1872,"BogeyAvoidance",2011
110,110,"Scott Piercy",78,17.45,245,1404,"BogeyAvoidance",2011
111,111,"Retief Goosen",50,17.46,154,882,"BogeyAvoidance",2011
112,112,"Geoff Ogilvy",69,17.51,208,1188,"BogeyAvoidance",2011
113,113,"Jim Renner",65,17.52,205,1170,"BogeyAvoidance",2011
114,114,"DA Points",89,17.6,282,1602,"BogeyAvoidance",2011
114,114,"Brendan Steele",89,17.6,282,1602,"BogeyAvoidance",2011
116,116,"Scott McCarron",65,17.61,206,1170,"BogeyAvoidance",2011
117,117,"Steve Marino",76,17.62,241,1368,"BogeyAvoidance",2011
118,118,"Charley Hoffman",93,17.63,292,1656,"BogeyAvoidance",2011
119,119,"Vijay Singh",79,17.65,251,1422,"BogeyAvoidance",2011
120,120,"Kevin Chappell",78,17.66,248,1404,"BogeyAvoidance",2011
121,121,"Billy Horschel",75,17.7,239,1350,"BogeyAvoidance",2011
122,122,"Bubba Watson",85,17.72,252,1422,"BogeyAvoidance",2011
123,123,"Roland Thatcher",67,17.74,214,1206,"BogeyAvoidance",2011
124,124,"Josh Teater",104,17.84,334,1872,"BogeyAvoidance",2011
125,125,"Boo Weekley",66,17.85,212,1188,"BogeyAvoidance",2011
126,126,"Kyle Stanley",98,17.86,315,1764,"BogeyAvoidance",2011
127,127,"Kent Jones",76,17.91,245,1368,"BogeyAvoidance",2011
128,128,"JB Holmes",57,17.92,171,954,"BogeyAvoidance",2011
129,129,"Joe Ogilvie",75,17.93,242,1350,"BogeyAvoidance",2011
130,130,"Ricky Barnes",78,18.02,253,1404,"BogeyAvoidance",2011
130,130,"Lucas Glover",74,18.02,240,1332,"BogeyAvoidance",2011
132,132,"Matt Jones",71,18.08,231,1278,"BogeyAvoidance",2011
133,133,"Graeme McDowell",50,18.09,153,846,"BogeyAvoidance",2011
134,134,"Nathan Green",81,18.11,264,1458,"BogeyAvoidance",2011
135,135,"Kevin Stadler",88,18.12,287,1584,"BogeyAvoidance",2011
135,135,"Scott Stallings",84,18.12,274,1512,"BogeyAvoidance",2011
137,137,"Richard Johnson",64,18.14,209,1152,"BogeyAvoidance",2011
137,137,"Tag Ridings",87,18.14,284,1566,"BogeyAvoidance",2011
139,139,"Jeff Overton",92,18.19,298,1638,"BogeyAvoidance",2011
140,140,"James Driscoll",71,18.31,234,1278,"BogeyAvoidance",2011
141,141,"Matt McQuillan",59,18.36,195,1062,"BogeyAvoidance",2011
142,142,"Shaun Micheel",77,18.4,255,1386,"BogeyAvoidance",2011
143,143,"Nate Smith",66,18.43,219,1188,"BogeyAvoidance",2011
144,144,"Rickie Fowler",84,18.45,269,1458,"BogeyAvoidance",2011
145,145,"Dustin Johnson",72,18.47,236,1278,"BogeyAvoidance",2011
146,146,"Paul Goydos",81,18.52,270,1458,"BogeyAvoidance",2011
146,146,"Troy Merritt",63,18.52,210,1134,"BogeyAvoidance",2011
148,148,"Anthony Kim",72,18.54,237,1278,"BogeyAvoidance",2011
148,148,"Colt Knost",80,18.54,267,1440,"BogeyAvoidance",2011
150,150,"Tom Gillis",55,18.59,184,990,"BogeyAvoidance",2011
151,151,"Robert Garrigus",83,18.61,278,1494,"BogeyAvoidance",2011
152,152,"Cameron Beckman",71,18.62,238,1278,"BogeyAvoidance",2011
153,153,"Scott Gutschewski",67,18.74,226,1206,"BogeyAvoidance",2011
154,154,"Lee Janzen",62,18.82,210,1116,"BogeyAvoidance",2011
155,155,"Fabian Gomez",84,18.85,285,1512,"BogeyAvoidance",2011
156,156,"Arjun Atwal",91,18.86,309,1638,"BogeyAvoidance",2011
157,157,"Andres Romero",77,18.9,262,1386,"BogeyAvoidance",2011
158,158,"Jhonattan Vegas",84,18.92,286,1512,"BogeyAvoidance",2011
159,159,"Steve Flesch",88,19.07,302,1584,"BogeyAvoidance",2011
159,159,"Andres Gonzales",60,19.07,206,1080,"BogeyAvoidance",2011
161,161,"Matt Bettencourt",84,19.11,289,1512,"BogeyAvoidance",2011
162,162,"Camilo Villegas",69,19.12,234,1224,"BogeyAvoidance",2011
163,163,"Ben Martin",74,19.14,255,1332,"BogeyAvoidance",2011
164,164,"Angel Cabrera",50,19.22,173,900,"BogeyAvoidance",2011
165,165,"Stuart Appleby",65,19.23,225,1170,"BogeyAvoidance",2011
166,166,"Marc Turnesa",54,19.24,187,972,"BogeyAvoidance",2011
167,167,"Bobby Gates",82,19.31,285,1476,"BogeyAvoidance",2011
168,168,"Kevin Kisner",70,19.37,244,1260,"BogeyAvoidance",2011
169,169,"Jarrod Lyle",83,19.41,290,1494,"BogeyAvoidance",2011
169,169,"Daniel Summerhays",75,19.41,262,1350,"BogeyAvoidance",2011
171,171,"JP Hayes",56,19.54,197,1008,"BogeyAvoidance",2011
172,172,"Joseph Bramlett",73,19.56,257,1314,"BogeyAvoidance",2011
173,173,"Sean OHair",71,19.68,248,1260,"BogeyAvoidance",2011
174,174,"Alex Prugh",82,19.72,291,1476,"BogeyAvoidance",2011
175,175,"David Duval",67,19.73,238,1206,"BogeyAvoidance",2011
176,176,"Harrison Frazar",58,20.11,210,1044,"BogeyAvoidance",2011
177,177,"Steven Bowditch",86,20.22,313,1548,"BogeyAvoidance",2011
178,178,"Bio Kim",71,20.27,259,1278,"BogeyAvoidance",2011
179,179,"DJ Brigman",67,20.32,245,1206,"BogeyAvoidance",2011
180,180,"Zack Miller",86,20.74,321,1548,"BogeyAvoidance",2011
181,181,"Rich Beem",53,20.86,199,954,"BogeyAvoidance",2011
182,182,"Justin Hicks",60,20.93,226,1080,"BogeyAvoidance",2011
183,183,"Martin Piller",63,21.25,241,1134,"BogeyAvoidance",2011
184,184,"Will Strickler",51,21.35,196,918,"BogeyAvoidance",2011
185,185,"Rocco Mediate",53,21.7,207,954,"BogeyAvoidance",2011
186,186,"Derek Lamely",65,21.71,254,1170,"BogeyAvoidance",2011
