"BirdieorBetterPercentageRough_RANKTHISWEEK_2007","BirdieorBetterPercentageRough_RANKLASTWEEK_2007","BirdieorBetterPercentageRough_PLAYERNAME_2007","BirdieorBetterPercentageRough_ROUNDS_2007","BirdieorBetterPercentageRough_Pct_2007","BirdieorBetterPercentageRough_TOTALBIRDIES_2007","BirdieorBetterPercentageRough_TOTALHOLES_2007","stat_name","year"
157,157,"Parker McLachlin",83,11.55,32,277,"BirdieorBetterPercentageRough",2007
158,158,"Paul Stankowski",52,11.49,17,148,"BirdieorBetterPercentageRough",2007
159,159,"Tim Herron",98,11.47,32,279,"BirdieorBetterPercentageRough",2007
160,160,"Stephen Leaney",82,11.39,27,237,"BirdieorBetterPercentageRough",2007
161,161,"Jeff Sluman",60,11.27,16,142,"BirdieorBetterPercentageRough",2007
162,162,"Mark Wilson",87,11.22,23,205,"BirdieorBetterPercentageRough",2007
163,163,"Paul Goydos",60,11.19,16,143,"BirdieorBetterPercentageRough",2007
164,164,"Ryan Armour",107,11.15,32,287,"BirdieorBetterPercentageRough",2007
165,165,"Gavin Coles",87,11.06,24,217,"BirdieorBetterPercentageRough",2007
166,166,"Tim Clark",66,11.03,16,145,"BirdieorBetterPercentageRough",2007
167,167,"Chad Campbell",96,10.93,27,247,"BirdieorBetterPercentageRough",2007
168,168,"Doug LaBelle II",104,10.89,28,257,"BirdieorBetterPercentageRough",2007
169,169,"Richard Johnson",93,10.88,32,294,"BirdieorBetterPercentageRough",2007
170,170,"Lee Janzen",66,10.87,20,184,"BirdieorBetterPercentageRough",2007
171,171,"Matt Kuchar",85,10.78,25,232,"BirdieorBetterPercentageRough",2007
172,172,"Brian Gay",107,10.7,26,243,"BirdieorBetterPercentageRough",2007
173,173,"Ryan Palmer",91,10.66,34,319,"BirdieorBetterPercentageRough",2007
174,174,"JJ Henry",86,10.65,23,216,"BirdieorBetterPercentageRough",2007
175,175,"Robert Gamez",88,10.57,24,227,"BirdieorBetterPercentageRough",2007
176,176,"Kirk Triplett",77,10.53,20,190,"BirdieorBetterPercentageRough",2007
177,177,"Kyle Reifers",71,10.5,23,219,"BirdieorBetterPercentageRough",2007
178,178,"Darron Stiles",65,10.27,15,146,"BirdieorBetterPercentageRough",2007
179,179,"Shaun Micheel",91,10.24,21,205,"BirdieorBetterPercentageRough",2007
180,180,"Jim Rutledge",59,10.16,13,128,"BirdieorBetterPercentageRough",2007
181,181,"Jeff Gove",103,9.97,29,291,"BirdieorBetterPercentageRough",2007
182,182,"Luke Donald",69,9.93,14,141,"BirdieorBetterPercentageRough",2007
183,183,"Chris DiMarco",79,9.91,22,222,"BirdieorBetterPercentageRough",2007
184,184,"Tom Lehman",62,9.86,14,142,"BirdieorBetterPercentageRough",2007
185,185,"Steve Stricker",81,9.48,20,211,"BirdieorBetterPercentageRough",2007
186,186,"Jose Coceres",50,9.38,9,96,"BirdieorBetterPercentageRough",2007
187,187,"Jeff Brehaut",59,9.27,14,151,"BirdieorBetterPercentageRough",2007
188,188,"Corey Pavin",81,9.18,19,207,"BirdieorBetterPercentageRough",2007
189,189,"Fred Funk",65,9.17,11,120,"BirdieorBetterPercentageRough",2007
190,190,"Anders Hansen",55,9.01,10,111,"BirdieorBetterPercentageRough",2007
191,191,"Mark Brooks",53,9,9,100,"BirdieorBetterPercentageRough",2007
192,192,"Ben Curtis",80,8.82,18,204,"BirdieorBetterPercentageRough",2007
193,193,"Chris Riley",59,8.61,13,151,"BirdieorBetterPercentageRough",2007
194,194,"Zach Johnson",76,8.51,12,141,"BirdieorBetterPercentageRough",2007
195,195,"Tom Byrum",50,8.4,10,119,"BirdieorBetterPercentageRough",2007
196,196,"Tripp Isenhour",86,6.69,16,239,"BirdieorBetterPercentageRough",2007
