"ConsecutiveSandSaves_RANKTHISWEEK_2012","ConsecutiveSandSaves_RANKLASTWEEK_2012","ConsecutiveSandSaves_PLAYERNAME_2012","ConsecutiveSandSaves_EVENTS_2012","ConsecutiveSandSaves_STREAK_2012","ConsecutiveSandSaves_CURRENTSTREAK_2012","ConsecutiveSandSaves_ROUND_2012","ConsecutiveSandSaves_HOLE_2012","ConsecutiveSandSaves_YEARTOURN_2012","stat_name","year"
47,47,"Ben Crane",23,7,3,1,4,2012380,"ConsecutiveSandSaves",2012
47,47,"Brian Davis",29,7,1,4,13,2012240,"ConsecutiveSandSaves",2012
47,47,"Brendon de Jonge",31,7,NA,2,6,2012270,"ConsecutiveSandSaves",2012
47,47,"Graham DeLaet",23,7,NA,2,9,2012210,"ConsecutiveSandSaves",2012
47,47,"James Driscoll",27,7,2,2,15,2012200,"ConsecutiveSandSaves",2012
47,47,"Ken Duke",30,7,1,2,1,2012240,"ConsecutiveSandSaves",2012
47,47,"Tommy Gainey",32,7,NA,4,4,2012450,"ConsecutiveSandSaves",2012
47,47,"Bill Haas",23,7,1,4,14,2012040,"ConsecutiveSandSaves",2012
47,47,"Peter Hanson",11,7,NA,1,9,2012120,"ConsecutiveSandSaves",2012
47,47,"David Hearn",28,7,1,4,12,2012240,"ConsecutiveSandSaves",2012
47,47,"John Huh",28,7,1,3,3,2012020,"ConsecutiveSandSaves",2012
47,47,"Ryuji Imada",28,7,1,2,16,2012240,"ConsecutiveSandSaves",2012
47,47,"Martin Kaymer",8,7,1,2,1,2012320,"ConsecutiveSandSaves",2012
47,47,"Colt Knost",29,7,3,3,16,2012150,"ConsecutiveSandSaves",2012
47,47,"Jason Kokrak",27,7,NA,2,5,2012310,"ConsecutiveSandSaves",2012
47,47,"Derek Lamely",25,7,NA,3,4,2012050,"ConsecutiveSandSaves",2012
47,47,"Spencer Levin",26,7,1,1,13,2012240,"ConsecutiveSandSaves",2012
47,47,"Troy Matteson",32,7,1,4,6,2012320,"ConsecutiveSandSaves",2012
47,47,"Ryan Moore",24,7,NA,4,11,2012210,"ConsecutiveSandSaves",2012
47,47,"Louis Oosthuizen",19,7,NA,2,1,2012230,"ConsecutiveSandSaves",2012
47,47,"Greg Owen",27,7,1,3,12,2012320,"ConsecutiveSandSaves",2012
47,47,"Rod Pampling",26,7,NA,4,8,2012210,"ConsecutiveSandSaves",2012
47,47,"Corey Pavin",2,7,NA,1,16,2012230,"ConsecutiveSandSaves",2012
47,47,"Pat Perez",23,7,2,2,6,2012050,"ConsecutiveSandSaves",2012
47,47,"Scott Piercy",28,7,NA,2,1,2012180,"ConsecutiveSandSaves",2012
47,47,"Andres Romero",22,7,1,2,12,2012280,"ConsecutiveSandSaves",2012
47,47,"Chris Stroud",28,7,NA,2,1,2012230,"ConsecutiveSandSaves",2012
47,47,"David Toms",19,7,1,1,17,2012140,"ConsecutiveSandSaves",2012
47,47,"DJ Trahan",27,7,1,3,3,2012280,"ConsecutiveSandSaves",2012
47,47,"Bo Van Pelt",24,7,NA,2,18,2012120,"ConsecutiveSandSaves",2012
79,79,"Fulton Allem",3,6,NA,1,3,2012230,"ConsecutiveSandSaves",2012
79,79,"Shane Bertsch",17,6,1,2,12,2012300,"ConsecutiveSandSaves",2012
79,79,"Matt Bettencourt",31,6,NA,3,18,2012060,"ConsecutiveSandSaves",2012
79,79,"Jason Bohn",28,6,NA,3,8,2012310,"ConsecutiveSandSaves",2012
79,79,"Steven Bowditch",18,6,NA,1,18,2012040,"ConsecutiveSandSaves",2012
79,79,"Michael Bradley",23,6,1,2,12,2012220,"ConsecutiveSandSaves",2012
79,79,"Alejandro Canizares",3,6,1,2,2,2012080,"ConsecutiveSandSaves",2012
79,79,"KJ Choi",21,6,NA,4,1,2012020,"ConsecutiveSandSaves",2012
79,79,"Gary Christian",28,6,1,2,3,2012370,"ConsecutiveSandSaves",2012
79,79,"Stewart Cink",22,6,NA,3,18,2012100,"ConsecutiveSandSaves",2012
79,79,"Tim Clark",20,6,1,4,1,2012230,"ConsecutiveSandSaves",2012
79,79,"Will Claxton",28,6,NA,1,11,2012440,"ConsecutiveSandSaves",2012
79,79,"Luke Donald",17,6,2,3,11,2012210,"ConsecutiveSandSaves",2012
79,79,"Ernie Els",22,6,6,1,11,2012440,"ConsecutiveSandSaves",2012
79,79,"Harris English",27,6,1,3,3,2012040,"ConsecutiveSandSaves",2012
79,79,"Bob Estes",23,6,NA,4,2,2012320,"ConsecutiveSandSaves",2012
79,79,"Bobby Gates",29,6,2,2,16,2012030,"ConsecutiveSandSaves",2012
79,79,"Tom Gillis",23,6,NA,2,4,2012400,"ConsecutiveSandSaves",2012
79,79,"Mathew Goggin",23,6,1,4,7,2012310,"ConsecutiveSandSaves",2012
79,79,"Luke Guthrie",4,6,2,4,4,2012250,"ConsecutiveSandSaves",2012
79,79,"Brian Harman",30,6,3,2,10,2012250,"ConsecutiveSandSaves",2012
79,79,"JB Holmes",25,6,2,2,3,2012070,"ConsecutiveSandSaves",2012
79,79,"Billy Hurley III",27,6,NA,2,18,2012200,"ConsecutiveSandSaves",2012
79,79,"Troy Kelly",23,6,NA,2,3,2012030,"ConsecutiveSandSaves",2012
79,79,"Kevin Kisner",24,6,1,1,2,2012310,"ConsecutiveSandSaves",2012
79,79,"Kelly Kraft",10,6,NA,2,5,2012140,"ConsecutiveSandSaves",2012
79,79,"Scott Langley",4,6,NA,3,11,2012060,"ConsecutiveSandSaves",2012
79,79,"Richard Lee",24,6,NA,2,6,2012080,"ConsecutiveSandSaves",2012
79,79,"Marc Leishman",23,6,NA,1,12,2012320,"ConsecutiveSandSaves",2012
79,79,"Justin Leonard",26,6,3,1,18,2012320,"ConsecutiveSandSaves",2012
79,79,"John Mallinger",25,6,NA,2,18,2012150,"ConsecutiveSandSaves",2012
79,79,"William McGirt",30,6,NA,2,18,2012480,"ConsecutiveSandSaves",2012
79,79,"Rocco Mediate",23,6,NA,2,14,2012070,"ConsecutiveSandSaves",2012
79,79,"Bryce Molder",25,6,NA,3,9,2012130,"ConsecutiveSandSaves",2012
79,79,"Garth Mulroy",20,6,NA,2,16,2012440,"ConsecutiveSandSaves",2012
79,79,"Seung Yul Noh",28,6,NA,3,17,2012250,"ConsecutiveSandSaves",2012
79,79,"Sean OHair",24,6,1,2,7,2012050,"ConsecutiveSandSaves",2012
79,79,"Nick OHern",26,6,3,2,3,2012430,"ConsecutiveSandSaves",2012
79,79,"Joe Ogilvie",17,6,1,2,5,2012060,"ConsecutiveSandSaves",2012
79,79,"Brett Quigley",1,6,6,2,16,2012030,"ConsecutiveSandSaves",2012
79,79,"Chez Reavie",26,6,2,1,11,2012440,"ConsecutiveSandSaves",2012
79,79,"Rory Sabbatini",29,6,NA,1,16,2012230,"ConsecutiveSandSaves",2012
79,79,"Adam Scott",16,6,1,4,2,2012280,"ConsecutiveSandSaves",2012
79,79,"Webb Simpson",22,6,1,2,8,2012410,"ConsecutiveSandSaves",2012
79,79,"Vijay Singh",27,6,3,2,5,2012380,"ConsecutiveSandSaves",2012
79,79,"Brendan Steele",24,6,NA,2,8,2012210,"ConsecutiveSandSaves",2012
79,79,"Henrik Stenson",15,6,NA,4,5,2012250,"ConsecutiveSandSaves",2012
79,79,"Steve Stricker",19,6,1,2,16,2012240,"ConsecutiveSandSaves",2012
79,79,"Josh Teater",30,6,2,3,1,2012230,"ConsecutiveSandSaves",2012
79,79,"Kyle Thompson",22,6,2,3,1,2012060,"ConsecutiveSandSaves",2012
79,79,"Jimmy Walker",28,6,2,2,4,2012290,"ConsecutiveSandSaves",2012
79,79,"Charlie Wi",25,6,NA,1,3,2012210,"ConsecutiveSandSaves",2012
79,79,"Mark Wilson",25,6,1,2,8,2012100,"ConsecutiveSandSaves",2012
79,79,"YE Yang",20,6,NA,1,2,2012300,"ConsecutiveSandSaves",2012
133,133,"Robert Allenby",27,5,NA,2,12,2012280,"ConsecutiveSandSaves",2012
133,133,"Mark Anderson",25,5,2,4,7,2012080,"ConsecutiveSandSaves",2012
133,133,"Stuart Appleby",24,5,NA,2,2,2012310,"ConsecutiveSandSaves",2012
133,133,"Arjun Atwal",27,5,NA,1,2,2012300,"ConsecutiveSandSaves",2012
133,133,"Briny Baird",13,5,NA,2,2,2012100,"ConsecutiveSandSaves",2012
133,133,"Cameron Beckman",26,5,NA,3,9,2012040,"ConsecutiveSandSaves",2012
133,133,"Kris Blanks",23,5,5,3,12,2012290,"ConsecutiveSandSaves",2012
133,133,"Keegan Bradley",25,5,1,2,11,2012210,"ConsecutiveSandSaves",2012
133,133,"Scott Brown",24,5,1,1,2,2012310,"ConsecutiveSandSaves",2012
133,133,"Bart Bryant",6,5,NA,1,17,2012430,"ConsecutiveSandSaves",2012
133,133,"Chad Campbell",27,5,NA,3,7,2012020,"ConsecutiveSandSaves",2012
133,133,"Patrick Cantlay",10,5,NA,2,6,2012330,"ConsecutiveSandSaves",2012
133,133,"Miguel Angel Carballo",25,5,NA,2,3,2012300,"ConsecutiveSandSaves",2012
133,133,"Roberto Castro",27,5,2,2,11,2012220,"ConsecutiveSandSaves",2012
133,133,"Kevin Chappell",29,5,NA,4,2,2012030,"ConsecutiveSandSaves",2012
133,133,"Chad Collins",9,5,1,2,12,2012030,"ConsecutiveSandSaves",2012
133,133,"Erik Compton",26,5,NA,3,16,2012150,"ConsecutiveSandSaves",2012
133,133,"David Duval",17,5,2,2,10,2012250,"ConsecutiveSandSaves",2012
133,133,"Harrison Frazar",20,5,NA,1,6,2012050,"ConsecutiveSandSaves",2012
133,133,"Stephen Gangluff",23,5,NA,2,15,2012200,"ConsecutiveSandSaves",2012
133,133,"Robert Garrigus",26,5,NA,4,4,2012240,"ConsecutiveSandSaves",2012
133,133,"Retief Goosen",12,5,1,4,7,2012260,"ConsecutiveSandSaves",2012
133,133,"Hunter Hamrick",5,5,NA,3,1,2012310,"ConsecutiveSandSaves",2012
133,133,"Tim Herron",27,5,1,2,2,2012280,"ConsecutiveSandSaves",2012
133,133,"Trevor Immelman",24,5,NA,3,13,2012370,"ConsecutiveSandSaves",2012
133,133,"Freddie Jacobson",17,5,NA,4,16,2012160,"ConsecutiveSandSaves",2012
133,133,"Raphael Jacquelin",2,5,3,1,16,2012260,"ConsecutiveSandSaves",2012
133,133,"Miguel Angel Jimenez",6,5,1,1,18,2012120,"ConsecutiveSandSaves",2012
133,133,"Brandt Jobe",18,5,NA,1,9,2012150,"ConsecutiveSandSaves",2012
133,133,"Zach Johnson",25,5,NA,2,14,2012350,"ConsecutiveSandSaves",2012
133,133,"Chris Kirk",27,5,NA,1,2,2012300,"ConsecutiveSandSaves",2012
133,133,"Russell Knox",23,5,NA,2,6,2012440,"ConsecutiveSandSaves",2012
133,133,"Hank Kuehne",12,5,5,1,12,2012480,"ConsecutiveSandSaves",2012
133,133,"Martin Laird",22,5,NA,1,7,2012350,"ConsecutiveSandSaves",2012
133,133,"Danny Lee",26,5,1,1,9,2012300,"ConsecutiveSandSaves",2012
133,133,"Davis Love III",20,5,2,4,11,2012060,"ConsecutiveSandSaves",2012
133,133,"Jarrod Lyle",7,5,NA,3,6,2012040,"ConsecutiveSandSaves",2012
133,133,"Hunter Mahan",23,5,NA,2,8,2012270,"ConsecutiveSandSaves",2012
133,133,"Matteo Manassero",3,5,3,2,13,2012260,"ConsecutiveSandSaves",2012
133,133,"Scott McCarron",6,5,1,3,17,2012060,"ConsecutiveSandSaves",2012
133,133,"George McNeill",25,5,NA,3,18,2012190,"ConsecutiveSandSaves",2012
133,133,"John Merrick",26,5,NA,1,18,2012180,"ConsecutiveSandSaves",2012
133,133,"Shaun Micheel",12,5,2,1,12,2012170,"ConsecutiveSandSaves",2012
133,133,"Zack Miller",12,5,2,2,17,2012330,"ConsecutiveSandSaves",2012
133,133,"Geoff Ogilvy",20,5,2,2,18,2012120,"ConsecutiveSandSaves",2012
133,133,"Jose Maria Olazabal",5,5,1,2,2,2012080,"ConsecutiveSandSaves",2012
133,133,"Juvic Pagunsan",2,5,NA,1,18,2012320,"ConsecutiveSandSaves",2012
133,133,"Ryan Palmer",24,5,2,1,8,2012020,"ConsecutiveSandSaves",2012
133,133,"Tom Pernice Jr",23,5,1,2,9,2012060,"ConsecutiveSandSaves",2012
133,133,"DA Points",29,5,1,1,8,2012240,"ConsecutiveSandSaves",2012
133,133,"Dicky Pride",19,5,NA,3,8,2012310,"ConsecutiveSandSaves",2012
133,133,"Charl Schwartzel",16,5,NA,3,8,2012100,"ConsecutiveSandSaves",2012
133,133,"Patrick Sheehan",21,5,NA,2,11,2012480,"ConsecutiveSandSaves",2012
133,133,"Kevin Stadler",25,5,NA,4,17,2012400,"ConsecutiveSandSaves",2012
133,133,"Kyle Stanley",27,5,NA,1,18,2012230,"ConsecutiveSandSaves",2012
133,133,"Kevin Streelman",26,5,NA,1,3,2012480,"ConsecutiveSandSaves",2012
133,133,"Daniel Summerhays",26,5,1,1,8,2012450,"ConsecutiveSandSaves",2012
133,133,"Brendon Todd",29,5,1,2,12,2012050,"ConsecutiveSandSaves",2012
133,133,"Cameron Tringale",26,5,1,1,7,2012200,"ConsecutiveSandSaves",2012
133,133,"Omar Uresti",4,5,1,3,4,2012250,"ConsecutiveSandSaves",2012
133,133,"Jhonattan Vegas",25,5,NA,4,10,2012020,"ConsecutiveSandSaves",2012
133,133,"Duffy Waldorf",11,5,1,2,17,2012300,"ConsecutiveSandSaves",2012
133,133,"Tom Watson",3,5,NA,2,2,2012290,"ConsecutiveSandSaves",2012
133,133,"Bubba Watson",19,5,NA,1,10,2012070,"ConsecutiveSandSaves",2012
133,133,"Boo Weekley",25,5,NA,1,3,2012230,"ConsecutiveSandSaves",2012
133,133,"Mike Weir",14,5,3,2,9,2012170,"ConsecutiveSandSaves",2012
199,199,"Thomas Aiken",4,4,NA,4,3,2012320,"ConsecutiveSandSaves",2012
199,199,"Stephen Ames",20,4,NA,2,1,2012180,"ConsecutiveSandSaves",2012
199,199,"Woody Austin",7,4,2,3,13,2012250,"ConsecutiveSandSaves",2012
199,199,"Ricky Barnes",28,4,2,1,6,2012060,"ConsecutiveSandSaves",2012
199,199,"Rich Beem",10,4,NA,1,4,2012220,"ConsecutiveSandSaves",2012
199,199,"Tommy Biershenk",27,4,NA,1,10,2012270,"ConsecutiveSandSaves",2012
199,199,"Thomas Bjorn",9,4,2,1,10,2012120,"ConsecutiveSandSaves",2012
199,199,"Jim Carter",2,4,NA,2,1,2012020,"ConsecutiveSandSaves",2012
199,199,"Alex Cejka",12,4,NA,3,11,2012310,"ConsecutiveSandSaves",2012
199,199,"Ben Curtis",19,4,1,4,15,2012290,"ConsecutiveSandSaves",2012
199,199,"John Daly",15,4,NA,1,11,2012320,"ConsecutiveSandSaves",2012
199,199,"Robert Damron",7,4,1,2,10,2012140,"ConsecutiveSandSaves",2012
199,199,"Marco Dawson",22,4,NA,1,9,2012300,"ConsecutiveSandSaves",2012
199,199,"Glen Day",3,4,4,2,11,2012310,"ConsecutiveSandSaves",2012
199,199,"Simon Dyson",8,4,NA,4,13,2012320,"ConsecutiveSandSaves",2012
199,199,"Steve Elkington",2,4,NA,1,2,2012030,"ConsecutiveSandSaves",2012
199,199,"Ross Fisher",2,4,NA,1,6,2012320,"ConsecutiveSandSaves",2012
199,199,"Fred Funk",4,4,1,2,4,2012100,"ConsecutiveSandSaves",2012
199,199,"Lucas Glover",16,4,NA,2,9,2012210,"ConsecutiveSandSaves",2012
199,199,"JJ Henry",28,4,1,2,9,2012330,"ConsecutiveSandSaves",2012
199,199,"Charley Hoffman",27,4,NA,4,1,2012180,"ConsecutiveSandSaves",2012
199,199,"Dustin Johnson",19,4,NA,4,2,2012380,"ConsecutiveSandSaves",2012
199,199,"Kent Jones",7,4,4,1,11,2012310,"ConsecutiveSandSaves",2012
199,199,"Matt Jones",19,4,4,3,10,2012480,"ConsecutiveSandSaves",2012
199,199,"Sung Kang",30,4,1,4,15,2012200,"ConsecutiveSandSaves",2012
199,199,"Jerry Kelly",26,4,2,2,14,2012370,"ConsecutiveSandSaves",2012
199,199,"Skip Kendall",5,4,2,4,17,2012140,"ConsecutiveSandSaves",2012
199,199,"Anthony Kim",10,4,NA,1,8,2012130,"ConsecutiveSandSaves",2012
199,199,"Neal Lancaster",8,4,NA,3,14,2012250,"ConsecutiveSandSaves",2012
199,199,"Paul Lawrie",6,4,2,4,1,2012120,"ConsecutiveSandSaves",2012
199,199,"Jamie Lovemark",16,4,NA,1,11,2012150,"ConsecutiveSandSaves",2012
199,199,"Jeff Maggert",27,4,1,1,4,2012270,"ConsecutiveSandSaves",2012
199,199,"Steve Marino",6,4,NA,2,7,2012020,"ConsecutiveSandSaves",2012
199,199,"David Mathis",29,4,1,1,16,2012230,"ConsecutiveSandSaves",2012
199,199,"Parker McLachlin",3,4,4,2,17,2012020,"ConsecutiveSandSaves",2012
199,199,"Corbin Mills",2,4,NA,2,7,2012160,"ConsecutiveSandSaves",2012
199,199,"Edoardo Molinari",1,4,1,1,4,2012160,"ConsecutiveSandSaves",2012
199,199,"Francesco Molinari",8,4,NA,3,5,2012120,"ConsecutiveSandSaves",2012
199,199,"Arron Oberholser",2,4,4,2,1,2012060,"ConsecutiveSandSaves",2012
199,199,"Sam Osborne",1,4,NA,1,17,2012260,"ConsecutiveSandSaves",2012
199,199,"Jeff Overton",29,4,NA,2,12,2012230,"ConsecutiveSandSaves",2012
199,199,"Carl Paulson",2,4,NA,2,14,2012480,"ConsecutiveSandSaves",2012
199,199,"John Peterson",9,4,1,1,11,2012060,"ConsecutiveSandSaves",2012
199,199,"Tim Petrovic",17,4,NA,1,7,2012310,"ConsecutiveSandSaves",2012
199,199,"Ted Potter Jr",25,4,1,2,4,2012270,"ConsecutiveSandSaves",2012
199,199,"Alistair Presnell",1,4,4,3,9,2012260,"ConsecutiveSandSaves",2012
199,199,"Jonathan Randolph",1,4,NA,1,11,2012310,"ConsecutiveSandSaves",2012
199,199,"Patrick Reed",12,4,2,4,11,2012310,"ConsecutiveSandSaves",2012
199,199,"Chris Riley",12,4,1,2,17,2012430,"ConsecutiveSandSaves",2012
199,199,"John Rollins",26,4,NA,1,2,2012440,"ConsecutiveSandSaves",2012
199,199,"John Senden",22,4,2,1,10,2012410,"ConsecutiveSandSaves",2012
199,199,"Heath Slocum",29,4,1,1,3,2012330,"ConsecutiveSandSaves",2012
199,199,"Scott Stallings",27,4,2,1,6,2012330,"ConsecutiveSandSaves",2012
199,199,"Kevin Sutherland",4,4,NA,2,18,2012030,"ConsecutiveSandSaves",2012
199,199,"Tadahiro Takayama",4,4,NA,2,13,2012120,"ConsecutiveSandSaves",2012
199,199,"Ted Tryba",1,4,4,1,2,2012310,"ConsecutiveSandSaves",2012
199,199,"Scott Verplank",9,4,NA,1,8,2012170,"ConsecutiveSandSaves",2012
199,199,"Nick Watney",26,4,NA,4,13,2012350,"ConsecutiveSandSaves",2012
199,199,"Steve Wheatcroft",22,4,NA,3,16,2012150,"ConsecutiveSandSaves",2012
199,199,"Gary Woodland",22,4,NA,2,11,2012040,"ConsecutiveSandSaves",2012
199,199,"Tiger Woods",19,4,3,2,4,2012290,"ConsecutiveSandSaves",2012
260,260,"Steven Alker",1,3,3,1,12,2012320,"ConsecutiveSandSaves",2012
260,260,"Michael Allen",3,3,NA,1,2,2012100,"ConsecutiveSandSaves",2012
260,260,"Alex Aragon",1,3,NA,2,16,2012020,"ConsecutiveSandSaves",2012
260,260,"Eric Axley",3,3,NA,4,15,2012310,"ConsecutiveSandSaves",2012
260,260,"Matthew Baldwin",2,3,1,1,3,2012260,"ConsecutiveSandSaves",2012
260,260,"Craig Barlow",7,3,2,4,16,2012080,"ConsecutiveSandSaves",2012
260,260,"Notah Begay III",5,3,1,3,3,2012060,"ConsecutiveSandSaves",2012
260,260,"Charlie Beljan",22,3,NA,2,15,2012450,"ConsecutiveSandSaves",2012
260,260,"Guy Boros",2,3,NA,3,11,2012310,"ConsecutiveSandSaves",2012
260,260,"Tom Byrum",1,3,NA,1,2,2012310,"ConsecutiveSandSaves",2012
260,260,"Angel Cabrera",20,3,NA,3,5,2012440,"ConsecutiveSandSaves",2012
260,260,"Paul Casey",9,3,NA,1,6,2012330,"ConsecutiveSandSaves",2012
260,260,"Paul Claxton",1,3,NA,2,9,2012260,"ConsecutiveSandSaves",2012
260,260,"George Coetzee",4,3,1,2,6,2012260,"ConsecutiveSandSaves",2012
260,260,"Nicolas Colsaerts",9,3,NA,4,18,2012370,"ConsecutiveSandSaves",2012
260,260,"Fred Couples",4,3,NA,1,15,2012240,"ConsecutiveSandSaves",2012
260,260,"Joe Durant",14,3,1,3,2,2012220,"ConsecutiveSandSaves",2012
260,260,"Rafael Echenique",1,3,3,3,12,2012320,"ConsecutiveSandSaves",2012
260,260,"Gonzalo Fdez Castano",7,3,1,2,7,2012160,"ConsecutiveSandSaves",2012
260,260,"Steve Flesch",12,3,NA,2,14,2012230,"ConsecutiveSandSaves",2012
260,260,"Marcus Fraser",3,3,NA,4,13,2012120,"ConsecutiveSandSaves",2012
260,260,"Austin Gutgsell",2,3,NA,1,8,2012310,"ConsecutiveSandSaves",2012
260,260,"Tetsuji Hiratsuka",1,3,NA,3,13,2012120,"ConsecutiveSandSaves",2012
260,260,"Billy Horschel",17,3,1,1,1,2012480,"ConsecutiveSandSaves",2012
260,260,"Thongchai Jaidee",3,3,1,1,1,2012320,"ConsecutiveSandSaves",2012
260,260,"KT Kim",11,3,NA,1,12,2012320,"ConsecutiveSandSaves",2012
260,260,"Doug LaBelle II",1,3,2,1,13,2012020,"ConsecutiveSandSaves",2012
260,260,"Pablo Larrazabal",3,3,3,3,15,2012320,"ConsecutiveSandSaves",2012
260,260,"Steve LeBrun",1,3,NA,3,6,2012260,"ConsecutiveSandSaves",2012
260,260,"Peter Lonard",4,3,3,2,16,2012250,"ConsecutiveSandSaves",2012
260,260,"Will Ma Kenzie",6,3,1,3,15,2012180,"ConsecutiveSandSaves",2012
260,260,"Bryden Macpherson",4,3,NA,2,9,2012240,"ConsecutiveSandSaves",2012
260,260,"Shigeki Maruyama",1,3,3,2,1,2012020,"ConsecutiveSandSaves",2012
260,260,"Len Mattiace",1,3,NA,1,2,2012310,"ConsecutiveSandSaves",2012
260,260,"Jon McLean",1,3,3,1,10,2012080,"ConsecutiveSandSaves",2012
260,260,"William Osborne",1,3,3,2,12,2012180,"ConsecutiveSandSaves",2012
260,260,"Kenny Perry",5,3,NA,2,16,2012270,"ConsecutiveSandSaves",2012
260,260,"Ted Purdy",4,3,3,3,9,2012310,"ConsecutiveSandSaves",2012
260,260,"Michael Putnam",4,3,NA,1,12,2012190,"ConsecutiveSandSaves",2012
260,260,"Tag Ridings",1,3,NA,1,4,2012150,"ConsecutiveSandSaves",2012
260,260,"Robert Rock",6,3,1,2,10,2012120,"ConsecutiveSandSaves",2012
260,260,"Marcel Siem",3,3,2,2,10,2012350,"ConsecutiveSandSaves",2012
260,260,"Lee Slattery",3,3,3,1,10,2012350,"ConsecutiveSandSaves",2012
