"DrivingPctAll_RANKTHISWEEK_2012","DrivingPctAll_RANKLASTWEEK_2012","DrivingPctAll_PLAYERNAME_2012","DrivingPctAll_ROUNDS_2012","DrivingPctAll_Pct_2012","DrivingPctAll_TOTALDRIVESFOR_2012","DrivingPctAll_TOTALDRIVESOVERALL_2012","DrivingPctAll_RELATIVETOPAR_2012","stat_name","year"
97,97,"Zach Johnson",95,5.05,52,1030,0.135,"DrivingPctAll",2012
97,97,"Seung Yul Noh",105,5.05,60,1187,0.033,"DrivingPctAll",2012
101,101,"Angel Cabrera",54,5.04,26,516,0.346,"DrivingPctAll",2012
102,102,"Miguel Angel Carballo",73,5.03,40,796,0.25,"DrivingPctAll",2012
102,102,"Erik Compton",81,5.03,45,894,0.333,"DrivingPctAll",2012
104,104,"Tom Gillis",75,4.99,48,961,0.083,"DrivingPctAll",2012
104,104,"Gary Woodland",70,4.99,37,742,0.189,"DrivingPctAll",2012
106,106,"Danny Lee",74,4.98,41,824,0.049,"DrivingPctAll",2012
107,107,"George McNeill",85,4.96,49,988,0.245,"DrivingPctAll",2012
108,108,"Robert Garrigus",89,4.95,51,1030,0.098,"DrivingPctAll",2012
108,108,"Chris Kirk",93,4.95,59,1192,0.271,"DrivingPctAll",2012
108,108,"Davis Love III",64,4.95,36,728,0.139,"DrivingPctAll",2012
111,111,"Matt Every",80,4.92,44,894,0.114,"DrivingPctAll",2012
112,112,"Harrison Frazar",56,4.89,33,675,0.273,"DrivingPctAll",2012
112,112,"Ian Poulter",57,4.89,26,532,-0.038,"DrivingPctAll",2012
114,114,"DJ Trahan",73,4.86,42,865,0.167,"DrivingPctAll",2012
115,115,"Marco Dawson",60,4.83,31,642,0.258,"DrivingPctAll",2012
116,116,"William McGirt",96,4.82,53,1100,0.132,"DrivingPctAll",2012
117,117,"Dicky Pride",62,4.81,33,686,0.212,"DrivingPctAll",2012
118,118,"Mark Anderson",75,4.8,41,854,0.22,"DrivingPctAll",2012
118,118,"Vaughn Taylor",81,4.8,43,895,0,"DrivingPctAll",2012
120,120,"Brendon de Jonge",115,4.78,68,1424,0.176,"DrivingPctAll",2012
121,121,"John Senden",81,4.76,41,862,0.073,"DrivingPctAll",2012
122,122,"Troy Matteson",100,4.75,55,1157,0.055,"DrivingPctAll",2012
123,123,"Justin Rose",69,4.74,35,738,-0.057,"DrivingPctAll",2012
124,124,"Geoff Ogilvy",73,4.7,36,766,0.25,"DrivingPctAll",2012
125,125,"Jonas Blixt",72,4.69,42,895,0.119,"DrivingPctAll",2012
125,125,"Sean OHair",84,4.69,50,1066,0.2,"DrivingPctAll",2012
127,127,"Greg Owen",90,4.66,50,1074,0.32,"DrivingPctAll",2012
128,128,"Charles Howell III",98,4.65,50,1076,0.24,"DrivingPctAll",2012
128,128,"Andres Romero",68,4.65,35,752,0.371,"DrivingPctAll",2012
128,128,"Brandt Snedeker",81,4.65,42,904,-0.024,"DrivingPctAll",2012
131,131,"Harris English",98,4.61,56,1214,0.214,"DrivingPctAll",2012
131,131,"Tommy Gainey",98,4.61,58,1257,0.19,"DrivingPctAll",2012
133,133,"Billy Mayfair",90,4.59,50,1089,0.2,"DrivingPctAll",2012
134,134,"Heath Slocum",93,4.58,48,1048,0.188,"DrivingPctAll",2012
135,135,"Freddie Jacobson",61,4.55,28,616,0.25,"DrivingPctAll",2012
135,135,"John Rollins",81,4.55,45,990,0.067,"DrivingPctAll",2012
137,137,"Ryan Palmer",81,4.53,45,993,0.133,"DrivingPctAll",2012
138,138,"Richard Lee",71,4.52,36,797,0.306,"DrivingPctAll",2012
139,139,"Will Claxton",99,4.42,53,1200,0.075,"DrivingPctAll",2012
140,140,"John Merrick",83,4.38,44,1005,0.023,"DrivingPctAll",2012
141,141,"Webb Simpson",77,4.33,40,924,0.025,"DrivingPctAll",2012
142,142,"Tommy Biershenk",74,4.32,35,810,0.514,"DrivingPctAll",2012
142,142,"Bill Haas",79,4.32,37,856,0.135,"DrivingPctAll",2012
144,144,"Ernie Els",80,4.3,39,906,0.026,"DrivingPctAll",2012
145,145,"Ben Crane",73,4.25,37,870,0.135,"DrivingPctAll",2012
146,146,"Nick Watney",97,4.23,45,1064,0.067,"DrivingPctAll",2012
147,147,"Keegan Bradley",90,4.21,42,998,0,"DrivingPctAll",2012
148,148,"Martin Flores",95,4.19,48,1146,0.229,"DrivingPctAll",2012
149,149,"Ben Curtis",62,4.17,28,672,0.036,"DrivingPctAll",2012
150,150,"Scott Piercy",95,4.16,50,1203,0.12,"DrivingPctAll",2012
151,151,"Graeme McDowell",55,4.14,22,532,-0.045,"DrivingPctAll",2012
152,152,"Hunter Mahan",88,4.13,37,896,0.027,"DrivingPctAll",2012
153,153,"Scott Stallings",78,4.09,39,954,0.077,"DrivingPctAll",2012
154,154,"Ryo Ishikawa",54,4.07,21,516,-0.048,"DrivingPctAll",2012
154,154,"Vijay Singh",99,4.07,46,1130,0.174,"DrivingPctAll",2012
156,156,"Jeff Overton",101,4.06,52,1282,0.077,"DrivingPctAll",2012
157,157,"Rickie Fowler",84,4,37,924,0.162,"DrivingPctAll",2012
158,158,"Bud Cauley",99,3.94,50,1268,0.26,"DrivingPctAll",2012
159,159,"Lee Westwood",60,3.93,22,560,0.136,"DrivingPctAll",2012
160,160,"Kevin Chappell",91,3.89,39,1002,0.231,"DrivingPctAll",2012
161,161,"Carl Pettersson",92,3.85,43,1116,0.302,"DrivingPctAll",2012
162,162,"Steve Stricker",73,3.82,29,760,-0.172,"DrivingPctAll",2012
163,163,"Mathew Goggin",65,3.77,29,769,0.241,"DrivingPctAll",2012
164,164,"Garth Mulroy",59,3.73,24,644,0.375,"DrivingPctAll",2012
165,165,"Tim Clark",60,3.72,26,698,0.231,"DrivingPctAll",2012
166,166,"Troy Kelly",68,3.65,26,712,0.154,"DrivingPctAll",2012
167,167,"Jason Dufner",83,3.6,32,890,-0.094,"DrivingPctAll",2012
168,168,"Billy Horschel",63,3.57,24,672,0.083,"DrivingPctAll",2012
169,169,"Kyle Stanley",86,3.47,34,979,0.118,"DrivingPctAll",2012
170,170,"Brian Harman",101,3.42,42,1228,0.024,"DrivingPctAll",2012
170,170,"Matt Jones",53,3.42,21,614,0.238,"DrivingPctAll",2012
172,172,"Charley Hoffman",88,3.31,35,1059,0.4,"DrivingPctAll",2012
172,172,"Adam Scott",59,3.31,19,574,0.053,"DrivingPctAll",2012
174,174,"Josh Teater",97,3.28,38,1158,0.237,"DrivingPctAll",2012
175,175,"Matt Kuchar",86,3.27,30,918,0.1,"DrivingPctAll",2012
176,176,"Rory McIlroy",60,3.21,18,560,0.111,"DrivingPctAll",2012
176,176,"Bo Van Pelt",84,3.21,29,904,-0.069,"DrivingPctAll",2012
178,178,"Charlie Beljan",61,3.17,19,600,0.211,"DrivingPctAll",2012
179,179,"JB Holmes",90,3.11,34,1092,0.647,"DrivingPctAll",2012
179,179,"Bill Lunde",83,3.11,29,933,0.172,"DrivingPctAll",2012
181,181,"Boo Weekley",74,3.09,25,810,0.16,"DrivingPctAll",2012
182,182,"Louis Oosthuizen",65,3.08,21,682,0.381,"DrivingPctAll",2012
183,183,"Bubba Watson",68,3.06,22,718,0.455,"DrivingPctAll",2012
184,184,"Martin Laird",77,3.04,23,756,0.304,"DrivingPctAll",2012
185,185,"Edward Loar",59,2.99,18,602,0.5,"DrivingPctAll",2012
186,186,"Steve Wheatcroft",56,2.89,17,588,0.412,"DrivingPctAll",2012
187,187,"Kevin Kisner",69,2.84,21,740,0.19,"DrivingPctAll",2012
188,188,"Jeff Maggert",83,2.76,30,1088,0.067,"DrivingPctAll",2012
189,189,"Dustin Johnson",70,2.56,19,741,-0.158,"DrivingPctAll",2012
190,190,"Phil Mickelson",79,2.51,21,838,-0.19,"DrivingPctAll",2012
191,191,"Robert Karlsson",54,2.44,14,574,0.214,"DrivingPctAll",2012
