"BallStriking_RANKTHISWEEK_2012","BallStriking_RANKLASTWEEK_2012","BallStriking_PLAYERNAME_2012","BallStriking_ROUNDS_2012","BallStriking_VALUE_2012","BallStriking_TOTALDRVRANK_2012","BallStriking_GIRRANK_2012","stat_name","year"
32,32,"John Rollins",81,81,9,72,"BallStriking",2012
33,33,"John Huh",99,82,25,57,"BallStriking",2012
34,34,"Charlie Beljan",61,90,34,56,"BallStriking",2012
35,35,"Jim Furyk",85,97,74,23,"BallStriking",2012
36,36,"Ryan Moore",89,100,39,61,"BallStriking",2012
36,36,"Heath Slocum",93,100,76,24,"BallStriking",2012
38,38,"JJ Henry",93,101,79,22,"BallStriking",2012
38,38,"Graeme McDowell",55,101,34,67,"BallStriking",2012
38,38,"Vijay Singh",99,101,32,69,"BallStriking",2012
41,41,"Roland Thatcher",55,105,80,25,"BallStriking",2012
42,42,"Jeff Overton",101,106,43,63,"BallStriking",2012
42,42,"Scott Stallings",78,106,47,59,"BallStriking",2012
44,44,"Kyle Reifers",86,109,76,33,"BallStriking",2012
45,45,"Daniel Summerhays",81,110,82,28,"BallStriking",2012
46,46,"Blake Adams",107,111,33,78,"BallStriking",2012
46,46,"Gary Christian",91,111,69,42,"BallStriking",2012
48,48,"Ben Curtis",62,113,100,13,"BallStriking",2012
48,48,"Rickie Fowler",84,113,15,98,"BallStriking",2012
48,48,"Kevin Streelman",89,113,44,69,"BallStriking",2012
51,51,"Rory McIlroy",60,114,54,60,"BallStriking",2012
52,52,"Bill Haas",79,115,22,93,"BallStriking",2012
53,53,"Kris Blanks",65,117,72,45,"BallStriking",2012
54,54,"Brandt Jobe",57,118,8,110,"BallStriking",2012
55,55,"Nick Watney",97,122,64,58,"BallStriking",2012
56,56,"Henrik Stenson",51,128,41,87,"BallStriking",2012
56,56,"Steve Stricker",73,128,109,19,"BallStriking",2012
58,58,"DJ Trahan",73,131,54,77,"BallStriking",2012
59,59,"Pat Perez",81,132,36,96,"BallStriking",2012
60,60,"Bobby Gates",87,134,49,85,"BallStriking",2012
61,61,"Jeff Maggert",83,135,52,83,"BallStriking",2012
62,62,"Martin Laird",77,136,47,89,"BallStriking",2012
62,62,"John Mallinger",74,136,82,54,"BallStriking",2012
64,64,"Dustin Johnson",70,137,56,81,"BallStriking",2012
65,65,"Chris Couch",61,138,4,134,"BallStriking",2012
66,66,"Bud Cauley",99,140,89,51,"BallStriking",2012
67,67,"Ryan Palmer",81,145,51,94,"BallStriking",2012
67,67,"Chez Reavie",83,145,72,73,"BallStriking",2012
69,69,"Webb Simpson",77,146,114,32,"BallStriking",2012
70,70,"Brendan Steele",77,147,58,89,"BallStriking",2012
71,71,"Brian Harman",101,148,21,127,"BallStriking",2012
72,72,"Chris Kirk",93,149,101,48,"BallStriking",2012
73,73,"Matt Kuchar",86,150,64,86,"BallStriking",2012
74,74,"Scott Piercy",95,151,69,82,"BallStriking",2012
75,75,"Chad Campbell",84,154,115,39,"BallStriking",2012
76,76,"Sergio Garcia",57,155,56,99,"BallStriking",2012
76,76,"Tom Gillis",75,155,26,129,"BallStriking",2012
78,78,"Bill Lunde",83,157,127,30,"BallStriking",2012
79,79,"Ricky Barnes",92,158,123,35,"BallStriking",2012
80,80,"Davis Love III",64,159,62,97,"BallStriking",2012
80,80,"Alexandre Rocha",62,159,115,44,"BallStriking",2012
80,80,"Steve Wheatcroft",56,159,90,69,"BallStriking",2012
83,83,"DA Points",88,160,105,55,"BallStriking",2012
84,84,"Garth Mulroy",59,162,67,95,"BallStriking",2012
85,85,"Scott Dunlap",57,163,125,38,"BallStriking",2012
86,86,"Rod Pampling",88,164,62,102,"BallStriking",2012
87,87,"David Toms",60,165,91,74,"BallStriking",2012
88,88,"David Hearn",95,166,103,63,"BallStriking",2012
88,88,"Jhonattan Vegas",77,166,91,75,"BallStriking",2012
90,90,"Jason Kokrak",79,167,91,76,"BallStriking",2012
91,91,"Tim Herron",88,168,133,35,"BallStriking",2012
92,92,"Jerry Kelly",84,169,85,84,"BallStriking",2012
93,93,"Ben Crane",73,172,67,105,"BallStriking",2012
93,93,"Ernie Els",80,172,119,53,"BallStriking",2012
93,93,"Billy Mayfair",90,172,49,123,"BallStriking",2012
96,96,"Mathew Goggin",65,183,146,37,"BallStriking",2012
96,96,"Zach Johnson",95,183,82,101,"BallStriking",2012
96,96,"Charl Schwartzel",56,183,30,153,"BallStriking",2012
99,99,"Charles Howell III",98,185,138,47,"BallStriking",2012
100,100,"JB Holmes",90,194,80,114,"BallStriking",2012
100,100,"Geoff Ogilvy",73,194,61,133,"BallStriking",2012
102,102,"Tim Clark",60,202,85,117,"BallStriking",2012
102,102,"Ken Duke",104,202,91,111,"BallStriking",2012
104,104,"Stuart Appleby",75,204,98,106,"BallStriking",2012
105,105,"Scott Brown",65,205,91,114,"BallStriking",2012
106,106,"Carl Pettersson",92,213,85,128,"BallStriking",2012
107,107,"Vaughn Taylor",81,214,149,65,"BallStriking",2012
108,108,"Angel Cabrera",54,215,74,141,"BallStriking",2012
108,108,"Gary Woodland",70,215,91,124,"BallStriking",2012
110,110,"Johnson Wagner",88,216,138,78,"BallStriking",2012
111,111,"Erik Compton",81,220,66,154,"BallStriking",2012
112,112,"Luke Donald",63,221,121,100,"BallStriking",2012
113,113,"Matt Every",80,223,155,68,"BallStriking",2012
114,114,"Nathan Green",73,224,181,43,"BallStriking",2012
114,114,"Mark Wilson",84,224,102,122,"BallStriking",2012
116,116,"William McGirt",96,227,162,65,"BallStriking",2012
117,117,"Danny Lee",74,230,138,92,"BallStriking",2012
118,118,"John Daly",50,232,69,163,"BallStriking",2012
119,119,"Cameron Beckman",81,234,145,89,"BallStriking",2012
120,120,"Kyle Thompson",51,236,128,108,"BallStriking",2012
121,121,"Padraig Harrington",67,237,76,161,"BallStriking",2012
122,122,"Jason Bohn",81,242,130,112,"BallStriking",2012
123,123,"Brian Davis",91,243,105,138,"BallStriking",2012
124,124,"Robert Allenby",76,245,165,80,"BallStriking",2012
124,124,"Matt Jones",53,245,136,109,"BallStriking",2012
124,124,"Chris Stroud",86,245,105,140,"BallStriking",2012
127,127,"Kevin Chappell",91,247,126,121,"BallStriking",2012
127,127,"Troy Matteson",100,247,123,124,"BallStriking",2012
129,129,"Jimmy Walker",101,250,134,116,"BallStriking",2012
130,130,"Trevor Immelman",76,251,112,139,"BallStriking",2012
131,131,"Ted Potter Jr",77,252,110,142,"BallStriking",2012
132,132,"Dicky Pride",62,255,142,113,"BallStriking",2012
133,133,"Kevin Na",80,256,91,165,"BallStriking",2012
133,133,"Ian Poulter",57,256,88,168,"BallStriking",2012
135,135,"Hunter Haas",69,259,112,147,"BallStriking",2012
136,136,"Miguel Angel Carballo",73,262,156,106,"BallStriking",2012
136,136,"Rocco Mediate",70,262,158,104,"BallStriking",2012
138,138,"George McNeill",85,263,115,148,"BallStriking",2012
139,139,"Phil Mickelson",79,264,144,120,"BallStriking",2012
140,140,"KJ Choi",71,265,128,137,"BallStriking",2012
140,140,"Troy Kelly",68,265,119,146,"BallStriking",2012
142,142,"Tommy Gainey",98,266,108,158,"BallStriking",2012
142,142,"Brandt Snedeker",81,266,134,132,"BallStriking",2012
144,144,"Gavin Coles",72,267,148,119,"BallStriking",2012
144,144,"Jason Day",57,267,98,169,"BallStriking",2012
146,146,"Martin Flores",95,269,143,126,"BallStriking",2012
147,147,"Mark Anderson",75,275,146,129,"BallStriking",2012
147,147,"Robert Karlsson",54,275,130,145,"BallStriking",2012
149,149,"Colt Knost",79,277,115,162,"BallStriking",2012
149,149,"Bryce Molder",83,277,174,103,"BallStriking",2012
151,151,"Michael Bradley",63,278,190,88,"BallStriking",2012
151,151,"Chris DiMarco",83,278,103,175,"BallStriking",2012
153,153,"Harrison Frazar",56,281,110,171,"BallStriking",2012
154,154,"Kevin Kisner",69,284,130,154,"BallStriking",2012
155,155,"Edward Loar",59,285,121,164,"BallStriking",2012
156,156,"Arjun Atwal",79,290,161,129,"BallStriking",2012
157,157,"Jonathan Byrd",69,292,156,136,"BallStriking",2012
158,158,"Stewart Cink",71,294,177,117,"BallStriking",2012
159,159,"Rory Sabbatini",84,297,138,159,"BallStriking",2012
160,160,"Jonas Blixt",72,303,169,134,"BallStriking",2012
161,161,"Nick OHern",78,308,165,143,"BallStriking",2012
162,162,"Stephen Ames",54,313,153,160,"BallStriking",2012
163,163,"Bob Estes",78,319,163,156,"BallStriking",2012
163,163,"Brian Gay",91,319,167,152,"BallStriking",2012
165,165,"Charlie Wi",86,320,136,184,"BallStriking",2012
166,166,"Andres Romero",68,321,151,170,"BallStriking",2012
167,167,"Marc Leishman",84,322,172,150,"BallStriking",2012
168,168,"Michael Thompson",80,323,179,144,"BallStriking",2012
169,169,"David Mathis",83,325,153,172,"BallStriking",2012
170,170,"James Driscoll",83,329,172,157,"BallStriking",2012
171,171,"Patrick Sheehan",58,331,182,149,"BallStriking",2012
172,172,"Daniel Chopra",55,332,149,183,"BallStriking",2012
173,173,"Sangmoon Bae",81,333,151,182,"BallStriking",2012
174,174,"Marco Dawson",60,335,185,150,"BallStriking",2012
175,175,"Freddie Jacobson",61,336,170,166,"BallStriking",2012
176,176,"Greg Chalmers",88,339,158,181,"BallStriking",2012
177,177,"JJ Killeen",101,345,167,178,"BallStriking",2012
178,178,"Tom Pernice Jr",62,346,179,167,"BallStriking",2012
179,179,"Aaron Baddeley",73,348,158,190,"BallStriking",2012
180,180,"Justin Leonard",79,353,177,176,"BallStriking",2012
180,180,"YE Yang",64,353,164,189,"BallStriking",2012
182,182,"Stephen Gangluff",57,357,171,186,"BallStriking",2012
183,183,"Derek Lamely",64,359,182,177,"BallStriking",2012
184,184,"Ryo Ishikawa",54,360,175,185,"BallStriking",2012
185,185,"Sung Kang",75,362,176,186,"BallStriking",2012
185,185,"Spencer Levin",81,362,189,173,"BallStriking",2012
187,187,"Tommy Biershenk",74,364,184,180,"BallStriking",2012
188,188,"Ryuji Imada",78,365,191,174,"BallStriking",2012
188,188,"Brendon Todd",78,365,186,179,"BallStriking",2012
190,190,"Matt Bettencourt",80,376,188,188,"BallStriking",2012
191,191,"Billy Hurley III",70,377,186,191,"BallStriking",2012
