"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2006","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2006","BestYTD1PuttorBetterStreak_PLAYERNAME_2006","BestYTD1PuttorBetterStreak_EVENTS_2006","BestYTD1PuttorBetterStreak_VALUE_2006","stat_name","year"
112,112,"Greg Kraft",26,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Hank Kuehne",9,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Bernhard Langer",24,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Stephen Leaney",27,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Ian Leggatt",29,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Peter Lonard",22,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Steve Lowery",31,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Jeff Maggert",26,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Hunter Mahan",29,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Rocco Mediate",18,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Phil Mickelson",19,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Kevin Na",11,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Greg Owen",24,7,"BestYTD1PuttorBetterStreak",2006
112,112,"John Riegger",20,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Charl Schwartzel",8,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Adam Scott",19,7,"BestYTD1PuttorBetterStreak",2006
112,112,"John Senden",28,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Heath Slocum",30,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Jeff Sluman",29,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Jerry Smith",29,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Boyd Summerhays",13,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Kevin Sutherland",29,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Vaughn Taylor",26,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Bo Van Pelt",28,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Vance Veazey",20,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Jimmy Walker",21,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Mark Wilson",24,7,"BestYTD1PuttorBetterStreak",2006
112,112,"Tiger Woods",15,7,"BestYTD1PuttorBetterStreak",2006
191,191,"Tommy Armour III",25,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Cameron Beckman",16,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Rich Beem",27,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Frank Bensel",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Jason Bohn",29,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Guy Boros",5,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Gregory Bourdy",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Mark Brooks",36,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Bart Bryant",26,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Tom Byrum",11,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Darren Clarke",11,6,"BestYTD1PuttorBetterStreak",2006
191,191,"John Cook",22,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Robert Damron",31,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Glen Day",12,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Jason Day",7,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Bubba Dickerson",32,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Joel Edwards",3,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Steve Elkington",17,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Matt Every",3,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Niclas Fasth",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Gonzalo Fdez Castano",5,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Kenneth Ferrie",3,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Raymond Floyd",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Keiichiro Fukabori",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Robert Gamez",30,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Bill Glasson",17,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Matt Gogel",14,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Paul Goydos",24,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Richard Green",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Matt Hansen",25,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Ryan Helminen",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Scott Hend",6,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Kip Henley",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Brian Henninger",12,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Lon Hinkle",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Gabriel Hjertstedt",16,6,"BestYTD1PuttorBetterStreak",2006
191,191,"JB Holmes",26,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Billy Hurley III",6,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Trevor Immelman",24,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Neal Lancaster",19,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Tom Lehman",20,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Justin Leonard",26,6,"BestYTD1PuttorBetterStreak",2006
191,191,"JL Lewis",17,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Frank Lickliter II",29,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Davis Love III",23,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Sandy Lyle",3,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Mike Martin",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Daisuke Maruyama",25,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Troy Matteson",32,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Spike McRoy",9,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Shaun Micheel",29,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Jon Mills",27,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Larry Mize",18,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Edoardo Molinari",6,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Colin Montgomerie",8,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Will Moore",2,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Madalitso Muthiya",3,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Nick OHern",15,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Joe Ogilvie",29,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Rob Oppenheim",2,6,"BestYTD1PuttorBetterStreak",2006
191,191,"David Peoples",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Craig Perks",18,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Carl Pettersson",28,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Scott Piercy",6,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Nick Price",16,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Dicky Pride",9,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Brett Quigley",33,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Steven Reilly",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"John Rollins",28,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Jim Rutledge",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Mike San Filippo",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Tom Scherrer",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Patrick Sheehan",34,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Joey Snyder III",6,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Craig Stadler",4,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Paul Stankowski",22,6,"BestYTD1PuttorBetterStreak",2006
191,191,"BJ Staten",18,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Andrew Svoboda",1,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Toru Taniguchi",2,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Phil Tataurangi",19,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Nicholas Thompson",32,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Kirk Triplett",18,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Omar Uresti",22,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Tjaart van der Walt",21,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Camilo Villegas",29,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Duffy Waldorf",28,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Charles Warren",27,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Mike Weir",24,6,"BestYTD1PuttorBetterStreak",2006
191,191,"Ron Whittaker",28,6,"BestYTD1PuttorBetterStreak",2006
280,280,"Scott Baines",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Craig Barlow",22,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Ricky Barnes",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Paul Broadhurst",4,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Angel Cabrera",12,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Michael Carbone",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Jason Caron",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"KJ Choi",26,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Victor Ciesielski",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Stuart Deane",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Bradley Dredge",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Andres Gonzales",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Jeff Gove",29,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Jerry Haas",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Anders Hansen",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Mike Heinen",5,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Joey Hickman",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"SK Ho",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Miguel Angel Jimenez",8,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Brandon Knaub",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Joel Kribel",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Thomas Levet",18,5,"BestYTD1PuttorBetterStreak",2006
280,280,"James Love",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"David Lundstrom",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"John Mallinger",3,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Eric Manning",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Bob May",21,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Billy Mayfair",29,5,"BestYTD1PuttorBetterStreak",2006
280,280,"James McLean",4,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Scott Miller",3,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Kiyoshi Miyazato",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Timothy ONeal",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Jin Park",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Kenny Perry",22,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Jyoti Randhawa",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Loren Roberts",4,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Tony Rohlik",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Andres Romero",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Tim Ruddo",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Troy Schleicher",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Phil Schmitt",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Steve Schneiter",2,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Mike Small",9,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Mick Soli",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Kevin Stadler",6,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Scott Sterling",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Darron Stiles",15,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Roger Tambellini",25,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Ted Tryba",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Grant Waite",8,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Anthony Wall",3,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Ben Walter",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Bubba Watson",27,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Ross Wellington",1,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Michelle Wie",3,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Garrett Willis",10,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Willie Wood",11,5,"BestYTD1PuttorBetterStreak",2006
280,280,"Don Yrene",2,5,"BestYTD1PuttorBetterStreak",2006
339,339,"Jason Allred",2,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Chip Beck",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Notah Begay III",12,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Brett Bingham",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Phil Blackmar",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Michael Bradley",6,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Charlie Brown",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Andrew Buckle",2,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Jim Carter",3,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Nick Cassini",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Gavin Coles",5,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Chad Collins",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Stephen Dodd",3,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Nick Dougherty",3,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Jason Dufner",2,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Ken Duke",2,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Simon Dyson",2,4,"BestYTD1PuttorBetterStreak",2006
339,339,"David Edwards",3,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Bobby Elliott",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"Jamie Elliott",1,4,"BestYTD1PuttorBetterStreak",2006
339,339,"John Ellis",1,4,"BestYTD1PuttorBetterStreak",2006
