"ReverseBounceBack_RANKTHISWEEK_2009","ReverseBounceBack_RANKLASTWEEK_2009","ReverseBounceBack_PLAYERNAME_2009","ReverseBounceBack_ROUNDS_2009","ReverseBounceBack_PctUNDERTHENOVERPAR_2009","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2009","ReverseBounceBack_UNDERPAR_2009","stat_name","year"
99,99,"Brendon de Jonge",90,16.82,54,321,"ReverseBounceBack",2009
100,100,"Sergio Garcia",59,16.84,33,196,"ReverseBounceBack",2009
101,101,"Ken Duke",87,16.86,44,261,"ReverseBounceBack",2009
101,101,"John Senden",100,16.86,59,350,"ReverseBounceBack",2009
103,103,"Jason Bohn",88,16.89,51,302,"ReverseBounceBack",2009
104,104,"Nick Watney",86,16.93,54,319,"ReverseBounceBack",2009
105,105,"Stephen Ames",77,16.95,50,295,"ReverseBounceBack",2009
106,106,"Ryan Palmer",78,16.98,45,265,"ReverseBounceBack",2009
107,107,"Chris DiMarco",97,16.99,52,306,"ReverseBounceBack",2009
108,108,"Steve Flesch",77,17.01,41,241,"ReverseBounceBack",2009
108,108,"George McNeill",82,17.01,49,288,"ReverseBounceBack",2009
108,108,"Greg Owen",97,17.01,58,341,"ReverseBounceBack",2009
111,111,"Sean OHair",80,17.03,47,276,"ReverseBounceBack",2009
112,112,"Brett Quigley",92,17.04,53,311,"ReverseBounceBack",2009
113,113,"Daniel Chopra",89,17.07,57,334,"ReverseBounceBack",2009
114,114,"Billy Mayfair",83,17.14,42,245,"ReverseBounceBack",2009
114,114,"Corey Pavin",73,17.14,42,245,"ReverseBounceBack",2009
116,116,"Kenny Perry",92,17.17,57,332,"ReverseBounceBack",2009
116,116,"Dean Wilson",81,17.17,51,297,"ReverseBounceBack",2009
118,118,"Stewart Cink",79,17.18,39,227,"ReverseBounceBack",2009
118,118,"Steve Elkington",70,17.18,39,227,"ReverseBounceBack",2009
120,120,"Rocco Mediate",79,17.2,43,250,"ReverseBounceBack",2009
121,121,"Nathan Green",104,17.22,57,331,"ReverseBounceBack",2009
122,122,"Justin Leonard",95,17.28,61,353,"ReverseBounceBack",2009
123,123,"John Merrick",91,17.35,55,317,"ReverseBounceBack",2009
124,124,"Vijay Singh",71,17.47,40,229,"ReverseBounceBack",2009
124,124,"Scott Sterling",51,17.47,29,166,"ReverseBounceBack",2009
126,126,"Matt Weibring",65,17.5,42,240,"ReverseBounceBack",2009
127,127,"YE Yang",83,17.51,52,297,"ReverseBounceBack",2009
128,128,"Robert Garrigus",83,17.59,51,290,"ReverseBounceBack",2009
129,129,"Alex Cejka",82,17.67,50,283,"ReverseBounceBack",2009
130,130,"Davis Love III",89,17.87,52,291,"ReverseBounceBack",2009
131,131,"David Mathis",82,17.9,46,257,"ReverseBounceBack",2009
132,132,"Angel Cabrera",55,17.93,33,184,"ReverseBounceBack",2009
133,133,"Peter Lonard",86,17.97,46,256,"ReverseBounceBack",2009
134,134,"Martin Laird",72,17.98,48,267,"ReverseBounceBack",2009
134,134,"Tag Ridings",50,17.98,32,178,"ReverseBounceBack",2009
136,136,"Will Ma Kenzie",69,18.02,40,222,"ReverseBounceBack",2009
137,137,"Justin Rose",71,18.18,46,253,"ReverseBounceBack",2009
137,137,"Vaughn Taylor",88,18.18,58,319,"ReverseBounceBack",2009
139,139,"Harrison Frazar",93,18.26,63,345,"ReverseBounceBack",2009
140,140,"John Rollins",92,18.36,56,305,"ReverseBounceBack",2009
141,141,"Derek Fathauer",63,18.37,36,196,"ReverseBounceBack",2009
142,142,"Rich Beem",77,18.39,48,261,"ReverseBounceBack",2009
143,143,"Kris Blanks",60,18.43,40,217,"ReverseBounceBack",2009
144,144,"Mathew Goggin",76,18.52,45,243,"ReverseBounceBack",2009
145,145,"Jimmy Walker",74,18.64,44,236,"ReverseBounceBack",2009
146,146,"Scott Piercy",85,18.73,59,315,"ReverseBounceBack",2009
147,147,"Fred Couples",54,18.75,39,208,"ReverseBounceBack",2009
148,148,"Bill Haas",91,18.77,61,325,"ReverseBounceBack",2009
149,149,"Jay Williamson",69,18.89,41,217,"ReverseBounceBack",2009
150,150,"Jeff Overton",92,18.91,59,312,"ReverseBounceBack",2009
151,151,"Carl Pettersson",86,19.12,52,272,"ReverseBounceBack",2009
152,152,"Joe Durant",62,19.13,44,230,"ReverseBounceBack",2009
153,153,"Joe Ogilvie",85,19.29,60,311,"ReverseBounceBack",2009
154,154,"Kirk Triplett",60,19.39,38,196,"ReverseBounceBack",2009
155,155,"John Mallinger",90,19.54,59,302,"ReverseBounceBack",2009
156,156,"Ted Purdy",101,19.57,73,373,"ReverseBounceBack",2009
157,157,"Nicholas Thompson",96,19.71,67,340,"ReverseBounceBack",2009
158,158,"Ernie Els",70,19.82,44,222,"ReverseBounceBack",2009
159,159,"Kent Jones",73,19.91,45,226,"ReverseBounceBack",2009
160,160,"Rick Price",54,20,33,165,"ReverseBounceBack",2009
161,161,"Marc Leishman",91,20.06,64,319,"ReverseBounceBack",2009
162,162,"Brian Davis",103,20.11,76,378,"ReverseBounceBack",2009
163,163,"Paul Goydos",79,20.15,55,273,"ReverseBounceBack",2009
164,164,"Mark Calcavecchia",72,20.23,52,257,"ReverseBounceBack",2009
165,165,"Eric Axley",71,20.4,41,201,"ReverseBounceBack",2009
166,166,"Cliff Kresge",78,20.7,53,256,"ReverseBounceBack",2009
167,167,"David Duval",56,20.9,37,177,"ReverseBounceBack",2009
168,168,"Bart Bryant",58,21.23,38,179,"ReverseBounceBack",2009
168,168,"Marc Turnesa",77,21.23,45,212,"ReverseBounceBack",2009
170,170,"Ricky Barnes",67,21.32,42,197,"ReverseBounceBack",2009
171,171,"Leif Olson",51,21.34,35,164,"ReverseBounceBack",2009
172,172,"Adam Scott",53,21.38,34,159,"ReverseBounceBack",2009
173,173,"Stuart Appleby",79,21.52,48,223,"ReverseBounceBack",2009
174,174,"Matt Bettencourt",98,21.53,76,353,"ReverseBounceBack",2009
175,175,"Brian Bateman",55,21.6,35,162,"ReverseBounceBack",2009
176,176,"Parker McLachlin",71,21.88,49,224,"ReverseBounceBack",2009
176,176,"Peter Tomasulo",61,21.88,42,192,"ReverseBounceBack",2009
178,178,"Darron Stiles",52,22.42,37,165,"ReverseBounceBack",2009
179,179,"Brad Faxon",59,22.52,34,151,"ReverseBounceBack",2009
180,180,"Brendon Todd",53,22.76,33,145,"ReverseBounceBack",2009
181,181,"Gary Woodland",53,22.87,43,188,"ReverseBounceBack",2009
182,182,"JB Holmes",74,22.89,57,249,"ReverseBounceBack",2009
183,183,"Camilo Villegas",76,23.17,60,259,"ReverseBounceBack",2009
184,184,"Greg Kraft",51,23.24,33,142,"ReverseBounceBack",2009
