"FirstTeeLateScoringAverage_RANKTHISWEEK_2013","FirstTeeLateScoringAverage_RANKLASTWEEK_2013","FirstTeeLateScoringAverage_PLAYERNAME_2013","FirstTeeLateScoringAverage_ROUNDS_2013","FirstTeeLateScoringAverage_AVG_2013","FirstTeeLateScoringAverage_TOTALSTROKES_2013","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2013","stat_name","year"
23,23,"Chez Reavie",72,70.25,1405,20,"FirstTeeLateScoringAverage",2013
25,25,"Chris Stroud",88,70.26,1616,23,"FirstTeeLateScoringAverage",2013
26,26,"Scott Stallings",79,70.29,1195,17,"FirstTeeLateScoringAverage",2013
27,27,"Bill Haas",85,70.31,2953,42,"FirstTeeLateScoringAverage",2013
28,28,"Scott Langley",79,70.32,1336,19,"FirstTeeLateScoringAverage",2013
29,29,"Matt Jones",83,70.33,1688,24,"FirstTeeLateScoringAverage",2013
29,29,"Josh Teater",86,70.33,1477,21,"FirstTeeLateScoringAverage",2013
31,31,"Keegan Bradley",88,70.34,3306,47,"FirstTeeLateScoringAverage",2013
31,31,"Adam Scott",61,70.34,2462,35,"FirstTeeLateScoringAverage",2013
33,33,"Dicky Pride",71,70.36,985,14,"FirstTeeLateScoringAverage",2013
34,34,"Jason Bohn",70,70.44,1127,16,"FirstTeeLateScoringAverage",2013
34,34,"Nicholas Thompson",99,70.44,1902,27,"FirstTeeLateScoringAverage",2013
36,36,"Brad Fritsch",81,70.45,1409,20,"FirstTeeLateScoringAverage",2013
37,37,"Dustin Johnson",71,70.47,2255,32,"FirstTeeLateScoringAverage",2013
37,37,"Doug LaBelle II",72,70.47,1057,15,"FirstTeeLateScoringAverage",2013
39,39,"Pat Perez",69,70.48,1480,21,"FirstTeeLateScoringAverage",2013
40,40,"Roberto Castro",97,70.5,2397,34,"FirstTeeLateScoringAverage",2013
41,41,"Harris English",95,70.51,2609,37,"FirstTeeLateScoringAverage",2013
42,42,"Chris Kirk",89,70.52,1622,23,"FirstTeeLateScoringAverage",2013
43,43,"DJ Trahan",48,70.53,1199,17,"FirstTeeLateScoringAverage",2013
44,44,"Russell Henley",80,70.55,1411,20,"FirstTeeLateScoringAverage",2013
45,45,"Kevin Stadler",83,70.56,1270,18,"FirstTeeLateScoringAverage",2013
46,46,"KJ Choi",85,70.57,1482,21,"FirstTeeLateScoringAverage",2013
47,47,"Stuart Appleby",88,70.58,1835,26,"FirstTeeLateScoringAverage",2013
48,48,"Greg Owen",73,70.6,1059,15,"FirstTeeLateScoringAverage",2013
48,48,"Boo Weekley",100,70.6,2118,30,"FirstTeeLateScoringAverage",2013
50,50,"Patrick Reed",83,70.62,1836,26,"FirstTeeLateScoringAverage",2013
51,51,"Charley Hoffman",84,70.65,2402,34,"FirstTeeLateScoringAverage",2013
52,52,"Brendon de Jonge",110,70.67,2544,36,"FirstTeeLateScoringAverage",2013
52,52,"Brian Stuard",78,70.67,1696,24,"FirstTeeLateScoringAverage",2013
54,54,"Ben Crane",62,70.68,1343,19,"FirstTeeLateScoringAverage",2013
55,55,"Sergio Garcia",65,70.69,2474,35,"FirstTeeLateScoringAverage",2013
56,56,"Cameron Tringale",80,70.72,1273,18,"FirstTeeLateScoringAverage",2013
57,57,"Hunter Mahan",91,70.73,2617,37,"FirstTeeLateScoringAverage",2013
58,58,"Greg Chalmers",77,70.75,1415,20,"FirstTeeLateScoringAverage",2013
59,59,"Fabian Gomez",65,70.76,1486,21,"FirstTeeLateScoringAverage",2013
60,60,"Brian Gay",79,70.79,991,14,"FirstTeeLateScoringAverage",2013
60,60,"James Hahn",78,70.79,1345,19,"FirstTeeLateScoringAverage",2013
62,62,"Kevin Streelman",86,70.8,2124,30,"FirstTeeLateScoringAverage",2013
63,63,"Steven Bowditch",67,70.81,1133,16,"FirstTeeLateScoringAverage",2013
64,64,"Bryce Molder",82,70.82,1204,17,"FirstTeeLateScoringAverage",2013
65,65,"Rory McIlroy",56,70.86,1984,28,"FirstTeeLateScoringAverage",2013
65,65,"Vaughn Taylor",50,70.86,992,14,"FirstTeeLateScoringAverage",2013
67,67,"Ryan Moore",72,70.87,1630,23,"FirstTeeLateScoringAverage",2013
68,68,"Ryan Palmer",79,70.88,1772,25,"FirstTeeLateScoringAverage",2013
68,68,"Mark Wilson",56,70.88,1205,17,"FirstTeeLateScoringAverage",2013
70,70,"Morgan Hoffmann",64,70.89,1347,19,"FirstTeeLateScoringAverage",2013
70,70,"Jason Kokrak",78,70.89,1985,28,"FirstTeeLateScoringAverage",2013
72,72,"Jason Dufner",78,70.9,2056,29,"FirstTeeLateScoringAverage",2013
72,72,"Marc Leishman",77,70.9,2056,29,"FirstTeeLateScoringAverage",2013
72,72,"Daniel Summerhays",83,70.9,2127,30,"FirstTeeLateScoringAverage",2013
75,75,"Billy Horschel",96,70.93,2908,41,"FirstTeeLateScoringAverage",2013
76,76,"Matt Every",89,70.94,2199,31,"FirstTeeLateScoringAverage",2013
77,77,"Andres Romero",63,70.95,1419,20,"FirstTeeLateScoringAverage",2013
78,78,"Chad Campbell",78,71,1349,19,"FirstTeeLateScoringAverage",2013
78,78,"Ernie Els",63,71,1704,24,"FirstTeeLateScoringAverage",2013
78,78,"Robert Garrigus",69,71,1420,20,"FirstTeeLateScoringAverage",2013
78,78,"Martin Laird",68,71,923,13,"FirstTeeLateScoringAverage",2013
78,78,"Andrew Svoboda",46,71,781,11,"FirstTeeLateScoringAverage",2013
83,83,"Lee Westwood",70,71.03,2060,29,"FirstTeeLateScoringAverage",2013
84,84,"Webb Simpson",92,71.07,3056,43,"FirstTeeLateScoringAverage",2013
85,85,"DA Points",87,71.08,1777,25,"FirstTeeLateScoringAverage",2013
86,86,"Bob Estes",66,71.11,1351,19,"FirstTeeLateScoringAverage",2013
87,87,"Brian Davis",91,71.13,2134,30,"FirstTeeLateScoringAverage",2013
88,88,"Stewart Cink",71,71.14,1565,22,"FirstTeeLateScoringAverage",2013
88,88,"Scott Piercy",78,71.14,1494,21,"FirstTeeLateScoringAverage",2013
88,88,"Bubba Watson",76,71.14,2632,37,"FirstTeeLateScoringAverage",2013
91,91,"Henrik Norlander",70,71.15,925,13,"FirstTeeLateScoringAverage",2013
92,92,"Jason Day",86,71.16,2206,31,"FirstTeeLateScoringAverage",2013
93,93,"Justin Hicks",79,71.19,1851,26,"FirstTeeLateScoringAverage",2013
94,94,"Colt Knost",69,71.2,712,10,"FirstTeeLateScoringAverage",2013
95,95,"Gary Woodland",94,71.21,1994,28,"FirstTeeLateScoringAverage",2013
96,96,"Brendan Steele",86,71.22,1282,18,"FirstTeeLateScoringAverage",2013
97,97,"Sangmoon Bae",83,71.23,1567,22,"FirstTeeLateScoringAverage",2013
97,97,"Scott Brown",65,71.23,926,13,"FirstTeeLateScoringAverage",2013
97,97,"Jim Furyk",80,71.23,2493,35,"FirstTeeLateScoringAverage",2013
97,97,"Brian Harman",89,71.23,1852,26,"FirstTeeLateScoringAverage",2013
101,101,"Luke Donald",60,71.27,1853,26,"FirstTeeLateScoringAverage",2013
102,102,"Camilo Villegas",79,71.31,1854,26,"FirstTeeLateScoringAverage",2013
103,103,"Luke Guthrie",82,71.32,2211,31,"FirstTeeLateScoringAverage",2013
104,104,"Tim Herron",45,71.33,856,12,"FirstTeeLateScoringAverage",2013
104,104,"Alistair Presnell",59,71.33,1284,18,"FirstTeeLateScoringAverage",2013
104,104,"Jimmy Walker",84,71.33,1498,21,"FirstTeeLateScoringAverage",2013
107,107,"Nick Watney",88,71.34,2283,32,"FirstTeeLateScoringAverage",2013
108,108,"David Lingmerth",68,71.35,1427,20,"FirstTeeLateScoringAverage",2013
108,108,"David Lynn",70,71.35,1641,23,"FirstTeeLateScoringAverage",2013
110,110,"Steve LeBrun",66,71.36,999,14,"FirstTeeLateScoringAverage",2013
111,111,"Ricky Barnes",74,71.38,1142,16,"FirstTeeLateScoringAverage",2013
111,111,"Ted Potter Jr",65,71.38,1499,21,"FirstTeeLateScoringAverage",2013
111,111,"Ian Poulter",59,71.38,1856,26,"FirstTeeLateScoringAverage",2013
114,114,"John Merrick",79,71.39,1285,18,"FirstTeeLateScoringAverage",2013
115,115,"Freddie Jacobson",63,71.41,1214,17,"FirstTeeLateScoringAverage",2013
116,116,"Charl Schwartzel",69,71.42,2357,33,"FirstTeeLateScoringAverage",2013
117,117,"Jin Park",52,71.45,786,11,"FirstTeeLateScoringAverage",2013
118,118,"Rickie Fowler",75,71.48,2359,33,"FirstTeeLateScoringAverage",2013
119,119,"Stephen Ames",49,71.5,1001,14,"FirstTeeLateScoringAverage",2013
119,119,"James Driscoll",76,71.5,1716,24,"FirstTeeLateScoringAverage",2013
119,119,"Peter Hanson",45,71.5,1001,14,"FirstTeeLateScoringAverage",2013
119,119,"Jerry Kelly",75,71.5,1430,20,"FirstTeeLateScoringAverage",2013
123,123,"Bobby Gates",49,71.53,1073,15,"FirstTeeLateScoringAverage",2013
124,124,"JJ Henry",83,71.6,1432,20,"FirstTeeLateScoringAverage",2013
125,125,"Kevin Chappell",80,71.65,1218,17,"FirstTeeLateScoringAverage",2013
125,125,"Casey Wittenberg",72,71.65,1433,20,"FirstTeeLateScoringAverage",2013
127,127,"Tim Clark",64,71.67,1290,18,"FirstTeeLateScoringAverage",2013
127,127,"Derek Ernst",58,71.67,860,12,"FirstTeeLateScoringAverage",2013
127,127,"Jim Herman",59,71.67,1505,21,"FirstTeeLateScoringAverage",2013
127,127,"John Huh",88,71.67,1935,27,"FirstTeeLateScoringAverage",2013
131,131,"David Toms",49,71.69,932,13,"FirstTeeLateScoringAverage",2013
132,132,"Erik Compton",74,71.75,2009,28,"FirstTeeLateScoringAverage",2013
132,132,"Aaron Watkins",46,71.75,861,12,"FirstTeeLateScoringAverage",2013
134,134,"Troy Matteson",68,71.79,1364,19,"FirstTeeLateScoringAverage",2013
135,135,"Jonas Blixt",76,71.81,1508,21,"FirstTeeLateScoringAverage",2013
136,136,"Ken Duke",87,71.84,1365,19,"FirstTeeLateScoringAverage",2013
137,137,"Justin Leonard",86,71.85,1437,20,"FirstTeeLateScoringAverage",2013
138,138,"Lucas Glover",65,71.86,1509,21,"FirstTeeLateScoringAverage",2013
138,138,"Kyle Stanley",71,71.86,1581,22,"FirstTeeLateScoringAverage",2013
138,138,"Lee Williams",62,71.86,1006,14,"FirstTeeLateScoringAverage",2013
141,141,"Robert Streb",75,71.89,1294,18,"FirstTeeLateScoringAverage",2013
142,142,"Angel Cabrera",73,71.9,2085,29,"FirstTeeLateScoringAverage",2013
142,142,"Tag Ridings",69,71.9,1438,20,"FirstTeeLateScoringAverage",2013
144,144,"Bo Van Pelt",72,71.94,1295,18,"FirstTeeLateScoringAverage",2013
145,145,"David Mathis",71,72,1296,18,"FirstTeeLateScoringAverage",2013
145,145,"Seung Yul Noh",71,72,1080,15,"FirstTeeLateScoringAverage",2013
147,147,"Cameron Percy",68,72.09,793,11,"FirstTeeLateScoringAverage",2013
148,148,"Martin Kaymer",61,72.11,1370,19,"FirstTeeLateScoringAverage",2013
148,148,"Darron Stiles",51,72.11,649,9,"FirstTeeLateScoringAverage",2013
150,150,"Trevor Immelman",73,72.13,1082,15,"FirstTeeLateScoringAverage",2013
151,151,"Graeme McDowell",53,72.22,1661,23,"FirstTeeLateScoringAverage",2013
152,152,"Will Claxton",67,72.24,1228,17,"FirstTeeLateScoringAverage",2013
153,153,"Rod Pampling",46,72.3,723,10,"FirstTeeLateScoringAverage",2013
154,154,"Aaron Baddeley",68,72.31,940,13,"FirstTeeLateScoringAverage",2013
155,155,"Tommy Gainey",84,72.32,1591,22,"FirstTeeLateScoringAverage",2013
156,156,"Nicolas Colsaerts",50,72.33,1302,18,"FirstTeeLateScoringAverage",2013
156,156,"Scott Gardiner",61,72.33,868,12,"FirstTeeLateScoringAverage",2013
156,156,"DH Lee",65,72.33,1302,18,"FirstTeeLateScoringAverage",2013
159,159,"Padraig Harrington",52,72.35,1230,17,"FirstTeeLateScoringAverage",2013
159,159,"George McNeill",68,72.35,1230,17,"FirstTeeLateScoringAverage",2013
161,161,"Johnson Wagner",64,72.38,1158,16,"FirstTeeLateScoringAverage",2013
162,162,"Ryo Ishikawa",72,72.39,1303,18,"FirstTeeLateScoringAverage",2013
163,163,"Charlie Wi",75,72.41,1593,22,"FirstTeeLateScoringAverage",2013
164,164,"Ben Kohles",75,72.42,1376,19,"FirstTeeLateScoringAverage",2013
165,165,"Sean OHair",56,72.44,1159,16,"FirstTeeLateScoringAverage",2013
166,166,"Brandt Jobe",62,72.46,942,13,"FirstTeeLateScoringAverage",2013
166,166,"Robert Karlsson",56,72.46,942,13,"FirstTeeLateScoringAverage",2013
166,166,"Eric Meierdierks",48,72.46,942,13,"FirstTeeLateScoringAverage",2013
169,169,"John Senden",79,72.48,1522,21,"FirstTeeLateScoringAverage",2013
170,170,"Bud Cauley",67,72.56,1161,16,"FirstTeeLateScoringAverage",2013
171,171,"Carl Pettersson",82,72.63,581,8,"FirstTeeLateScoringAverage",2013
172,172,"YE Yang",56,72.77,946,13,"FirstTeeLateScoringAverage",2013
173,173,"Vijay Singh",61,72.81,1165,16,"FirstTeeLateScoringAverage",2013
174,174,"Ben Curtis",59,72.87,1093,15,"FirstTeeLateScoringAverage",2013
175,175,"Tom Gillis",69,72.89,1385,19,"FirstTeeLateScoringAverage",2013
176,176,"Robert Allenby",58,72.9,729,10,"FirstTeeLateScoringAverage",2013
177,177,"Michael Thompson",66,73.07,1096,15,"FirstTeeLateScoringAverage",2013
178,178,"Geoff Ogilvy",57,73.36,807,11,"FirstTeeLateScoringAverage",2013
179,179,"Mike Weir",60,73.38,1174,16,"FirstTeeLateScoringAverage",2013
180,180,"Luke List",65,73.43,1028,14,"FirstTeeLateScoringAverage",2013
