"Approaches_RANKTHISWEEK_2007","Approaches_RANKLASTWEEK_2007","Approaches_PLAYERNAME_2007","Approaches_ROUNDS_2007","Approaches_AVGRTP_2007","stat_name","year"
44,44,"Fred Funk",65,0.059,"Approaches",2007
44,44,"George McNeill",95,0.059,"Approaches",2007
46,46,"Lucas Glover",98,0.061,"Approaches",2007
47,47,"Ted Purdy",102,0.064,"Approaches",2007
48,48,"Frank Lickliter II",95,0.065,"Approaches",2007
48,48,"Steve Wheatcroft",73,0.065,"Approaches",2007
50,50,"KJ Choi",87,0.069,"Approaches",2007
51,51,"JB Holmes",71,0.07,"Approaches",2007
52,52,"Steve Elkington",87,0.071,"Approaches",2007
53,53,"JP Hayes",89,0.073,"Approaches",2007
54,54,"Chris Couch",76,0.074,"Approaches",2007
55,55,"Matt Kuchar",85,0.077,"Approaches",2007
56,56,"Joe Durant",88,0.079,"Approaches",2007
57,57,"Chris Riley",59,0.08,"Approaches",2007
58,58,"Anthony Kim",93,0.082,"Approaches",2007
59,59,"Lee Janzen",66,0.083,"Approaches",2007
59,59,"Steve Stricker",81,0.083,"Approaches",2007
61,61,"Mathew Goggin",97,0.088,"Approaches",2007
61,61,"Cliff Kresge",107,0.088,"Approaches",2007
63,63,"Ken Duke",112,0.089,"Approaches",2007
64,64,"Brandt Snedeker",105,0.091,"Approaches",2007
65,65,"Stuart Appleby",74,0.1,"Approaches",2007
65,65,"Jeff Overton",60,0.1,"Approaches",2007
65,65,"Justin Rose",63,0.1,"Approaches",2007
68,68,"Joe Ogilvie",102,0.104,"Approaches",2007
69,69,"Alex Cejka",80,0.105,"Approaches",2007
70,70,"Daisuke Maruyama",86,0.107,"Approaches",2007
70,70,"John Merrick",92,0.107,"Approaches",2007
70,70,"Dicky Pride",71,0.107,"Approaches",2007
73,73,"John Daly",59,0.109,"Approaches",2007
74,74,"Chris Tidland",59,0.111,"Approaches",2007
75,75,"Tim Petrovic",106,0.113,"Approaches",2007
76,76,"David Branshaw",83,0.115,"Approaches",2007
76,76,"Bubba Watson",80,0.115,"Approaches",2007
78,78,"Harrison Frazar",88,0.116,"Approaches",2007
79,79,"Eric Axley",107,0.122,"Approaches",2007
80,80,"Aaron Baddeley",83,0.125,"Approaches",2007
80,80,"Jim Furyk",84,0.125,"Approaches",2007
80,80,"Jarrod Lyle",77,0.125,"Approaches",2007
83,83,"John Senden",97,0.129,"Approaches",2007
84,84,"Davis Love III",66,0.13,"Approaches",2007
85,85,"Craig Lile",77,0.135,"Approaches",2007
86,86,"Joey Sindelar",75,0.136,"Approaches",2007
87,87,"Retief Goosen",50,0.143,"Approaches",2007
87,87,"Jose Maria Olazabal",52,0.143,"Approaches",2007
87,87,"Duffy Waldorf",69,0.143,"Approaches",2007
90,90,"Heath Slocum",101,0.147,"Approaches",2007
91,91,"Brian Bateman",55,0.15,"Approaches",2007
91,91,"Vijay Singh",102,0.15,"Approaches",2007
93,93,"Craig Kanada",109,0.154,"Approaches",2007
93,93,"Ryan Moore",92,0.154,"Approaches",2007
95,95,"Andrew Buckle",77,0.158,"Approaches",2007
96,96,"Michael Allen",74,0.16,"Approaches",2007
96,96,"Brett Wetterich",88,0.16,"Approaches",2007
98,98,"Jason Bohn",57,0.167,"Approaches",2007
98,98,"Freddie Jacobson",70,0.167,"Approaches",2007
100,100,"Jay Williamson",50,0.172,"Approaches",2007
101,101,"Sean OHair",98,0.176,"Approaches",2007
101,101,"DJ Trahan",99,0.176,"Approaches",2007
103,103,"Henrik Stenson",52,0.179,"Approaches",2007
104,104,"Jaco Van Zyl",51,0.182,"Approaches",2007
105,105,"Marco Dawson",73,0.184,"Approaches",2007
105,105,"Kevin Sutherland",85,0.184,"Approaches",2007
107,107,"Bryce Molder",56,0.185,"Approaches",2007
108,108,"Bob Estes",88,0.186,"Approaches",2007
109,109,"DJ Brigman",67,0.188,"Approaches",2007
109,109,"Kyle Reifers",71,0.188,"Approaches",2007
111,111,"Stephen Leaney",82,0.19,"Approaches",2007
112,112,"Brett Quigley",79,0.194,"Approaches",2007
113,113,"Tom Byrum",50,0.2,"Approaches",2007
113,113,"Tom Lehman",62,0.2,"Approaches",2007
115,115,"Daniel Chopra",106,0.203,"Approaches",2007
116,116,"Jesper Parnevik",88,0.205,"Approaches",2007
117,117,"Charley Hoffman",97,0.211,"Approaches",2007
118,118,"Shaun Micheel",91,0.212,"Approaches",2007
119,119,"Todd Hamilton",76,0.216,"Approaches",2007
120,120,"Bill Haas",93,0.217,"Approaches",2007
121,121,"Bubba Dickerson",51,0.219,"Approaches",2007
121,121,"Johnson Wagner",97,0.219,"Approaches",2007
123,123,"Mark Brooks",53,0.227,"Approaches",2007
124,124,"Mark Hensby",81,0.229,"Approaches",2007
125,125,"Peter Lonard",85,0.231,"Approaches",2007
125,125,"Darron Stiles",65,0.231,"Approaches",2007
127,127,"Mark Wilson",87,0.233,"Approaches",2007
128,128,"John Rollins",102,0.235,"Approaches",2007
129,129,"Tag Ridings",52,0.242,"Approaches",2007
130,130,"Rich Beem",89,0.243,"Approaches",2007
131,131,"Ryan Armour",107,0.244,"Approaches",2007
131,131,"Briny Baird",115,0.244,"Approaches",2007
133,133,"Zach Johnson",76,0.25,"Approaches",2007
133,133,"Michael Putnam",96,0.25,"Approaches",2007
135,135,"Rod Pampling",92,0.257,"Approaches",2007
136,136,"Chris Stroud",66,0.258,"Approaches",2007
137,137,"Steve Allan",63,0.261,"Approaches",2007
138,138,"Billy Andrade",88,0.263,"Approaches",2007
138,138,"Jeff Quinney",95,0.263,"Approaches",2007
140,140,"Gavin Coles",87,0.265,"Approaches",2007
140,140,"Nick Watney",87,0.265,"Approaches",2007
142,142,"Sergio Garcia",68,0.267,"Approaches",2007
143,143,"Brian Gay",107,0.27,"Approaches",2007
144,144,"Steve Flesch",100,0.276,"Approaches",2007
145,145,"Nathan Green",103,0.277,"Approaches",2007
146,146,"Robert Allenby",90,0.28,"Approaches",2007
147,147,"Troy Matteson",87,0.281,"Approaches",2007
147,147,"Jason Schultz",63,0.281,"Approaches",2007
149,149,"Ryan Palmer",91,0.283,"Approaches",2007
149,149,"Kevin Stadler",95,0.283,"Approaches",2007
151,151,"Brendon de Jonge",76,0.286,"Approaches",2007
151,151,"Anders Hansen",55,0.286,"Approaches",2007
151,151,"Bob Heintz",85,0.286,"Approaches",2007
154,154,"Richard Johnson",93,0.294,"Approaches",2007
154,154,"Bo Van Pelt",104,0.294,"Approaches",2007
156,156,"Adam Scott",69,0.3,"Approaches",2007
157,157,"John Mallinger",96,0.304,"Approaches",2007
158,158,"Chris DiMarco",79,0.306,"Approaches",2007
158,158,"Rocco Mediate",72,0.306,"Approaches",2007
160,160,"Doug LaBelle II",104,0.308,"Approaches",2007
160,160,"Charles Warren",101,0.308,"Approaches",2007
162,162,"Tommy Armour III",81,0.32,"Approaches",2007
162,162,"Nick OHern",72,0.32,"Approaches",2007
164,164,"Tom Johnson",74,0.321,"Approaches",2007
164,164,"Corey Pavin",81,0.321,"Approaches",2007
166,166,"Tom Pernice Jr",104,0.323,"Approaches",2007
167,167,"Stewart Cink",91,0.324,"Approaches",2007
168,168,"Craig Barlow",52,0.333,"Approaches",2007
168,168,"Jason Dufner",100,0.333,"Approaches",2007
168,168,"Jason Gore",86,0.333,"Approaches",2007
168,168,"Scott Gutschewski",67,0.333,"Approaches",2007
168,168,"Pat Perez",84,0.333,"Approaches",2007
173,173,"Greg Owen",81,0.341,"Approaches",2007
174,174,"Tripp Isenhour",86,0.342,"Approaches",2007
175,175,"Parker McLachlin",83,0.345,"Approaches",2007
176,176,"Charlie Wi",90,0.346,"Approaches",2007
177,177,"Mark Calcavecchia",93,0.355,"Approaches",2007
177,177,"Camilo Villegas",82,0.355,"Approaches",2007
179,179,"Rich Barcelo",80,0.357,"Approaches",2007
180,180,"Padraig Harrington",64,0.36,"Approaches",2007
181,181,"Charles Howell III",89,0.375,"Approaches",2007
181,181,"Kent Jones",97,0.375,"Approaches",2007
183,183,"Chad Campbell",96,0.394,"Approaches",2007
184,184,"Matt Hendrix",63,0.407,"Approaches",2007
185,185,"Steve Lowery",74,0.409,"Approaches",2007
186,186,"Arron Oberholser",69,0.417,"Approaches",2007
187,187,"Mike Weir",82,0.424,"Approaches",2007
188,188,"Michael Boyd",61,0.458,"Approaches",2007
189,189,"Ben Curtis",80,0.464,"Approaches",2007
190,190,"Kirk Triplett",77,0.483,"Approaches",2007
191,191,"Vaughn Taylor",91,0.516,"Approaches",2007
192,192,"Paul Goydos",60,0.524,"Approaches",2007
193,193,"Paul Stankowski",52,0.542,"Approaches",2007
194,194,"Jeff Brehaut",59,0.576,"Approaches",2007
195,195,"Robert Gamez",88,0.593,"Approaches",2007
196,196,"Luke Donald",69,0.75,"Approaches",2007
