"NonmemberEarnings_RANKTHISWEEK_2012","NonmemberEarnings_RANKLASTWEEK_2012","NonmemberEarnings_PLAYERNAME_2012","NonmemberEarnings_EVENTS_2012","NonmemberEarnings_MONEY_2012","NonmemberEarnings_TOTAL_2012","stat_name","year"
59,59,"Yoshinori Fujimoto",2,20073,64573,"NonmemberEarnings",2012
60,60,"Derek Ernst",1,20000,20000,"NonmemberEarnings",2012
61,61,"Esteban Toledo",1,19980,19980,"NonmemberEarnings",2012
62,62,"Jaebum Park",1,19955,19955,"NonmemberEarnings",2012
62,62,"Darron Stiles",1,19955,19955,"NonmemberEarnings",2012
64,64,"Dale Whitnell",1,19292,19292,"NonmemberEarnings",2012
65,65,"Marc Warren",1,18593,18593,"NonmemberEarnings",2012
66,66,"Lee Slattery",3,18589,147339,"NonmemberEarnings",2012
67,67,"Dustin Morris",1,18512,18512,"NonmemberEarnings",2012
68,68,"Edoardo Molinari",1,18240,18240,"NonmemberEarnings",2012
69,69,"Adilson da Silva",1,17964,17964,"NonmemberEarnings",2012
69,69,"Jeev Milkha Singh",3,17964,60589,"NonmemberEarnings",2012
71,71,"Derek Tolan",1,17780,17780,"NonmemberEarnings",2012
72,72,"Junggon Hwang",1,17400,17400,"NonmemberEarnings",2012
73,73,"Brendan Jones",3,17339,17339,"NonmemberEarnings",2012
73,73,"Toshinori Muto",3,17339,59964,"NonmemberEarnings",2012
73,73,"Juvic Pagunsan",2,17339,77839,"NonmemberEarnings",2012
76,76,"Darren Clarke",7,16810,117310,"NonmemberEarnings",2012
77,77,"Warren Bennett",1,16636,16636,"NonmemberEarnings",2012
77,77,"Thongchai Jaidee",3,16636,16636,"NonmemberEarnings",2012
79,79,"Rafa Cabrera Bello",6,16168,169668,"NonmemberEarnings",2012
80,80,"Marcus Fraser",3,15350,91350,"NonmemberEarnings",2012
81,81,"Toru Taniguchi",4,15150,15150,"NonmemberEarnings",2012
82,82,"Fran Quinn",5,12932,12932,"NonmemberEarnings",2012
83,83,"Doug LaBelle II",1,12540,12540,"NonmemberEarnings",2012
84,84,"Randall Hutchison",1,12461,12461,"NonmemberEarnings",2012
85,85,"Sam Saunders",4,12224,12224,"NonmemberEarnings",2012
86,86,"Emiliano Grillo",1,11900,11900,"NonmemberEarnings",2012
87,87,"Koumei Oda",2,11880,11880,"NonmemberEarnings",2012
88,88,"Diego Velasquez",1,11284,11284,"NonmemberEarnings",2012
89,89,"Alex Aragon",1,10725,10725,"NonmemberEarnings",2012
90,90,"Jonathan Fly",1,10528,10528,"NonmemberEarnings",2012
91,91,"Tadahiro Takayama",4,10340,52340,"NonmemberEarnings",2012
92,92,"Ben Kohles",1,10296,10296,"NonmemberEarnings",2012
93,93,"Matt Hill",2,9932,9932,"NonmemberEarnings",2012
94,94,"Mathias Gronberg",1,9246,9246,"NonmemberEarnings",2012
95,95,"Jose de Jesus Rodriguez",1,8362,8362,"NonmemberEarnings",2012
96,96,"Chase Wright",1,8360,8360,"NonmemberEarnings",2012
97,97,"John Riegger",1,6810,6810,"NonmemberEarnings",2012
98,98,"Brandon Brown",1,6480,6480,"NonmemberEarnings",2012
99,99,"Jake Sarnoff",1,6180,6180,"NonmemberEarnings",2012
100,100,"Scott Smith",2,6000,6000,"NonmemberEarnings",2012
