"LateScoringAverage_RANKTHISWEEK_2008","LateScoringAverage_RANKLASTWEEK_2008","LateScoringAverage_PLAYERNAME_2008","LateScoringAverage_ROUNDS_2008","LateScoringAverage_AVG_2008","LateScoringAverage_TOTALSTROKES_2008","LateScoringAverage_TOTALLATEROUNDS_2008","stat_name","year"
38,38,"Corey Pavin",69,70.79,2053,29,"LateScoringAverage",2008
39,39,"Matt Kuchar",88,70.8,3115,44,"LateScoringAverage",2008
39,39,"Hunter Mahan",87,70.8,2903,41,"LateScoringAverage",2008
39,39,"Vaughn Taylor",103,70.8,3965,56,"LateScoringAverage",2008
39,39,"DJ Trahan",94,70.8,3186,45,"LateScoringAverage",2008
43,43,"Briny Baird",113,70.81,4461,63,"LateScoringAverage",2008
43,43,"Brad Elder",67,70.81,2266,32,"LateScoringAverage",2008
43,43,"Charles Howell III",101,70.81,3753,53,"LateScoringAverage",2008
46,46,"Robert Allenby",108,70.82,3966,56,"LateScoringAverage",2008
47,47,"Ken Duke",116,70.83,4179,59,"LateScoringAverage",2008
47,47,"Nick OHern",82,70.83,2833,40,"LateScoringAverage",2008
49,49,"Brian Davis",108,70.84,4463,63,"LateScoringAverage",2008
50,50,"Mark Wilson",107,70.85,3330,47,"LateScoringAverage",2008
51,51,"Sergio Garcia",72,70.87,3260,46,"LateScoringAverage",2008
51,51,"Kevin Na",97,70.87,3260,46,"LateScoringAverage",2008
53,53,"Steve Elkington",84,70.88,2835,40,"LateScoringAverage",2008
53,53,"Matt Jones",95,70.88,2977,42,"LateScoringAverage",2008
53,53,"Peter Lonard",92,70.88,2977,42,"LateScoringAverage",2008
53,53,"Tom Pernice Jr",104,70.88,3402,48,"LateScoringAverage",2008
57,57,"Frank Lickliter II",107,70.89,3119,44,"LateScoringAverage",2008
57,57,"Chez Reavie",102,70.89,3970,56,"LateScoringAverage",2008
57,57,"Nick Watney",96,70.89,3119,44,"LateScoringAverage",2008
60,60,"Woody Austin",109,70.9,3545,50,"LateScoringAverage",2008
61,61,"Michael Letzig",88,70.92,3617,51,"LateScoringAverage",2008
61,61,"Tim Petrovic",97,70.92,3404,48,"LateScoringAverage",2008
63,63,"Stewart Cink",87,70.95,3122,44,"LateScoringAverage",2008
63,63,"Jason Gore",94,70.95,3122,44,"LateScoringAverage",2008
65,65,"Brandt Jobe",52,70.96,1703,24,"LateScoringAverage",2008
66,66,"John Merrick",98,70.97,4116,58,"LateScoringAverage",2008
67,67,"Jim Furyk",95,71.02,3835,54,"LateScoringAverage",2008
67,67,"Dudley Hart",74,71.02,3125,44,"LateScoringAverage",2008
69,69,"Will Ma Kenzie",62,71.03,2060,29,"LateScoringAverage",2008
70,70,"Chris DiMarco",87,71.05,2913,41,"LateScoringAverage",2008
70,70,"Scott Sterling",89,71.05,2913,41,"LateScoringAverage",2008
72,72,"Ryan Palmer",69,71.06,2558,36,"LateScoringAverage",2008
73,73,"Bill Haas",99,71.08,3554,50,"LateScoringAverage",2008
74,74,"Patrick Sheehan",124,71.09,3981,56,"LateScoringAverage",2008
75,75,"Paul Goydos",78,71.1,2773,39,"LateScoringAverage",2008
75,75,"Parker McLachlin",88,71.1,2986,42,"LateScoringAverage",2008
77,77,"Jerry Kelly",89,71.12,3556,50,"LateScoringAverage",2008
77,77,"Sean OHair",81,71.12,2987,42,"LateScoringAverage",2008
79,79,"Jon Mills",95,71.13,3201,45,"LateScoringAverage",2008
80,80,"Ernie Els",51,71.14,2063,29,"LateScoringAverage",2008
81,81,"Cliff Kresge",84,71.15,2917,41,"LateScoringAverage",2008
81,81,"Jimmy Walker",73,71.15,2419,34,"LateScoringAverage",2008
83,83,"Alex Cejka",75,71.16,2633,37,"LateScoringAverage",2008
83,83,"Geoff Ogilvy",65,71.16,2277,32,"LateScoringAverage",2008
85,85,"Stuart Appleby",87,71.18,3559,50,"LateScoringAverage",2008
85,85,"Rich Beem",90,71.18,2776,39,"LateScoringAverage",2008
87,87,"Ryuji Imada",80,71.2,2919,41,"LateScoringAverage",2008
88,88,"Robert Garrigus",90,71.22,3276,46,"LateScoringAverage",2008
88,88,"Heath Slocum",104,71.22,3561,50,"LateScoringAverage",2008
88,88,"Tim Wilkinson",95,71.22,3276,46,"LateScoringAverage",2008
91,91,"Brad Adamonis",87,71.23,3419,48,"LateScoringAverage",2008
91,91,"Fred Couples",60,71.23,2137,30,"LateScoringAverage",2008
91,91,"Zach Johnson",85,71.23,2849,40,"LateScoringAverage",2008
94,94,"KJ Choi",74,71.25,2850,40,"LateScoringAverage",2008
95,95,"Cameron Beckman",87,71.26,2993,42,"LateScoringAverage",2008
95,95,"Bo Van Pelt",101,71.26,3563,50,"LateScoringAverage",2008
97,97,"Jason Day",81,71.28,3065,43,"LateScoringAverage",2008
97,97,"Dustin Johnson",92,71.28,3065,43,"LateScoringAverage",2008
97,97,"Troy Matteson",94,71.28,3350,47,"LateScoringAverage",2008
100,100,"Daniel Chopra",84,71.3,2852,40,"LateScoringAverage",2008
100,100,"Richard Johnson",60,71.3,1925,27,"LateScoringAverage",2008
100,100,"Carl Pettersson",110,71.3,3850,54,"LateScoringAverage",2008
103,103,"John Mallinger",95,71.33,3281,46,"LateScoringAverage",2008
104,104,"Scott McCarron",63,71.34,2283,32,"LateScoringAverage",2008
105,105,"Johnson Wagner",83,71.35,2640,37,"LateScoringAverage",2008
106,106,"Chris Riley",51,71.36,1784,25,"LateScoringAverage",2008
107,107,"Steve Stricker",75,71.37,2712,38,"LateScoringAverage",2008
108,108,"Paul Casey",55,71.38,1713,24,"LateScoringAverage",2008
109,109,"Harrison Frazar",73,71.39,2713,38,"LateScoringAverage",2008
109,109,"Nathan Green",95,71.39,3141,44,"LateScoringAverage",2008
109,109,"David Toms",70,71.39,2356,33,"LateScoringAverage",2008
112,112,"Dean Wilson",109,71.4,3713,52,"LateScoringAverage",2008
113,113,"Rod Pampling",83,71.41,2928,41,"LateScoringAverage",2008
114,114,"Joe Ogilvie",100,71.42,3214,45,"LateScoringAverage",2008
115,115,"Carlos Franco",73,71.43,2500,35,"LateScoringAverage",2008
115,115,"Bubba Watson",97,71.43,3357,47,"LateScoringAverage",2008
117,117,"Olin Browne",77,71.44,2429,34,"LateScoringAverage",2008
118,118,"Jeff Quinney",87,71.47,3216,45,"LateScoringAverage",2008
119,119,"Brenden Pappas",66,71.48,2216,31,"LateScoringAverage",2008
120,120,"Marc Turnesa",87,71.49,3503,49,"LateScoringAverage",2008
121,121,"Justin Bolli",87,71.51,2932,41,"LateScoringAverage",2008
121,121,"Charley Hoffman",94,71.51,2789,39,"LateScoringAverage",2008
123,123,"Steve Flesch",95,71.52,3576,50,"LateScoringAverage",2008
123,123,"Shigeki Maruyama",50,71.52,1931,27,"LateScoringAverage",2008
123,123,"Tom Scherrer",56,71.52,1788,25,"LateScoringAverage",2008
126,126,"Todd Demsey",80,71.53,2575,36,"LateScoringAverage",2008
126,126,"Omar Uresti",74,71.53,2432,34,"LateScoringAverage",2008
128,128,"Mathias Gronberg",87,71.54,2647,37,"LateScoringAverage",2008
128,128,"Davis Love III",78,71.54,2647,37,"LateScoringAverage",2008
130,130,"Doug LaBelle II",65,71.55,2218,31,"LateScoringAverage",2008
130,130,"Kevin Stadler",90,71.55,3148,44,"LateScoringAverage",2008
132,132,"Bart Bryant",81,71.58,2863,40,"LateScoringAverage",2008
132,132,"Lee Janzen",89,71.58,3221,45,"LateScoringAverage",2008
132,132,"Chris Stroud",81,71.58,2720,38,"LateScoringAverage",2008
135,135,"Ben Curtis",80,71.59,3150,44,"LateScoringAverage",2008
135,135,"Jeff Overton",103,71.59,3866,54,"LateScoringAverage",2008
135,135,"Tag Ridings",88,71.59,2792,39,"LateScoringAverage",2008
138,138,"Michael Allen",91,71.6,3222,45,"LateScoringAverage",2008
139,139,"JP Hayes",67,71.61,2363,33,"LateScoringAverage",2008
139,139,"Freddie Jacobson",78,71.61,2936,41,"LateScoringAverage",2008
141,141,"Brandt Snedeker",85,71.63,3080,43,"LateScoringAverage",2008
141,141,"Nicholas Thompson",113,71.63,3725,52,"LateScoringAverage",2008
143,143,"Greg Kraft",63,71.64,2579,36,"LateScoringAverage",2008
144,144,"Aaron Baddeley",76,71.68,2652,37,"LateScoringAverage",2008
144,144,"Mark Hensby",71,71.68,2724,38,"LateScoringAverage",2008
144,144,"YE Yang",89,71.68,2867,40,"LateScoringAverage",2008
147,147,"Marco Dawson",64,71.69,2079,29,"LateScoringAverage",2008
148,148,"Andres Romero",69,71.71,2223,31,"LateScoringAverage",2008
149,149,"Brett Quigley",80,71.74,3085,43,"LateScoringAverage",2008
150,150,"Jin Park",85,71.75,2870,40,"LateScoringAverage",2008
151,151,"Joe Durant",92,71.76,2942,41,"LateScoringAverage",2008
151,151,"JJ Henry",108,71.76,3301,46,"LateScoringAverage",2008
151,151,"Brett Rumford",72,71.76,2440,34,"LateScoringAverage",2008
154,154,"Jay Williamson",96,71.77,3373,47,"LateScoringAverage",2008
155,155,"Eric Axley",113,71.78,4163,58,"LateScoringAverage",2008
155,155,"Rocco Mediate",87,71.78,2943,41,"LateScoringAverage",2008
157,157,"Jesper Parnevik",88,71.8,2944,41,"LateScoringAverage",2008
158,158,"Mark Calcavecchia",67,71.83,2514,35,"LateScoringAverage",2008
158,158,"Paul Claxton",63,71.83,2155,30,"LateScoringAverage",2008
158,158,"Tommy Gainey",60,71.83,2083,29,"LateScoringAverage",2008
158,158,"Boo Weekley",86,71.83,2873,40,"LateScoringAverage",2008
162,162,"Jonathan Byrd",88,71.88,3019,42,"LateScoringAverage",2008
163,163,"Steve Lowery",74,71.91,2301,32,"LateScoringAverage",2008
164,164,"Jeff Gove",50,71.92,1726,24,"LateScoringAverage",2008
165,165,"Todd Hamilton",92,71.93,3165,44,"LateScoringAverage",2008
165,165,"Ryan Moore",72,71.93,2877,40,"LateScoringAverage",2008
165,165,"Ron Whittaker",54,71.93,1942,27,"LateScoringAverage",2008
168,168,"Ryan Armour",87,71.95,2734,38,"LateScoringAverage",2008
168,168,"Stephen Leaney",53,71.95,1583,22,"LateScoringAverage",2008
168,168,"Jim McGovern",75,71.95,2662,37,"LateScoringAverage",2008
171,171,"JB Holmes",86,71.98,3167,44,"LateScoringAverage",2008
171,171,"Jeff Maggert",86,71.98,3095,43,"LateScoringAverage",2008
173,173,"Chad Collins",72,72.03,2377,33,"LateScoringAverage",2008
174,174,"Nick Flanagan",89,72.08,2811,39,"LateScoringAverage",2008
175,175,"Robert Gamez",79,72.11,2596,36,"LateScoringAverage",2008
175,175,"Ian Poulter",51,72.11,1947,27,"LateScoringAverage",2008
175,175,"Bob Sowards",61,72.11,1947,27,"LateScoringAverage",2008
179,179,"James Driscoll",85,72.13,2813,39,"LateScoringAverage",2008
179,179,"Retief Goosen",59,72.13,2236,31,"LateScoringAverage",2008
181,181,"Steve Allan",58,72.14,2092,29,"LateScoringAverage",2008
182,182,"Angel Cabrera",55,72.28,1807,25,"LateScoringAverage",2008
183,183,"Kenneth Ferrie",72,72.3,2386,33,"LateScoringAverage",2008
183,183,"Kyle Thompson",70,72.3,2675,37,"LateScoringAverage",2008
183,183,"Charles Warren",79,72.3,2892,40,"LateScoringAverage",2008
186,186,"Trevor Immelman",70,72.32,2459,34,"LateScoringAverage",2008
187,187,"Jason Allred",63,72.36,2026,28,"LateScoringAverage",2008
188,188,"Billy Andrade",71,72.42,2245,31,"LateScoringAverage",2008
189,189,"Ted Purdy",68,72.52,2393,33,"LateScoringAverage",2008
190,190,"Travis Perkins",53,72.54,1886,26,"LateScoringAverage",2008
191,191,"John Rollins",94,72.56,3265,45,"LateScoringAverage",2008
192,192,"Tom Lehman",51,72.62,1888,26,"LateScoringAverage",2008
193,193,"Alejandro Canizares",52,72.67,1744,24,"LateScoringAverage",2008
194,194,"Cody Freeman",66,72.84,2331,32,"LateScoringAverage",2008
195,195,"Adam Scott",51,73.22,1684,23,"LateScoringAverage",2008
196,196,"David Lutterus",59,73.36,2054,28,"LateScoringAverage",2008
197,197,"David Duval",51,73.8,1845,25,"LateScoringAverage",2008
