"LongestPutts_RANKTHISWEEK_2016","LongestPutts_RANKLASTWEEK_2016","LongestPutts_PLAYERNAME_2016","LongestPutts_ROUNDS_2016","LongestPutts_DISTANCE_2016","LongestPutts_YEARTOURN_2016","LongestPutts_ROUND_2016","LongestPutts_HOLE_2016","stat_name","year"
64,60,"Derek Fathauer",58,NA,NA,1,10,"LongestPutts",2016
65,62,"Robert Streb",51,NA,NA,2,1,"LongestPutts",2016
65,61,"Scott Pinckney",53,NA,NA,2,8,"LongestPutts",2016
67,175,"Mark Hubbard",73,NA,NA,1,1,"LongestPutts",2016
69,64,"Russell Henley",42,NA,NA,2,14,"LongestPutts",2016
71,66,"Tom Gillis",16,NA,NA,1,10,"LongestPutts",2016
72,348,"Jonas Blixt",46,NA,NA,1,2,"LongestPutts",2016
72,67,"Adam Hadwin",53,NA,NA,1,1,"LongestPutts",2016
75,69,"Pat Perez",28,NA,NA,3,11,"LongestPutts",2016
75,70,"Lucas Glover",53,NA,NA,3,18,"LongestPutts",2016
77,NA,"Chad Collins",45,NA,NA,1,11,"LongestPutts",2016
77,71,"Jason Kokrak",52,NA,NA,3,10,"LongestPutts",2016
79,371,"Ollie Schniederjans",23,NA,NA,2,4,"LongestPutts",2016
82,74,"Bob Estes",2,NA,NA,1,18,"LongestPutts",2016
82,75,"Peter Malnati",53,NA,NA,2,16,"LongestPutts",2016
84,76,"Chad Campbell",54,NA,NA,3,13,"LongestPutts",2016
85,77,"Jordan Spieth",34,NA,NA,3,14,"LongestPutts",2016
88,80,"Troy Merritt",41,NA,NA,1,6,"LongestPutts",2016
88,81,"Brandon Hagy",8,NA,NA,3,17,"LongestPutts",2016
91,83,"Phil Mickelson",37,NA,NA,3,14,"LongestPutts",2016
92,84,"Si Woo Kim",63,NA,NA,2,7,"LongestPutts",2016
94,86,"Robert Allenby",35,NA,NA,2,18,"LongestPutts",2016
94,628,"James Hahn",45,NA,NA,4,7,"LongestPutts",2016
97,88,"Luke List",51,NA,NA,4,18,"LongestPutts",2016
97,89,"Andres Gonzales",46,NA,NA,1,2,"LongestPutts",2016
100,91,"Carl Pettersson",31,NA,NA,2,18,"LongestPutts",2016
101,92,"Ryan Palmer",46,NA,NA,1,2,"LongestPutts",2016
102,94,"Jhonattan Vegas",49,NA,NA,3,13,"LongestPutts",2016
102,93,"Whee Kim",54,NA,NA,1,17,"LongestPutts",2016
104,95,"Alex Prugh",17,NA,NA,3,6,"LongestPutts",2016
104,96,"John Huh",51,NA,NA,2,9,"LongestPutts",2016
107,98,"Ben Crane",48,NA,NA,3,14,"LongestPutts",2016
110,101,"Matt Kuchar",46,NA,NA,4,4,"LongestPutts",2016
114,105,"Steve Wheatcroft",53,NA,NA,2,15,"LongestPutts",2016
116,106,"Jamie Donaldson",28,NA,NA,4,4,"LongestPutts",2016
118,862,"Cameron Tringale",47,NA,NA,4,9,"LongestPutts",2016
120,109,"Rod Pampling",20,NA,NA,2,2,"LongestPutts",2016
122,112,"Hudson Swafford",52,NA,NA,3,18,"LongestPutts",2016
124,114,"JB Holmes",39,NA,NA,1,9,"LongestPutts",2016
129,120,"William McGirt",54,NA,NA,3,8,"LongestPutts",2016
129,118,"Gary Woodland",45,NA,NA,3,14,"LongestPutts",2016
132,122,"Chris DiMarco",4,NA,NA,1,5,"LongestPutts",2016
132,121,"Michael Thompson",46,NA,NA,2,4,"LongestPutts",2016
134,123,"Bryce Molder",50,NA,NA,1,16,"LongestPutts",2016
136,124,"Jon Curran",55,NA,NA,1,9,"LongestPutts",2016
138,126,"Dicky Pride",33,NA,NA,1,13,"LongestPutts",2016
139,127,"Yusaku Miyazato",8,NA,NA,4,9,"LongestPutts",2016
141,128,"Robert Garrigus",34,NA,NA,1,18,"LongestPutts",2016
142,130,"Geoff Ogilvy",37,NA,NA,1,4,"LongestPutts",2016
142,129,"Smylie Kaufman",57,NA,NA,4,11,"LongestPutts",2016
144,132,"Jason Dufner",53,NA,NA,1,11,"LongestPutts",2016
146,134,"Kyle Reifers",63,NA,NA,2,5,"LongestPutts",2016
148,135,"John Senden",48,NA,NA,1,12,"LongestPutts",2016
148,136,"Bernd Wiesberger",23,NA,NA,3,11,"LongestPutts",2016
152,140,"Stuart Appleby",39,NA,NA,3,2,"LongestPutts",2016
152,139,"Seung Yul Noh",54,NA,NA,3,14,"LongestPutts",2016
152,141,"Tom Hoge",47,NA,NA,3,13,"LongestPutts",2016
156,144,"Charley Hoffman",49,NA,NA,1,11,"LongestPutts",2016
158,145,"Erik Compton",45,NA,NA,2,5,"LongestPutts",2016
160,148,"Sean OHair",45,NA,NA,4,6,"LongestPutts",2016
164,151,"Cameron Percy",22,NA,NA,1,16,"LongestPutts",2016
164,152,"Kyle Stanley",57,NA,NA,2,10,"LongestPutts",2016
166,153,"George McNeill",33,NA,NA,2,3,"LongestPutts",2016
171,158,"Nicholas Thompson",11,NA,NA,2,18,"LongestPutts",2016
171,159,"Will Wilcox",47,NA,NA,4,2,"LongestPutts",2016
175,161,"Bill Haas",42,NA,NA,1,10,"LongestPutts",2016
177,164,"Scott Brown",59,NA,NA,1,7,"LongestPutts",2016
179,166,"Omar Uresti",4,NA,NA,2,17,"LongestPutts",2016
179,167,"Kevin Chappell",49,NA,NA,1,12,"LongestPutts",2016
182,168,"Justin Thomas",53,NA,NA,4,13,"LongestPutts",2016
186,172,"Sam Saunders",40,NA,NA,1,14,"LongestPutts",2016
188,174,"Rodolfo Cazaubon",10,NA,NA,2,7,"LongestPutts",2016
190,177,"Darron Stiles",28,NA,NA,2,18,"LongestPutts",2016
190,178,"Tyler Aldridge",53,NA,NA,2,14,"LongestPutts",2016
190,176,"Chesson Hadley",51,NA,NA,1,6,"LongestPutts",2016
198,185,"Ryan Moore",40,NA,NA,3,4,"LongestPutts",2016
198,186,"Paul McConnell",4,NA,NA,1,11,"LongestPutts",2016
