"3PuttAvoidance_RANKTHISWEEK_2009","3PuttAvoidance_RANKLASTWEEK_2009","3PuttAvoidance_PLAYERNAME_2009","3PuttAvoidance_ROUNDS_2009","3PuttAvoidance_Pct_2009","3PuttAvoidance_TOTAL3PUTTS_2009","3PuttAvoidance_TOTALHOLESOVERALL_2009","stat_name","year"
28,28,"Jeff Klauk",97,2.29,40,1746,"3PuttAvoidance",2009
30,30,"Tommy Armour III",58,2.3,24,1044,"3PuttAvoidance",2009
31,31,"Scott McCarron",91,2.32,38,1638,"3PuttAvoidance",2009
32,32,"Tim Clark",81,2.35,33,1404,"3PuttAvoidance",2009
32,32,"Bob Estes",78,2.35,33,1404,"3PuttAvoidance",2009
32,32,"Jerry Kelly",90,2.35,38,1620,"3PuttAvoidance",2009
32,32,"Nick OHern",90,2.35,38,1620,"3PuttAvoidance",2009
36,36,"Stewart Cink",79,2.36,31,1314,"3PuttAvoidance",2009
37,37,"Kevin Na",91,2.38,39,1638,"3PuttAvoidance",2009
38,38,"Brandt Snedeker",81,2.4,35,1458,"3PuttAvoidance",2009
39,39,"Ryuji Imada",85,2.42,37,1530,"3PuttAvoidance",2009
40,40,"Geoff Ogilvy",78,2.47,32,1296,"3PuttAvoidance",2009
40,40,"Chez Reavie",81,2.47,36,1458,"3PuttAvoidance",2009
42,42,"Ian Poulter",59,2.48,25,1008,"3PuttAvoidance",2009
43,43,"Sergio Garcia",59,2.49,26,1044,"3PuttAvoidance",2009
43,43,"Steve Marino",98,2.49,44,1764,"3PuttAvoidance",2009
45,45,"Colt Knost",71,2.5,32,1278,"3PuttAvoidance",2009
45,45,"Bryce Molder",69,2.5,31,1242,"3PuttAvoidance",2009
47,47,"KJ Choi",65,2.52,29,1152,"3PuttAvoidance",2009
48,48,"Brian Bateman",55,2.53,25,990,"3PuttAvoidance",2009
49,49,"Richard Johnson",85,2.55,39,1530,"3PuttAvoidance",2009
49,49,"Jimmy Walker",74,2.55,34,1332,"3PuttAvoidance",2009
51,51,"Padraig Harrington",66,2.56,30,1170,"3PuttAvoidance",2009
51,51,"John Senden",100,2.56,46,1800,"3PuttAvoidance",2009
53,53,"Matt Kuchar",82,2.57,38,1476,"3PuttAvoidance",2009
53,53,"Troy Matteson",95,2.57,44,1710,"3PuttAvoidance",2009
55,55,"Charley Hoffman",97,2.58,45,1746,"3PuttAvoidance",2009
55,55,"Matt Jones",56,2.58,26,1008,"3PuttAvoidance",2009
55,55,"James Nitties",86,2.58,40,1548,"3PuttAvoidance",2009
58,58,"Ben Curtis",63,2.6,29,1116,"3PuttAvoidance",2009
58,58,"Chris Riley",77,2.6,36,1386,"3PuttAvoidance",2009
60,60,"Steve Elkington",70,2.62,33,1260,"3PuttAvoidance",2009
61,61,"Anthony Kim",76,2.63,35,1332,"3PuttAvoidance",2009
62,62,"George McNeill",82,2.64,39,1476,"3PuttAvoidance",2009
62,62,"Mark Wilson",99,2.64,47,1782,"3PuttAvoidance",2009
64,64,"John Mallinger",90,2.65,43,1620,"3PuttAvoidance",2009
65,65,"Zach Johnson",94,2.66,44,1656,"3PuttAvoidance",2009
66,66,"Nathan Green",104,2.67,50,1872,"3PuttAvoidance",2009
67,67,"Ryan Moore",89,2.68,43,1602,"3PuttAvoidance",2009
68,68,"Lee Janzen",74,2.7,36,1332,"3PuttAvoidance",2009
69,69,"John Rollins",92,2.72,45,1656,"3PuttAvoidance",2009
70,70,"Jason Day",61,2.73,30,1098,"3PuttAvoidance",2009
70,70,"Phil Mickelson",66,2.73,31,1134,"3PuttAvoidance",2009
72,72,"Brad Adamonis",70,2.78,35,1260,"3PuttAvoidance",2009
72,72,"Kris Blanks",60,2.78,30,1080,"3PuttAvoidance",2009
72,72,"Jason Bohn",88,2.78,44,1584,"3PuttAvoidance",2009
72,72,"David Mathis",82,2.78,41,1476,"3PuttAvoidance",2009
72,72,"Ryan Palmer",78,2.78,39,1404,"3PuttAvoidance",2009
77,77,"Dean Wilson",81,2.81,41,1458,"3PuttAvoidance",2009
78,78,"Bubba Watson",73,2.82,37,1314,"3PuttAvoidance",2009
79,79,"Webb Simpson",94,2.84,48,1692,"3PuttAvoidance",2009
79,79,"Mike Weir",85,2.84,43,1512,"3PuttAvoidance",2009
81,81,"Alex Cejka",82,2.85,42,1476,"3PuttAvoidance",2009
81,81,"Jeff Quinney",78,2.85,40,1404,"3PuttAvoidance",2009
83,83,"JJ Henry",97,2.86,50,1746,"3PuttAvoidance",2009
84,84,"Todd Hamilton",83,2.88,43,1494,"3PuttAvoidance",2009
84,84,"Joe Ogilvie",85,2.88,44,1530,"3PuttAvoidance",2009
84,84,"Johnson Wagner",81,2.88,42,1458,"3PuttAvoidance",2009
87,87,"Stephen Ames",77,2.89,39,1350,"3PuttAvoidance",2009
87,87,"Kent Jones",73,2.89,38,1314,"3PuttAvoidance",2009
89,89,"Casey Wittenberg",71,2.9,37,1278,"3PuttAvoidance",2009
90,90,"Tim Petrovic",97,2.92,51,1746,"3PuttAvoidance",2009
90,90,"Rory Sabbatini",81,2.92,42,1440,"3PuttAvoidance",2009
92,92,"Daniel Chopra",89,2.93,47,1602,"3PuttAvoidance",2009
92,92,"Ben Crane",93,2.93,49,1674,"3PuttAvoidance",2009
92,92,"Pat Perez",74,2.93,38,1296,"3PuttAvoidance",2009
95,95,"Tim Herron",87,2.94,46,1566,"3PuttAvoidance",2009
96,96,"Jeff Overton",92,2.96,49,1656,"3PuttAvoidance",2009
97,97,"Michael Allen",73,2.97,39,1314,"3PuttAvoidance",2009
97,97,"Nick Watney",86,2.97,46,1548,"3PuttAvoidance",2009
99,99,"Dustin Johnson",85,2.98,45,1512,"3PuttAvoidance",2009
99,99,"Kevin Sutherland",96,2.98,51,1710,"3PuttAvoidance",2009
101,101,"Lucas Glover",93,2.99,50,1674,"3PuttAvoidance",2009
101,101,"Kevin Stadler",65,2.99,35,1170,"3PuttAvoidance",2009
103,103,"Bo Van Pelt",100,3,54,1800,"3PuttAvoidance",2009
104,104,"Scott Piercy",85,3.01,46,1530,"3PuttAvoidance",2009
105,105,"Mark Brooks",55,3.03,30,990,"3PuttAvoidance",2009
106,106,"Tom Pernice Jr",82,3.05,45,1476,"3PuttAvoidance",2009
106,106,"Patrick Sheehan",51,3.05,28,918,"3PuttAvoidance",2009
108,108,"Stuart Appleby",79,3.06,43,1404,"3PuttAvoidance",2009
109,109,"Mathew Goggin",76,3.08,41,1332,"3PuttAvoidance",2009
109,109,"Brett Quigley",92,3.08,51,1656,"3PuttAvoidance",2009
111,111,"Chad Campbell",90,3.09,50,1620,"3PuttAvoidance",2009
112,112,"Heath Slocum",95,3.1,53,1710,"3PuttAvoidance",2009
113,113,"Briny Baird",89,3.12,50,1602,"3PuttAvoidance",2009
114,114,"Cameron Beckman",87,3.13,49,1566,"3PuttAvoidance",2009
115,115,"Scott Sterling",51,3.16,29,918,"3PuttAvoidance",2009
116,116,"Woody Austin",84,3.17,48,1512,"3PuttAvoidance",2009
117,117,"Michael Letzig",96,3.18,55,1728,"3PuttAvoidance",2009
118,118,"Jason Dufner",90,3.21,52,1620,"3PuttAvoidance",2009
118,118,"Cliff Kresge",78,3.21,45,1404,"3PuttAvoidance",2009
120,120,"Paul Goydos",79,3.23,46,1422,"3PuttAvoidance",2009
121,121,"Brian Davis",103,3.24,60,1854,"3PuttAvoidance",2009
121,121,"Bill Haas",91,3.24,53,1638,"3PuttAvoidance",2009
123,123,"Rod Pampling",72,3.29,42,1278,"3PuttAvoidance",2009
124,124,"Aron Price",89,3.31,53,1602,"3PuttAvoidance",2009
125,125,"Hunter Mahan",94,3.32,55,1656,"3PuttAvoidance",2009
126,126,"Derek Fathauer",63,3.35,38,1134,"3PuttAvoidance",2009
127,127,"Parker McLachlin",71,3.36,43,1278,"3PuttAvoidance",2009
128,128,"Glen Day",79,3.38,48,1422,"3PuttAvoidance",2009
128,128,"Ken Duke",87,3.38,53,1566,"3PuttAvoidance",2009
128,128,"Davis Love III",89,3.38,53,1566,"3PuttAvoidance",2009
131,131,"Rich Beem",77,3.39,47,1386,"3PuttAvoidance",2009
132,132,"Martin Laird",72,3.4,44,1296,"3PuttAvoidance",2009
133,133,"YE Yang",83,3.41,51,1494,"3PuttAvoidance",2009
134,134,"Greg Owen",97,3.44,60,1746,"3PuttAvoidance",2009
135,135,"Ernie Els",70,3.45,41,1188,"3PuttAvoidance",2009
136,136,"Brendon de Jonge",90,3.46,56,1620,"3PuttAvoidance",2009
136,136,"Steve Flesch",77,3.46,48,1386,"3PuttAvoidance",2009
138,138,"Marc Leishman",91,3.48,57,1638,"3PuttAvoidance",2009
138,138,"DA Points",99,3.48,62,1782,"3PuttAvoidance",2009
140,140,"Peter Lonard",86,3.49,54,1548,"3PuttAvoidance",2009
140,140,"Kevin Streelman",97,3.49,61,1746,"3PuttAvoidance",2009
142,142,"Jonathan Byrd",89,3.5,56,1602,"3PuttAvoidance",2009
142,142,"Angel Cabrera",55,3.5,34,972,"3PuttAvoidance",2009
144,144,"Charles Warren",63,3.53,40,1134,"3PuttAvoidance",2009
145,145,"Kenny Perry",92,3.54,58,1638,"3PuttAvoidance",2009
145,145,"Chris Stroud",88,3.54,56,1584,"3PuttAvoidance",2009
147,147,"Ted Purdy",101,3.58,65,1818,"3PuttAvoidance",2009
147,147,"Camilo Villegas",76,3.58,47,1314,"3PuttAvoidance",2009
149,149,"Matt Weibring",65,3.59,42,1170,"3PuttAvoidance",2009
150,150,"Fred Couples",54,3.6,35,972,"3PuttAvoidance",2009
151,151,"Andres Romero",58,3.61,37,1026,"3PuttAvoidance",2009
152,152,"Tom Lehman",55,3.64,36,990,"3PuttAvoidance",2009
153,153,"Justin Rose",71,3.65,46,1260,"3PuttAvoidance",2009
154,154,"Greg Kraft",51,3.7,34,918,"3PuttAvoidance",2009
155,155,"Bill Lunde",83,3.75,56,1494,"3PuttAvoidance",2009
156,156,"Rocco Mediate",79,3.8,54,1422,"3PuttAvoidance",2009
157,157,"Rick Price",54,3.81,37,972,"3PuttAvoidance",2009
158,158,"Robert Garrigus",83,3.88,58,1494,"3PuttAvoidance",2009
158,158,"Steve Lowery",83,3.88,58,1494,"3PuttAvoidance",2009
160,160,"Ricky Barnes",67,3.9,47,1206,"3PuttAvoidance",2009
160,160,"Marc Turnesa",77,3.9,54,1386,"3PuttAvoidance",2009
162,162,"Gary Woodland",53,3.98,38,954,"3PuttAvoidance",2009
163,163,"DJ Trahan",96,3.99,69,1728,"3PuttAvoidance",2009
164,164,"Boo Weekley",79,4.04,56,1386,"3PuttAvoidance",2009
165,165,"Jason Gore",74,4.13,55,1332,"3PuttAvoidance",2009
166,166,"Jay Williamson",69,4.19,52,1242,"3PuttAvoidance",2009
167,167,"Sean OHair",80,4.24,58,1368,"3PuttAvoidance",2009
168,168,"Leif Olson",51,4.25,39,918,"3PuttAvoidance",2009
168,168,"Brian Vranesh",51,4.25,39,918,"3PuttAvoidance",2009
170,170,"Brendon Todd",53,4.3,41,954,"3PuttAvoidance",2009
171,171,"Billy Mayfair",83,4.35,65,1494,"3PuttAvoidance",2009
172,172,"Darron Stiles",52,4.38,41,936,"3PuttAvoidance",2009
173,173,"Jeff Maggert",79,4.43,63,1422,"3PuttAvoidance",2009
173,173,"Vijay Singh",71,4.43,55,1242,"3PuttAvoidance",2009
175,175,"Joe Durant",62,4.48,50,1116,"3PuttAvoidance",2009
176,176,"Will Ma Kenzie",69,4.51,56,1242,"3PuttAvoidance",2009
177,177,"Adam Scott",53,4.59,43,936,"3PuttAvoidance",2009
178,178,"Mark Calcavecchia",72,4.63,60,1296,"3PuttAvoidance",2009
179,179,"Peter Tomasulo",61,4.64,51,1098,"3PuttAvoidance",2009
180,180,"JB Holmes",74,4.65,62,1332,"3PuttAvoidance",2009
181,181,"Nicholas Thompson",96,4.8,83,1728,"3PuttAvoidance",2009
182,182,"Matt Bettencourt",98,4.88,86,1764,"3PuttAvoidance",2009
183,183,"Robert Allenby",71,4.92,62,1260,"3PuttAvoidance",2009
184,184,"Kirk Triplett",60,6.02,65,1080,"3PuttAvoidance",2009
