"LeftRoughTendency_RANKTHISWEEK_2005","LeftRoughTendency_RANKLASTWEEK_2005","LeftRoughTendency_PLAYERNAME_2005","LeftRoughTendency_ROUNDS_2005","LeftRoughTendency_Pct_2005","LeftRoughTendency_TOTALLEFTROUGH_2005","LeftRoughTendency_POSSIBLEFWYS_2005","LeftRoughTendency_RELATIVETOPAR_2005","stat_name","year"
89,89,"Alex Cejka",84,11.97,128,1069,0.17,"LeftRoughTendency",2005
90,90,"Paul Azinger",66,11.98,107,893,0.25,"LeftRoughTendency",2005
91,91,"Jeff Maggert",79,12,107,892,0.15,"LeftRoughTendency",2005
91,91,"Chris Smith",93,12,155,1292,0.19,"LeftRoughTendency",2005
91,91,"Roland Thatcher",75,12,122,1017,0.16,"LeftRoughTendency",2005
94,94,"DJ Brigman",76,12.01,114,949,0.11,"LeftRoughTendency",2005
94,94,"Len Mattiace",86,12.01,137,1141,0.1,"LeftRoughTendency",2005
96,96,"Glen Hnatiuk",59,12.03,92,765,0.05,"LeftRoughTendency",2005
97,97,"John Senden",101,12.04,166,1379,0.08,"LeftRoughTendency",2005
98,98,"Larry Mize",54,12.11,81,669,0.22,"LeftRoughTendency",2005
99,99,"Mark Wilson",74,12.13,118,973,0.21,"LeftRoughTendency",2005
100,100,"David Toms",87,12.15,114,938,-0.01,"LeftRoughTendency",2005
101,101,"Justin Bolli",65,12.2,107,877,0.05,"LeftRoughTendency",2005
101,101,"Ryan Palmer",101,12.2,152,1246,0.11,"LeftRoughTendency",2005
103,103,"JJ Henry",102,12.21,163,1335,0.01,"LeftRoughTendency",2005
104,104,"Dean Wilson",86,12.22,146,1195,0.08,"LeftRoughTendency",2005
105,105,"Brad Faxon",75,12.28,111,904,0.05,"LeftRoughTendency",2005
106,106,"Hideto Tanihara",50,12.29,82,667,0.33,"LeftRoughTendency",2005
107,107,"Justin Leonard",78,12.32,105,852,0.01,"LeftRoughTendency",2005
108,108,"Tom Gillis",77,12.34,129,1045,0.2,"LeftRoughTendency",2005
109,109,"Mark Calcavecchia",92,12.37,141,1140,0.11,"LeftRoughTendency",2005
110,110,"Rod Pampling",89,12.38,125,1010,0.13,"LeftRoughTendency",2005
111,111,"Steve Allan",102,12.47,163,1307,0.17,"LeftRoughTendency",2005
111,111,"John Rollins",97,12.47,155,1243,0.14,"LeftRoughTendency",2005
113,113,"Jose Maria Olazabal",55,12.48,75,601,0.16,"LeftRoughTendency",2005
114,114,"Ted Purdy",122,12.54,189,1507,0.13,"LeftRoughTendency",2005
114,114,"Hidemichi Tanaka",106,12.54,178,1420,0.14,"LeftRoughTendency",2005
116,116,"Jonathan Kaye",77,12.57,120,955,0.07,"LeftRoughTendency",2005
117,117,"Woody Austin",100,12.6,169,1341,0.11,"LeftRoughTendency",2005
117,117,"Charles Howell III",95,12.6,137,1087,-0.04,"LeftRoughTendency",2005
119,119,"Tommy Armour III",103,12.65,174,1376,0.16,"LeftRoughTendency",2005
120,120,"Steve Flesch",90,12.67,122,963,0.16,"LeftRoughTendency",2005
121,121,"Jonathan Byrd",103,12.71,176,1385,0.03,"LeftRoughTendency",2005
121,121,"Bill Glasson",54,12.71,85,669,0.26,"LeftRoughTendency",2005
123,123,"Chris Anderson",66,12.72,110,865,0.23,"LeftRoughTendency",2005
124,124,"Geoff Ogilvy",97,12.74,144,1130,0.03,"LeftRoughTendency",2005
125,125,"DA Points",94,12.75,160,1255,0.16,"LeftRoughTendency",2005
126,126,"Justin Rose",99,12.76,169,1324,0.02,"LeftRoughTendency",2005
127,127,"Tim Herron",100,12.81,151,1179,0.03,"LeftRoughTendency",2005
128,128,"Jason Bohn",91,12.9,156,1209,0.05,"LeftRoughTendency",2005
129,129,"Lee Westwood",50,12.92,65,503,0.25,"LeftRoughTendency",2005
130,130,"Chris DiMarco",83,12.95,114,880,0.11,"LeftRoughTendency",2005
131,131,"Steve Lowery",100,12.97,170,1311,0.19,"LeftRoughTendency",2005
132,132,"Bo Van Pelt",112,12.98,184,1418,0.01,"LeftRoughTendency",2005
133,133,"Jim Carter",62,13.02,109,837,0.17,"LeftRoughTendency",2005
134,134,"Kevin Sutherland",89,13.03,151,1159,0.13,"LeftRoughTendency",2005
135,135,"Scott Gutschewski",86,13.04,142,1089,-0.04,"LeftRoughTendency",2005
136,136,"DJ Trahan",81,13.12,141,1075,0.15,"LeftRoughTendency",2005
137,137,"Michael Long",72,13.13,128,975,0.31,"LeftRoughTendency",2005
138,138,"Andrew Magee",82,13.16,143,1087,0.17,"LeftRoughTendency",2005
139,139,"Shaun Micheel",81,13.17,130,987,0.19,"LeftRoughTendency",2005
140,140,"Will Ma Kenzie",75,13.18,134,1017,0.28,"LeftRoughTendency",2005
141,141,"Nick Watney",91,13.19,164,1243,0.05,"LeftRoughTendency",2005
142,142,"John Huston",90,13.22,158,1195,0.11,"LeftRoughTendency",2005
143,143,"Pat Perez",89,13.26,150,1131,0.11,"LeftRoughTendency",2005
144,144,"Vijay Singh",111,13.28,173,1303,-0.05,"LeftRoughTendency",2005
145,145,"Aaron Baddeley",84,13.29,152,1144,0.04,"LeftRoughTendency",2005
146,146,"Kevin Na",88,13.33,156,1170,0.04,"LeftRoughTendency",2005
147,147,"Brent Geiberger",61,13.35,106,794,0.1,"LeftRoughTendency",2005
148,148,"Marco Dawson",82,13.42,153,1140,0.03,"LeftRoughTendency",2005
149,149,"Hunter Mahan",103,13.73,189,1377,0.1,"LeftRoughTendency",2005
149,149,"Tiger Woods",76,13.73,112,816,0.03,"LeftRoughTendency",2005
151,151,"Tim Clark",92,13.75,136,989,0.1,"LeftRoughTendency",2005
151,151,"Mathias Gronberg",60,13.75,111,807,0.14,"LeftRoughTendency",2005
153,153,"Cameron Beckman",96,13.76,176,1279,0.17,"LeftRoughTendency",2005
154,154,"Arjun Atwal",65,13.8,121,877,0.08,"LeftRoughTendency",2005
155,155,"Brian Gay",101,13.85,191,1379,0.23,"LeftRoughTendency",2005
156,156,"Neal Lancaster",95,13.89,184,1325,0.12,"LeftRoughTendency",2005
157,157,"Stewart Cink",98,13.94,148,1062,0.05,"LeftRoughTendency",2005
158,158,"Brian Bateman",98,13.95,182,1305,0.15,"LeftRoughTendency",2005
159,159,"Hunter Haas",83,13.96,154,1103,0.08,"LeftRoughTendency",2005
160,160,"Stuart Appleby",84,14.07,130,924,0.03,"LeftRoughTendency",2005
160,160,"Peter Lonard",85,14.07,141,1002,0.17,"LeftRoughTendency",2005
162,162,"Sean OHair",103,14.34,182,1269,0.14,"LeftRoughTendency",2005
163,163,"Tag Ridings",93,14.42,183,1269,0.16,"LeftRoughTendency",2005
164,164,"Luke Donald",67,14.47,89,615,0.02,"LeftRoughTendency",2005
165,165,"Mark Hensby",70,14.48,106,732,0.33,"LeftRoughTendency",2005
166,166,"Freddie Jacobson",72,14.55,124,852,0.09,"LeftRoughTendency",2005
167,167,"Lee Janzen",75,14.62,136,930,0,"LeftRoughTendency",2005
168,168,"Glen Day",80,14.63,159,1087,0.13,"LeftRoughTendency",2005
169,169,"Kevin Stadler",96,14.68,188,1281,0.07,"LeftRoughTendency",2005
170,170,"Ben Crane",78,14.74,143,970,0.2,"LeftRoughTendency",2005
171,171,"Stephen Ames",82,14.76,134,908,0.12,"LeftRoughTendency",2005
172,172,"Shigeki Maruyama",99,14.82,182,1228,0.13,"LeftRoughTendency",2005
173,173,"Brendan Jones",81,14.84,164,1105,0.05,"LeftRoughTendency",2005
174,174,"Thomas Levet",54,14.86,81,545,0.2,"LeftRoughTendency",2005
175,175,"Daniel Chopra",108,14.88,211,1418,0.01,"LeftRoughTendency",2005
176,176,"Michael Allen",90,14.92,175,1173,0.14,"LeftRoughTendency",2005
177,177,"Kenny Perry",82,14.93,133,891,0.02,"LeftRoughTendency",2005
178,178,"Ryuji Imada",78,15.18,157,1034,0.11,"LeftRoughTendency",2005
179,179,"Davis Love III",80,15.2,133,875,0.14,"LeftRoughTendency",2005
180,180,"Adam Scott",72,15.25,111,728,0.03,"LeftRoughTendency",2005
181,181,"Bob Heintz",67,15.29,143,935,0.14,"LeftRoughTendency",2005
182,182,"Jesper Parnevik",84,15.33,162,1057,0.09,"LeftRoughTendency",2005
183,183,"James Driscoll",73,15.43,148,959,0.03,"LeftRoughTendency",2005
184,184,"Phil Mickelson",81,15.45,125,809,-0.07,"LeftRoughTendency",2005
185,185,"Chad Campbell",95,15.53,169,1088,0.23,"LeftRoughTendency",2005
186,186,"John Daly",78,15.55,135,868,0.13,"LeftRoughTendency",2005
186,186,"Craig Perks",67,15.55,141,907,0.19,"LeftRoughTendency",2005
188,188,"Brett Wetterich",76,15.62,161,1031,0.1,"LeftRoughTendency",2005
189,189,"Hank Kuehne",84,15.67,175,1117,0.02,"LeftRoughTendency",2005
190,190,"Brett Quigley",96,15.72,197,1253,0.05,"LeftRoughTendency",2005
191,191,"Lucas Glover",88,15.8,185,1171,0.08,"LeftRoughTendency",2005
192,192,"Rory Sabbatini",81,15.96,147,921,0.07,"LeftRoughTendency",2005
193,193,"Dan Forsman",52,16.35,113,691,0.01,"LeftRoughTendency",2005
194,194,"Brenden Pappas",51,16.69,119,713,0.04,"LeftRoughTendency",2005
195,195,"Jason Allred",75,16.75,165,985,0.04,"LeftRoughTendency",2005
196,196,"Steve Stricker",62,17.11,148,865,-0.05,"LeftRoughTendency",2005
197,197,"Franklin Langham",91,17.12,203,1186,0.19,"LeftRoughTendency",2005
198,198,"Carlos Franco",78,17.26,164,950,0.08,"LeftRoughTendency",2005
199,199,"Retief Goosen",71,17.62,111,630,0.03,"LeftRoughTendency",2005
200,200,"Padraig Harrington",50,18.03,106,588,0.16,"LeftRoughTendency",2005
201,201,"Sergio Garcia",73,18.16,138,760,0.02,"LeftRoughTendency",2005
202,202,"Scott Hend",75,18.87,187,991,0.15,"LeftRoughTendency",2005
