"LaunchAngle_RANKTHISWEEK_2009","LaunchAngle_RANKLASTWEEK_2009","LaunchAngle_PLAYERNAME_2009","LaunchAngle_ROUNDS_2009","LaunchAngle_AVG_2009","LaunchAngle_TOTALVERTLAUNCHANGLE_2009","LaunchAngle_TOTALATTEMPTS_2009","LaunchAngle_LOWESTLAUNCHANGLE_2009","LaunchAngle_STEEPESTLAUNCHANGLE_2009","stat_name","year"
69,69,"Cameron Beckman",87,11.67,921.72,79,8.41,17.2,"LaunchAngle",2009
70,70,"Chris DiMarco",97,11.66,991.1,85,7.91,15.35,"LaunchAngle",2009
71,71,"Jason Day",61,11.63,558.35,48,8.76,14.35,"LaunchAngle",2009
71,71,"Jeff Overton",92,11.63,895.19,77,7.46,18.77,"LaunchAngle",2009
73,73,"Bryce Molder",69,11.59,590.99,51,7.62,15.46,"LaunchAngle",2009
74,74,"Ben Crane",93,11.58,937.63,81,8.56,15.21,"LaunchAngle",2009
75,75,"Hunter Mahan",94,11.56,785.94,68,9.16,16.58,"LaunchAngle",2009
76,76,"Mark Calcavecchia",72,11.52,679.56,59,7.96,15.68,"LaunchAngle",2009
76,76,"Peter Tomasulo",61,11.52,495.17,43,7.81,13.95,"LaunchAngle",2009
78,78,"Rocco Mediate",79,11.51,690.46,60,7.63,16.38,"LaunchAngle",2009
79,79,"Ben Curtis",63,11.5,506.14,44,8.64,14.97,"LaunchAngle",2009
80,80,"Brad Faxon",59,11.48,643.02,56,8.84,14.18,"LaunchAngle",2009
81,81,"Steve Elkington",70,11.45,629.5,55,8.16,14.35,"LaunchAngle",2009
82,82,"Robert Allenby",71,11.44,629.37,55,8,14.53,"LaunchAngle",2009
83,83,"Richard Johnson",85,11.43,879.99,77,8.42,15.96,"LaunchAngle",2009
84,84,"Bill Lunde",83,11.41,867.08,76,7.67,14.72,"LaunchAngle",2009
85,85,"Briny Baird",89,11.4,889.11,78,8.73,14.83,"LaunchAngle",2009
85,85,"Matt Kuchar",82,11.4,763.47,67,6.56,15.53,"LaunchAngle",2009
87,87,"Luke Donald",79,11.38,751.01,66,8.52,15.39,"LaunchAngle",2009
87,87,"Michael Letzig",96,11.38,1035.5,91,6.24,15.31,"LaunchAngle",2009
87,87,"Marc Turnesa",77,11.38,887.7,78,8.31,15.19,"LaunchAngle",2009
90,90,"Fred Couples",54,11.37,489.02,43,7.7,15.64,"LaunchAngle",2009
90,90,"Casey Wittenberg",71,11.37,614.13,54,9.46,13.97,"LaunchAngle",2009
92,92,"John Rollins",92,11.35,896.62,79,6.77,15.18,"LaunchAngle",2009
93,93,"Charles Warren",63,11.34,521.59,46,9.17,14.1,"LaunchAngle",2009
94,94,"Rory Sabbatini",81,11.31,769.2,68,2.86,14.2,"LaunchAngle",2009
94,94,"Steve Stricker",81,11.31,780.42,69,8.45,13.79,"LaunchAngle",2009
96,96,"Mathew Goggin",76,11.3,655.39,58,8,15.61,"LaunchAngle",2009
97,97,"Davis Love III",89,11.28,778.43,69,6.86,14.13,"LaunchAngle",2009
98,98,"Dean Wilson",81,11.25,708.58,63,7.66,14.23,"LaunchAngle",2009
99,99,"Matt Bettencourt",98,11.23,920.51,82,6.88,16.03,"LaunchAngle",2009
100,100,"Pat Perez",74,11.2,728.05,65,7.77,15.69,"LaunchAngle",2009
100,100,"Camilo Villegas",76,11.2,660.78,59,2.3,16.87,"LaunchAngle",2009
102,102,"Bo Van Pelt",100,11.18,827.33,74,6.97,14.08,"LaunchAngle",2009
102,102,"Jay Williamson",69,11.18,625.95,56,7.47,14.01,"LaunchAngle",2009
104,104,"Parker McLachlin",71,11.15,702.62,63,7.49,15.8,"LaunchAngle",2009
105,105,"Stewart Cink",79,11.13,723.57,65,8.5,14.03,"LaunchAngle",2009
106,106,"Jonathan Byrd",89,11.12,689.16,62,8,17.35,"LaunchAngle",2009
106,106,"Jeff Klauk",97,11.12,990.01,89,8.5,14.07,"LaunchAngle",2009
108,108,"Justin Rose",71,11.09,620.97,56,4.24,16.46,"LaunchAngle",2009
109,109,"Troy Matteson",95,11.08,931,84,7.11,16.54,"LaunchAngle",2009
110,110,"Jeff Quinney",78,11.06,763.07,69,6.77,15.39,"LaunchAngle",2009
111,111,"David Duval",56,11.04,397.4,36,6.44,14.45,"LaunchAngle",2009
112,112,"Brian Vranesh",51,11.03,397.05,36,8.91,17.05,"LaunchAngle",2009
113,113,"Leif Olson",51,11.02,418.58,38,7.43,14.55,"LaunchAngle",2009
114,114,"Spencer Levin",75,10.98,746.45,68,1.76,14.51,"LaunchAngle",2009
114,114,"Brett Quigley",92,10.98,812.56,74,4.04,14.43,"LaunchAngle",2009
116,116,"Brendon de Jonge",90,10.92,764.22,70,4.72,15.05,"LaunchAngle",2009
116,116,"Gary Woodland",53,10.92,349.41,32,8.64,14.74,"LaunchAngle",2009
118,118,"Matt Jones",56,10.88,424.28,39,7.67,12.86,"LaunchAngle",2009
119,119,"Tag Ridings",50,10.85,444.87,41,3.61,14.53,"LaunchAngle",2009
120,120,"Dustin Johnson",85,10.82,703.08,65,8.18,14.26,"LaunchAngle",2009
120,120,"Kevin Streelman",97,10.82,908.58,84,5.29,15.61,"LaunchAngle",2009
122,122,"Charley Hoffman",97,10.81,875.84,81,5.65,14.41,"LaunchAngle",2009
123,123,"DJ Trahan",96,10.8,831.85,77,6.84,15.82,"LaunchAngle",2009
124,124,"Lee Janzen",74,10.79,647.37,60,3.78,14.45,"LaunchAngle",2009
125,125,"Sean OHair",80,10.77,624.76,58,5.29,13.15,"LaunchAngle",2009
126,126,"Scott Sterling",51,10.76,441.19,41,6.83,15.67,"LaunchAngle",2009
127,127,"Retief Goosen",74,10.71,599.86,56,6.32,16.89,"LaunchAngle",2009
128,128,"Tom Lehman",55,10.7,385.2,36,8.73,14.11,"LaunchAngle",2009
129,129,"Todd Hamilton",83,10.69,673.4,63,5.78,13.31,"LaunchAngle",2009
130,130,"Chad Campbell",90,10.62,754.26,71,6.45,13.71,"LaunchAngle",2009
131,131,"Corey Pavin",73,10.59,550.67,52,1.35,16.03,"LaunchAngle",2009
132,132,"Ryuji Imada",85,10.58,814.71,77,5,18.27,"LaunchAngle",2009
132,132,"George McNeill",82,10.58,804.1,76,6.96,17.5,"LaunchAngle",2009
134,134,"Martin Laird",72,10.54,537.44,51,6.93,12.53,"LaunchAngle",2009
134,134,"Steve Lowery",83,10.54,821.81,78,5.67,16.41,"LaunchAngle",2009
136,136,"David Mathis",82,10.53,726.43,69,6.53,14.79,"LaunchAngle",2009
137,137,"James Nitties",86,10.51,620.1,59,6.22,16.13,"LaunchAngle",2009
138,138,"Ian Poulter",59,10.49,513.88,49,7.38,12.57,"LaunchAngle",2009
139,139,"Daniel Chopra",89,10.46,930.65,89,7.33,17.31,"LaunchAngle",2009
140,140,"Stuart Appleby",79,10.45,700.45,67,7.01,13.72,"LaunchAngle",2009
140,140,"Scott McCarron",91,10.45,815.18,78,6.48,13.31,"LaunchAngle",2009
142,142,"Will Ma Kenzie",69,10.32,629.59,61,8.12,13.53,"LaunchAngle",2009
143,143,"Jim Furyk",86,10.27,718.92,70,6.83,14.79,"LaunchAngle",2009
144,144,"Bubba Watson",73,10.25,492.06,48,0.14,15.86,"LaunchAngle",2009
145,145,"Charlie Wi",92,10.21,816.85,80,3.58,17.27,"LaunchAngle",2009
146,146,"Justin Leonard",95,10.2,887.34,87,6.8,14.65,"LaunchAngle",2009
147,147,"Woody Austin",84,10.19,815.46,80,4.44,12.92,"LaunchAngle",2009
148,148,"Johnson Wagner",81,10.12,748.89,74,5.63,15.37,"LaunchAngle",2009
149,149,"Angel Cabrera",55,10.1,383.78,38,5.3,13.01,"LaunchAngle",2009
150,150,"Jarrod Lyle",65,10.06,502.8,50,3.29,14.39,"LaunchAngle",2009
151,151,"Aaron Baddeley",66,10.05,502.34,50,5.24,12.28,"LaunchAngle",2009
152,152,"Derek Fathauer",63,10,470.04,47,7.17,13.22,"LaunchAngle",2009
152,152,"Mike Weir",85,10,680.07,68,5.94,13.74,"LaunchAngle",2009
154,154,"Steve Flesch",77,9.97,558.19,56,4.79,12.78,"LaunchAngle",2009
155,155,"Chris Riley",77,9.96,587.45,59,7.02,15.21,"LaunchAngle",2009
156,156,"Tim Petrovic",97,9.94,864.73,87,2.6,14,"LaunchAngle",2009
157,157,"Kris Blanks",60,9.92,446.3,45,7.79,12.83,"LaunchAngle",2009
158,158,"Greg Chalmers",85,9.9,673.2,68,2.71,12.85,"LaunchAngle",2009
158,158,"Nathan Green",104,9.9,891.33,90,4.74,15.98,"LaunchAngle",2009
160,160,"Brad Adamonis",70,9.85,580.96,59,5.76,14.48,"LaunchAngle",2009
160,160,"Tiger Woods",64,9.85,393.99,40,5.05,14.83,"LaunchAngle",2009
162,162,"Ryan Moore",89,9.84,698.86,71,2.32,13.68,"LaunchAngle",2009
163,163,"JJ Henry",97,9.83,815.78,83,4.81,13.14,"LaunchAngle",2009
164,164,"Bart Bryant",58,9.8,558.37,57,3.33,13.07,"LaunchAngle",2009
165,165,"Rod Pampling",72,9.76,604.88,62,6.5,16.18,"LaunchAngle",2009
166,166,"Lucas Glover",93,9.73,671.61,69,2.55,14.91,"LaunchAngle",2009
167,167,"YE Yang",83,9.66,676.12,70,6.2,15.13,"LaunchAngle",2009
168,168,"Stephen Ames",77,9.6,595.24,62,5.39,13.87,"LaunchAngle",2009
169,169,"John Senden",100,9.57,774.88,81,4.75,13.37,"LaunchAngle",2009
170,170,"Bill Haas",91,9.49,758.88,80,6.77,12.65,"LaunchAngle",2009
171,171,"Joe Durant",62,9.45,434.83,46,0.12,12.19,"LaunchAngle",2009
171,171,"Freddie Jacobson",83,9.45,652.23,69,1.66,12.72,"LaunchAngle",2009
173,173,"Kevin Na",91,9.35,701.47,75,1.03,14.92,"LaunchAngle",2009
174,174,"Greg Owen",97,9.34,794.03,85,5.5,13.61,"LaunchAngle",2009
175,175,"Boo Weekley",79,9.3,697.58,75,6.76,12.85,"LaunchAngle",2009
176,176,"Jason Dufner",90,9.29,733.91,79,1.4,14.33,"LaunchAngle",2009
176,176,"Adam Scott",53,9.29,389.98,42,5.36,15.22,"LaunchAngle",2009
178,178,"Bob Estes",78,9.21,663.25,72,3.88,13.64,"LaunchAngle",2009
179,179,"Ricky Barnes",67,9.11,464.41,51,3.66,13.91,"LaunchAngle",2009
180,180,"Sergio Garcia",59,8.67,372.66,43,0.61,12.24,"LaunchAngle",2009
181,181,"Nick Watney",86,8.49,611.23,72,4.75,10.92,"LaunchAngle",2009
182,182,"Ken Duke",87,8.12,479.28,59,2.95,11.92,"LaunchAngle",2009
183,183,"Charles Howell III",99,7.91,664.73,84,2.59,15.18,"LaunchAngle",2009
184,184,"Michael Allen",73,5.96,303.75,51,0.69,11.26,"LaunchAngle",2009
