"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyScoringAverage_PLAYERNAME_2009","TenthTeeEarlyScoringAverage_ROUNDS_2009","TenthTeeEarlyScoringAverage_AVG_2009","TenthTeeEarlyScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2009","stat_name","year"
57,57,"Scott Sterling",51,70.15,912,13,"TenthTeeEarlyScoringAverage",2009
58,58,"Chad Campbell",90,70.16,1333,19,"TenthTeeEarlyScoringAverage",2009
59,59,"Sergio Garcia",59,70.17,842,12,"TenthTeeEarlyScoringAverage",2009
60,60,"Stewart Cink",79,70.2,702,10,"TenthTeeEarlyScoringAverage",2009
61,61,"Rory Sabbatini",81,70.21,983,14,"TenthTeeEarlyScoringAverage",2009
62,62,"Tommy Armour III",58,70.22,632,9,"TenthTeeEarlyScoringAverage",2009
62,62,"Kevin Streelman",97,70.22,1615,23,"TenthTeeEarlyScoringAverage",2009
64,64,"David Mathis",82,70.26,1616,23,"TenthTeeEarlyScoringAverage",2009
65,65,"Greg Owen",97,70.27,1546,22,"TenthTeeEarlyScoringAverage",2009
66,66,"Chris DiMarco",97,70.29,1195,17,"TenthTeeEarlyScoringAverage",2009
67,67,"Pat Perez",74,70.3,703,10,"TenthTeeEarlyScoringAverage",2009
68,68,"Patrick Sheehan",51,70.36,985,14,"TenthTeeEarlyScoringAverage",2009
69,69,"DA Points",99,70.37,1337,19,"TenthTeeEarlyScoringAverage",2009
69,69,"Chris Riley",77,70.37,1337,19,"TenthTeeEarlyScoringAverage",2009
71,71,"Jarrod Lyle",65,70.38,1126,16,"TenthTeeEarlyScoringAverage",2009
72,72,"Kevin Na",91,70.41,1197,17,"TenthTeeEarlyScoringAverage",2009
73,73,"Bubba Watson",73,70.42,845,12,"TenthTeeEarlyScoringAverage",2009
74,74,"Steve Marino",98,70.43,986,14,"TenthTeeEarlyScoringAverage",2009
75,75,"Charley Hoffman",97,70.45,775,11,"TenthTeeEarlyScoringAverage",2009
76,76,"Aron Price",89,70.47,1339,19,"TenthTeeEarlyScoringAverage",2009
77,77,"Jeff Klauk",97,70.48,1621,23,"TenthTeeEarlyScoringAverage",2009
78,78,"Michael Letzig",96,70.5,1269,18,"TenthTeeEarlyScoringAverage",2009
78,78,"Phil Mickelson",66,70.5,987,14,"TenthTeeEarlyScoringAverage",2009
80,80,"Lee Janzen",74,70.54,917,13,"TenthTeeEarlyScoringAverage",2009
80,80,"Camilo Villegas",76,70.54,917,13,"TenthTeeEarlyScoringAverage",2009
82,82,"Aaron Baddeley",66,70.55,776,11,"TenthTeeEarlyScoringAverage",2009
83,83,"Dustin Johnson",85,70.56,1129,16,"TenthTeeEarlyScoringAverage",2009
83,83,"Heath Slocum",95,70.56,1270,18,"TenthTeeEarlyScoringAverage",2009
85,85,"Jason Bohn",88,70.58,847,12,"TenthTeeEarlyScoringAverage",2009
86,86,"Daniel Chopra",89,70.6,1412,20,"TenthTeeEarlyScoringAverage",2009
86,86,"Scott McCarron",91,70.6,1412,20,"TenthTeeEarlyScoringAverage",2009
88,88,"Scott Piercy",85,70.63,1130,16,"TenthTeeEarlyScoringAverage",2009
89,89,"Steve Elkington",70,70.64,1554,22,"TenthTeeEarlyScoringAverage",2009
90,90,"Ben Crane",93,70.67,1272,18,"TenthTeeEarlyScoringAverage",2009
90,90,"Freddie Jacobson",83,70.67,1060,15,"TenthTeeEarlyScoringAverage",2009
92,92,"Webb Simpson",94,70.68,1767,25,"TenthTeeEarlyScoringAverage",2009
93,93,"Nathan Green",104,70.7,1414,20,"TenthTeeEarlyScoringAverage",2009
94,94,"Jerry Kelly",90,70.71,990,14,"TenthTeeEarlyScoringAverage",2009
95,95,"Stuart Appleby",79,70.73,1061,15,"TenthTeeEarlyScoringAverage",2009
95,95,"Cameron Beckman",87,70.73,1061,15,"TenthTeeEarlyScoringAverage",2009
95,95,"Joe Durant",62,70.73,1061,15,"TenthTeeEarlyScoringAverage",2009
98,98,"Joe Ogilvie",85,70.74,1344,19,"TenthTeeEarlyScoringAverage",2009
99,99,"Ted Purdy",101,70.77,1557,22,"TenthTeeEarlyScoringAverage",2009
100,100,"Brian Davis",103,70.78,1628,23,"TenthTeeEarlyScoringAverage",2009
100,100,"Justin Leonard",95,70.78,1274,18,"TenthTeeEarlyScoringAverage",2009
102,102,"Chris Stroud",88,70.79,1699,24,"TenthTeeEarlyScoringAverage",2009
103,103,"Mark Brooks",55,70.8,708,10,"TenthTeeEarlyScoringAverage",2009
103,103,"Andres Romero",58,70.8,708,10,"TenthTeeEarlyScoringAverage",2009
105,105,"Johnson Wagner",81,70.81,1487,21,"TenthTeeEarlyScoringAverage",2009
106,106,"Rocco Mediate",79,70.82,779,11,"TenthTeeEarlyScoringAverage",2009
107,107,"Cliff Kresge",78,70.83,1275,18,"TenthTeeEarlyScoringAverage",2009
107,107,"Tom Pernice Jr",82,70.83,1629,23,"TenthTeeEarlyScoringAverage",2009
107,107,"YE Yang",83,70.83,850,12,"TenthTeeEarlyScoringAverage",2009
110,110,"Brett Quigley",92,70.85,921,13,"TenthTeeEarlyScoringAverage",2009
111,111,"Geoff Ogilvy",78,70.87,1063,15,"TenthTeeEarlyScoringAverage",2009
112,112,"Vijay Singh",71,70.88,1205,17,"TenthTeeEarlyScoringAverage",2009
113,113,"Ian Poulter",59,70.9,709,10,"TenthTeeEarlyScoringAverage",2009
114,114,"Steve Flesch",77,70.92,922,13,"TenthTeeEarlyScoringAverage",2009
114,114,"Tom Lehman",55,70.92,922,13,"TenthTeeEarlyScoringAverage",2009
114,114,"Marc Turnesa",77,70.92,851,12,"TenthTeeEarlyScoringAverage",2009
117,117,"Mark Calcavecchia",72,71,923,13,"TenthTeeEarlyScoringAverage",2009
117,117,"Greg Chalmers",85,71,1136,16,"TenthTeeEarlyScoringAverage",2009
117,117,"Ken Duke",87,71,994,14,"TenthTeeEarlyScoringAverage",2009
117,117,"Ernie Els",70,71,852,12,"TenthTeeEarlyScoringAverage",2009
117,117,"Billy Mayfair",83,71,1065,15,"TenthTeeEarlyScoringAverage",2009
117,117,"Ryan Palmer",78,71,1065,15,"TenthTeeEarlyScoringAverage",2009
123,123,"Ryuji Imada",85,71.06,1137,16,"TenthTeeEarlyScoringAverage",2009
123,123,"Steve Lowery",83,71.06,1137,16,"TenthTeeEarlyScoringAverage",2009
123,123,"Jeff Maggert",79,71.06,1279,18,"TenthTeeEarlyScoringAverage",2009
126,126,"Kirk Triplett",60,71.08,853,12,"TenthTeeEarlyScoringAverage",2009
127,127,"Brendon de Jonge",90,71.11,1351,19,"TenthTeeEarlyScoringAverage",2009
128,128,"Richard Johnson",85,71.14,996,14,"TenthTeeEarlyScoringAverage",2009
129,129,"John Merrick",91,71.15,1423,20,"TenthTeeEarlyScoringAverage",2009
130,130,"Dean Wilson",81,71.16,1352,19,"TenthTeeEarlyScoringAverage",2009
131,131,"Leif Olson",51,71.17,854,12,"TenthTeeEarlyScoringAverage",2009
132,132,"Carl Pettersson",86,71.18,783,11,"TenthTeeEarlyScoringAverage",2009
132,132,"Jay Williamson",69,71.18,1210,17,"TenthTeeEarlyScoringAverage",2009
134,134,"Davis Love III",89,71.21,997,14,"TenthTeeEarlyScoringAverage",2009
135,135,"Brian Vranesh",51,71.22,641,9,"TenthTeeEarlyScoringAverage",2009
136,136,"Will Ma Kenzie",69,71.25,1140,16,"TenthTeeEarlyScoringAverage",2009
137,137,"Alex Cejka",82,71.26,1354,19,"TenthTeeEarlyScoringAverage",2009
138,138,"Martin Laird",72,71.27,1069,15,"TenthTeeEarlyScoringAverage",2009
138,138,"Justin Rose",71,71.27,784,11,"TenthTeeEarlyScoringAverage",2009
140,140,"Bo Van Pelt",100,71.31,1141,16,"TenthTeeEarlyScoringAverage",2009
140,140,"Charles Warren",63,71.31,927,13,"TenthTeeEarlyScoringAverage",2009
140,140,"Casey Wittenberg",71,71.31,1141,16,"TenthTeeEarlyScoringAverage",2009
143,143,"Brad Faxon",59,71.33,856,12,"TenthTeeEarlyScoringAverage",2009
144,144,"Michael Allen",73,71.36,785,11,"TenthTeeEarlyScoringAverage",2009
145,145,"Padraig Harrington",66,71.38,1142,16,"TenthTeeEarlyScoringAverage",2009
146,146,"Bob Heintz",59,71.4,1071,15,"TenthTeeEarlyScoringAverage",2009
146,146,"Sean OHair",80,71.4,357,5,"TenthTeeEarlyScoringAverage",2009
146,146,"Matt Weibring",65,71.4,714,10,"TenthTeeEarlyScoringAverage",2009
149,149,"Darron Stiles",52,71.43,1000,14,"TenthTeeEarlyScoringAverage",2009
150,150,"Peter Lonard",86,71.54,1860,26,"TenthTeeEarlyScoringAverage",2009
151,151,"Rich Beem",77,71.57,1002,14,"TenthTeeEarlyScoringAverage",2009
151,151,"Kent Jones",73,71.57,1002,14,"TenthTeeEarlyScoringAverage",2009
153,153,"Glen Day",79,71.61,1289,18,"TenthTeeEarlyScoringAverage",2009
154,154,"John Rollins",92,71.64,1003,14,"TenthTeeEarlyScoringAverage",2009
155,155,"Nicholas Thompson",96,71.65,1433,20,"TenthTeeEarlyScoringAverage",2009
156,156,"Ricky Barnes",67,71.69,932,13,"TenthTeeEarlyScoringAverage",2009
156,156,"Jason Gore",74,71.69,932,13,"TenthTeeEarlyScoringAverage",2009
156,156,"Bryce Molder",69,71.69,932,13,"TenthTeeEarlyScoringAverage",2009
159,159,"Gary Woodland",53,71.71,1004,14,"TenthTeeEarlyScoringAverage",2009
160,160,"Jason Dufner",90,71.75,861,12,"TenthTeeEarlyScoringAverage",2009
161,161,"Ryan Moore",89,71.77,933,13,"TenthTeeEarlyScoringAverage",2009
162,162,"Robert Allenby",71,71.89,647,9,"TenthTeeEarlyScoringAverage",2009
163,163,"Kevin Stadler",65,71.9,719,10,"TenthTeeEarlyScoringAverage",2009
164,164,"Fred Couples",54,71.93,1079,15,"TenthTeeEarlyScoringAverage",2009
165,165,"Brian Bateman",55,72,1152,16,"TenthTeeEarlyScoringAverage",2009
165,165,"Luke Donald",79,72,432,6,"TenthTeeEarlyScoringAverage",2009
165,165,"Boo Weekley",79,72,864,12,"TenthTeeEarlyScoringAverage",2009
168,168,"Bart Bryant",58,72.09,793,11,"TenthTeeEarlyScoringAverage",2009
168,168,"David Duval",56,72.09,793,11,"TenthTeeEarlyScoringAverage",2009
170,170,"Jeff Overton",92,72.1,1442,20,"TenthTeeEarlyScoringAverage",2009
171,171,"Jimmy Walker",74,72.17,433,6,"TenthTeeEarlyScoringAverage",2009
172,172,"Rick Price",54,72.18,1227,17,"TenthTeeEarlyScoringAverage",2009
173,173,"Parker McLachlin",71,72.22,1300,18,"TenthTeeEarlyScoringAverage",2009
174,174,"Derek Fathauer",63,72.23,939,13,"TenthTeeEarlyScoringAverage",2009
175,175,"KJ Choi",65,72.38,579,8,"TenthTeeEarlyScoringAverage",2009
176,176,"Matt Bettencourt",98,72.71,1018,14,"TenthTeeEarlyScoringAverage",2009
177,177,"Ben Curtis",63,72.8,728,10,"TenthTeeEarlyScoringAverage",2009
178,178,"Todd Hamilton",83,72.85,1457,20,"TenthTeeEarlyScoringAverage",2009
179,179,"Eric Axley",71,72.86,1020,14,"TenthTeeEarlyScoringAverage",2009
180,180,"Brendon Todd",53,73.06,1169,16,"TenthTeeEarlyScoringAverage",2009
181,181,"Peter Tomasulo",61,73.39,1321,18,"TenthTeeEarlyScoringAverage",2009
182,182,"Greg Kraft",51,73.5,882,12,"TenthTeeEarlyScoringAverage",2009
183,183,"Adam Scott",53,73.58,883,12,"TenthTeeEarlyScoringAverage",2009
184,184,"JB Holmes",74,73.75,590,8,"TenthTeeEarlyScoringAverage",2009
