"BirdieAverage_RANKTHISWEEK_2012","BirdieAverage_RANKLASTWEEK_2012","BirdieAverage_PLAYERNAME_2012","BirdieAverage_ROUNDS_2012","BirdieAverage_AVG_2012","BirdieAverage_OFBIRDIES_2012","BirdieAverage_TOTALROUNDS_2012","stat_name","year"
33,33,"Martin Laird",77,3.7,270,73,"BirdieAverage",2012
33,33,"Sean OHair",84,3.7,311,84,"BirdieAverage",2012
33,33,"Carl Pettersson",92,3.7,340,92,"BirdieAverage",2012
37,37,"Richard Lee",71,3.69,247,67,"BirdieAverage",2012
37,37,"Justin Rose",69,3.69,251,68,"BirdieAverage",2012
37,37,"Camilo Villegas",79,3.69,284,77,"BirdieAverage",2012
40,40,"Blake Adams",107,3.67,393,107,"BirdieAverage",2012
40,40,"Charlie Beljan",61,3.67,209,57,"BirdieAverage",2012
40,40,"Ken Duke",104,3.67,382,104,"BirdieAverage",2012
43,43,"JB Holmes",90,3.66,315,86,"BirdieAverage",2012
44,44,"Charley Hoffman",88,3.65,321,88,"BirdieAverage",2012
44,44,"John Huh",99,3.65,361,99,"BirdieAverage",2012
46,46,"Mark Anderson",75,3.64,266,73,"BirdieAverage",2012
46,46,"Sangmoon Bae",81,3.64,280,77,"BirdieAverage",2012
46,46,"Jason Day",57,3.64,200,55,"BirdieAverage",2012
46,46,"Sergio Garcia",57,3.64,204,56,"BirdieAverage",2012
50,50,"John Daly",50,3.63,167,46,"BirdieAverage",2012
50,50,"Davis Love III",64,3.63,232,64,"BirdieAverage",2012
50,50,"Henrik Stenson",51,3.63,185,51,"BirdieAverage",2012
53,53,"Harris English",98,3.62,355,98,"BirdieAverage",2012
53,53,"Nathan Green",73,3.62,250,69,"BirdieAverage",2012
53,53,"Matt Kuchar",86,3.62,297,82,"BirdieAverage",2012
56,56,"Garth Mulroy",59,3.61,206,57,"BirdieAverage",2012
56,56,"John Rollins",81,3.61,278,77,"BirdieAverage",2012
56,56,"Charl Schwartzel",56,3.61,195,54,"BirdieAverage",2012
59,59,"Will Claxton",99,3.6,356,99,"BirdieAverage",2012
59,59,"Danny Lee",74,3.6,252,70,"BirdieAverage",2012
59,59,"DA Points",88,3.6,317,88,"BirdieAverage",2012
59,59,"Vijay Singh",99,3.6,356,99,"BirdieAverage",2012
59,59,"Nick Watney",97,3.6,338,94,"BirdieAverage",2012
64,64,"Vaughn Taylor",81,3.59,284,79,"BirdieAverage",2012
65,65,"Ben Curtis",62,3.58,222,62,"BirdieAverage",2012
66,66,"Bud Cauley",99,3.56,352,99,"BirdieAverage",2012
67,67,"Chris Couch",61,3.54,209,59,"BirdieAverage",2012
67,67,"John Merrick",83,3.54,280,79,"BirdieAverage",2012
69,69,"Kevin Na",80,3.53,279,79,"BirdieAverage",2012
69,69,"Seung Yul Noh",105,3.53,357,101,"BirdieAverage",2012
69,69,"Kevin Stadler",85,3.53,286,81,"BirdieAverage",2012
72,72,"Luke Donald",63,3.52,218,62,"BirdieAverage",2012
72,72,"Rickie Fowler",84,3.52,292,83,"BirdieAverage",2012
72,72,"Tommy Gainey",98,3.52,345,98,"BirdieAverage",2012
72,72,"Rory Sabbatini",84,3.52,296,84,"BirdieAverage",2012
72,72,"Kyle Stanley",86,3.52,296,84,"BirdieAverage",2012
77,77,"Aaron Baddeley",73,3.51,253,72,"BirdieAverage",2012
77,77,"Martin Flores",95,3.51,333,95,"BirdieAverage",2012
77,77,"Padraig Harrington",67,3.51,221,63,"BirdieAverage",2012
77,77,"Billy Horschel",63,3.51,207,59,"BirdieAverage",2012
77,77,"Cameron Tringale",88,3.51,309,88,"BirdieAverage",2012
77,77,"Jhonattan Vegas",77,3.51,270,77,"BirdieAverage",2012
83,83,"Ricky Barnes",92,3.49,307,88,"BirdieAverage",2012
83,83,"Scott Brown",65,3.49,220,63,"BirdieAverage",2012
83,83,"Geoff Ogilvy",73,3.49,251,72,"BirdieAverage",2012
83,83,"Roland Thatcher",55,3.49,185,53,"BirdieAverage",2012
87,87,"Brian Davis",91,3.48,317,91,"BirdieAverage",2012
87,87,"Michael Thompson",80,3.48,278,80,"BirdieAverage",2012
89,89,"Roberto Castro",92,3.46,311,90,"BirdieAverage",2012
90,90,"Bill Haas",79,3.44,268,78,"BirdieAverage",2012
90,90,"Hunter Mahan",88,3.44,282,82,"BirdieAverage",2012
90,90,"Daniel Summerhays",81,3.44,279,81,"BirdieAverage",2012
93,93,"Cameron Beckman",81,3.43,264,77,"BirdieAverage",2012
93,93,"Gary Christian",91,3.43,298,87,"BirdieAverage",2012
93,93,"James Driscoll",83,3.43,285,83,"BirdieAverage",2012
93,93,"David Hearn",95,3.43,326,95,"BirdieAverage",2012
93,93,"Dicky Pride",62,3.43,199,58,"BirdieAverage",2012
93,93,"Charlie Wi",86,3.43,295,86,"BirdieAverage",2012
99,99,"Tommy Biershenk",74,3.42,246,72,"BirdieAverage",2012
99,99,"Graham DeLaet",79,3.42,270,79,"BirdieAverage",2012
99,99,"Brian Harman",101,3.42,345,101,"BirdieAverage",2012
99,99,"Bill Lunde",83,3.42,270,79,"BirdieAverage",2012
103,103,"Ian Poulter",57,3.41,191,56,"BirdieAverage",2012
103,103,"Johnson Wagner",88,3.41,300,88,"BirdieAverage",2012
105,105,"Jonathan Byrd",69,3.4,231,68,"BirdieAverage",2012
105,105,"Erik Compton",81,3.4,262,77,"BirdieAverage",2012
105,105,"Kevin Streelman",89,3.4,303,89,"BirdieAverage",2012
108,108,"Jerry Kelly",84,3.39,285,84,"BirdieAverage",2012
109,109,"William McGirt",96,3.38,324,96,"BirdieAverage",2012
109,109,"Scott Stallings",78,3.38,264,78,"BirdieAverage",2012
109,109,"David Toms",60,3.38,196,58,"BirdieAverage",2012
112,112,"Greg Chalmers",88,3.36,292,87,"BirdieAverage",2012
112,112,"Brian Gay",91,3.36,292,87,"BirdieAverage",2012
112,112,"John Mallinger",74,3.36,235,70,"BirdieAverage",2012
112,112,"Andres Romero",68,3.36,215,64,"BirdieAverage",2012
116,116,"Chad Campbell",84,3.35,281,84,"BirdieAverage",2012
116,116,"Miguel Angel Carballo",73,3.35,231,69,"BirdieAverage",2012
116,116,"Mathew Goggin",65,3.35,211,63,"BirdieAverage",2012
119,119,"Matt Bettencourt",80,3.34,254,76,"BirdieAverage",2012
119,119,"Daniel Chopra",55,3.34,177,53,"BirdieAverage",2012
119,119,"Gavin Coles",72,3.34,234,70,"BirdieAverage",2012
119,119,"Spencer Levin",81,3.34,264,79,"BirdieAverage",2012
123,123,"Kevin Chappell",91,3.33,290,87,"BirdieAverage",2012
123,123,"Marc Leishman",84,3.33,280,84,"BirdieAverage",2012
125,125,"George McNeill",85,3.32,282,85,"BirdieAverage",2012
126,126,"Marco Dawson",60,3.31,192,58,"BirdieAverage",2012
126,126,"Russell Knox",72,3.31,225,68,"BirdieAverage",2012
126,126,"Jason Kokrak",79,3.31,248,75,"BirdieAverage",2012
126,126,"Jeff Maggert",83,3.31,275,83,"BirdieAverage",2012
130,130,"KJ Choi",71,3.3,231,70,"BirdieAverage",2012
130,130,"Charles Howell III",98,3.3,323,98,"BirdieAverage",2012
130,130,"Troy Matteson",100,3.3,323,98,"BirdieAverage",2012
130,130,"Bryce Molder",83,3.3,261,79,"BirdieAverage",2012
134,134,"DJ Trahan",73,3.29,227,69,"BirdieAverage",2012
135,135,"Brandt Jobe",57,3.28,187,57,"BirdieAverage",2012
135,135,"Chris Stroud",86,3.28,282,86,"BirdieAverage",2012
137,137,"Chris DiMarco",83,3.27,265,81,"BirdieAverage",2012
137,137,"YE Yang",64,3.27,203,62,"BirdieAverage",2012
139,139,"Jason Bohn",81,3.26,251,77,"BirdieAverage",2012
139,139,"Harrison Frazar",56,3.26,176,54,"BirdieAverage",2012
139,139,"Hunter Haas",69,3.26,212,65,"BirdieAverage",2012
142,142,"Jim Furyk",85,3.25,273,84,"BirdieAverage",2012
142,142,"Gary Woodland",70,3.25,224,69,"BirdieAverage",2012
144,144,"Bob Estes",78,3.24,253,78,"BirdieAverage",2012
144,144,"Bobby Gates",87,3.24,275,85,"BirdieAverage",2012
144,144,"Ryuji Imada",78,3.24,246,76,"BirdieAverage",2012
144,144,"Boo Weekley",74,3.24,227,70,"BirdieAverage",2012
148,148,"Stuart Appleby",75,3.23,229,71,"BirdieAverage",2012
148,148,"Kevin Kisner",69,3.23,210,65,"BirdieAverage",2012
148,148,"Ted Potter Jr",77,3.23,249,77,"BirdieAverage",2012
151,151,"Robert Allenby",76,3.22,245,76,"BirdieAverage",2012
151,151,"Kris Blanks",65,3.22,209,65,"BirdieAverage",2012
151,151,"Ernie Els",80,3.22,251,78,"BirdieAverage",2012
154,154,"Edward Loar",59,3.21,183,57,"BirdieAverage",2012
154,154,"Rocco Mediate",70,3.21,218,68,"BirdieAverage",2012
154,154,"Rod Pampling",88,3.21,270,84,"BirdieAverage",2012
157,157,"Tim Herron",88,3.2,282,88,"BirdieAverage",2012
157,157,"Derek Lamely",64,3.2,205,64,"BirdieAverage",2012
159,159,"Matt Jones",53,3.19,169,53,"BirdieAverage",2012
160,160,"Freddie Jacobson",61,3.18,191,60,"BirdieAverage",2012
161,161,"Michael Bradley",63,3.17,200,63,"BirdieAverage",2012
161,161,"Heath Slocum",93,3.17,282,89,"BirdieAverage",2012
163,163,"Billy Mayfair",90,3.16,272,86,"BirdieAverage",2012
164,164,"Brendon Todd",78,3.15,233,74,"BirdieAverage",2012
165,165,"David Mathis",83,3.14,254,81,"BirdieAverage",2012
166,166,"Angel Cabrera",54,3.13,169,54,"BirdieAverage",2012
166,166,"Trevor Immelman",76,3.13,238,76,"BirdieAverage",2012
166,166,"Chez Reavie",83,3.13,260,83,"BirdieAverage",2012
169,169,"JJ Henry",93,3.12,278,89,"BirdieAverage",2012
169,169,"Colt Knost",79,3.12,240,77,"BirdieAverage",2012
169,169,"Kyle Reifers",86,3.12,268,86,"BirdieAverage",2012
172,172,"Scott Dunlap",57,3.11,165,53,"BirdieAverage",2012
172,172,"Justin Leonard",79,3.11,233,75,"BirdieAverage",2012
174,174,"Troy Kelly",68,3.08,197,64,"BirdieAverage",2012
174,174,"Kyle Thompson",51,3.08,151,49,"BirdieAverage",2012
176,176,"Stewart Cink",71,3.07,206,67,"BirdieAverage",2012
177,177,"Steve Wheatcroft",56,3.06,159,52,"BirdieAverage",2012
178,178,"JJ Killeen",101,3.05,296,97,"BirdieAverage",2012
178,178,"Nick OHern",78,3.05,226,74,"BirdieAverage",2012
180,180,"Mark Wilson",84,3.04,237,78,"BirdieAverage",2012
181,181,"Tim Clark",60,3.03,182,60,"BirdieAverage",2012
181,181,"Brendan Steele",77,3.03,221,73,"BirdieAverage",2012
183,183,"Tom Pernice Jr",62,3.02,175,58,"BirdieAverage",2012
183,183,"Patrick Sheehan",58,3.02,169,56,"BirdieAverage",2012
185,185,"Arjun Atwal",79,3.01,226,75,"BirdieAverage",2012
186,186,"Alexandre Rocha",62,3,174,58,"BirdieAverage",2012
187,187,"Stephen Ames",54,2.98,161,54,"BirdieAverage",2012
188,188,"Stephen Gangluff",57,2.96,163,55,"BirdieAverage",2012
188,188,"Ryo Ishikawa",54,2.96,154,52,"BirdieAverage",2012
190,190,"Billy Hurley III",70,2.85,194,68,"BirdieAverage",2012
191,191,"Sung Kang",75,2.84,207,73,"BirdieAverage",2012
