"GoodDrivePercentage_RANKTHISWEEK_2011","GoodDrivePercentage_RANKLASTWEEK_2011","GoodDrivePercentage_PLAYERNAME_2011","GoodDrivePercentage_ROUNDS_2011","GoodDrivePercentage_Pct_2011","GoodDrivePercentage_HIT_2011","GoodDrivePercentage_TOTALATTEMPTS_2011","stat_name","year"
38,38,"Davis Love III",70,82.74,810,979,"GoodDrivePercentage",2011
39,39,"Retief Goosen",50,82.7,564,682,"GoodDrivePercentage",2011
40,40,"Dustin Johnson",72,82.65,824,997,"GoodDrivePercentage",2011
41,41,"Gary Woodland",93,82.63,1070,1295,"GoodDrivePercentage",2011
42,42,"Vaughn Taylor",89,82.59,1025,1241,"GoodDrivePercentage",2011
43,43,"Pat Perez",76,82.53,874,1059,"GoodDrivePercentage",2011
44,44,"Trevor Immelman",84,82.49,966,1171,"GoodDrivePercentage",2011
45,45,"Nick OHern",89,82.37,1023,1242,"GoodDrivePercentage",2011
46,46,"Charl Schwartzel",58,82.27,645,784,"GoodDrivePercentage",2011
47,47,"Martin Laird",77,82.23,870,1058,"GoodDrivePercentage",2011
48,48,"Justin Leonard",82,82.21,938,1141,"GoodDrivePercentage",2011
48,48,"David Toms",78,82.21,892,1085,"GoodDrivePercentage",2011
50,50,"Ryuji Imada",83,82.12,951,1158,"GoodDrivePercentage",2011
51,51,"KJ Choi",77,82.04,859,1047,"GoodDrivePercentage",2011
52,52,"Michael Connell",76,82,870,1061,"GoodDrivePercentage",2011
53,53,"Ernie Els",71,81.96,795,970,"GoodDrivePercentage",2011
54,54,"Robert Allenby",84,81.93,952,1162,"GoodDrivePercentage",2011
55,55,"Ricky Barnes",78,81.89,891,1088,"GoodDrivePercentage",2011
56,56,"Chad Campbell",99,81.88,1130,1380,"GoodDrivePercentage",2011
56,56,"Dean Wilson",62,81.88,705,861,"GoodDrivePercentage",2011
58,58,"Nick Watney",80,81.73,877,1073,"GoodDrivePercentage",2011
59,59,"Roland Thatcher",67,81.65,761,932,"GoodDrivePercentage",2011
60,60,"Brian Gay",90,81.64,1023,1253,"GoodDrivePercentage",2011
61,61,"Kris Blanks",92,81.61,1047,1283,"GoodDrivePercentage",2011
62,62,"Robert Garrigus",83,81.6,949,1163,"GoodDrivePercentage",2011
63,63,"Vijay Singh",79,81.47,897,1101,"GoodDrivePercentage",2011
64,64,"Sergio Garcia",61,81.41,692,850,"GoodDrivePercentage",2011
65,65,"Jeff Overton",92,81.29,1034,1272,"GoodDrivePercentage",2011
66,66,"Jonathan Byrd",83,81.26,932,1147,"GoodDrivePercentage",2011
67,67,"YE Yang",63,81.23,671,826,"GoodDrivePercentage",2011
68,68,"Blake Adams",116,81.2,1313,1617,"GoodDrivePercentage",2011
68,68,"Lucas Glover",74,81.2,838,1032,"GoodDrivePercentage",2011
70,70,"Rickie Fowler",84,81.13,920,1134,"GoodDrivePercentage",2011
71,71,"Bryce Molder",82,81.1,927,1143,"GoodDrivePercentage",2011
72,72,"Brandt Jobe",100,80.93,1129,1395,"GoodDrivePercentage",2011
73,73,"Robert Karlsson",61,80.87,668,826,"GoodDrivePercentage",2011
74,74,"Charlie Wi",83,80.85,937,1159,"GoodDrivePercentage",2011
75,75,"Boo Weekley",66,80.8,745,922,"GoodDrivePercentage",2011
76,76,"Rich Beem",53,80.78,597,739,"GoodDrivePercentage",2011
77,77,"Steve Marino",76,80.77,857,1061,"GoodDrivePercentage",2011
78,78,"Chris DiMarco",93,80.74,1048,1298,"GoodDrivePercentage",2011
79,79,"Brendon de Jonge",105,80.59,1179,1463,"GoodDrivePercentage",2011
80,80,"Chris Kirk",87,80.46,976,1213,"GoodDrivePercentage",2011
81,81,"Carl Pettersson",95,80.45,1070,1330,"GoodDrivePercentage",2011
82,82,"Phil Mickelson",79,80.32,865,1077,"GoodDrivePercentage",2011
83,83,"Jerry Kelly",85,80.27,952,1186,"GoodDrivePercentage",2011
84,84,"Spencer Levin",113,80.25,1264,1575,"GoodDrivePercentage",2011
85,85,"Hunter Haas",96,80.21,1074,1339,"GoodDrivePercentage",2011
86,86,"Jason Bohn",74,80.19,834,1040,"GoodDrivePercentage",2011
87,87,"Garrett Willis",71,80.18,793,989,"GoodDrivePercentage",2011
88,88,"Chris Riley",76,80.17,849,1059,"GoodDrivePercentage",2011
89,89,"Stephen Ames",69,80.15,771,962,"GoodDrivePercentage",2011
90,90,"Brendan Steele",89,80.03,994,1242,"GoodDrivePercentage",2011
91,91,"Ryan Moore",79,80.02,837,1046,"GoodDrivePercentage",2011
91,91,"Johnson Wagner",81,80.02,905,1131,"GoodDrivePercentage",2011
93,93,"William McGirt",103,79.97,1150,1438,"GoodDrivePercentage",2011
94,94,"JJ Henry",96,79.81,1067,1337,"GoodDrivePercentage",2011
95,95,"JP Hayes",56,79.62,621,780,"GoodDrivePercentage",2011
95,95,"JB Holmes",57,79.62,590,741,"GoodDrivePercentage",2011
97,97,"Matt Jones",71,79.23,782,987,"GoodDrivePercentage",2011
98,98,"Greg Chalmers",88,79.15,972,1228,"GoodDrivePercentage",2011
99,99,"Marc Leishman",87,79.14,960,1213,"GoodDrivePercentage",2011
100,100,"Bill Lunde",92,79.07,1016,1285,"GoodDrivePercentage",2011
101,101,"Cameron Tringale",110,78.96,1212,1535,"GoodDrivePercentage",2011
102,102,"Kevin Na",84,78.7,920,1169,"GoodDrivePercentage",2011
103,103,"Aaron Baddeley",77,78.64,847,1077,"GoodDrivePercentage",2011
104,104,"Troy Merritt",63,78.61,691,879,"GoodDrivePercentage",2011
105,105,"Tim Petrovic",88,78.57,964,1227,"GoodDrivePercentage",2011
106,106,"Stuart Appleby",65,78.55,714,909,"GoodDrivePercentage",2011
107,107,"Camilo Villegas",69,78.36,746,952,"GoodDrivePercentage",2011
108,108,"Ryan Palmer",82,78.35,876,1118,"GoodDrivePercentage",2011
109,109,"Daniel Summerhays",75,78.28,818,1045,"GoodDrivePercentage",2011
110,110,"Charles Howell III",108,78.18,1179,1508,"GoodDrivePercentage",2011
111,111,"Marc Turnesa",54,78.16,587,751,"GoodDrivePercentage",2011
112,112,"Josh Teater",104,78.1,1134,1452,"GoodDrivePercentage",2011
113,113,"Chris Stroud",88,78,957,1227,"GoodDrivePercentage",2011
114,114,"Jason Day",76,77.98,797,1022,"GoodDrivePercentage",2011
115,115,"Matt Bettencourt",84,77.96,916,1175,"GoodDrivePercentage",2011
116,116,"Tommy Gainey",104,77.86,1129,1450,"GoodDrivePercentage",2011
117,117,"Troy Matteson",91,77.76,986,1268,"GoodDrivePercentage",2011
118,118,"Jimmy Walker",79,77.7,857,1103,"GoodDrivePercentage",2011
119,119,"Sean OHair",71,77.69,759,977,"GoodDrivePercentage",2011
120,120,"David Duval",67,77.49,723,933,"GoodDrivePercentage",2011
121,121,"Padraig Harrington",60,77.28,636,823,"GoodDrivePercentage",2011
122,122,"Arjun Atwal",91,77.25,985,1275,"GoodDrivePercentage",2011
123,123,"David Mathis",83,77.16,895,1160,"GoodDrivePercentage",2011
124,124,"Briny Baird",60,77,646,839,"GoodDrivePercentage",2011
125,125,"Kent Jones",76,76.96,815,1059,"GoodDrivePercentage",2011
126,126,"Nathan Green",81,76.92,870,1131,"GoodDrivePercentage",2011
127,127,"Andres Romero",77,76.89,825,1073,"GoodDrivePercentage",2011
128,128,"Jhonattan Vegas",84,76.83,902,1174,"GoodDrivePercentage",2011
129,129,"Ben Martin",74,76.81,795,1035,"GoodDrivePercentage",2011
130,130,"Billy Horschel",75,76.67,802,1046,"GoodDrivePercentage",2011
131,131,"Harrison Frazar",58,76.61,619,808,"GoodDrivePercentage",2011
132,132,"Scott McCarron",65,76.52,694,907,"GoodDrivePercentage",2011
133,133,"Tim Herron",85,76.5,908,1187,"GoodDrivePercentage",2011
134,134,"Michael Bradley",74,76.43,788,1031,"GoodDrivePercentage",2011
135,135,"Keegan Bradley",91,76.36,969,1269,"GoodDrivePercentage",2011
136,136,"Stewart Cink",72,76.31,744,975,"GoodDrivePercentage",2011
137,137,"Steve Flesch",88,76.3,937,1228,"GoodDrivePercentage",2011
138,138,"Steven Bowditch",86,76.23,914,1199,"GoodDrivePercentage",2011
139,139,"David Hearn",88,76.04,936,1231,"GoodDrivePercentage",2011
140,140,"Rory Sabbatini",85,75.93,899,1184,"GoodDrivePercentage",2011
140,140,"Kyle Stanley",98,75.93,1038,1367,"GoodDrivePercentage",2011
142,142,"Jarrod Lyle",83,75.89,878,1157,"GoodDrivePercentage",2011
143,143,"Kevin Stadler",88,75.59,926,1225,"GoodDrivePercentage",2011
144,144,"Colt Knost",80,75.47,843,1117,"GoodDrivePercentage",2011
145,145,"Aron Price",58,75.34,611,811,"GoodDrivePercentage",2011
146,146,"Cameron Beckman",71,75.33,748,993,"GoodDrivePercentage",2011
147,147,"Scott Piercy",78,75.25,821,1091,"GoodDrivePercentage",2011
148,148,"Scott Stallings",84,75.21,880,1170,"GoodDrivePercentage",2011
149,149,"Kevin Chappell",78,75.11,818,1089,"GoodDrivePercentage",2011
150,150,"Woody Austin",59,75.03,616,821,"GoodDrivePercentage",2011
151,151,"Shane Bertsch",62,74.97,650,867,"GoodDrivePercentage",2011
152,152,"Zack Miller",86,74.94,897,1197,"GoodDrivePercentage",2011
153,153,"Alex Prugh",82,74.74,855,1144,"GoodDrivePercentage",2011
154,154,"John Merrick",71,74.62,741,993,"GoodDrivePercentage",2011
155,155,"Sung Kang",63,74.35,655,881,"GoodDrivePercentage",2011
156,156,"Michael Thompson",79,74.21,820,1105,"GoodDrivePercentage",2011
157,157,"Shaun Micheel",77,74.16,795,1072,"GoodDrivePercentage",2011
158,158,"Matt McQuillan",59,74.15,611,824,"GoodDrivePercentage",2011
159,159,"Anthony Kim",72,74.05,739,998,"GoodDrivePercentage",2011
159,159,"Will Strickler",51,74.05,528,713,"GoodDrivePercentage",2011
161,161,"Paul Stankowski",78,74.04,807,1090,"GoodDrivePercentage",2011
162,162,"Rod Pampling",72,73.98,745,1007,"GoodDrivePercentage",2011
163,163,"Michael Putnam",67,73.9,691,935,"GoodDrivePercentage",2011
164,164,"Freddie Jacobson",92,73.56,946,1286,"GoodDrivePercentage",2011
165,165,"Fabian Gomez",84,73.44,860,1171,"GoodDrivePercentage",2011
166,166,"Tag Ridings",87,73.31,890,1214,"GoodDrivePercentage",2011
167,167,"Bobby Gates",82,73.29,837,1142,"GoodDrivePercentage",2011
168,168,"Richard Johnson",64,73.27,655,894,"GoodDrivePercentage",2011
169,169,"Justin Hicks",60,73.06,613,839,"GoodDrivePercentage",2011
170,170,"Lee Janzen",62,72.98,632,866,"GoodDrivePercentage",2011
171,171,"Kevin Kisner",70,72.7,711,978,"GoodDrivePercentage",2011
172,172,"Derek Lamely",65,72.2,657,910,"GoodDrivePercentage",2011
173,173,"Jim Herman",69,72.12,696,965,"GoodDrivePercentage",2011
174,174,"James Driscoll",71,72.05,714,991,"GoodDrivePercentage",2011
175,175,"Nate Smith",66,72.02,664,922,"GoodDrivePercentage",2011
176,176,"Angel Cabrera",50,71.86,503,700,"GoodDrivePercentage",2011
177,177,"George McNeill",69,71.7,689,961,"GoodDrivePercentage",2011
178,178,"Alexandre Rocha",65,71.29,648,909,"GoodDrivePercentage",2011
179,179,"Joseph Bramlett",73,71.05,724,1019,"GoodDrivePercentage",2011
180,180,"Martin Piller",63,70.68,622,880,"GoodDrivePercentage",2011
181,181,"Joe Ogilvie",75,70.13,735,1048,"GoodDrivePercentage",2011
182,182,"Scott Gutschewski",67,69.69,653,937,"GoodDrivePercentage",2011
183,183,"Jim Renner",65,69.53,632,909,"GoodDrivePercentage",2011
184,184,"Andres Gonzales",60,69.49,583,839,"GoodDrivePercentage",2011
185,185,"Bio Kim",71,69.29,686,990,"GoodDrivePercentage",2011
186,186,"DJ Brigman",67,66.17,620,937,"GoodDrivePercentage",2011
