"FedExCupStandings_RANKTHISWEEK_2012","FedExCupStandings_RANKLASTWEEK_2012","FedExCupStandings_PLAYERNAME_2012","FedExCupStandings_EVENTS_2012","FedExCupStandings_POINTS_2012","FedExCupStandings_OFWINS_2012","FedExCupStandings_OFTOP10S_2012","FedExCupStandings_POINTSBEHINDLEAD_2012","FedExCupStandings_RESETPOINTS_2012","stat_name","year"
136,136,"Vaughn Taylor",22,312,NA,NA,7314,NA,"FedExCupStandings",2012
137,137,"Erik Compton",22,311,NA,NA,7315,NA,"FedExCupStandings",2012
138,138,"Kyle Reifers",23,311,NA,NA,7315,NA,"FedExCupStandings",2012
139,139,"Stewart Cink",19,310,NA,NA,7316,NA,"FedExCupStandings",2012
140,140,"John Daly",12,298,NA,1,7328,NA,"FedExCupStandings",2012
141,141,"Kris Blanks",23,297,NA,NA,7329,NA,"FedExCupStandings",2012
142,142,"Bill Lunde",21,294,NA,NA,7332,NA,"FedExCupStandings",2012
143,143,"Billy Horschel",14,289,NA,1,7337,NA,"FedExCupStandings",2012
144,144,"Stuart Appleby",20,287,NA,NA,7339,NA,"FedExCupStandings",2012
145,145,"JJ Killeen",29,286,NA,1,7340,NA,"FedExCupStandings",2012
146,146,"Brendon Todd",25,281,NA,1,7345,NA,"FedExCupStandings",2012
147,147,"Justin Leonard",22,277,NA,2,7349,NA,"FedExCupStandings",2012
148,148,"Camilo Villegas",21,267,NA,NA,7359,NA,"FedExCupStandings",2012
149,149,"Richard Lee",20,262,NA,NA,7364,NA,"FedExCupStandings",2012
150,150,"Billy Hurley III",23,256,NA,2,7370,NA,"FedExCupStandings",2012
151,151,"Hunter Haas",24,251,NA,1,7375,NA,"FedExCupStandings",2012
152,152,"Nick OHern",22,250,NA,1,7376,NA,"FedExCupStandings",2012
153,153,"Kevin Kisner",20,248,NA,1,7378,NA,"FedExCupStandings",2012
154,154,"Nathan Green",18,245,NA,1,7381,NA,"FedExCupStandings",2012
155,155,"Brandt Jobe",18,245,NA,1,7381,NA,"FedExCupStandings",2012
156,156,"DJ Trahan",23,243,NA,1,7383,NA,"FedExCupStandings",2012
157,157,"Chris Couch",21,242,NA,NA,7384,NA,"FedExCupStandings",2012
158,158,"Robert Karlsson",13,239,NA,NA,7387,NA,"FedExCupStandings",2012
159,159,"Danny Lee",22,226,NA,NA,7400,NA,"FedExCupStandings",2012
160,160,"Charlie Beljan",18,222,NA,1,7404,NA,"FedExCupStandings",2012
161,161,"Lee Janzen",11,219,NA,1,7407,NA,"FedExCupStandings",2012
162,162,"Miguel Angel Carballo",21,213,NA,NA,7413,NA,"FedExCupStandings",2012
163,163,"Scott Brown",20,212,NA,3,7414,NA,"FedExCupStandings",2012
164,164,"Mark Anderson",21,209,NA,NA,7417,NA,"FedExCupStandings",2012
165,165,"Joe Durant",11,205,NA,1,7421,NA,"FedExCupStandings",2012
166,166,"Jarrod Lyle",7,199,NA,1,7427,NA,"FedExCupStandings",2012
167,167,"Rocco Mediate",19,195,NA,NA,7431,NA,"FedExCupStandings",2012
168,168,"Roland Thatcher",17,188,NA,1,7438,NA,"FedExCupStandings",2012
169,169,"Gavin Coles",19,184,NA,NA,7442,NA,"FedExCupStandings",2012
170,170,"Alexandre Rocha",17,183,NA,1,7443,NA,"FedExCupStandings",2012
171,171,"Arjun Atwal",23,181,NA,NA,7445,NA,"FedExCupStandings",2012
172,172,"Angel Cabrera",17,177,NA,NA,7449,NA,"FedExCupStandings",2012
173,173,"Matt Bettencourt",27,177,NA,1,7449,NA,"FedExCupStandings",2012
174,174,"Garth Mulroy",17,173,NA,NA,7453,NA,"FedExCupStandings",2012
175,175,"Michael Bradley",20,173,NA,NA,7453,NA,"FedExCupStandings",2012
176,176,"Duffy Waldorf",10,168,NA,NA,7458,NA,"FedExCupStandings",2012
177,177,"Alex Cejka",9,166,NA,NA,7460,NA,"FedExCupStandings",2012
178,178,"Jason Kokrak",23,165,NA,1,7461,NA,"FedExCupStandings",2012
179,179,"Russell Knox",19,164,NA,NA,7462,NA,"FedExCupStandings",2012
180,180,"Derek Lamely",21,160,NA,NA,7466,NA,"FedExCupStandings",2012
181,181,"Cameron Beckman",22,154,NA,NA,7472,NA,"FedExCupStandings",2012
182,182,"Sung Kang",27,146,NA,NA,7480,NA,"FedExCupStandings",2012
183,183,"Chris Riley",10,144,NA,NA,7482,NA,"FedExCupStandings",2012
184,184,"Matt Jones",16,143,NA,1,7483,NA,"FedExCupStandings",2012
185,185,"Stephen Ames",17,142,NA,NA,7484,NA,"FedExCupStandings",2012
186,186,"Tom Pernice Jr",19,139,NA,1,7487,NA,"FedExCupStandings",2012
187,187,"Ryuji Imada",24,113,NA,1,7513,NA,"FedExCupStandings",2012
188,188,"Rich Beem",9,113,NA,NA,7513,NA,"FedExCupStandings",2012
189,189,"Todd Hamilton",8,110,NA,1,7516,NA,"FedExCupStandings",2012
190,190,"Fred Couples",4,108,NA,NA,7518,NA,"FedExCupStandings",2012
191,191,"Patrick Sheehan",17,108,NA,NA,7518,NA,"FedExCupStandings",2012
192,192,"Mathew Goggin",19,103,NA,NA,7523,NA,"FedExCupStandings",2012
193,193,"Shaun Micheel",12,100,NA,NA,7526,NA,"FedExCupStandings",2012
194,194,"Joe Ogilvie",17,98,NA,NA,7528,NA,"FedExCupStandings",2012
195,195,"Jamie Lovemark",16,95,NA,NA,7531,NA,"FedExCupStandings",2012
196,196,"Briny Baird",13,92,NA,NA,7534,NA,"FedExCupStandings",2012
197,197,"Steve Wheatcroft",18,92,NA,NA,7534,NA,"FedExCupStandings",2012
198,198,"Kenny Perry",5,85,NA,NA,7541,NA,"FedExCupStandings",2012
199,199,"Marc Turnesa",9,83,NA,NA,7543,NA,"FedExCupStandings",2012
200,200,"Woody Austin",7,78,NA,NA,7548,NA,"FedExCupStandings",2012
201,201,"Tim Petrovic",14,78,NA,NA,7548,NA,"FedExCupStandings",2012
202,202,"Scott Dunlap",16,77,NA,NA,7549,NA,"FedExCupStandings",2012
203,203,"Tommy Biershenk",23,73,NA,NA,7553,NA,"FedExCupStandings",2012
204,204,"Steven Bowditch",15,72,NA,NA,7554,NA,"FedExCupStandings",2012
205,205,"Skip Kendall",5,71,NA,NA,7555,NA,"FedExCupStandings",2012
206,206,"Daniel Chopra",17,70,NA,NA,7556,NA,"FedExCupStandings",2012
206,206,"Garrett Willis",12,70,NA,NA,7556,NA,"FedExCupStandings",2012
208,208,"Mark Calcavecchia",3,68,NA,1,7558,NA,"FedExCupStandings",2012
209,209,"Corey Pavin",2,67,NA,NA,7559,NA,"FedExCupStandings",2012
210,210,"Paul Goydos",6,64,NA,NA,7562,NA,"FedExCupStandings",2012
211,211,"Shane Bertsch",13,61,NA,NA,7565,NA,"FedExCupStandings",2012
212,212,"Frank Lickliter II",8,56,NA,NA,7570,NA,"FedExCupStandings",2012
213,213,"Will Ma Kenzie",6,55,NA,NA,7571,NA,"FedExCupStandings",2012
214,214,"Richard Johnson",7,54,NA,NA,7572,NA,"FedExCupStandings",2012
215,215,"Steve Marino",6,54,NA,NA,7572,NA,"FedExCupStandings",2012
216,216,"Michael Allen",3,52,NA,1,7574,NA,"FedExCupStandings",2012
217,217,"Kent Jones",7,50,NA,NA,7576,NA,"FedExCupStandings",2012
218,218,"Paul Stankowski",7,48,NA,NA,7578,NA,"FedExCupStandings",2012
219,219,"Lucas Glover",16,47,NA,NA,7579,NA,"FedExCupStandings",2012
220,220,"Fred Funk",4,47,NA,NA,7579,NA,"FedExCupStandings",2012
221,221,"Kyle Thompson",19,44,NA,NA,7582,NA,"FedExCupStandings",2012
222,222,"Marco Dawson",18,43,NA,NA,7583,NA,"FedExCupStandings",2012
223,223,"Edward Loar",19,43,NA,NA,7583,NA,"FedExCupStandings",2012
224,224,"Glen Day",3,40,NA,NA,7586,NA,"FedExCupStandings",2012
225,225,"Brett Quigley",1,37,NA,NA,7589,NA,"FedExCupStandings",2012
226,226,"Brett Wetterich",7,35,NA,NA,7591,NA,"FedExCupStandings",2012
227,227,"Anthony Kim",10,32,NA,NA,7594,NA,"FedExCupStandings",2012
228,228,"Robert Damron",7,30,NA,NA,7596,NA,"FedExCupStandings",2012
229,229,"Willie Wood",1,26,NA,NA,7600,NA,"FedExCupStandings",2012
230,230,"Guy Boros",2,26,NA,NA,7600,NA,"FedExCupStandings",2012
231,231,"Tom Lehman",2,25,NA,NA,7601,NA,"FedExCupStandings",2012
232,232,"Jason Gore",8,23,NA,NA,7603,NA,"FedExCupStandings",2012
233,233,"Paul Casey",9,19,NA,NA,7607,NA,"FedExCupStandings",2012
234,234,"Len Mattiace",1,18,NA,NA,7608,NA,"FedExCupStandings",2012
235,235,"Bart Bryant",3,18,NA,NA,7608,NA,"FedExCupStandings",2012
236,236,"Craig Barlow",6,18,NA,NA,7608,NA,"FedExCupStandings",2012
237,237,"Scott Verplank",8,17,NA,NA,7609,NA,"FedExCupStandings",2012
238,238,"David Duval",17,16,NA,NA,7610,NA,"FedExCupStandings",2012
238,238,"Gene Sauers",2,16,NA,NA,7610,NA,"FedExCupStandings",2012
240,240,"Hank Kuehne",9,10,NA,NA,7616,NA,"FedExCupStandings",2012
241,241,"Eric Axley",3,9,NA,NA,7617,NA,"FedExCupStandings",2012
241,241,"Mark Brooks",3,9,NA,NA,7617,NA,"FedExCupStandings",2012
241,241,"Steve Lowery",1,9,NA,NA,7617,NA,"FedExCupStandings",2012
244,244,"Robert Gamez",8,9,NA,NA,7617,NA,"FedExCupStandings",2012
245,245,"Ted Purdy",4,9,NA,NA,7617,NA,"FedExCupStandings",2012
246,246,"Fran Quinn",5,6,NA,NA,7620,NA,"FedExCupStandings",2012
247,247,"Zack Miller",9,5,NA,NA,7621,NA,"FedExCupStandings",2012
248,248,"Jose Maria Olazabal",5,4,NA,NA,7622,NA,"FedExCupStandings",2012
249,249,"Stephen Gangluff",19,3,NA,NA,7623,NA,"FedExCupStandings",2012
250,250,"Omar Uresti",4,3,NA,NA,7623,NA,"FedExCupStandings",2012
251,251,"Peter Lonard",4,2,NA,NA,7624,NA,"FedExCupStandings",2012
252,252,"Kevin Sutherland",4,2,NA,NA,7624,NA,"FedExCupStandings",2012
253,253,"Matt McQuillan",10,2,NA,NA,7624,NA,"FedExCupStandings",2012
254,254,"Neal Lancaster",8,2,NA,NA,7624,NA,"FedExCupStandings",2012
255,255,"Tom Watson",3,2,NA,NA,7624,NA,"FedExCupStandings",2012
256,256,"Jesper Parnevik",3,1,NA,NA,7625,NA,"FedExCupStandings",2012
257,257,"Kirk Triplett",3,NA,NA,NA,7626,NA,"FedExCupStandings",2012
