"ReverseBounceBack_RANKTHISWEEK_2014","ReverseBounceBack_RANKLASTWEEK_2014","ReverseBounceBack_PLAYERNAME_2014","ReverseBounceBack_ROUNDS_2014","ReverseBounceBack_PctUNDERTHENOVERPAR_2014","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2014","ReverseBounceBack_UNDERPAR_2014","stat_name","year"
27,27,"Spencer Levin",59,13.89,25,180,"ReverseBounceBack",2014
29,29,"Brendon Todd",108,13.93,51,366,"ReverseBounceBack",2014
30,30,"Ben Martin",80,13.97,38,272,"ReverseBounceBack",2014
31,31,"Chad Campbell",57,14.02,23,164,"ReverseBounceBack",2014
32,32,"Stewart Cink",91,14.04,41,292,"ReverseBounceBack",2014
32,32,"John Peterson",62,14.04,25,178,"ReverseBounceBack",2014
34,34,"Bryce Molder",77,14.1,33,234,"ReverseBounceBack",2014
34,34,"Brian Stuard",91,14.1,44,312,"ReverseBounceBack",2014
36,36,"Zach Johnson",97,14.11,46,326,"ReverseBounceBack",2014
37,37,"Sean OHair",77,14.16,33,233,"ReverseBounceBack",2014
38,38,"Heath Slocum",71,14.22,30,211,"ReverseBounceBack",2014
39,39,"Andrew Loupe",65,14.35,31,216,"ReverseBounceBack",2014
40,40,"Charl Schwartzel",64,14.4,35,243,"ReverseBounceBack",2014
40,40,"Jimmy Walker",98,14.4,55,382,"ReverseBounceBack",2014
42,42,"Billy Hurley III",86,14.56,38,261,"ReverseBounceBack",2014
43,43,"Ted Potter Jr",68,14.57,29,199,"ReverseBounceBack",2014
44,44,"Brendon de Jonge",109,14.58,50,343,"ReverseBounceBack",2014
45,45,"Gonzalo Fdez Castano",83,14.67,38,259,"ReverseBounceBack",2014
46,46,"Kevin Chappell",100,14.81,52,351,"ReverseBounceBack",2014
47,47,"Justin Leonard",75,14.86,33,222,"ReverseBounceBack",2014
48,48,"Bo Van Pelt",83,14.87,40,269,"ReverseBounceBack",2014
49,49,"Chris Stroud",88,14.94,49,328,"ReverseBounceBack",2014
50,50,"Brice Garnett",92,14.95,42,281,"ReverseBounceBack",2014
50,50,"Chris Kirk",105,14.95,55,368,"ReverseBounceBack",2014
50,50,"Brendan Steele",89,14.95,45,301,"ReverseBounceBack",2014
53,53,"JJ Henry",91,14.96,38,254,"ReverseBounceBack",2014
54,54,"Ben Curtis",77,14.98,34,227,"ReverseBounceBack",2014
55,55,"Cameron Tringale",111,15,54,360,"ReverseBounceBack",2014
56,56,"Jordan Spieth",102,15.01,56,373,"ReverseBounceBack",2014
57,57,"Dustin Johnson",58,15.04,34,226,"ReverseBounceBack",2014
58,58,"Billy Horschel",92,15.06,47,312,"ReverseBounceBack",2014
59,59,"Freddie Jacobson",91,15.11,47,311,"ReverseBounceBack",2014
60,60,"Boo Weekley",73,15.2,31,204,"ReverseBounceBack",2014
61,61,"Hudson Swafford",75,15.22,35,230,"ReverseBounceBack",2014
62,62,"Retief Goosen",94,15.3,43,281,"ReverseBounceBack",2014
63,63,"Brian Harman",111,15.32,59,385,"ReverseBounceBack",2014
64,64,"Camilo Villegas",95,15.34,52,339,"ReverseBounceBack",2014
65,65,"Tim Wilkinson",86,15.35,39,254,"ReverseBounceBack",2014
66,66,"Jerry Kelly",80,15.38,42,273,"ReverseBounceBack",2014
67,67,"DH Lee",54,15.5,20,129,"ReverseBounceBack",2014
68,68,"Luke Guthrie",85,15.51,47,303,"ReverseBounceBack",2014
69,69,"Graeme McDowell",66,15.53,34,219,"ReverseBounceBack",2014
70,70,"John Senden",99,15.6,51,327,"ReverseBounceBack",2014
71,71,"Ryan Palmer",85,15.63,50,320,"ReverseBounceBack",2014
72,72,"Davis Love III",74,15.65,36,230,"ReverseBounceBack",2014
73,73,"Paul Casey",56,15.69,32,204,"ReverseBounceBack",2014
73,73,"Justin Hicks",103,15.69,51,325,"ReverseBounceBack",2014
75,75,"Richard Lee",80,15.79,39,247,"ReverseBounceBack",2014
75,75,"DA Points",75,15.79,33,209,"ReverseBounceBack",2014
77,77,"Jason Day",54,15.82,25,158,"ReverseBounceBack",2014
77,77,"Kevin Na",94,15.82,53,335,"ReverseBounceBack",2014
79,79,"Robert Allenby",83,15.83,41,259,"ReverseBounceBack",2014
80,80,"Troy Matteson",62,15.85,29,183,"ReverseBounceBack",2014
81,81,"Jonas Blixt",64,15.87,33,208,"ReverseBounceBack",2014
82,82,"Phil Mickelson",71,15.94,40,251,"ReverseBounceBack",2014
83,83,"Kevin Stadler",90,15.99,51,319,"ReverseBounceBack",2014
84,84,"Charlie Beljan",76,16.06,40,249,"ReverseBounceBack",2014
85,85,"Ernie Els",85,16.13,40,248,"ReverseBounceBack",2014
86,86,"Morgan Hoffmann",103,16.14,56,347,"ReverseBounceBack",2014
87,87,"Hideki Matsuyama",82,16.15,47,291,"ReverseBounceBack",2014
88,88,"Martin Kaymer",65,16.23,37,228,"ReverseBounceBack",2014
89,89,"Jhonattan Vegas",77,16.26,40,246,"ReverseBounceBack",2014
90,90,"Brian Davis",93,16.4,51,311,"ReverseBounceBack",2014
91,91,"Lee Westwood",57,16.42,33,201,"ReverseBounceBack",2014
92,92,"Vijay Singh",83,16.47,42,255,"ReverseBounceBack",2014
93,93,"Gary Woodland",93,16.51,54,327,"ReverseBounceBack",2014
94,94,"Michael Thompson",74,16.67,42,252,"ReverseBounceBack",2014
94,94,"Tyrone Van Aswegen",79,16.67,43,258,"ReverseBounceBack",2014
94,94,"Nick Watney",80,16.67,42,252,"ReverseBounceBack",2014
97,97,"KJ Choi",80,16.79,44,262,"ReverseBounceBack",2014
98,98,"Matt Jones",83,16.85,47,279,"ReverseBounceBack",2014
99,99,"Kevin Kisner",85,16.89,51,302,"ReverseBounceBack",2014
100,100,"Luke Donald",57,16.94,31,183,"ReverseBounceBack",2014
101,101,"Ben Crane",81,16.99,44,259,"ReverseBounceBack",2014
102,102,"Tim Clark",75,17,42,247,"ReverseBounceBack",2014
103,103,"Michael Putnam",106,17.01,57,335,"ReverseBounceBack",2014
104,104,"David Toms",64,17.05,37,217,"ReverseBounceBack",2014
105,105,"Stuart Appleby",92,17.1,53,310,"ReverseBounceBack",2014
106,106,"Will Ma Kenzie",82,17.13,49,286,"ReverseBounceBack",2014
107,107,"Webb Simpson",87,17.15,53,309,"ReverseBounceBack",2014
108,108,"Andrew Svoboda",77,17.19,44,256,"ReverseBounceBack",2014
109,109,"Woody Austin",63,17.22,31,180,"ReverseBounceBack",2014
110,110,"Andres Romero",81,17.23,46,267,"ReverseBounceBack",2014
111,111,"Jonathan Byrd",76,17.24,40,232,"ReverseBounceBack",2014
111,111,"Louis Oosthuizen",50,17.24,25,145,"ReverseBounceBack",2014
113,113,"Daniel Summerhays",98,17.33,57,329,"ReverseBounceBack",2014
114,114,"Jason Bohn",81,17.34,47,271,"ReverseBounceBack",2014
115,115,"Brandt Snedeker",89,17.36,50,288,"ReverseBounceBack",2014
116,116,"Ricky Barnes",92,17.49,53,303,"ReverseBounceBack",2014
117,117,"Patrick Reed",92,17.57,55,313,"ReverseBounceBack",2014
118,118,"John Huh",87,17.65,45,255,"ReverseBounceBack",2014
118,118,"Martin Laird",66,17.65,39,221,"ReverseBounceBack",2014
120,120,"Chad Collins",78,17.7,40,226,"ReverseBounceBack",2014
121,121,"Russell Henley",92,17.74,55,310,"ReverseBounceBack",2014
122,122,"David Lingmerth",80,17.77,43,242,"ReverseBounceBack",2014
123,123,"Harris English",95,17.78,61,343,"ReverseBounceBack",2014
123,123,"Seung Yul Noh",92,17.78,56,315,"ReverseBounceBack",2014
125,125,"Scott Brown",100,17.85,63,353,"ReverseBounceBack",2014
126,126,"Roberto Castro",76,17.89,39,218,"ReverseBounceBack",2014
126,126,"Danny Lee",84,17.89,51,285,"ReverseBounceBack",2014
128,128,"Bud Cauley",56,17.93,33,184,"ReverseBounceBack",2014
129,129,"Trevor Immelman",84,17.99,43,239,"ReverseBounceBack",2014
130,130,"Briny Baird",50,18.12,27,149,"ReverseBounceBack",2014
131,131,"YE Yang",79,18.26,42,230,"ReverseBounceBack",2014
132,132,"John Rollins",84,18.47,41,222,"ReverseBounceBack",2014
133,133,"Chesson Hadley",84,18.49,54,292,"ReverseBounceBack",2014
133,133,"Kyle Stanley",87,18.49,49,265,"ReverseBounceBack",2014
135,135,"Ryo Ishikawa",75,18.66,53,284,"ReverseBounceBack",2014
136,136,"Martin Flores",85,18.91,52,275,"ReverseBounceBack",2014
137,137,"Charlie Wi",72,18.96,40,211,"ReverseBounceBack",2014
138,138,"Scott Stallings",77,18.97,44,232,"ReverseBounceBack",2014
139,139,"Rory Sabbatini",82,19.03,51,268,"ReverseBounceBack",2014
140,140,"Troy Merritt",62,19.12,39,204,"ReverseBounceBack",2014
141,141,"Erik Compton",88,19.13,53,277,"ReverseBounceBack",2014
142,142,"Ken Duke",80,19.35,48,248,"ReverseBounceBack",2014
142,142,"Johnson Wagner",69,19.35,36,186,"ReverseBounceBack",2014
144,144,"Hunter Mahan",88,19.44,56,288,"ReverseBounceBack",2014
145,145,"John Merrick",87,19.47,51,262,"ReverseBounceBack",2014
145,145,"Wes Roach",67,19.47,44,226,"ReverseBounceBack",2014
147,147,"Will Wilcox",51,19.48,30,154,"ReverseBounceBack",2014
148,148,"Tommy Gainey",73,19.49,46,236,"ReverseBounceBack",2014
149,149,"Brooks Koepka",56,19.71,41,208,"ReverseBounceBack",2014
150,150,"Nicholas Thompson",85,19.74,46,233,"ReverseBounceBack",2014
151,151,"Steven Bowditch",93,19.75,63,319,"ReverseBounceBack",2014
152,152,"Robert Garrigus",80,19.8,59,298,"ReverseBounceBack",2014
153,153,"Sangmoon Bae",76,20.07,55,274,"ReverseBounceBack",2014
153,153,"Josh Teater",90,20.07,54,269,"ReverseBounceBack",2014
155,155,"Jim Herman",62,20.22,36,178,"ReverseBounceBack",2014
156,156,"Brian Gay",81,20.34,48,236,"ReverseBounceBack",2014
157,157,"Mark Wilson",69,20.48,34,166,"ReverseBounceBack",2014
158,158,"JB Holmes",86,20.6,62,301,"ReverseBounceBack",2014
159,159,"Aaron Baddeley",74,20.92,50,239,"ReverseBounceBack",2014
160,160,"Jamie Lovemark",64,21.08,43,204,"ReverseBounceBack",2014
161,161,"Bronson La Cassie",51,21.17,29,137,"ReverseBounceBack",2014
162,162,"Geoff Ogilvy",84,21.18,54,255,"ReverseBounceBack",2014
163,163,"Brad Fritsch",50,21.21,35,165,"ReverseBounceBack",2014
164,164,"Kevin Streelman",79,21.48,58,270,"ReverseBounceBack",2014
165,165,"Greg Chalmers",85,21.53,59,274,"ReverseBounceBack",2014
166,166,"James Hahn",82,21.54,53,246,"ReverseBounceBack",2014
167,167,"Jason Dufner",57,21.58,41,190,"ReverseBounceBack",2014
168,168,"Lucas Glover",68,21.74,45,207,"ReverseBounceBack",2014
169,169,"Angel Cabrera",69,21.81,53,243,"ReverseBounceBack",2014
170,170,"Henrik Stenson",56,21.84,45,206,"ReverseBounceBack",2014
171,171,"Jim Renner",61,21.93,41,187,"ReverseBounceBack",2014
172,172,"Robert Streb",75,22.04,54,245,"ReverseBounceBack",2014
173,173,"Derek Ernst",80,22.73,50,220,"ReverseBounceBack",2014
174,174,"James Driscoll",71,22.81,52,228,"ReverseBounceBack",2014
175,175,"Mike Weir",69,22.87,43,188,"ReverseBounceBack",2014
176,176,"Ian Poulter",57,23.32,45,193,"ReverseBounceBack",2014
177,177,"Kevin Tway",64,23.84,41,172,"ReverseBounceBack",2014
