"EarlyScoringAverage_RANKTHISWEEK_2009","EarlyScoringAverage_RANKLASTWEEK_2009","EarlyScoringAverage_PLAYERNAME_2009","EarlyScoringAverage_ROUNDS_2009","EarlyScoringAverage_AVG_2009","EarlyScoringAverage_TOTALSTROKES_2009","EarlyScoringAverage_TOTALEARLYROUNDS_2009","stat_name","year"
86,86,"Rory Sabbatini",81,70.68,2615,37,"EarlyScoringAverage",2009
88,88,"YE Yang",83,70.69,2969,42,"EarlyScoringAverage",2009
89,89,"Brian Davis",103,70.7,4030,57,"EarlyScoringAverage",2009
89,89,"Heath Slocum",95,70.7,3747,53,"EarlyScoringAverage",2009
91,91,"Stewart Cink",79,70.72,2546,36,"EarlyScoringAverage",2009
92,92,"Brendon de Jonge",90,70.73,3466,49,"EarlyScoringAverage",2009
92,92,"Scott McCarron",91,70.73,3678,52,"EarlyScoringAverage",2009
94,94,"DA Points",99,70.74,3537,50,"EarlyScoringAverage",2009
95,95,"Richard Johnson",85,70.75,3396,48,"EarlyScoringAverage",2009
96,96,"Tag Ridings",50,70.78,1628,23,"EarlyScoringAverage",2009
96,96,"Justin Rose",71,70.78,2548,36,"EarlyScoringAverage",2009
98,98,"Luke Donald",79,70.79,2690,38,"EarlyScoringAverage",2009
98,98,"Ted Purdy",101,70.79,3681,52,"EarlyScoringAverage",2009
98,98,"Chez Reavie",81,70.79,3327,47,"EarlyScoringAverage",2009
101,101,"Jeff Klauk",97,70.8,3469,49,"EarlyScoringAverage",2009
102,102,"Charles Warren",63,70.82,2408,34,"EarlyScoringAverage",2009
103,103,"Paul Goydos",79,70.83,2833,40,"EarlyScoringAverage",2009
103,103,"Bubba Watson",73,70.83,2550,36,"EarlyScoringAverage",2009
103,103,"Dean Wilson",81,70.83,3258,46,"EarlyScoringAverage",2009
106,106,"Fred Couples",54,70.85,1842,26,"EarlyScoringAverage",2009
107,107,"Webb Simpson",94,70.87,3331,47,"EarlyScoringAverage",2009
108,108,"Steve Elkington",70,70.89,2694,38,"EarlyScoringAverage",2009
108,108,"Sergio Garcia",59,70.89,1914,27,"EarlyScoringAverage",2009
108,108,"Casey Wittenberg",71,70.89,2481,35,"EarlyScoringAverage",2009
111,111,"Rich Beem",77,70.9,2907,41,"EarlyScoringAverage",2009
112,112,"Colt Knost",71,70.91,2411,34,"EarlyScoringAverage",2009
113,113,"Brad Adamonis",70,70.92,2766,39,"EarlyScoringAverage",2009
113,113,"Lee Janzen",74,70.92,2624,37,"EarlyScoringAverage",2009
115,115,"Brett Quigley",92,70.93,3192,45,"EarlyScoringAverage",2009
116,116,"Tommy Armour III",58,70.94,2199,31,"EarlyScoringAverage",2009
116,116,"Aaron Baddeley",66,70.94,2554,36,"EarlyScoringAverage",2009
116,116,"Camilo Villegas",76,70.94,2483,35,"EarlyScoringAverage",2009
119,119,"Daniel Chopra",89,70.98,3336,47,"EarlyScoringAverage",2009
119,119,"Nicholas Thompson",96,70.98,3833,54,"EarlyScoringAverage",2009
119,119,"Jay Williamson",69,70.98,2910,41,"EarlyScoringAverage",2009
122,122,"Michael Allen",73,71,2343,33,"EarlyScoringAverage",2009
122,122,"Jason Dufner",90,71,3266,46,"EarlyScoringAverage",2009
122,122,"David Mathis",82,71,3053,43,"EarlyScoringAverage",2009
125,125,"Matt Bettencourt",98,71.02,3551,50,"EarlyScoringAverage",2009
126,126,"Vijay Singh",71,71.03,2486,35,"EarlyScoringAverage",2009
127,127,"Cliff Kresge",78,71.05,2629,37,"EarlyScoringAverage",2009
128,128,"Mark Brooks",55,71.09,2488,35,"EarlyScoringAverage",2009
128,128,"John Mallinger",90,71.09,3768,53,"EarlyScoringAverage",2009
128,128,"Jeff Quinney",78,71.09,3199,45,"EarlyScoringAverage",2009
131,131,"Cameron Beckman",87,71.11,3271,46,"EarlyScoringAverage",2009
132,132,"Ian Poulter",59,71.14,1494,21,"EarlyScoringAverage",2009
133,133,"Jimmy Walker",74,71.15,2846,40,"EarlyScoringAverage",2009
134,134,"Jarrod Lyle",65,71.17,2491,35,"EarlyScoringAverage",2009
135,135,"Ryan Palmer",78,71.18,2847,40,"EarlyScoringAverage",2009
136,136,"Freddie Jacobson",83,71.2,3204,45,"EarlyScoringAverage",2009
137,137,"Glen Day",79,71.21,2706,38,"EarlyScoringAverage",2009
138,138,"Nathan Green",104,71.22,3917,55,"EarlyScoringAverage",2009
139,139,"Ryan Moore",89,71.23,2778,39,"EarlyScoringAverage",2009
140,140,"Steve Lowery",83,71.24,3633,51,"EarlyScoringAverage",2009
140,140,"Tom Pernice Jr",82,71.24,2992,42,"EarlyScoringAverage",2009
142,142,"Ryuji Imada",85,71.26,3278,46,"EarlyScoringAverage",2009
143,143,"Mark Calcavecchia",72,71.27,2922,41,"EarlyScoringAverage",2009
144,144,"Derek Fathauer",63,71.28,2281,32,"EarlyScoringAverage",2009
145,145,"John Merrick",91,71.3,3066,43,"EarlyScoringAverage",2009
145,145,"Kirk Triplett",60,71.3,2353,33,"EarlyScoringAverage",2009
147,147,"Boo Weekley",79,71.31,2567,36,"EarlyScoringAverage",2009
148,148,"Martin Laird",72,71.33,2354,33,"EarlyScoringAverage",2009
148,148,"John Rollins",92,71.33,3210,45,"EarlyScoringAverage",2009
150,150,"Kent Jones",73,71.36,2783,39,"EarlyScoringAverage",2009
151,151,"Steve Flesch",77,71.37,3069,43,"EarlyScoringAverage",2009
152,152,"Brian Vranesh",51,71.41,2071,29,"EarlyScoringAverage",2009
153,153,"Rocco Mediate",79,71.42,3214,45,"EarlyScoringAverage",2009
154,154,"Stuart Appleby",79,71.44,2786,39,"EarlyScoringAverage",2009
155,155,"Andres Romero",58,71.48,2359,33,"EarlyScoringAverage",2009
155,155,"Darron Stiles",52,71.48,1787,25,"EarlyScoringAverage",2009
157,157,"Jason Gore",74,71.55,2862,40,"EarlyScoringAverage",2009
158,158,"Will Ma Kenzie",69,71.56,2433,34,"EarlyScoringAverage",2009
159,159,"Bart Bryant",58,71.57,2147,30,"EarlyScoringAverage",2009
160,160,"Carl Pettersson",86,71.58,3078,43,"EarlyScoringAverage",2009
161,161,"Jeff Overton",92,71.59,3150,44,"EarlyScoringAverage",2009
162,162,"Peter Lonard",86,71.62,3581,50,"EarlyScoringAverage",2009
162,162,"Gary Woodland",53,71.62,2077,29,"EarlyScoringAverage",2009
164,164,"KJ Choi",65,71.67,2150,30,"EarlyScoringAverage",2009
165,165,"Phil Mickelson",66,71.75,2296,32,"EarlyScoringAverage",2009
166,166,"Billy Mayfair",83,71.76,3229,45,"EarlyScoringAverage",2009
167,167,"Ricky Barnes",67,71.77,2512,35,"EarlyScoringAverage",2009
168,168,"Ben Curtis",63,71.79,2369,33,"EarlyScoringAverage",2009
168,168,"Todd Hamilton",83,71.79,3015,42,"EarlyScoringAverage",2009
170,170,"Leif Olson",51,71.85,1868,26,"EarlyScoringAverage",2009
171,171,"Tom Lehman",55,71.97,2231,31,"EarlyScoringAverage",2009
172,172,"Padraig Harrington",66,72.03,2233,31,"EarlyScoringAverage",2009
173,173,"Brad Faxon",59,72.12,2380,33,"EarlyScoringAverage",2009
174,174,"Adam Scott",53,72.19,1877,26,"EarlyScoringAverage",2009
175,175,"David Duval",56,72.3,1952,27,"EarlyScoringAverage",2009
176,176,"Parker McLachlin",71,72.32,2965,41,"EarlyScoringAverage",2009
177,177,"Brian Bateman",55,72.34,2098,29,"EarlyScoringAverage",2009
178,178,"Brendon Todd",53,72.37,1954,27,"EarlyScoringAverage",2009
179,179,"JB Holmes",74,72.42,2752,38,"EarlyScoringAverage",2009
180,180,"Rick Price",54,72.61,2033,28,"EarlyScoringAverage",2009
181,181,"Peter Tomasulo",61,72.62,2106,29,"EarlyScoringAverage",2009
182,182,"Greg Kraft",51,72.76,2110,29,"EarlyScoringAverage",2009
183,183,"Marc Turnesa",77,72.95,2991,41,"EarlyScoringAverage",2009
184,184,"Eric Axley",71,73,2847,39,"EarlyScoringAverage",2009
