"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2007","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2007","AverageGoingforitShotDistanceinYards_PLAYERNAME_2007","AverageGoingforitShotDistanceinYards_EVENTS_2007","AverageGoingforitShotDistanceinYards_AVG_2007","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2007","AverageGoingforitShotDistanceinYards_ATTEMPTS_2007","stat_name","year"
19,19,"Bubba Watson",26,253,1593909,175,"AverageGoingforitShotDistanceinYards",2007
21,21,"Bryce Molder",21,253.2,710989,78,"AverageGoingforitShotDistanceinYards",2007
22,22,"Robert Garrigus",28,253.3,2060561,226,"AverageGoingforitShotDistanceinYards",2007
23,23,"Camilo Villegas",24,253.5,1396297,153,"AverageGoingforitShotDistanceinYards",2007
24,24,"Retief Goosen",14,253.8,603024,66,"AverageGoingforitShotDistanceinYards",2007
25,25,"Mark Brooks",18,253.9,402246,44,"AverageGoingforitShotDistanceinYards",2007
26,26,"Steve Stricker",23,254,740779,81,"AverageGoingforitShotDistanceinYards",2007
27,27,"George McNeill",30,254.1,1509570,165,"AverageGoingforitShotDistanceinYards",2007
27,27,"Brett Wetterich",28,254.1,1509280,165,"AverageGoingforitShotDistanceinYards",2007
29,29,"Daniel Chopra",34,254.3,1730347,189,"AverageGoingforitShotDistanceinYards",2007
30,30,"Geoff Ogilvy",22,254.4,1153791,126,"AverageGoingforitShotDistanceinYards",2007
30,30,"Chris Riley",17,254.4,604453,66,"AverageGoingforitShotDistanceinYards",2007
32,32,"Steve Marino",31,254.5,1859886,203,"AverageGoingforitShotDistanceinYards",2007
33,33,"Tom Byrum",20,254.6,467408,51,"AverageGoingforitShotDistanceinYards",2007
33,33,"Heath Slocum",28,254.6,1145889,125,"AverageGoingforitShotDistanceinYards",2007
35,35,"Ken Duke",31,254.7,1632328,178,"AverageGoingforitShotDistanceinYards",2007
36,36,"David Branshaw",30,254.8,1201556,131,"AverageGoingforitShotDistanceinYards",2007
37,37,"Jonathan Byrd",23,254.9,1256941,137,"AverageGoingforitShotDistanceinYards",2007
37,37,"Jeff Sluman",21,254.9,541482,59,"AverageGoingforitShotDistanceinYards",2007
39,39,"Robert Allenby",28,255.1,1515405,165,"AverageGoingforitShotDistanceinYards",2007
39,39,"JP Hayes",28,255.1,1304187,142,"AverageGoingforitShotDistanceinYards",2007
39,39,"Charles Howell III",26,255.1,1267130,138,"AverageGoingforitShotDistanceinYards",2007
42,42,"Tom Lehman",19,255.2,725787,79,"AverageGoingforitShotDistanceinYards",2007
42,42,"Tag Ridings",18,255.2,992258,108,"AverageGoingforitShotDistanceinYards",2007
44,44,"Stephen Ames",23,255.3,873009,95,"AverageGoingforitShotDistanceinYards",2007
45,45,"Pat Perez",27,255.4,1186257,129,"AverageGoingforitShotDistanceinYards",2007
46,46,"Mathew Goggin",30,255.5,1839941,200,"AverageGoingforitShotDistanceinYards",2007
46,46,"Tripp Isenhour",32,255.5,1122116,122,"AverageGoingforitShotDistanceinYards",2007
48,48,"Craig Barlow",16,255.6,763707,83,"AverageGoingforitShotDistanceinYards",2007
48,48,"Jason Gore",27,255.6,1674589,182,"AverageGoingforitShotDistanceinYards",2007
48,48,"Paul Goydos",19,255.6,450866,49,"AverageGoingforitShotDistanceinYards",2007
48,48,"Scott Verplank",23,255.6,864797,94,"AverageGoingforitShotDistanceinYards",2007
52,52,"Brian Bateman",18,255.7,736559,80,"AverageGoingforitShotDistanceinYards",2007
52,52,"Vijay Singh",27,255.7,1684730,183,"AverageGoingforitShotDistanceinYards",2007
54,54,"Chris Stroud",24,255.8,874665,95,"AverageGoingforitShotDistanceinYards",2007
55,55,"Chad Campbell",28,255.9,1105354,120,"AverageGoingforitShotDistanceinYards",2007
55,55,"Sergio Garcia",19,255.9,1124018,122,"AverageGoingforitShotDistanceinYards",2007
55,55,"Rory Sabbatini",23,255.9,1178996,128,"AverageGoingforitShotDistanceinYards",2007
58,58,"Luke Donald",20,256,654294,71,"AverageGoingforitShotDistanceinYards",2007
58,58,"Jeff Overton",19,256,1225574,133,"AverageGoingforitShotDistanceinYards",2007
60,60,"Harrison Frazar",32,256.1,1493835,162,"AverageGoingforitShotDistanceinYards",2007
60,60,"Rod Pampling",25,256.1,1493374,162,"AverageGoingforitShotDistanceinYards",2007
62,62,"Mark Calcavecchia",28,256.2,1392855,151,"AverageGoingforitShotDistanceinYards",2007
62,62,"Cliff Kresge",30,256.2,1493982,162,"AverageGoingforitShotDistanceinYards",2007
62,62,"Ted Purdy",33,256.2,1623233,176,"AverageGoingforitShotDistanceinYards",2007
65,65,"Richard Johnson",32,256.4,886087,96,"AverageGoingforitShotDistanceinYards",2007
66,66,"Jason Schultz",22,256.6,942168,102,"AverageGoingforitShotDistanceinYards",2007
67,67,"Bo Van Pelt",30,256.7,1755811,190,"AverageGoingforitShotDistanceinYards",2007
68,68,"Andrew Buckle",26,256.9,1183952,128,"AverageGoingforitShotDistanceinYards",2007
69,69,"Steve Lowery",22,257,1286102,139,"AverageGoingforitShotDistanceinYards",2007
69,69,"Darron Stiles",24,257,730841,79,"AverageGoingforitShotDistanceinYards",2007
71,71,"Jerry Kelly",28,257.1,1083024,117,"AverageGoingforitShotDistanceinYards",2007
72,72,"Jose Coceres",17,257.3,565104,61,"AverageGoingforitShotDistanceinYards",2007
73,73,"Greg Owen",29,257.4,1399251,151,"AverageGoingforitShotDistanceinYards",2007
74,74,"Jason Dufner",32,257.5,1566573,169,"AverageGoingforitShotDistanceinYards",2007
74,74,"Lee Janzen",24,257.5,713849,77,"AverageGoingforitShotDistanceinYards",2007
76,76,"Steve Allan",18,257.6,1196253,129,"AverageGoingforitShotDistanceinYards",2007
77,77,"Jim Rutledge",23,257.7,640120,69,"AverageGoingforitShotDistanceinYards",2007
77,77,"Nick Watney",26,257.7,1512266,163,"AverageGoingforitShotDistanceinYards",2007
79,79,"Michael Allen",22,257.8,1048739,113,"AverageGoingforitShotDistanceinYards",2007
79,79,"John Mallinger",29,257.8,1178626,127,"AverageGoingforitShotDistanceinYards",2007
79,79,"Duffy Waldorf",23,257.8,1067234,115,"AverageGoingforitShotDistanceinYards",2007
82,82,"Robert Gamez",30,257.9,1123227,121,"AverageGoingforitShotDistanceinYards",2007
82,82,"Bill Haas",30,257.9,1950080,210,"AverageGoingforitShotDistanceinYards",2007
82,82,"Trevor Immelman",21,257.9,881873,95,"AverageGoingforitShotDistanceinYards",2007
82,82,"Jarrod Lyle",24,257.9,1095370,118,"AverageGoingforitShotDistanceinYards",2007
86,86,"Zach Johnson",23,258,863913,93,"AverageGoingforitShotDistanceinYards",2007
87,87,"Tommy Armour III",24,258.2,892478,96,"AverageGoingforitShotDistanceinYards",2007
87,87,"Carl Pettersson",31,258.2,1775211,191,"AverageGoingforitShotDistanceinYards",2007
89,89,"Ben Curtis",25,258.3,920467,99,"AverageGoingforitShotDistanceinYards",2007
89,89,"JJ Henry",26,258.3,1320209,142,"AverageGoingforitShotDistanceinYards",2007
89,89,"Brett Quigley",25,258.3,1097200,118,"AverageGoingforitShotDistanceinYards",2007
92,92,"Parker McLachlin",28,258.4,1237166,133,"AverageGoingforitShotDistanceinYards",2007
92,92,"Chris Tidland",21,258.4,920845,99,"AverageGoingforitShotDistanceinYards",2007
94,94,"Michael Boyd",21,258.7,596030,64,"AverageGoingforitShotDistanceinYards",2007
94,94,"Kenny Perry",24,258.7,1359814,146,"AverageGoingforitShotDistanceinYards",2007
96,96,"Padraig Harrington",18,258.8,931506,100,"AverageGoingforitShotDistanceinYards",2007
96,96,"Will Ma Kenzie",30,258.8,1695796,182,"AverageGoingforitShotDistanceinYards",2007
98,98,"Briny Baird",31,258.9,1780298,191,"AverageGoingforitShotDistanceinYards",2007
98,98,"Matt Hendrix",24,258.9,1211658,130,"AverageGoingforitShotDistanceinYards",2007
98,98,"Tim Herron",27,258.9,1416878,152,"AverageGoingforitShotDistanceinYards",2007
101,101,"JB Holmes",24,259.1,1818926,195,"AverageGoingforitShotDistanceinYards",2007
101,101,"Ryan Moore",28,259.1,1464517,157,"AverageGoingforitShotDistanceinYards",2007
103,103,"Jason Bohn",17,259.2,961157,103,"AverageGoingforitShotDistanceinYards",2007
103,103,"Daisuke Maruyama",28,259.2,1408753,151,"AverageGoingforitShotDistanceinYards",2007
103,103,"Kevin Sutherland",25,259.2,1362565,146,"AverageGoingforitShotDistanceinYards",2007
106,106,"Woody Austin",27,259.3,1260228,135,"AverageGoingforitShotDistanceinYards",2007
106,106,"Brendon de Jonge",26,259.3,1260158,135,"AverageGoingforitShotDistanceinYards",2007
108,108,"Fred Funk",22,259.4,466907,50,"AverageGoingforitShotDistanceinYards",2007
108,108,"Jim Furyk",23,259.4,905825,97,"AverageGoingforitShotDistanceinYards",2007
108,108,"Freddie Jacobson",20,259.4,999185,107,"AverageGoingforitShotDistanceinYards",2007
108,108,"Peter Lonard",27,259.4,1288521,138,"AverageGoingforitShotDistanceinYards",2007
108,108,"DJ Trahan",30,259.4,1951597,209,"AverageGoingforitShotDistanceinYards",2007
113,113,"Kent Jones",30,259.5,1522678,163,"AverageGoingforitShotDistanceinYards",2007
113,113,"Charlie Wi",27,259.5,1373435,147,"AverageGoingforitShotDistanceinYards",2007
115,115,"Billy Andrade",27,259.6,1345870,144,"AverageGoingforitShotDistanceinYards",2007
115,115,"Adam Scott",19,259.6,1308434,140,"AverageGoingforitShotDistanceinYards",2007
117,117,"John Daly",24,259.7,1252817,134,"AverageGoingforitShotDistanceinYards",2007
118,118,"Jeff Gove",30,259.8,1758208,188,"AverageGoingforitShotDistanceinYards",2007
119,119,"Phil Mickelson",22,259.9,1263298,135,"AverageGoingforitShotDistanceinYards",2007
119,119,"Sean OHair",28,259.9,1815038,194,"AverageGoingforitShotDistanceinYards",2007
119,119,"Bob Tway",32,259.9,1478043,158,"AverageGoingforitShotDistanceinYards",2007
122,122,"Charles Warren",29,260.1,2144278,229,"AverageGoingforitShotDistanceinYards",2007
123,123,"DJ Brigman",22,260.2,861866,92,"AverageGoingforitShotDistanceinYards",2007
123,123,"Lucas Glover",29,260.2,1695238,181,"AverageGoingforitShotDistanceinYards",2007
123,123,"Jay Williamson",14,260.2,815022,87,"AverageGoingforitShotDistanceinYards",2007
123,123,"Dean Wilson",28,260.2,1039641,111,"AverageGoingforitShotDistanceinYards",2007
127,127,"Mathias Gronberg",31,260.3,2033563,217,"AverageGoingforitShotDistanceinYards",2007
127,127,"Jesper Parnevik",27,260.3,1293147,138,"AverageGoingforitShotDistanceinYards",2007
127,127,"Mike Weir",23,260.3,1255808,134,"AverageGoingforitShotDistanceinYards",2007
130,130,"Jose Maria Olazabal",16,260.4,562474,60,"AverageGoingforitShotDistanceinYards",2007
131,131,"Bob Heintz",27,260.5,984862,105,"AverageGoingforitShotDistanceinYards",2007
132,132,"Rich Beem",29,260.6,1454326,155,"AverageGoingforitShotDistanceinYards",2007
132,132,"Bob Estes",28,260.6,956781,102,"AverageGoingforitShotDistanceinYards",2007
134,134,"John Merrick",29,260.7,1501488,160,"AverageGoingforitShotDistanceinYards",2007
135,135,"Eric Axley",36,260.9,1577831,168,"AverageGoingforitShotDistanceinYards",2007
135,135,"Justin Leonard",29,260.9,929804,99,"AverageGoingforitShotDistanceinYards",2007
135,135,"Justin Rose",16,260.9,629280,67,"AverageGoingforitShotDistanceinYards",2007
135,135,"David Toms",22,260.9,882916,94,"AverageGoingforitShotDistanceinYards",2007
139,139,"Rich Barcelo",26,261,1136744,121,"AverageGoingforitShotDistanceinYards",2007
139,139,"Arron Oberholser",21,261,770539,82,"AverageGoingforitShotDistanceinYards",2007
139,139,"Corey Pavin",25,261,657712,70,"AverageGoingforitShotDistanceinYards",2007
142,142,"Todd Hamilton",28,261.1,714244,76,"AverageGoingforitShotDistanceinYards",2007
142,142,"Shigeki Maruyama",31,261.1,949336,101,"AverageGoingforitShotDistanceinYards",2007
144,144,"Nathan Green",29,261.2,1589096,169,"AverageGoingforitShotDistanceinYards",2007
144,144,"Dicky Pride",25,261.2,733313,78,"AverageGoingforitShotDistanceinYards",2007
144,144,"Vaughn Taylor",28,261.2,1194159,127,"AverageGoingforitShotDistanceinYards",2007
147,147,"John Rollins",29,261.3,1589916,169,"AverageGoingforitShotDistanceinYards",2007
148,148,"Tom Johnson",27,261.4,1110488,118,"AverageGoingforitShotDistanceinYards",2007
148,148,"Frank Lickliter II",30,261.4,1487059,158,"AverageGoingforitShotDistanceinYards",2007
148,148,"Joe Ogilvie",31,261.4,1609334,171,"AverageGoingforitShotDistanceinYards",2007
151,151,"Kevin Stadler",31,261.6,1657281,176,"AverageGoingforitShotDistanceinYards",2007
152,152,"Paul Gow",26,261.7,895016,95,"AverageGoingforitShotDistanceinYards",2007
152,152,"Craig Lile",24,261.7,979824,104,"AverageGoingforitShotDistanceinYards",2007
152,152,"Kirk Triplett",25,261.7,866854,92,"AverageGoingforitShotDistanceinYards",2007
155,155,"Tim Clark",19,262.1,547251,58,"AverageGoingforitShotDistanceinYards",2007
155,155,"Chris DiMarco",24,262.1,952987,101,"AverageGoingforitShotDistanceinYards",2007
157,157,"Ryan Armour",32,262.2,1453393,154,"AverageGoingforitShotDistanceinYards",2007
157,157,"KJ Choi",25,262.2,1217716,129,"AverageGoingforitShotDistanceinYards",2007
159,159,"Anders Hansen",17,262.3,528828,56,"AverageGoingforitShotDistanceinYards",2007
159,159,"Kevin Na",27,262.3,1529968,162,"AverageGoingforitShotDistanceinYards",2007
161,161,"Cameron Beckman",29,262.4,1615533,171,"AverageGoingforitShotDistanceinYards",2007
161,161,"Brian Gay",32,262.4,774673,82,"AverageGoingforitShotDistanceinYards",2007
163,163,"Steve Wheatcroft",25,262.5,1275610,135,"AverageGoingforitShotDistanceinYards",2007
164,164,"Shaun Micheel",29,262.7,993066,105,"AverageGoingforitShotDistanceinYards",2007
165,165,"Kyle Reifers",27,262.8,1106847,117,"AverageGoingforitShotDistanceinYards",2007
166,166,"Mark Hensby",25,262.9,1268391,134,"AverageGoingforitShotDistanceinYards",2007
166,166,"Henrik Stenson",15,262.9,738242,78,"AverageGoingforitShotDistanceinYards",2007
168,168,"Bubba Dickerson",19,263.1,899935,95,"AverageGoingforitShotDistanceinYards",2007
168,168,"Tom Pernice Jr",31,263.1,1335443,141,"AverageGoingforitShotDistanceinYards",2007
168,168,"Jeff Quinney",29,263.1,1326032,140,"AverageGoingforitShotDistanceinYards",2007
171,171,"Steve Flesch",31,263.2,1497215,158,"AverageGoingforitShotDistanceinYards",2007
172,172,"Ryuji Imada",32,263.3,1336378,141,"AverageGoingforitShotDistanceinYards",2007
172,172,"Billy Mayfair",30,263.3,1431203,151,"AverageGoingforitShotDistanceinYards",2007
172,172,"Rocco Mediate",22,263.3,805618,85,"AverageGoingforitShotDistanceinYards",2007
175,175,"Glen Day",27,263.4,891457,94,"AverageGoingforitShotDistanceinYards",2007
176,176,"Tim Petrovic",32,263.7,1746503,184,"AverageGoingforitShotDistanceinYards",2007
176,176,"Brandt Snedeker",29,263.7,1120086,118,"AverageGoingforitShotDistanceinYards",2007
176,176,"Johnson Wagner",33,263.7,1774986,187,"AverageGoingforitShotDistanceinYards",2007
179,179,"Steve Elkington",25,263.8,1206106,127,"AverageGoingforitShotDistanceinYards",2007
179,179,"Jeff Maggert",26,263.8,1168296,123,"AverageGoingforitShotDistanceinYards",2007
179,179,"Nick OHern",22,263.8,835602,88,"AverageGoingforitShotDistanceinYards",2007
182,182,"Michael Putnam",29,263.9,1643790,173,"AverageGoingforitShotDistanceinYards",2007
182,182,"Michael Sim",17,263.9,779005,82,"AverageGoingforitShotDistanceinYards",2007
184,184,"Scott Gutschewski",22,264,1311398,138,"AverageGoingforitShotDistanceinYards",2007
185,185,"Chris Couch",30,264.3,1512684,159,"AverageGoingforitShotDistanceinYards",2007
186,186,"Paul Stankowski",18,264.4,894648,94,"AverageGoingforitShotDistanceinYards",2007
187,187,"Craig Bowden",25,264.5,676168,71,"AverageGoingforitShotDistanceinYards",2007
188,188,"Gavin Coles",28,264.6,666791,70,"AverageGoingforitShotDistanceinYards",2007
188,188,"Craig Kanada",34,264.6,1076585,113,"AverageGoingforitShotDistanceinYards",2007
190,190,"Anthony Kim",26,265,1869797,196,"AverageGoingforitShotDistanceinYards",2007
191,191,"Marco Dawson",23,265.6,1147298,120,"AverageGoingforitShotDistanceinYards",2007
192,192,"Stephen Leaney",26,265.7,975650,102,"AverageGoingforitShotDistanceinYards",2007
193,193,"Jaco Van Zyl",21,266.5,834622,87,"AverageGoingforitShotDistanceinYards",2007
194,194,"Alex Cejka",25,266.8,1392894,145,"AverageGoingforitShotDistanceinYards",2007
195,195,"Jeff Brehaut",21,267.1,980696,102,"AverageGoingforitShotDistanceinYards",2007
196,196,"Brian Davis",28,268.6,1469879,152,"AverageGoingforitShotDistanceinYards",2007
