"BirdietoBogeyRatio_RANKTHISWEEK_2014","BirdietoBogeyRatio_RANKLASTWEEK_2014","BirdietoBogeyRatio_PLAYERNAME_2014","BirdietoBogeyRatio_ROUNDS_2014","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2014","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2014","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2014","stat_name","year"
126,126,"Angel Cabrera",69,1.07,258,241,"BirdietoBogeyRatio",2014
126,126,"Justin Leonard",75,1.07,241,226,"BirdietoBogeyRatio",2014
126,126,"Vijay Singh",83,1.07,273,255,"BirdietoBogeyRatio",2014
130,130,"Greg Chalmers",85,1.06,279,264,"BirdietoBogeyRatio",2014
130,130,"Chesson Hadley",84,1.06,311,294,"BirdietoBogeyRatio",2014
130,130,"Sean OHair",77,1.06,248,234,"BirdietoBogeyRatio",2014
130,130,"Rory Sabbatini",82,1.06,284,269,"BirdietoBogeyRatio",2014
134,134,"KJ Choi",80,1.05,274,261,"BirdietoBogeyRatio",2014
134,134,"Andrew Loupe",65,1.05,231,220,"BirdietoBogeyRatio",2014
136,136,"Kevin Streelman",79,1.04,288,277,"BirdietoBogeyRatio",2014
136,136,"Charlie Wi",72,1.04,228,219,"BirdietoBogeyRatio",2014
138,138,"Steven Bowditch",93,1.03,331,322,"BirdietoBogeyRatio",2014
138,138,"Brian Gay",81,1.03,245,237,"BirdietoBogeyRatio",2014
138,138,"Richard Lee",80,1.03,258,250,"BirdietoBogeyRatio",2014
141,141,"John Huh",87,1.02,267,262,"BirdietoBogeyRatio",2014
142,142,"Jim Herman",62,1.01,190,189,"BirdietoBogeyRatio",2014
142,142,"Davis Love III",74,1.01,244,241,"BirdietoBogeyRatio",2014
144,144,"Russell Henley",92,1,331,332,"BirdietoBogeyRatio",2014
144,144,"John Merrick",87,1,278,277,"BirdietoBogeyRatio",2014
144,144,"Geoff Ogilvy",84,1,272,272,"BirdietoBogeyRatio",2014
144,144,"Johnson Wagner",69,1,195,195,"BirdietoBogeyRatio",2014
148,148,"Chad Collins",78,0.99,238,240,"BirdietoBogeyRatio",2014
148,148,"Ben Curtis",77,0.99,241,243,"BirdietoBogeyRatio",2014
148,148,"David Lingmerth",80,0.99,261,264,"BirdietoBogeyRatio",2014
151,151,"Gonzalo Fdez Castano",83,0.98,279,285,"BirdietoBogeyRatio",2014
152,152,"Tommy Gainey",73,0.97,249,256,"BirdietoBogeyRatio",2014
152,152,"Bronson La Cassie",51,0.97,146,151,"BirdietoBogeyRatio",2014
152,152,"John Peterson",62,0.97,189,194,"BirdietoBogeyRatio",2014
155,155,"Louis Oosthuizen",50,0.96,159,165,"BirdietoBogeyRatio",2014
156,156,"James Driscoll",71,0.95,243,255,"BirdietoBogeyRatio",2014
156,156,"James Hahn",82,0.95,261,274,"BirdietoBogeyRatio",2014
158,158,"Briny Baird",50,0.94,160,170,"BirdietoBogeyRatio",2014
158,158,"Jeff Maggert",54,0.94,162,173,"BirdietoBogeyRatio",2014
158,158,"YE Yang",79,0.94,246,261,"BirdietoBogeyRatio",2014
161,161,"Trevor Immelman",84,0.93,251,269,"BirdietoBogeyRatio",2014
162,162,"Scott Stallings",77,0.92,248,269,"BirdietoBogeyRatio",2014
162,162,"Kyle Stanley",87,0.92,278,302,"BirdietoBogeyRatio",2014
162,162,"Boo Weekley",73,0.92,220,239,"BirdietoBogeyRatio",2014
165,165,"Woody Austin",63,0.89,192,216,"BirdietoBogeyRatio",2014
165,165,"Lucas Glover",68,0.89,218,244,"BirdietoBogeyRatio",2014
165,165,"Troy Matteson",62,0.89,191,215,"BirdietoBogeyRatio",2014
168,168,"Roberto Castro",76,0.88,227,258,"BirdietoBogeyRatio",2014
168,168,"Nicholas Thompson",85,0.88,253,287,"BirdietoBogeyRatio",2014
170,170,"John Rollins",84,0.87,237,271,"BirdietoBogeyRatio",2014
171,171,"Mike Weir",69,0.86,195,227,"BirdietoBogeyRatio",2014
172,172,"DA Points",75,0.85,222,262,"BirdietoBogeyRatio",2014
173,173,"Kevin Tway",64,0.84,185,219,"BirdietoBogeyRatio",2014
174,174,"Derek Ernst",80,0.83,237,286,"BirdietoBogeyRatio",2014
175,175,"Mark Wilson",69,0.82,183,223,"BirdietoBogeyRatio",2014
176,176,"DH Lee",54,0.79,137,174,"BirdietoBogeyRatio",2014
176,176,"Jim Renner",61,0.79,193,243,"BirdietoBogeyRatio",2014
