"ProximitytoHole_RANKTHISWEEK_2007","ProximitytoHole_RANKLASTWEEK_2007","ProximitytoHole_PLAYERNAME_2007","ProximitytoHole_ROUNDS_2007","ProximitytoHole_AVG_2007","ProximitytoHole_TOTALDISTANCEFEET_2007","ProximitytoHole_OFATTEMPTS_2007","ProximitytoHole_GIRRANK_2007","stat_name","year"
50,50,"Stephen Leaney",82,NA,46076.833,1327,13,"ProximitytoHole",2007
50,50,"Ryan Palmer",91,NA,51041,1469,127,"ProximitytoHole",2007
50,50,"Pat Perez",84,NA,40426.75,1163,68,"ProximitytoHole",2007
55,55,"Woody Austin",95,NA,52450.5,1505,67,"ProximitytoHole",2007
55,55,"Steve Flesch",100,NA,56101.333,1609,55,"ProximitytoHole",2007
55,55,"Craig Kanada",109,NA,58808.917,1688,108,"ProximitytoHole",2007
55,55,"Billy Mayfair",98,NA,51845.25,1487,18,"ProximitytoHole",2007
55,55,"Greg Owen",81,NA,43595.833,1251,17,"ProximitytoHole",2007
60,60,"Ryan Armour",107,NA,58633.417,1681,41,"ProximitytoHole",2007
60,60,"DJ Brigman",67,NA,33593.75,961,51,"ProximitytoHole",2007
60,60,"Bob Estes",88,NA,49896.083,1428,143,"ProximitytoHole",2007
60,60,"Paul Goydos",60,NA,29418.667,842,192,"ProximitytoHole",2007
60,60,"Arron Oberholser",69,NA,33178,950,163,"ProximitytoHole",2007
60,60,"Brett Wetterich",88,NA,43759.583,1252,43,"ProximitytoHole",2007
66,66,"Hunter Mahan",91,NA,44955.667,1284,29,"ProximitytoHole",2007
67,67,"Stewart Cink",91,NA,45257.667,1289,48,"ProximitytoHole",2007
67,67,"Cliff Kresge",107,NA,62815.583,1792,96,"ProximitytoHole",2007
67,67,"Adam Scott",69,NA,33989.667,969,72,"ProximitytoHole",2007
70,70,"Zach Johnson",76,NA,37838.5,1076,111,"ProximitytoHole",2007
70,70,"Sean OHair",98,NA,52337.333,1487,23,"ProximitytoHole",2007
70,70,"Chris Stroud",66,NA,35198.083,1000,49,"ProximitytoHole",2007
70,70,"Camilo Villegas",82,NA,43340.917,1232,59,"ProximitytoHole",2007
74,74,"Daniel Chopra",106,NA,59931.75,1699,75,"ProximitytoHole",2007
74,74,"Sergio Garcia",68,NA,34833.583,988,105,"ProximitytoHole",2007
74,74,"Trevor Immelman",74,NA,34194.417,970,66,"ProximitytoHole",2007
74,74,"Corey Pavin",81,NA,44960.25,1275,183,"ProximitytoHole",2007
74,74,"Mark Wilson",87,NA,46103.917,1308,91,"ProximitytoHole",2007
79,79,"Davis Love III",66,NA,33556.667,949,124,"ProximitytoHole",2007
79,79,"Bo Van Pelt",104,NA,61379.167,1738,37,"ProximitytoHole",2007
81,81,"Tom Byrum",50,NA,25874.75,731,76,"ProximitytoHole",2007
81,81,"Steve Lowery",74,NA,43568.25,1230,41,"ProximitytoHole",2007
81,81,"George McNeill",95,NA,50922.917,1438,139,"ProximitytoHole",2007
81,81,"Dicky Pride",71,NA,38691.083,1093,135,"ProximitytoHole",2007
81,81,"Chris Riley",59,NA,32450.25,916,165,"ProximitytoHole",2007
81,81,"Michael Sim",52,NA,31737.167,896,106,"ProximitytoHole",2007
81,81,"DJ Trahan",99,NA,57080.25,1612,27,"ProximitytoHole",2007
88,88,"Billy Andrade",88,NA,50022.5,1410,81,"ProximitytoHole",2007
88,88,"Jeff Gove",103,NA,59750,1685,3,"ProximitytoHole",2007
88,88,"Anders Hansen",55,NA,21609.75,609,156,"ProximitytoHole",2007
88,88,"Jeff Maggert",79,NA,49490.25,1394,33,"ProximitytoHole",2007
88,88,"Carl Pettersson",111,NA,58302.833,1644,126,"ProximitytoHole",2007
93,93,"Cameron Beckman",96,NA,54043.5,1520,4,"ProximitytoHole",2007
93,93,"Padraig Harrington",64,NA,29141.5,819,189,"ProximitytoHole",2007
93,93,"Ryan Moore",92,NA,47686.833,1340,60,"ProximitytoHole",2007
96,96,"Brian Davis",101,NA,56134,1575,83,"ProximitytoHole",2007
96,96,"Jarrod Lyle",77,NA,42762.083,1200,100,"ProximitytoHole",2007
96,96,"John Senden",97,NA,53807.75,1507,2,"ProximitytoHole",2007
96,96,"Vijay Singh",102,NA,52224.167,1465,45,"ProximitytoHole",2007
96,96,"Charles Warren",101,NA,59093.917,1657,14,"ProximitytoHole",2007
101,101,"Jeff Brehaut",59,NA,31407.25,879,79,"ProximitytoHole",2007
101,101,"Brendon de Jonge",76,NA,42258.667,1183,113,"ProximitytoHole",2007
101,101,"Frank Lickliter II",95,NA,54343.583,1519,77,"ProximitytoHole",2007
104,104,"Charley Hoffman",97,NA,53211,1484,123,"ProximitytoHole",2007
104,104,"Richard Johnson",93,NA,53950.333,1507,99,"ProximitytoHole",2007
106,106,"Stuart Appleby",74,NA,37347.5,1039,175,"ProximitytoHole",2007
106,106,"Mark Hensby",81,NA,46189.667,1287,140,"ProximitytoHole",2007
106,106,"John Merrick",92,NA,52158.25,1453,9,"ProximitytoHole",2007
106,106,"Ian Poulter",63,NA,25149.833,701,173,"ProximitytoHole",2007
106,106,"Bubba Watson",80,NA,42312.083,1178,68,"ProximitytoHole",2007
111,111,"Glen Day",85,NA,48294,1342,114,"ProximitytoHole",2007
111,111,"Joe Ogilvie",102,NA,56066.917,1556,172,"ProximitytoHole",2007
111,111,"Duffy Waldorf",69,NA,38089.333,1059,26,"ProximitytoHole",2007
114,114,"David Branshaw",83,NA,48453.583,1344,97,"ProximitytoHole",2007
114,114,"Jonathan Byrd",73,NA,40221.083,1114,136,"ProximitytoHole",2007
114,114,"JJ Henry",86,NA,44004.083,1219,30,"ProximitytoHole",2007
114,114,"Kent Jones",97,NA,56698.25,1572,27,"ProximitytoHole",2007
114,114,"Peter Lonard",85,NA,49207.5,1363,100,"ProximitytoHole",2007
114,114,"Charlie Wi",90,NA,53554.833,1483,38,"ProximitytoHole",2007
120,120,"Robert Garrigus",95,NA,55719,1542,25,"ProximitytoHole",2007
120,120,"Doug LaBelle II",104,NA,58830.25,1627,114,"ProximitytoHole",2007
120,120,"Dean Wilson",92,NA,48510.25,1342,142,"ProximitytoHole",2007
123,123,"Anthony Kim",93,NA,51775.333,1429,73,"ProximitytoHole",2007
123,123,"Will Ma Kenzie",100,NA,59057.417,1628,47,"ProximitytoHole",2007
123,123,"Phil Mickelson",73,NA,33600.833,927,84,"ProximitytoHole",2007
123,123,"Nick OHern",72,NA,35802.833,988,190,"ProximitytoHole",2007
123,123,"Tom Pernice Jr",104,NA,54403.75,1500,170,"ProximitytoHole",2007
123,123,"Tag Ridings",52,NA,29162.667,804,157,"ProximitytoHole",2007
123,123,"John Rollins",102,NA,54459.583,1502,131,"ProximitytoHole",2007
130,130,"JP Hayes",89,NA,52200.417,1436,154,"ProximitytoHole",2007
130,130,"Lee Janzen",66,NA,33821.417,931,117,"ProximitytoHole",2007
130,130,"Shigeki Maruyama",84,NA,51940.917,1431,182,"ProximitytoHole",2007
130,130,"Jeff Overton",60,NA,35291.667,971,10,"ProximitytoHole",2007
130,130,"Brett Quigley",79,NA,41094.917,1132,166,"ProximitytoHole",2007
130,130,"Kyle Reifers",71,NA,40933.917,1127,110,"ProximitytoHole",2007
130,130,"Kevin Stadler",95,NA,50683.917,1394,64,"ProximitytoHole",2007
130,130,"Henrik Stenson",52,NA,23383.75,644,180,"ProximitytoHole",2007
138,138,"Steve Marino",106,NA,59384.083,1631,50,"ProximitytoHole",2007
139,139,"Harrison Frazar",88,NA,47723.667,1308,133,"ProximitytoHole",2007
139,139,"Daisuke Maruyama",86,NA,49676.667,1362,88,"ProximitytoHole",2007
139,139,"Rory Sabbatini",81,NA,40994.917,1123,174,"ProximitytoHole",2007
139,139,"Bob Tway",103,NA,57584.833,1578,138,"ProximitytoHole",2007
143,143,"Rich Beem",89,NA,45890,1255,112,"ProximitytoHole",2007
143,143,"Todd Hamilton",76,NA,37998.25,1038,195,"ProximitytoHole",2007
145,145,"Tim Herron",98,NA,53662.167,1465,102,"ProximitytoHole",2007
145,145,"Rod Pampling",92,NA,48589.333,1324,78,"ProximitytoHole",2007
147,147,"Chris DiMarco",79,NA,41363.833,1126,187,"ProximitytoHole",2007
147,147,"Lucas Glover",98,NA,51266.417,1396,44,"ProximitytoHole",2007
147,147,"Tripp Isenhour",86,NA,47958.5,1305,184,"ProximitytoHole",2007
147,147,"Jim Rutledge",59,NA,30240.417,822,119,"ProximitytoHole",2007
147,147,"Nick Watney",87,NA,45885.75,1250,35,"ProximitytoHole",2007
152,152,"Michael Boyd",61,NA,34222.25,929,148,"ProximitytoHole",2007
152,152,"Johnson Wagner",97,NA,56755.917,1542,19,"ProximitytoHole",2007
152,152,"Mike Weir",82,NA,39404.667,1071,151,"ProximitytoHole",2007
155,155,"Steve Elkington",87,NA,48198.25,1307,149,"ProximitytoHole",2007
156,156,"Marco Dawson",73,NA,42990,1161,134,"ProximitytoHole",2007
156,156,"Matt Hendrix",63,NA,36238.583,980,86,"ProximitytoHole",2007
156,156,"Michael Putnam",96,NA,52823.333,1428,24,"ProximitytoHole",2007
159,159,"Jason Dufner",100,NA,57497.167,1551,80,"ProximitytoHole",2007
159,159,"Tom Johnson",74,NA,41870.083,1128,107,"ProximitytoHole",2007
161,161,"Chris Couch",76,NA,48561.75,1306,121,"ProximitytoHole",2007
161,161,"Troy Matteson",87,NA,50546.75,1360,137,"ProximitytoHole",2007
161,161,"Tim Petrovic",106,NA,63139.917,1700,155,"ProximitytoHole",2007
164,164,"Eric Axley",107,NA,62617.583,1681,178,"ProximitytoHole",2007
164,164,"Aaron Baddeley",83,NA,43814.333,1177,188,"ProximitytoHole",2007
164,164,"Nathan Green",103,NA,57928.417,1556,169,"ProximitytoHole",2007
164,164,"Jesper Parnevik",88,NA,50020.917,1342,33,"ProximitytoHole",2007
168,168,"Steve Allan",63,NA,36475.417,977,95,"ProximitytoHole",2007
168,168,"Rich Barcelo",80,NA,46683.333,1251,147,"ProximitytoHole",2007
168,168,"Brian Bateman",55,NA,29367.417,787,177,"ProximitytoHole",2007
168,168,"Bubba Dickerson",51,NA,28417.667,761,193,"ProximitytoHole",2007
168,168,"Retief Goosen",50,NA,22744.25,609,194,"ProximitytoHole",2007
168,168,"Paul Gow",70,NA,37934.833,1015,130,"ProximitytoHole",2007
168,168,"Craig Lile",77,NA,46102.333,1235,150,"ProximitytoHole",2007
175,175,"Andrew Buckle",77,NA,44763.25,1197,162,"ProximitytoHole",2007
176,176,"Mathew Goggin",97,NA,58366,1557,11,"ProximitytoHole",2007
176,176,"Charles Howell III",89,NA,44477.167,1187,140,"ProximitytoHole",2007
178,178,"Jason Gore",86,NA,52722.417,1400,64,"ProximitytoHole",2007
178,178,"Jason Schultz",63,NA,35506.417,943,164,"ProximitytoHole",2007
180,180,"Kevin Na",84,NA,52763.583,1397,167,"ProximitytoHole",2007
181,181,"Mathias Gronberg",95,NA,59448.833,1571,108,"ProximitytoHole",2007
181,181,"Bill Haas",93,NA,55648.917,1470,53,"ProximitytoHole",2007
181,181,"Chris Tidland",59,NA,34501.75,911,131,"ProximitytoHole",2007
184,184,"Jaco Van Zyl",51,NA,29939.417,789,125,"ProximitytoHole",2007
185,185,"Ben Curtis",80,NA,43399.833,1139,185,"ProximitytoHole",2007
186,186,"KJ Choi",87,NA,46712.5,1220,74,"ProximitytoHole",2007
186,186,"JB Holmes",71,NA,43713.417,1143,104,"ProximitytoHole",2007
186,186,"Bryce Molder",56,NA,33544.167,877,191,"ProximitytoHole",2007
189,189,"Scott Gutschewski",67,NA,39846.833,1037,160,"ProximitytoHole",2007
190,190,"Ryuji Imada",104,NA,61456.167,1590,159,"ProximitytoHole",2007
191,191,"John Daly",59,NA,33860.417,873,179,"ProximitytoHole",2007
191,191,"Paul Stankowski",52,NA,29087.417,751,143,"ProximitytoHole",2007
193,193,"Kevin Sutherland",85,NA,47873.333,1233,68,"ProximitytoHole",2007
193,193,"Steve Wheatcroft",73,NA,42294.25,1088,118,"ProximitytoHole",2007
195,195,"Parker McLachlin",83,NA,50899.5,1308,186,"ProximitytoHole",2007
196,196,"Jose Maria Olazabal",52,NA,26159.333,660,196,"ProximitytoHole",2007
