"PGAChampionshipPoints_RANKTHISWEEK_2005","PGAChampionshipPoints_RANKLASTWEEK_2005","PGAChampionshipPoints_PLAYERNAME_2005","PGAChampionshipPoints_EVENTS_2005","PGAChampionshipPoints_POINTS_2005","stat_name","year"
30,30,"Robert Gamez",8,749892,"PGAChampionshipPoints",2005
31,31,"Tim Clark",9,746425,"PGAChampionshipPoints",2005
32,32,"Sergio Garcia",6,721717,"PGAChampionshipPoints",2005
33,33,"Ryan Palmer",10,721103,"PGAChampionshipPoints",2005
34,34,"Stuart Appleby",10,702674,"PGAChampionshipPoints",2005
35,35,"Harrison Frazar",9,680152,"PGAChampionshipPoints",2005
36,36,"Ryan Moore",8,665270,"PGAChampionshipPoints",2005
37,37,"Steve Elkington",6,647500,"PGAChampionshipPoints",2005
38,38,"Ted Purdy",9,642345,"PGAChampionshipPoints",2005
39,39,"Scott Verplank",7,639517,"PGAChampionshipPoints",2005
40,40,"Bo Van Pelt",10,631916,"PGAChampionshipPoints",2005
41,41,"David Toms",7,607350,"PGAChampionshipPoints",2005
42,42,"Jerry Kelly",11,601297,"PGAChampionshipPoints",2005
43,43,"Carlos Franco",7,593480,"PGAChampionshipPoints",2005
44,44,"Tag Ridings",12,585024,"PGAChampionshipPoints",2005
45,45,"Kenny Perry",5,580950,"PGAChampionshipPoints",2005
46,46,"Thomas Bjorn",3,572000,"PGAChampionshipPoints",2005
47,47,"Steve Lowery",10,569331,"PGAChampionshipPoints",2005
48,48,"Joey Sindelar",8,546745,"PGAChampionshipPoints",2005
49,49,"Geoff Ogilvy",7,521848,"PGAChampionshipPoints",2005
50,50,"Sean OHair",9,517750,"PGAChampionshipPoints",2005
51,51,"Tjaart van der Walt",10,514560,"PGAChampionshipPoints",2005
52,52,"Woody Austin",9,512353,"PGAChampionshipPoints",2005
53,53,"Rod Pampling",9,507358,"PGAChampionshipPoints",2005
54,54,"Stewart Cink",8,495545,"PGAChampionshipPoints",2005
55,55,"Luke Donald",5,493117,"PGAChampionshipPoints",2005
56,56,"Mark Wilson",11,488446,"PGAChampionshipPoints",2005
57,57,"John Huston",12,462564,"PGAChampionshipPoints",2005
58,58,"Hidemichi Tanaka",12,445432,"PGAChampionshipPoints",2005
59,59,"Jesper Parnevik",8,420810,"PGAChampionshipPoints",2005
60,60,"Justin Leonard",8,419415,"PGAChampionshipPoints",2005
61,61,"Joey Snyder III",10,409843,"PGAChampionshipPoints",2005
62,62,"Stephen Ames",7,395361,"PGAChampionshipPoints",2005
63,63,"Billy Mayfair",10,387465,"PGAChampionshipPoints",2005
64,64,"Adam Scott",6,378313,"PGAChampionshipPoints",2005
65,65,"JJ Henry",10,370957,"PGAChampionshipPoints",2005
66,66,"Jonathan Byrd",10,351077,"PGAChampionshipPoints",2005
67,67,"Daniel Chopra",10,349039,"PGAChampionshipPoints",2005
68,68,"Jonathan Kaye",7,348476,"PGAChampionshipPoints",2005
69,69,"Darron Stiles",11,346597,"PGAChampionshipPoints",2005
70,70,"Fred Couples",8,345133,"PGAChampionshipPoints",2005
71,71,"Pat Perez",8,337358,"PGAChampionshipPoints",2005
72,72,"Tim Petrovic",12,336749,"PGAChampionshipPoints",2005
73,73,"Dean Wilson",10,333843,"PGAChampionshipPoints",2005
74,74,"Kent Jones",12,333668,"PGAChampionshipPoints",2005
75,75,"Cameron Beckman",11,330170,"PGAChampionshipPoints",2005
76,76,"Steve Flesch",9,329530,"PGAChampionshipPoints",2005
77,77,"Zach Johnson",8,328922,"PGAChampionshipPoints",2005
78,78,"Padraig Harrington",5,327325,"PGAChampionshipPoints",2005
79,79,"Scott Gutschewski",11,327278,"PGAChampionshipPoints",2005
80,80,"Craig Barlow",9,324325,"PGAChampionshipPoints",2005
81,81,"Bob Heintz",10,322796,"PGAChampionshipPoints",2005
82,82,"Dudley Hart",9,314236,"PGAChampionshipPoints",2005
83,83,"Marco Dawson",9,306769,"PGAChampionshipPoints",2005
84,84,"Charles Warren",10,298840,"PGAChampionshipPoints",2005
85,85,"Fred Funk",8,293893,"PGAChampionshipPoints",2005
86,86,"Hank Kuehne",7,287726,"PGAChampionshipPoints",2005
87,87,"Todd Fischer",12,286431,"PGAChampionshipPoints",2005
88,88,"Loren Roberts",4,282000,"PGAChampionshipPoints",2005
89,89,"Rocco Mediate",9,277978,"PGAChampionshipPoints",2005
90,90,"Nick Watney",10,277070,"PGAChampionshipPoints",2005
91,91,"Rich Beem",8,261514,"PGAChampionshipPoints",2005
92,92,"Trevor Immelman",6,261320,"PGAChampionshipPoints",2005
93,93,"Joe Ogilvie",10,257412,"PGAChampionshipPoints",2005
94,94,"Briny Baird",12,257189,"PGAChampionshipPoints",2005
95,95,"JL Lewis",8,243680,"PGAChampionshipPoints",2005
96,96,"Tom Lehman",7,235048,"PGAChampionshipPoints",2005
97,97,"Ben Curtis",8,232245,"PGAChampionshipPoints",2005
98,98,"Michael Putnam",4,229733,"PGAChampionshipPoints",2005
99,99,"Steve Allan",11,219292,"PGAChampionshipPoints",2005
100,100,"Mike Weir",6,216996,"PGAChampionshipPoints",2005
101,101,"John Rollins",10,216898,"PGAChampionshipPoints",2005
102,102,"Jeff Maggert",9,207686,"PGAChampionshipPoints",2005
103,103,"Robert Allenby",10,203895,"PGAChampionshipPoints",2005
104,104,"Tommy Armour III",10,203105,"PGAChampionshipPoints",2005
105,105,"Lee Westwood",5,202349,"PGAChampionshipPoints",2005
106,106,"Michael Campbell",3,201500,"PGAChampionshipPoints",2005
107,107,"Will Ma Kenzie",11,201277,"PGAChampionshipPoints",2005
108,108,"Jose Maria Olazabal",4,200671,"PGAChampionshipPoints",2005
109,109,"DJ Trahan",10,200423,"PGAChampionshipPoints",2005
110,110,"Aaron Baddeley",9,200023,"PGAChampionshipPoints",2005
111,111,"Peter Lonard",8,198818,"PGAChampionshipPoints",2005
112,112,"Brett Wetterich",10,195695,"PGAChampionshipPoints",2005
113,113,"Rory Sabbatini",8,181515,"PGAChampionshipPoints",2005
114,114,"Bob Estes",7,177831,"PGAChampionshipPoints",2005
115,115,"Patrick Sheehan",12,175255,"PGAChampionshipPoints",2005
116,116,"John Senden",8,175190,"PGAChampionshipPoints",2005
117,117,"Scott McCarron",8,174871,"PGAChampionshipPoints",2005
118,118,"Corey Pavin",5,174490,"PGAChampionshipPoints",2005
119,119,"Chris Smith",10,173363,"PGAChampionshipPoints",2005
120,120,"Frank Lickliter II",11,171530,"PGAChampionshipPoints",2005
121,121,"Glen Day",9,169691,"PGAChampionshipPoints",2005
122,122,"Paul Gow",11,166416,"PGAChampionshipPoints",2005
123,123,"Bob Tway",8,164591,"PGAChampionshipPoints",2005
124,124,"Phillip Price",9,162363,"PGAChampionshipPoints",2005
125,125,"Arjun Atwal",5,160888,"PGAChampionshipPoints",2005
126,126,"Duffy Waldorf",11,154362,"PGAChampionshipPoints",2005
127,127,"Mathias Gronberg",8,153158,"PGAChampionshipPoints",2005
128,128,"Matt Kuchar",7,152996,"PGAChampionshipPoints",2005
129,129,"Charlie Wi",9,150369,"PGAChampionshipPoints",2005
130,130,"Billy Andrade",8,149500,"PGAChampionshipPoints",2005
131,131,"Ian Poulter",4,148371,"PGAChampionshipPoints",2005
132,132,"DA Points",11,145322,"PGAChampionshipPoints",2005
133,133,"Shaun Micheel",9,144419,"PGAChampionshipPoints",2005
134,134,"Brian Davis",8,142656,"PGAChampionshipPoints",2005
135,135,"JP Hayes",8,142324,"PGAChampionshipPoints",2005
136,136,"Brian Bateman",11,140193,"PGAChampionshipPoints",2005
137,137,"Kevin Sutherland",9,137950,"PGAChampionshipPoints",2005
138,138,"Greg Owen",9,130585,"PGAChampionshipPoints",2005
139,139,"Jay Delsing",5,128620,"PGAChampionshipPoints",2005
140,140,"Bernhard Langer",2,126671,"PGAChampionshipPoints",2005
141,141,"Stephen Leaney",9,126607,"PGAChampionshipPoints",2005
142,142,"Freddie Jacobson",4,124917,"PGAChampionshipPoints",2005
143,143,"Hunter Haas",10,120910,"PGAChampionshipPoints",2005
144,144,"DJ Brigman",10,120811,"PGAChampionshipPoints",2005
145,145,"Alex Cejka",11,117555,"PGAChampionshipPoints",2005
146,146,"Kevin Na",10,116807,"PGAChampionshipPoints",2005
147,147,"Brian Gay",11,116323,"PGAChampionshipPoints",2005
148,148,"Dan Forsman",7,110761,"PGAChampionshipPoints",2005
149,149,"Jeff Sluman",8,109319,"PGAChampionshipPoints",2005
150,150,"Paul Claxton",10,107530,"PGAChampionshipPoints",2005
151,151,"John Cook",8,105144,"PGAChampionshipPoints",2005
152,152,"Brenden Pappas",6,103636,"PGAChampionshipPoints",2005
153,153,"Spike McRoy",2,103499,"PGAChampionshipPoints",2005
154,154,"Doug Barron",7,102652,"PGAChampionshipPoints",2005
155,155,"Gavin Coles",9,98214,"PGAChampionshipPoints",2005
156,156,"Joe Durant",8,97213,"PGAChampionshipPoints",2005
157,157,"Tom Gillis",10,96425,"PGAChampionshipPoints",2005
158,158,"Mario Tiziani",8,96346,"PGAChampionshipPoints",2005
159,159,"Michael Allen",11,95700,"PGAChampionshipPoints",2005
160,160,"Mark Hensby",4,95623,"PGAChampionshipPoints",2005
161,161,"Neal Lancaster",11,93467,"PGAChampionshipPoints",2005
162,162,"Robert Damron",8,90380,"PGAChampionshipPoints",2005
163,163,"Paul Casey",2,90343,"PGAChampionshipPoints",2005
164,164,"Franklin Langham",10,87434,"PGAChampionshipPoints",2005
165,165,"Tom Byrum",9,86355,"PGAChampionshipPoints",2005
166,166,"Darren Clarke",3,85699,"PGAChampionshipPoints",2005
167,167,"Brent Geiberger",10,81199,"PGAChampionshipPoints",2005
168,168,"Jay Haas",3,77000,"PGAChampionshipPoints",2005
169,169,"Hunter Mahan",12,73332,"PGAChampionshipPoints",2005
170,170,"Omar Uresti",9,71118,"PGAChampionshipPoints",2005
171,171,"Chris Riley",9,68384,"PGAChampionshipPoints",2005
172,172,"Spencer Levin",2,67882,"PGAChampionshipPoints",2005
173,173,"Chris Anderson",11,67210,"PGAChampionshipPoints",2005
174,174,"Kevin Stadler",10,66756,"PGAChampionshipPoints",2005
175,175,"David Peoples",5,66650,"PGAChampionshipPoints",2005
176,176,"Lee Janzen",11,63478,"PGAChampionshipPoints",2005
177,177,"Jeff Hart",9,63323,"PGAChampionshipPoints",2005
178,178,"Craig Bowden",5,59790,"PGAChampionshipPoints",2005
179,179,"Paul Azinger",8,59730,"PGAChampionshipPoints",2005
180,180,"Shingo Katayama",1,56400,"PGAChampionshipPoints",2005
180,180,"Paul McGinley",3,56400,"PGAChampionshipPoints",2005
182,182,"Bill Glasson",7,56225,"PGAChampionshipPoints",2005
183,183,"Michael Harris",1,56000,"PGAChampionshipPoints",2005
184,184,"Thomas Levet",6,54700,"PGAChampionshipPoints",2005
185,185,"Brendan Jones",10,53170,"PGAChampionshipPoints",2005
186,186,"David Hearn",10,52000,"PGAChampionshipPoints",2005
187,187,"Larry Mize",6,51700,"PGAChampionshipPoints",2005
188,188,"Jim Carter",9,48850,"PGAChampionshipPoints",2005
189,189,"Michael Long",11,48469,"PGAChampionshipPoints",2005
190,190,"Jose Coceres",9,44162,"PGAChampionshipPoints",2005
191,191,"Justin Bolli",7,43340,"PGAChampionshipPoints",2005
192,192,"Scott Dunlap",1,42625,"PGAChampionshipPoints",2005
192,192,"Peter Tomasulo",1,42625,"PGAChampionshipPoints",2005
194,194,"Arron Oberholser",2,41500,"PGAChampionshipPoints",2005
195,195,"Craig Parry",2,36500,"PGAChampionshipPoints",2005
196,196,"Euan Walters",6,35750,"PGAChampionshipPoints",2005
197,197,"Mark OMeara",7,33931,"PGAChampionshipPoints",2005
198,198,"Brett Quigley",9,33133,"PGAChampionshipPoints",2005
199,199,"Todd Hamilton",10,32309,"PGAChampionshipPoints",2005
200,200,"Steve Stricker",5,31500,"PGAChampionshipPoints",2005
201,201,"Andrew Magee",10,30888,"PGAChampionshipPoints",2005
202,202,"Len Mattiace",12,30150,"PGAChampionshipPoints",2005
203,203,"Matt Gogel",10,30104,"PGAChampionshipPoints",2005
204,204,"Marcel Siem",1,29150,"PGAChampionshipPoints",2005
205,205,"Dennis Paulson",9,28688,"PGAChampionshipPoints",2005
206,206,"Ryuji Imada",9,28503,"PGAChampionshipPoints",2005
207,207,"Notah Begay III",6,28245,"PGAChampionshipPoints",2005
208,208,"Scott Hend",11,27578,"PGAChampionshipPoints",2005
209,209,"Roland Thatcher",11,26701,"PGAChampionshipPoints",2005
210,210,"Brad Lardon",3,25332,"PGAChampionshipPoints",2005
211,211,"Danny Ellis",3,25021,"PGAChampionshipPoints",2005
212,212,"Nick Price",3,24689,"PGAChampionshipPoints",2005
213,213,"James Driscoll",6,24169,"PGAChampionshipPoints",2005
214,214,"YE Yang",2,22856,"PGAChampionshipPoints",2005
215,215,"Miguel Angel Jimenez",3,22300,"PGAChampionshipPoints",2005
215,215,"Steve Schneiter",1,22300,"PGAChampionshipPoints",2005
217,217,"Bradley Hughes",7,21832,"PGAChampionshipPoints",2005
218,218,"John Morgan",5,21030,"PGAChampionshipPoints",2005
219,219,"Paul Goydos",3,20594,"PGAChampionshipPoints",2005
220,220,"Donnie Hammond",1,20150,"PGAChampionshipPoints",2005
221,221,"Per Ulrik Johansson",2,19550,"PGAChampionshipPoints",2005
222,222,"Brian Watts",2,18520,"PGAChampionshipPoints",2005
223,223,"Hal Sutton",2,18320,"PGAChampionshipPoints",2005
224,224,"Kirk Triplett",2,18188,"PGAChampionshipPoints",2005
225,225,"James McLean",2,18000,"PGAChampionshipPoints",2005
226,226,"Mark Brooks",9,16459,"PGAChampionshipPoints",2005
227,227,"Bob Burns",7,15636,"PGAChampionshipPoints",2005
228,228,"Henrik Stenson",3,15371,"PGAChampionshipPoints",2005
229,229,"Glen Hnatiuk",4,15050,"PGAChampionshipPoints",2005
230,230,"Steve Marino",1,14542,"PGAChampionshipPoints",2005
231,231,"Peter Hanson",1,13343,"PGAChampionshipPoints",2005
231,231,"Steve Webster",1,13343,"PGAChampionshipPoints",2005
233,233,"Ron Philo Jr",1,12750,"PGAChampionshipPoints",2005
234,234,"Craig Stadler",1,12720,"PGAChampionshipPoints",2005
235,235,"Jason Allred",10,12360,"PGAChampionshipPoints",2005
236,236,"Mike Small",1,11900,"PGAChampionshipPoints",2005
237,237,"Darrell Kestner",1,11700,"PGAChampionshipPoints",2005
238,238,"Steve Collins",1,11250,"PGAChampionshipPoints",2005
239,239,"Wil Collins",1,11200,"PGAChampionshipPoints",2005
240,240,"Nick Dougherty",4,9800,"PGAChampionshipPoints",2005
240,240,"Steve Jones",3,9800,"PGAChampionshipPoints",2005
242,242,"Bob Sowards",4,9152,"PGAChampionshipPoints",2005
243,243,"Rob Rashell",7,9070,"PGAChampionshipPoints",2005
244,244,"Mike Standly",1,8904,"PGAChampionshipPoints",2005
245,245,"Skip Kendall",11,8756,"PGAChampionshipPoints",2005
246,246,"Scott Piercy",1,8640,"PGAChampionshipPoints",2005
247,247,"Steven Bowditch",1,8299,"PGAChampionshipPoints",2005
248,248,"Matt Davidson",7,7630,"PGAChampionshipPoints",2005
248,248,"David Duval",8,7630,"PGAChampionshipPoints",2005
248,248,"Richard Johnson",6,7630,"PGAChampionshipPoints",2005
251,251,"Guy Boros",1,7485,"PGAChampionshipPoints",2005
252,252,"John Elliott",8,7315,"PGAChampionshipPoints",2005
252,252,"Akio Sadakata",1,7315,"PGAChampionshipPoints",2005
254,254,"Brian Henninger",1,7236,"PGAChampionshipPoints",2005
255,255,"Gary Hallberg",1,7160,"PGAChampionshipPoints",2005
256,256,"Tripp Isenhour",3,7000,"PGAChampionshipPoints",2005
256,256,"David Lundstrom",1,7000,"PGAChampionshipPoints",2005
258,258,"Rich Barcelo",1,6945,"PGAChampionshipPoints",2005
258,258,"Garrett Willis",1,6945,"PGAChampionshipPoints",2005
260,260,"Danny Briggs",9,6750,"PGAChampionshipPoints",2005
261,261,"Casey Wittenberg",1,6570,"PGAChampionshipPoints",2005
262,262,"Blaine McCallister",2,6270,"PGAChampionshipPoints",2005
263,263,"Hideto Tanihara",5,5880,"PGAChampionshipPoints",2005
