"Back9ScoringAverage_RANKTHISWEEK_2007","Back9ScoringAverage_RANKLASTWEEK_2007","Back9ScoringAverage_PLAYERNAME_2007","Back9ScoringAverage_ROUNDS_2007","Back9ScoringAverage_AVG_2007","Back9ScoringAverage_TOTALSTROKES_2007","Back9ScoringAverage_TOTALHOLES_2007","stat_name","year"
98,98,"Craig Bowden",78,35.6,2777,78,"Back9ScoringAverage",2007
98,98,"Joey Sindelar",75,35.6,2670,75,"Back9ScoringAverage",2007
98,98,"Charlie Wi",90,35.6,3204,90,"Back9ScoringAverage",2007
101,101,"Shigeki Maruyama",84,35.61,2991,84,"Back9ScoringAverage",2007
102,102,"Lucas Glover",98,35.62,3455,97,"Back9ScoringAverage",2007
103,103,"Stephen Ames",81,35.63,2708,76,"Back9ScoringAverage",2007
103,103,"Jeff Gove",103,35.63,3670,103,"Back9ScoringAverage",2007
103,103,"Tim Herron",98,35.63,3492,98,"Back9ScoringAverage",2007
106,106,"Michael Sim",52,35.65,1854,52,"Back9ScoringAverage",2007
107,107,"Fred Funk",65,35.66,2318,65,"Back9ScoringAverage",2007
107,107,"Kevin Sutherland",85,35.66,3031,85,"Back9ScoringAverage",2007
109,109,"Ken Duke",112,35.67,3995,112,"Back9ScoringAverage",2007
109,109,"Duffy Waldorf",69,35.67,2461,69,"Back9ScoringAverage",2007
111,111,"Craig Lile",77,35.68,2747,77,"Back9ScoringAverage",2007
111,111,"Shaun Micheel",91,35.68,3140,88,"Back9ScoringAverage",2007
111,111,"Dicky Pride",71,35.68,2533,71,"Back9ScoringAverage",2007
111,111,"Chris Stroud",66,35.68,2355,66,"Back9ScoringAverage",2007
115,115,"Aaron Baddeley",83,35.69,2855,80,"Back9ScoringAverage",2007
115,115,"Rich Barcelo",80,35.69,2855,80,"Back9ScoringAverage",2007
115,115,"Tag Ridings",52,35.69,1856,52,"Back9ScoringAverage",2007
115,115,"Johnson Wagner",97,35.69,3462,97,"Back9ScoringAverage",2007
119,119,"Charles Howell III",89,35.7,3070,86,"Back9ScoringAverage",2007
119,119,"Jeff Maggert",79,35.7,2820,79,"Back9ScoringAverage",2007
121,121,"Rich Beem",89,35.71,3178,89,"Back9ScoringAverage",2007
121,121,"George McNeill",95,35.71,3392,95,"Back9ScoringAverage",2007
123,123,"Luke Donald",69,35.72,2393,67,"Back9ScoringAverage",2007
124,124,"Jose Coceres",50,35.74,1787,50,"Back9ScoringAverage",2007
124,124,"John Merrick",92,35.74,3288,92,"Back9ScoringAverage",2007
124,124,"Corey Pavin",81,35.74,2895,81,"Back9ScoringAverage",2007
127,127,"Jeff Brehaut",59,35.75,2109,59,"Back9ScoringAverage",2007
127,127,"Robert Garrigus",95,35.75,3396,95,"Back9ScoringAverage",2007
127,127,"Jarrod Lyle",77,35.75,2753,77,"Back9ScoringAverage",2007
130,130,"Harrison Frazar",88,35.76,3147,88,"Back9ScoringAverage",2007
130,130,"Chris Tidland",59,35.76,2110,59,"Back9ScoringAverage",2007
132,132,"John Mallinger",96,35.77,3434,96,"Back9ScoringAverage",2007
133,133,"Robert Allenby",90,35.78,3184,89,"Back9ScoringAverage",2007
134,134,"Jason Schultz",63,35.79,2255,63,"Back9ScoringAverage",2007
135,135,"Tom Pernice Jr",104,35.8,3723,104,"Back9ScoringAverage",2007
136,136,"Jason Bohn",57,35.81,2041,57,"Back9ScoringAverage",2007
136,136,"Ted Purdy",102,35.81,3653,102,"Back9ScoringAverage",2007
136,136,"Vaughn Taylor",91,35.81,3259,91,"Back9ScoringAverage",2007
139,139,"Steve Lowery",74,35.82,2651,74,"Back9ScoringAverage",2007
139,139,"Troy Matteson",87,35.82,3116,87,"Back9ScoringAverage",2007
141,141,"Brendon de Jonge",76,35.83,2723,76,"Back9ScoringAverage",2007
141,141,"Lee Janzen",66,35.83,2365,66,"Back9ScoringAverage",2007
141,141,"Rod Pampling",92,35.83,3225,90,"Back9ScoringAverage",2007
144,144,"Chris Couch",76,35.84,2724,76,"Back9ScoringAverage",2007
144,144,"JJ Henry",86,35.84,3046,85,"Back9ScoringAverage",2007
144,144,"Trevor Immelman",74,35.84,2437,68,"Back9ScoringAverage",2007
144,144,"Brett Wetterich",88,35.84,3118,87,"Back9ScoringAverage",2007
148,148,"Charley Hoffman",97,35.86,3478,97,"Back9ScoringAverage",2007
149,149,"Scott Gutschewski",67,35.88,2404,67,"Back9ScoringAverage",2007
150,150,"Richard Johnson",93,35.89,3338,93,"Back9ScoringAverage",2007
151,151,"Rocco Mediate",72,35.9,2585,72,"Back9ScoringAverage",2007
151,151,"DJ Trahan",99,35.9,3554,99,"Back9ScoringAverage",2007
153,153,"David Branshaw",83,35.92,2981,83,"Back9ScoringAverage",2007
153,153,"Robert Gamez",88,35.92,3161,88,"Back9ScoringAverage",2007
155,155,"Ryan Palmer",91,35.93,3270,91,"Back9ScoringAverage",2007
156,156,"Paul Gow",70,35.94,2516,70,"Back9ScoringAverage",2007
156,156,"Greg Owen",81,35.94,2911,81,"Back9ScoringAverage",2007
156,156,"Brett Quigley",79,35.94,2803,78,"Back9ScoringAverage",2007
159,159,"Darron Stiles",65,35.97,2338,65,"Back9ScoringAverage",2007
159,159,"Steve Wheatcroft",73,35.97,2626,73,"Back9ScoringAverage",2007
161,161,"Mark Brooks",53,35.98,1907,53,"Back9ScoringAverage",2007
161,161,"Parker McLachlin",83,35.98,2986,83,"Back9ScoringAverage",2007
163,163,"Mark Hensby",81,35.99,2915,81,"Back9ScoringAverage",2007
163,163,"Kirk Triplett",77,35.99,2771,77,"Back9ScoringAverage",2007
165,165,"Matt Hendrix",63,36,2268,63,"Back9ScoringAverage",2007
166,166,"Eric Axley",107,36.01,3853,107,"Back9ScoringAverage",2007
167,167,"John Daly",59,36.02,2125,59,"Back9ScoringAverage",2007
167,167,"Joe Durant",88,36.02,3134,87,"Back9ScoringAverage",2007
167,167,"Anders Hansen",55,36.02,1981,55,"Back9ScoringAverage",2007
170,170,"Tom Johnson",74,36.03,2666,74,"Back9ScoringAverage",2007
170,170,"Daisuke Maruyama",86,36.03,3099,86,"Back9ScoringAverage",2007
172,172,"Geoff Ogilvy",84,36.04,2811,78,"Back9ScoringAverage",2007
173,173,"Paul Stankowski",52,36.06,1875,52,"Back9ScoringAverage",2007
174,174,"Stuart Appleby",74,36.08,2634,73,"Back9ScoringAverage",2007
175,175,"Billy Andrade",88,36.09,3176,88,"Back9ScoringAverage",2007
176,176,"Paul Goydos",60,36.14,2132,59,"Back9ScoringAverage",2007
177,177,"Bryce Molder",56,36.18,2026,56,"Back9ScoringAverage",2007
178,178,"Kevin Stadler",95,36.21,3440,95,"Back9ScoringAverage",2007
179,179,"Bubba Dickerson",51,36.22,1847,51,"Back9ScoringAverage",2007
180,180,"Andrew Buckle",77,36.23,2790,77,"Back9ScoringAverage",2007
181,181,"Brian Bateman",55,36.24,1993,55,"Back9ScoringAverage",2007
182,182,"Ben Curtis",80,36.25,2900,80,"Back9ScoringAverage",2007
182,182,"Retief Goosen",50,36.25,1740,48,"Back9ScoringAverage",2007
182,182,"Kyle Reifers",71,36.25,2574,71,"Back9ScoringAverage",2007
185,185,"Tom Byrum",50,36.26,1813,50,"Back9ScoringAverage",2007
185,185,"Chad Campbell",96,36.26,3263,90,"Back9ScoringAverage",2007
187,187,"Tripp Isenhour",86,36.27,3119,86,"Back9ScoringAverage",2007
188,188,"Davis Love III",66,36.28,2358,65,"Back9ScoringAverage",2007
188,188,"Jeff Sluman",60,36.28,2177,60,"Back9ScoringAverage",2007
190,190,"Nick OHern",72,36.29,2468,68,"Back9ScoringAverage",2007
191,191,"Chris DiMarco",79,36.32,2797,77,"Back9ScoringAverage",2007
191,191,"Jose Maria Olazabal",52,36.32,1816,50,"Back9ScoringAverage",2007
193,193,"Jaco Van Zyl",51,36.33,1853,51,"Back9ScoringAverage",2007
194,194,"Henrik Stenson",52,36.37,1673,46,"Back9ScoringAverage",2007
195,195,"Jim Rutledge",59,36.41,2148,59,"Back9ScoringAverage",2007
196,196,"Todd Hamilton",76,37.21,2828,76,"Back9ScoringAverage",2007
