"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2010","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2010","AverageGoingforitShotDistanceinYards_PLAYERNAME_2010","AverageGoingforitShotDistanceinYards_EVENTS_2010","AverageGoingforitShotDistanceinYards_AVG_2010","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2010","AverageGoingforitShotDistanceinYards_ATTEMPTS_2010","stat_name","year"
50,50,"Sean OHair",25,253.9,1197283,131,"AverageGoingforitShotDistanceinYards",2010
51,51,"Kevin Streelman",28,254,1445035,158,"AverageGoingforitShotDistanceinYards",2010
52,52,"Rickie Fowler",28,254.2,1317763,144,"AverageGoingforitShotDistanceinYards",2010
52,52,"Robert Garrigus",22,254.2,1363529,149,"AverageGoingforitShotDistanceinYards",2010
52,52,"Justin Leonard",27,254.2,668057,73,"AverageGoingforitShotDistanceinYards",2010
55,55,"Matt Every",18,254.3,924545,101,"AverageGoingforitShotDistanceinYards",2010
55,55,"Brenden Pappas",24,254.3,851333,93,"AverageGoingforitShotDistanceinYards",2010
57,57,"Nick Watney",24,254.4,1483763,162,"AverageGoingforitShotDistanceinYards",2010
58,58,"Briny Baird",28,254.7,1035950,113,"AverageGoingforitShotDistanceinYards",2010
58,58,"Paul Casey",17,254.7,733555,80,"AverageGoingforitShotDistanceinYards",2010
58,58,"Phil Mickelson",20,254.7,1338806,146,"AverageGoingforitShotDistanceinYards",2010
58,58,"Bryce Molder",26,254.7,724426,79,"AverageGoingforitShotDistanceinYards",2010
62,62,"Ryan Moore",24,254.8,1183102,129,"AverageGoingforitShotDistanceinYards",2010
63,63,"Ernie Els",20,254.9,981958,107,"AverageGoingforitShotDistanceinYards",2010
63,63,"Martin Laird",26,254.9,1734200,189,"AverageGoingforitShotDistanceinYards",2010
65,65,"Jason Day",24,255,1312711,143,"AverageGoingforitShotDistanceinYards",2010
66,66,"Mathias Gronberg",22,255.1,927511,101,"AverageGoingforitShotDistanceinYards",2010
67,67,"Jimmy Walker",27,255.2,1203398,131,"AverageGoingforitShotDistanceinYards",2010
68,68,"Jason Dufner",25,255.3,1139695,124,"AverageGoingforitShotDistanceinYards",2010
68,68,"Jerry Kelly",29,255.3,1185429,129,"AverageGoingforitShotDistanceinYards",2010
68,68,"Vijay Singh",24,255.3,937528,102,"AverageGoingforitShotDistanceinYards",2010
68,68,"Brett Wetterich",16,255.3,1121496,122,"AverageGoingforitShotDistanceinYards",2010
72,72,"Troy Matteson",28,255.4,1581451,172,"AverageGoingforitShotDistanceinYards",2010
72,72,"Brian Stuard",28,255.4,891980,97,"AverageGoingforitShotDistanceinYards",2010
74,74,"Ryuji Imada",28,255.5,1039556,113,"AverageGoingforitShotDistanceinYards",2010
75,75,"Justin Bolli",23,255.6,450852,49,"AverageGoingforitShotDistanceinYards",2010
76,76,"John Merrick",31,255.8,1565702,170,"AverageGoingforitShotDistanceinYards",2010
77,77,"Alex Cejka",28,256,893923,97,"AverageGoingforitShotDistanceinYards",2010
77,77,"Freddie Jacobson",24,256,976971,106,"AverageGoingforitShotDistanceinYards",2010
77,77,"Greg Kraft",22,256,350215,38,"AverageGoingforitShotDistanceinYards",2010
77,77,"Jeff Overton",26,256,1198002,130,"AverageGoingforitShotDistanceinYards",2010
77,77,"Roger Tambellini",26,256,1032057,112,"AverageGoingforitShotDistanceinYards",2010
82,82,"Ben Crane",24,256.1,857489,93,"AverageGoingforitShotDistanceinYards",2010
82,82,"Jeff Gove",22,256.1,663915,72,"AverageGoingforitShotDistanceinYards",2010
84,84,"Andrew McLardy",21,256.2,627191,68,"AverageGoingforitShotDistanceinYards",2010
84,84,"Carl Pettersson",29,256.2,1014571,110,"AverageGoingforitShotDistanceinYards",2010
86,86,"Kevin Na",26,256.3,1116514,121,"AverageGoingforitShotDistanceinYards",2010
86,86,"Ryan Palmer",27,256.3,1273532,138,"AverageGoingforitShotDistanceinYards",2010
88,88,"Stuart Appleby",31,256.5,1348245,146,"AverageGoingforitShotDistanceinYards",2010
88,88,"Lee Janzen",26,256.5,914042,99,"AverageGoingforitShotDistanceinYards",2010
90,90,"Cliff Kresge",17,256.6,572660,62,"AverageGoingforitShotDistanceinYards",2010
91,91,"Chad Campbell",28,256.7,1145985,124,"AverageGoingforitShotDistanceinYards",2010
91,91,"David Toms",25,256.7,914708,99,"AverageGoingforitShotDistanceinYards",2010
91,91,"Bubba Watson",22,256.7,1543195,167,"AverageGoingforitShotDistanceinYards",2010
91,91,"Jay Williamson",24,256.7,609989,66,"AverageGoingforitShotDistanceinYards",2010
95,95,"Ricky Barnes",28,256.9,1368756,148,"AverageGoingforitShotDistanceinYards",2010
95,95,"Brian Davis",32,256.9,1248696,135,"AverageGoingforitShotDistanceinYards",2010
95,95,"JJ Henry",27,256.9,1350260,146,"AverageGoingforitShotDistanceinYards",2010
98,98,"Zach Johnson",25,257,1147383,124,"AverageGoingforitShotDistanceinYards",2010
99,99,"JP Hayes",25,257.1,860709,93,"AverageGoingforitShotDistanceinYards",2010
99,99,"Scott Piercy",28,257.1,1656914,179,"AverageGoingforitShotDistanceinYards",2010
101,101,"Martin Flores",26,257.2,1388788,150,"AverageGoingforitShotDistanceinYards",2010
102,102,"John Senden",30,257.3,1620828,175,"AverageGoingforitShotDistanceinYards",2010
102,102,"Omar Uresti",27,257.3,500174,54,"AverageGoingforitShotDistanceinYards",2010
102,102,"Charles Warren",21,257.3,1222750,132,"AverageGoingforitShotDistanceinYards",2010
105,105,"Kris Blanks",30,257.4,1269333,137,"AverageGoingforitShotDistanceinYards",2010
105,105,"Ben Curtis",24,257.4,639440,69,"AverageGoingforitShotDistanceinYards",2010
105,105,"Josh Teater",31,257.4,1538202,166,"AverageGoingforitShotDistanceinYards",2010
108,108,"Brett Quigley",29,257.6,1326108,143,"AverageGoingforitShotDistanceinYards",2010
109,109,"Jeff Quinney",29,257.7,816268,88,"AverageGoingforitShotDistanceinYards",2010
109,109,"Kevin Sutherland",25,257.7,1261642,136,"AverageGoingforitShotDistanceinYards",2010
111,111,"Aaron Baddeley",26,257.8,1995424,215,"AverageGoingforitShotDistanceinYards",2010
111,111,"Joe Ogilvie",32,257.8,1401424,151,"AverageGoingforitShotDistanceinYards",2010
113,113,"Chris Stroud",27,257.9,1123397,121,"AverageGoingforitShotDistanceinYards",2010
114,114,"Angel Cabrera",19,258,1244757,134,"AverageGoingforitShotDistanceinYards",2010
114,114,"Tom Gillis",27,258,1672004,180,"AverageGoingforitShotDistanceinYards",2010
116,116,"Cameron Beckman",25,258.1,836355,90,"AverageGoingforitShotDistanceinYards",2010
116,116,"Henrik Bjornstad",26,258.1,1170794,126,"AverageGoingforitShotDistanceinYards",2010
118,118,"Michael Sim",20,258.2,678512,73,"AverageGoingforitShotDistanceinYards",2010
119,119,"Brad Faxon",23,258.3,353415,38,"AverageGoingforitShotDistanceinYards",2010
119,119,"Bill Lunde",28,258.3,1134451,122,"AverageGoingforitShotDistanceinYards",2010
119,119,"Rory Sabbatini",26,258.3,1432253,154,"AverageGoingforitShotDistanceinYards",2010
122,122,"Steve Flesch",25,258.5,809571,87,"AverageGoingforitShotDistanceinYards",2010
122,122,"Troy Merritt",29,258.5,1349565,145,"AverageGoingforitShotDistanceinYards",2010
124,124,"Geoff Ogilvy",19,258.6,772761,83,"AverageGoingforitShotDistanceinYards",2010
124,124,"Rod Pampling",26,258.6,1237941,133,"AverageGoingforitShotDistanceinYards",2010
126,126,"Matt Jones",27,258.7,1471592,158,"AverageGoingforitShotDistanceinYards",2010
127,127,"Vance Veazey",23,258.8,531158,57,"AverageGoingforitShotDistanceinYards",2010
128,128,"Paul Goydos",25,258.9,689776,74,"AverageGoingforitShotDistanceinYards",2010
129,129,"Steve Elkington",22,259,922947,99,"AverageGoingforitShotDistanceinYards",2010
129,129,"Will Ma Kenzie",23,259,1230735,132,"AverageGoingforitShotDistanceinYards",2010
131,131,"John Mallinger",29,259.1,923298,99,"AverageGoingforitShotDistanceinYards",2010
132,132,"Rory McIlroy",16,259.2,923873,99,"AverageGoingforitShotDistanceinYards",2010
133,133,"Rich Barcelo",25,259.3,793599,85,"AverageGoingforitShotDistanceinYards",2010
134,134,"Joe Durant",19,259.4,812574,87,"AverageGoingforitShotDistanceinYards",2010
135,135,"Spencer Levin",31,259.5,1345360,144,"AverageGoingforitShotDistanceinYards",2010
135,135,"Jarrod Lyle",18,259.5,812737,87,"AverageGoingforitShotDistanceinYards",2010
135,135,"Hunter Mahan",25,259.5,1401542,150,"AverageGoingforitShotDistanceinYards",2010
138,138,"Padraig Harrington",18,259.6,775679,83,"AverageGoingforitShotDistanceinYards",2010
139,139,"DA Points",29,259.7,1252972,134,"AverageGoingforitShotDistanceinYards",2010
139,139,"Steve Wheatcroft",27,259.7,962784,103,"AverageGoingforitShotDistanceinYards",2010
139,139,"Charlie Wi",27,259.7,1140490,122,"AverageGoingforitShotDistanceinYards",2010
142,142,"David Lutterus",25,260.1,936191,100,"AverageGoingforitShotDistanceinYards",2010
142,142,"Chris Wilson",26,260.1,908246,97,"AverageGoingforitShotDistanceinYards",2010
144,144,"Charley Hoffman",24,260.2,1779624,190,"AverageGoingforitShotDistanceinYards",2010
145,145,"Scott McCarron",29,260.4,1602879,171,"AverageGoingforitShotDistanceinYards",2010
146,146,"Ian Poulter",15,260.7,506735,54,"AverageGoingforitShotDistanceinYards",2010
147,147,"Chad Collins",26,260.8,1014038,108,"AverageGoingforitShotDistanceinYards",2010
147,147,"James Driscoll",26,260.8,1511322,161,"AverageGoingforitShotDistanceinYards",2010
147,147,"Steve Lowery",25,260.8,966908,103,"AverageGoingforitShotDistanceinYards",2010
147,147,"John Rollins",26,260.8,1530519,163,"AverageGoingforitShotDistanceinYards",2010
151,151,"Chris Couch",23,260.9,1342870,143,"AverageGoingforitShotDistanceinYards",2010
151,151,"John Daly",20,260.9,967260,103,"AverageGoingforitShotDistanceinYards",2010
151,151,"Shaun Micheel",21,260.9,647954,69,"AverageGoingforitShotDistanceinYards",2010
154,154,"Jerod Turner",21,261,441641,47,"AverageGoingforitShotDistanceinYards",2010
155,155,"Andres Romero",21,261.2,1504430,160,"AverageGoingforitShotDistanceinYards",2010
155,155,"Chris Tidland",24,261.2,1146991,122,"AverageGoingforitShotDistanceinYards",2010
157,157,"Tom Pernice Jr",22,261.3,620912,66,"AverageGoingforitShotDistanceinYards",2010
157,157,"Jeev Milkha Singh",19,261.3,724188,77,"AverageGoingforitShotDistanceinYards",2010
159,159,"Jeff Maggert",28,261.5,781336,83,"AverageGoingforitShotDistanceinYards",2010
159,159,"Tim Petrovic",32,261.5,1327412,141,"AverageGoingforitShotDistanceinYards",2010
159,159,"Paul Stankowski",18,261.5,894427,95,"AverageGoingforitShotDistanceinYards",2010
162,162,"Chris DiMarco",25,261.6,979452,104,"AverageGoingforitShotDistanceinYards",2010
162,162,"Nathan Green",27,261.6,1111478,118,"AverageGoingforitShotDistanceinYards",2010
162,162,"Kenny Perry",20,261.6,979408,104,"AverageGoingforitShotDistanceinYards",2010
165,165,"Kevin Stadler",28,261.8,1517290,161,"AverageGoingforitShotDistanceinYards",2010
166,166,"Craig Bowden",20,262,348973,37,"AverageGoingforitShotDistanceinYards",2010
166,166,"Brent Delahoussaye",21,262,433896,46,"AverageGoingforitShotDistanceinYards",2010
166,166,"Pat Perez",27,262,1490019,158,"AverageGoingforitShotDistanceinYards",2010
169,169,"Greg Chalmers",27,262.2,1170377,124,"AverageGoingforitShotDistanceinYards",2010
169,169,"Brandt Snedeker",26,262.2,962747,102,"AverageGoingforitShotDistanceinYards",2010
171,171,"Ted Purdy",30,262.3,1520118,161,"AverageGoingforitShotDistanceinYards",2010
171,171,"Adam Scott",20,262.3,1057664,112,"AverageGoingforitShotDistanceinYards",2010
171,171,"Nicholas Thompson",29,262.3,1529447,162,"AverageGoingforitShotDistanceinYards",2010
174,174,"Brian Gay",30,262.4,642391,68,"AverageGoingforitShotDistanceinYards",2010
174,174,"Cameron Percy",25,262.4,1152245,122,"AverageGoingforitShotDistanceinYards",2010
176,176,"Billy Mayfair",26,262.5,1020542,108,"AverageGoingforitShotDistanceinYards",2010
176,176,"Cameron Tringale",22,262.5,869490,92,"AverageGoingforitShotDistanceinYards",2010
178,178,"Rocco Mediate",25,262.7,766153,81,"AverageGoingforitShotDistanceinYards",2010
179,179,"Mathew Goggin",28,262.9,1485939,157,"AverageGoingforitShotDistanceinYards",2010
180,180,"Kevin Johnson",26,263.1,596739,63,"AverageGoingforitShotDistanceinYards",2010
180,180,"Chris Riley",24,263.1,738699,78,"AverageGoingforitShotDistanceinYards",2010
182,182,"David Duval",24,263.7,863896,91,"AverageGoingforitShotDistanceinYards",2010
183,183,"Vaughn Taylor",26,264,1292625,136,"AverageGoingforitShotDistanceinYards",2010
183,183,"Mark Wilson",28,264,1178423,124,"AverageGoingforitShotDistanceinYards",2010
185,185,"James Nitties",30,264.2,1417421,149,"AverageGoingforitShotDistanceinYards",2010
186,186,"Michael Connell",25,264.5,866419,91,"AverageGoingforitShotDistanceinYards",2010
187,187,"Sergio Garcia",15,264.6,685739,72,"AverageGoingforitShotDistanceinYards",2010
187,187,"Aron Price",22,264.6,1076572,113,"AverageGoingforitShotDistanceinYards",2010
187,187,"Dean Wilson",18,264.6,514440,54,"AverageGoingforitShotDistanceinYards",2010
190,190,"Johnson Wagner",28,264.8,1115442,117,"AverageGoingforitShotDistanceinYards",2010
191,191,"Garrett Willis",24,266.1,1226261,128,"AverageGoingforitShotDistanceinYards",2010
192,192,"Skip Kendall",18,267,567088,59,"AverageGoingforitShotDistanceinYards",2010
