"LeftTendency_RANKTHISWEEK_2009","LeftTendency_RANKLASTWEEK_2009","LeftTendency_PLAYERNAME_2009","LeftTendency_EVENTS_2009","LeftTendency_Pct_2009","LeftTendency_NUMBEROFTIMES_2009","LeftTendency_ATTEMPTS_2009","LeftTendency_AVGRTPSCORE_2009","stat_name","year"
88,88,"DJ Trahan",30,48.3,154,319,2.6,"LeftTendency",2009
91,91,"Woody Austin",24,48.4,164,339,1.28,"LeftTendency",2009
91,91,"Brian Bateman",25,48.4,133,275,3.01,"LeftTendency",2009
91,91,"Dustin Johnson",25,48.4,163,337,0.98,"LeftTendency",2009
94,94,"Luke Donald",21,48.5,150,309,1.13,"LeftTendency",2009
95,95,"Fred Couples",16,48.6,118,243,0.42,"LeftTendency",2009
95,95,"Matt Kuchar",24,48.6,157,323,0.13,"LeftTendency",2009
95,95,"Michael Letzig",28,48.6,219,451,2.1,"LeftTendency",2009
95,95,"Phil Mickelson",18,48.6,141,290,1.99,"LeftTendency",2009
95,95,"Ryan Palmer",26,48.6,153,315,2.22,"LeftTendency",2009
95,95,"Johnson Wagner",26,48.6,153,315,2.22,"LeftTendency",2009
101,101,"Gary Woodland",18,48.7,97,199,3.4,"LeftTendency",2009
102,102,"Tim Herron",27,49,215,439,2.14,"LeftTendency",2009
102,102,"Boo Weekley",22,49,124,253,2.02,"LeftTendency",2009
104,104,"Nathan Green",30,49.2,224,455,0.85,"LeftTendency",2009
104,104,"Tim Petrovic",31,49.2,177,360,1.69,"LeftTendency",2009
106,106,"Davis Love III",27,49.5,193,390,1.45,"LeftTendency",2009
106,106,"Adam Scott",19,49.5,106,214,1.32,"LeftTendency",2009
108,108,"Vijay Singh",21,49.6,125,252,0.48,"LeftTendency",2009
109,109,"Ben Curtis",18,49.8,111,223,0.45,"LeftTendency",2009
109,109,"Glen Day",26,49.8,130,261,1.92,"LeftTendency",2009
111,111,"John Rollins",27,49.9,175,351,2.46,"LeftTendency",2009
112,112,"Jeff Quinney",26,50,153,306,3.59,"LeftTendency",2009
112,112,"Andres Romero",20,50,113,226,0.62,"LeftTendency",2009
114,114,"Jeff Overton",28,50.1,232,463,1.72,"LeftTendency",2009
114,114,"Ted Purdy",30,50.1,199,397,1.71,"LeftTendency",2009
116,116,"Jason Day",18,50.2,118,235,2.03,"LeftTendency",2009
116,116,"Pat Perez",22,50.2,143,285,3.57,"LeftTendency",2009
116,116,"Brendon Todd",21,50.2,111,221,2.61,"LeftTendency",2009
119,119,"Nicholas Thompson",31,50.3,197,392,1.52,"LeftTendency",2009
120,120,"Charlie Wi",28,50.4,169,335,1.83,"LeftTendency",2009
121,121,"Brian Davis",32,50.6,195,385,1.49,"LeftTendency",2009
122,122,"Stuart Appleby",25,50.7,170,335,2.71,"LeftTendency",2009
123,123,"Jonathan Byrd",25,50.9,172,338,1.4,"LeftTendency",2009
124,124,"Cliff Kresge",28,51,158,310,2.03,"LeftTendency",2009
124,124,"Justin Leonard",26,51,155,304,1.81,"LeftTendency",2009
124,124,"John Mallinger",27,51,152,298,1.45,"LeftTendency",2009
127,127,"Daniel Chopra",28,51.1,217,425,2.17,"LeftTendency",2009
128,128,"Ryuji Imada",25,51.2,175,342,2,"LeftTendency",2009
129,129,"Michael Allen",22,51.3,122,238,1.56,"LeftTendency",2009
130,130,"Rick Price",21,51.4,90,175,3.56,"LeftTendency",2009
131,131,"Kevin Sutherland",27,51.5,184,357,2.34,"LeftTendency",2009
131,131,"Nick Watney",24,51.5,193,375,0.62,"LeftTendency",2009
133,133,"Retief Goosen",20,51.6,159,308,1.7,"LeftTendency",2009
134,134,"Angel Cabrera",17,51.7,122,236,2.21,"LeftTendency",2009
135,135,"Jason Bohn",25,51.8,158,305,1.71,"LeftTendency",2009
135,135,"JJ Henry",28,51.8,202,390,2.52,"LeftTendency",2009
137,137,"Freddie Jacobson",25,51.9,201,387,1.94,"LeftTendency",2009
138,138,"Padraig Harrington",20,52.1,146,280,1.64,"LeftTendency",2009
139,139,"Bill Haas",29,52.3,206,394,0.34,"LeftTendency",2009
140,140,"Jeff Maggert",28,52.5,155,295,2.65,"LeftTendency",2009
141,141,"Eric Axley",30,52.7,188,357,3.35,"LeftTendency",2009
141,141,"Rich Beem",26,52.7,138,262,1.81,"LeftTendency",2009
143,143,"Charles Warren",20,52.8,121,229,2.07,"LeftTendency",2009
144,144,"Mathew Goggin",26,52.9,138,261,2.03,"LeftTendency",2009
145,145,"Steve Elkington",23,53,132,249,2.35,"LeftTendency",2009
146,146,"Sean OHair",23,53.1,154,290,1.82,"LeftTendency",2009
146,146,"Kenny Perry",24,53.1,163,307,0.12,"LeftTendency",2009
148,148,"Cameron Beckman",26,53.2,189,355,1.8,"LeftTendency",2009
148,148,"Lee Janzen",23,53.2,151,284,2.58,"LeftTendency",2009
150,150,"Spencer Levin",25,53.3,171,321,0.88,"LeftTendency",2009
150,150,"Joe Ogilvie",29,53.3,220,413,0.64,"LeftTendency",2009
152,152,"Brett Quigley",28,53.4,203,380,1.08,"LeftTendency",2009
153,153,"Vaughn Taylor",28,53.5,183,342,2.3,"LeftTendency",2009
153,153,"Dean Wilson",29,53.5,167,312,2.46,"LeftTendency",2009
155,155,"Matt Bettencourt",31,53.7,240,447,2.92,"LeftTendency",2009
155,155,"Brad Faxon",23,53.7,145,270,3.66,"LeftTendency",2009
157,157,"Jim Furyk",23,53.8,136,253,1.76,"LeftTendency",2009
157,157,"Carl Pettersson",29,53.8,204,379,2.11,"LeftTendency",2009
159,159,"Chez Reavie",27,53.9,144,267,2.71,"LeftTendency",2009
160,160,"Rod Pampling",23,54.2,161,297,2.11,"LeftTendency",2009
161,161,"Matt Weibring",22,54.3,132,243,2.27,"LeftTendency",2009
162,162,"Kevin Na",26,54.5,199,365,1.41,"LeftTendency",2009
163,163,"Sergio Garcia",17,54.6,124,227,1.45,"LeftTendency",2009
164,164,"Briny Baird",28,54.7,164,300,2.01,"LeftTendency",2009
165,165,"Bob Heintz",20,54.9,117,213,1.79,"LeftTendency",2009
166,166,"Robert Allenby",21,55.1,136,247,0.37,"LeftTendency",2009
167,167,"Jerry Kelly",26,55.4,196,354,1.07,"LeftTendency",2009
168,168,"Tim Clark",23,55.5,117,211,1.79,"LeftTendency",2009
168,168,"Bubba Watson",24,55.5,182,328,1.1,"LeftTendency",2009
170,170,"Patrick Sheehan",15,55.7,83,149,2.41,"LeftTendency",2009
171,171,"Jason Gore",24,55.8,150,269,0.8,"LeftTendency",2009
172,172,"Richard Johnson",26,55.9,161,288,2.11,"LeftTendency",2009
172,172,"YE Yang",23,55.9,203,363,1.58,"LeftTendency",2009
174,174,"Leif Olson",21,56,131,234,2.44,"LeftTendency",2009
175,175,"JB Holmes",25,56.4,215,381,1.86,"LeftTendency",2009
176,176,"John Senden",29,56.5,238,421,2.14,"LeftTendency",2009
177,177,"Tommy Armour III",19,56.8,129,227,2.09,"LeftTendency",2009
178,178,"Webb Simpson",30,57.4,253,441,1.23,"LeftTendency",2009
179,179,"Nick OHern",27,57.7,198,343,2.78,"LeftTendency",2009
180,180,"Peter Tomasulo",25,58.6,119,203,2.18,"LeftTendency",2009
181,181,"Steve Stricker",22,58.7,158,269,-0.25,"LeftTendency",2009
182,182,"David Duval",22,59.6,152,255,3.42,"LeftTendency",2009
183,183,"KJ Choi",22,60.3,129,214,2.33,"LeftTendency",2009
184,184,"Steve Flesch",27,61.9,192,310,1.72,"LeftTendency",2009
