"LongestPutts_RANKTHISWEEK_2007","LongestPutts_RANKLASTWEEK_2007","LongestPutts_PLAYERNAME_2007","LongestPutts_ROUNDS_2007","LongestPutts_DISTANCE_2007","LongestPutts_YEARTOURN_2007","LongestPutts_ROUND_2007","LongestPutts_HOLE_2007","stat_name","year"
51,51,"Tom Lehman",62,NA,NA,3,16,"LongestPutts",2007
52,52,"Kevin Stadler",95,NA,NA,3,12,"LongestPutts",2007
53,55,"Steve Flesch",100,NA,NA,3,8,"LongestPutts",2007
53,54,"Henrik Stenson",52,NA,NA,3,6,"LongestPutts",2007
53,53,"Darron Stiles",65,NA,NA,1,18,"LongestPutts",2007
56,56,"Brian Gay",107,NA,NA,4,12,"LongestPutts",2007
57,57,"Chris Stroud",66,NA,NA,1,13,"LongestPutts",2007
58,58,"Colt Knost",14,NA,NA,3,9,"LongestPutts",2007
59,59,"Steve Stricker",81,NA,NA,3,18,"LongestPutts",2007
60,60,"Mike Hulbert",6,NA,NA,1,9,"LongestPutts",2007
61,64,"John Daly",59,NA,NA,2,13,"LongestPutts",2007
61,61,"Jerry Kelly",101,NA,NA,4,1,"LongestPutts",2007
61,63,"Stuart Appleby",74,NA,NA,3,6,"LongestPutts",2007
61,62,"Alex Cejka",80,NA,NA,2,12,"LongestPutts",2007
65,65,"Robert Allenby",90,NA,NA,4,12,"LongestPutts",2007
66,66,"Blaine McCallister",19,NA,NA,1,13,"LongestPutts",2007
66,67,"Bob May",49,NA,NA,2,4,"LongestPutts",2007
68,69,"Ron Philo Jr",12,NA,NA,1,5,"LongestPutts",2007
70,70,"Glen Day",85,NA,NA,1,13,"LongestPutts",2007
71,71,"Jay Delsing",37,NA,NA,1,13,"LongestPutts",2007
72,72,"Bob Tway",103,NA,NA,5,17,"LongestPutts",2007
72,73,"Tim Clark",66,NA,NA,3,4,"LongestPutts",2007
74,74,"Fred Funk",65,NA,NA,3,2,"LongestPutts",2007
75,75,"Briny Baird",115,NA,NA,1,6,"LongestPutts",2007
76,76,"Gabriel Hjertstedt",19,NA,NA,1,14,"LongestPutts",2007
77,77,"Daniel Chopra",106,NA,NA,3,6,"LongestPutts",2007
79,79,"David Toms",80,NA,NA,1,1,"LongestPutts",2007
79,82,"Bob Heintz",85,NA,NA,3,3,"LongestPutts",2007
79,81,"Sean OHair",98,NA,NA,4,14,"LongestPutts",2007
84,84,"John Merrick",92,NA,NA,2,9,"LongestPutts",2007
87,87,"Johnson Wagner",97,NA,NA,1,5,"LongestPutts",2007
88,89,"Harrison Frazar",88,NA,NA,1,2,"LongestPutts",2007
90,90,"Han Lee",2,NA,NA,2,11,"LongestPutts",2007
91,91,"Brandt Snedeker",105,NA,NA,1,10,"LongestPutts",2007
95,95,"Paul Goydos",60,NA,NA,4,3,"LongestPutts",2007
96,97,"Billy Mayfair",98,NA,NA,4,17,"LongestPutts",2007
96,96,"Eric Axley",107,NA,NA,2,16,"LongestPutts",2007
98,98,"Kevin Sutherland",85,NA,NA,2,14,"LongestPutts",2007
100,101,"Craig Kanada",109,NA,NA,4,16,"LongestPutts",2007
104,104,"Richard Johnson",93,NA,NA,1,14,"LongestPutts",2007
105,106,"Corey Pavin",81,NA,NA,3,2,"LongestPutts",2007
105,105,"Anthony Kim",93,NA,NA,4,9,"LongestPutts",2007
107,108,"Angel Cabrera",43,NA,NA,3,1,"LongestPutts",2007
109,110,"Mark Calcavecchia",93,NA,NA,4,18,"LongestPutts",2007
109,111,"Dan Forsman",33,NA,NA,1,1,"LongestPutts",2007
109,109,"Michael Boyd",61,NA,NA,1,11,"LongestPutts",2007
112,112,"Cameron Beckman",96,NA,NA,1,13,"LongestPutts",2007
114,115,"Oliver Thomson",6,NA,NA,4,8,"LongestPutts",2007
114,114,"Ryan Moore",92,NA,NA,1,8,"LongestPutts",2007
118,118,"Cliff Kresge",107,NA,NA,5,3,"LongestPutts",2007
121,121,"Rory Sabbatini",81,NA,NA,4,2,"LongestPutts",2007
124,124,"JP Hayes",89,NA,NA,4,16,"LongestPutts",2007
125,126,"Charles Warren",101,NA,NA,2,8,"LongestPutts",2007
125,125,"Ian Poulter",63,NA,NA,4,7,"LongestPutts",2007
125,127,"Michael Putnam",96,NA,NA,3,16,"LongestPutts",2007
130,130,"Davis Love III",66,NA,NA,4,13,"LongestPutts",2007
131,131,"Will Ma Kenzie",100,NA,NA,2,15,"LongestPutts",2007
132,132,"Tom Gillis",8,NA,NA,3,11,"LongestPutts",2007
133,134,"Tim Herron",98,NA,NA,3,3,"LongestPutts",2007
133,135,"Jason Dufner",100,NA,NA,1,14,"LongestPutts",2007
136,136,"Ryan Armour",107,NA,NA,3,17,"LongestPutts",2007
137,138,"Stewart Cink",91,NA,NA,1,16,"LongestPutts",2007
137,137,"Brian Davis",101,NA,NA,4,10,"LongestPutts",2007
140,140,"Jeff Maggert",79,NA,NA,3,17,"LongestPutts",2007
141,141,"Tom Pernice Jr",104,NA,NA,2,14,"LongestPutts",2007
141,142,"Nathan Green",103,NA,NA,3,13,"LongestPutts",2007
143,143,"Michael Allen",74,NA,NA,2,7,"LongestPutts",2007
143,144,"Craig Lile",77,NA,NA,1,5,"LongestPutts",2007
145,146,"Rocco Mediate",72,NA,NA,3,17,"LongestPutts",2007
147,147,"Mathias Gronberg",95,NA,NA,2,11,"LongestPutts",2007
149,151,"John Mallinger",96,NA,NA,3,3,"LongestPutts",2007
155,156,"Charlie Wi",90,NA,NA,3,15,"LongestPutts",2007
155,155,"KJ Choi",87,NA,NA,1,9,"LongestPutts",2007
157,157,"Jim Furyk",84,NA,NA,3,17,"LongestPutts",2007
157,158,"Jeff Quinney",95,NA,NA,1,7,"LongestPutts",2007
159,159,"Tripp Isenhour",86,NA,NA,4,3,"LongestPutts",2007
160,161,"Chris DiMarco",79,NA,NA,3,13,"LongestPutts",2007
162,163,"Bill Lunde",4,NA,NA,2,11,"LongestPutts",2007
164,166,"Joey Sindelar",75,NA,NA,1,2,"LongestPutts",2007
164,167,"John Senden",97,NA,NA,1,9,"LongestPutts",2007
164,165,"DJ Trahan",99,NA,NA,1,17,"LongestPutts",2007
170,171,"Tom Johnson",74,NA,NA,1,2,"LongestPutts",2007
170,173,"Miguel Angel Jimenez",13,NA,NA,2,9,"LongestPutts",2007
170,172,"Anders Hansen",55,NA,NA,3,10,"LongestPutts",2007
170,170,"Yusaku Miyazato",4,NA,NA,2,13,"LongestPutts",2007
170,174,"Andrew Buckle",77,NA,NA,3,7,"LongestPutts",2007
175,175,"Padraig Harrington",64,NA,NA,4,1,"LongestPutts",2007
177,177,"Kenny Perry",83,NA,NA,3,1,"LongestPutts",2007
185,185,"Ryuji Imada",104,NA,NA,3,16,"LongestPutts",2007
186,186,"Ted Purdy",102,NA,NA,1,3,"LongestPutts",2007
187,189,"Arjun Atwal",36,NA,NA,2,3,"LongestPutts",2007
187,188,"Scott Piercy",12,NA,NA,2,16,"LongestPutts",2007
192,194,"Jason Schultz",63,NA,NA,1,15,"LongestPutts",2007
195,195,"Jesper Parnevik",88,NA,NA,2,2,"LongestPutts",2007
196,196,"Vaughn Taylor",91,NA,NA,1,1,"LongestPutts",2007
198,199,"Tom Byrum",50,NA,NA,4,2,"LongestPutts",2007
198,201,"Craig Bowden",78,NA,NA,2,9,"LongestPutts",2007
