"ApexHeight_RANKTHISWEEK_2008","ApexHeight_RANKLASTWEEK_2008","ApexHeight_PLAYERNAME_2008","ApexHeight_ROUNDS_2008","ApexHeight_AVG_2008","ApexHeight_TOTALAPEXHEIGHT_2008","ApexHeight_TOTALATTEMPTS_2008","ApexHeight_HIGHESTAPEXPOINT_2008","ApexHeight_LOWESTAPEXPOINT_2008","stat_name","year"
150,NA,"Rory Sabbatini",77,NA,NA,61,NA,NA,"ApexHeight",2008
150,NA,"Scott Verplank",82,NA,NA,70,NA,NA,"ApexHeight",2008
153,NA,"Jin Park",85,NA,NA,64,NA,NA,"ApexHeight",2008
153,NA,"Tom Scherrer",56,NA,NA,37,NA,NA,"ApexHeight",2008
155,NA,"John Mallinger",95,NA,NA,76,NA,NA,"ApexHeight",2008
156,NA,"Todd Demsey",80,NA,NA,63,NA,NA,"ApexHeight",2008
157,NA,"Kenneth Ferrie",72,NA,NA,55,NA,NA,"ApexHeight",2008
157,NA,"Freddie Jacobson",78,NA,NA,62,NA,NA,"ApexHeight",2008
159,NA,"David Duval",51,NA,NA,29,NA,NA,"ApexHeight",2008
159,NA,"Paul Goydos",78,NA,NA,64,NA,NA,"ApexHeight",2008
161,NA,"Carlos Franco",73,NA,NA,44,NA,NA,"ApexHeight",2008
162,NA,"Nick OHern",82,NA,NA,60,NA,NA,"ApexHeight",2008
163,NA,"JJ Henry",108,NA,NA,86,NA,NA,"ApexHeight",2008
164,NA,"Tim Wilkinson",95,NA,NA,73,NA,NA,"ApexHeight",2008
165,NA,"Nathan Green",95,NA,NA,67,NA,NA,"ApexHeight",2008
166,NA,"Boo Weekley",86,NA,NA,64,NA,NA,"ApexHeight",2008
167,NA,"Ian Poulter",51,NA,NA,37,NA,NA,"ApexHeight",2008
168,NA,"Rod Pampling",83,NA,NA,61,NA,NA,"ApexHeight",2008
169,NA,"Jim McGovern",75,NA,NA,58,NA,NA,"ApexHeight",2008
169,NA,"YE Yang",89,NA,NA,70,NA,NA,"ApexHeight",2008
171,NA,"Olin Browne",77,NA,NA,62,NA,NA,"ApexHeight",2008
172,NA,"Charlie Wi",97,NA,NA,83,NA,NA,"ApexHeight",2008
174,NA,"Stephen Ames",83,NA,NA,73,NA,NA,"ApexHeight",2008
175,NA,"Aaron Baddeley",76,NA,NA,51,NA,NA,"ApexHeight",2008
175,NA,"Craig Kanada",65,NA,NA,48,NA,NA,"ApexHeight",2008
177,NA,"Charles Howell III",101,NA,NA,80,NA,NA,"ApexHeight",2008
178,NA,"Tim Petrovic",97,NA,NA,71,NA,NA,"ApexHeight",2008
179,NA,"Shigeki Maruyama",50,NA,NA,43,NA,NA,"ApexHeight",2008
180,NA,"Trevor Immelman",70,NA,NA,49,NA,NA,"ApexHeight",2008
180,NA,"Jeff Quinney",87,NA,NA,61,NA,NA,"ApexHeight",2008
182,NA,"Parker McLachlin",88,NA,NA,67,NA,NA,"ApexHeight",2008
183,NA,"Steve Elkington",84,NA,NA,61,NA,NA,"ApexHeight",2008
184,NA,"Steve Flesch",95,NA,NA,76,NA,NA,"ApexHeight",2008
185,NA,"Gavin Coles",54,NA,NA,37,NA,NA,"ApexHeight",2008
186,NA,"Kevin Na",97,NA,NA,80,NA,NA,"ApexHeight",2008
187,NA,"Bob Tway",70,NA,NA,48,NA,NA,"ApexHeight",2008
188,NA,"Scott Sterling",89,NA,NA,63,NA,NA,"ApexHeight",2008
189,NA,"Chris Riley",51,NA,NA,31,NA,NA,"ApexHeight",2008
190,NA,"Chad Collins",72,NA,NA,59,NA,NA,"ApexHeight",2008
191,NA,"Mike Weir",88,NA,NA,65,NA,NA,"ApexHeight",2008
192,NA,"Ken Duke",116,NA,NA,91,NA,NA,"ApexHeight",2008
193,NA,"Bart Bryant",81,NA,NA,66,NA,NA,"ApexHeight",2008
194,NA,"Bob Estes",90,NA,NA,71,NA,NA,"ApexHeight",2008
195,NA,"Michael Allen",91,NA,NA,69,NA,NA,"ApexHeight",2008
196,NA,"Corey Pavin",69,NA,NA,49,NA,NA,"ApexHeight",2008
197,NA,"Shane Bertsch",96,NA,NA,86,NA,NA,"ApexHeight",2008
