"OverallPuttingAverage_RANKTHISWEEK_2009","OverallPuttingAverage_RANKLASTWEEK_2009","OverallPuttingAverage_PLAYERNAME_2009","OverallPuttingAverage_ROUNDS_2009","OverallPuttingAverage_AVG_2009","OverallPuttingAverage_OFPUTTS_2009","OverallPuttingAverage_OFHOLES_2009","stat_name","year"
106,106,"Daniel Chopra",89,1.576,2525,1602,"OverallPuttingAverage",2009
106,106,"Anthony Kim",76,1.576,2099,1332,"OverallPuttingAverage",2009
108,108,"Ryuji Imada",85,1.578,2415,1530,"OverallPuttingAverage",2009
109,109,"Jeff Klauk",97,1.579,2757,1746,"OverallPuttingAverage",2009
109,109,"Pat Perez",74,1.579,2046,1296,"OverallPuttingAverage",2009
109,109,"Mike Weir",85,1.579,2388,1512,"OverallPuttingAverage",2009
112,112,"Tiger Woods",64,1.58,1763,1116,"OverallPuttingAverage",2009
113,113,"Ben Crane",93,1.583,2650,1674,"OverallPuttingAverage",2009
114,114,"Geoff Ogilvy",78,1.584,2053,1296,"OverallPuttingAverage",2009
115,115,"Tim Clark",81,1.585,2225,1404,"OverallPuttingAverage",2009
115,115,"Bob Estes",78,1.585,2225,1404,"OverallPuttingAverage",2009
117,117,"Charlie Wi",92,1.586,2626,1656,"OverallPuttingAverage",2009
118,118,"Todd Hamilton",83,1.589,2374,1494,"OverallPuttingAverage",2009
119,119,"Tom Lehman",55,1.59,1574,990,"OverallPuttingAverage",2009
119,119,"Bill Lunde",83,1.59,2375,1494,"OverallPuttingAverage",2009
121,121,"Retief Goosen",74,1.591,2090,1314,"OverallPuttingAverage",2009
122,122,"Jeff Quinney",78,1.592,2235,1404,"OverallPuttingAverage",2009
122,122,"Brendon Todd",53,1.592,1519,954,"OverallPuttingAverage",2009
124,124,"JJ Henry",97,1.593,2781,1746,"OverallPuttingAverage",2009
124,124,"Justin Leonard",95,1.593,2609,1638,"OverallPuttingAverage",2009
124,124,"Scott McCarron",91,1.593,2610,1638,"OverallPuttingAverage",2009
127,127,"Martin Laird",72,1.594,2066,1296,"OverallPuttingAverage",2009
128,128,"Tim Herron",87,1.597,2501,1566,"OverallPuttingAverage",2009
129,129,"Zach Johnson",94,1.598,2646,1656,"OverallPuttingAverage",2009
129,129,"Tom Pernice Jr",82,1.598,2359,1476,"OverallPuttingAverage",2009
131,131,"Richard Johnson",85,1.601,2449,1530,"OverallPuttingAverage",2009
132,132,"Angel Cabrera",55,1.602,1557,972,"OverallPuttingAverage",2009
133,133,"Lucas Glover",93,1.603,2684,1674,"OverallPuttingAverage",2009
133,133,"Charley Hoffman",97,1.603,2798,1746,"OverallPuttingAverage",2009
135,135,"Dustin Johnson",85,1.604,2426,1512,"OverallPuttingAverage",2009
136,136,"Rod Pampling",72,1.606,2052,1278,"OverallPuttingAverage",2009
136,136,"Bubba Watson",73,1.606,2110,1314,"OverallPuttingAverage",2009
138,138,"Stephen Ames",77,1.607,2169,1350,"OverallPuttingAverage",2009
138,138,"Phil Mickelson",66,1.607,1822,1134,"OverallPuttingAverage",2009
140,140,"Woody Austin",84,1.608,2431,1512,"OverallPuttingAverage",2009
141,141,"David Duval",56,1.609,1622,1008,"OverallPuttingAverage",2009
142,142,"Ryan Palmer",78,1.61,2261,1404,"OverallPuttingAverage",2009
143,143,"Nicholas Thompson",96,1.612,2785,1728,"OverallPuttingAverage",2009
144,144,"Steve Lowery",83,1.615,2413,1494,"OverallPuttingAverage",2009
145,145,"Stewart Cink",79,1.616,2123,1314,"OverallPuttingAverage",2009
145,145,"Carl Pettersson",86,1.616,2501,1548,"OverallPuttingAverage",2009
147,147,"Hunter Mahan",94,1.617,2677,1656,"OverallPuttingAverage",2009
148,148,"Kenny Perry",92,1.618,2650,1638,"OverallPuttingAverage",2009
149,149,"Ken Duke",87,1.619,2536,1566,"OverallPuttingAverage",2009
149,149,"Justin Rose",71,1.619,2040,1260,"OverallPuttingAverage",2009
151,151,"Matt Bettencourt",98,1.62,2858,1764,"OverallPuttingAverage",2009
151,151,"Nick Watney",86,1.62,2508,1548,"OverallPuttingAverage",2009
153,153,"Rory Sabbatini",81,1.622,2335,1440,"OverallPuttingAverage",2009
154,154,"Kevin Sutherland",96,1.623,2775,1710,"OverallPuttingAverage",2009
155,155,"Ben Curtis",63,1.625,1813,1116,"OverallPuttingAverage",2009
156,156,"Steve Flesch",77,1.626,2254,1386,"OverallPuttingAverage",2009
157,157,"Mark Calcavecchia",72,1.627,2108,1296,"OverallPuttingAverage",2009
157,157,"Johnson Wagner",81,1.627,2372,1458,"OverallPuttingAverage",2009
159,159,"Ernie Els",70,1.628,1934,1188,"OverallPuttingAverage",2009
160,160,"Camilo Villegas",76,1.63,2142,1314,"OverallPuttingAverage",2009
161,161,"Sergio Garcia",59,1.631,1703,1044,"OverallPuttingAverage",2009
162,162,"Andres Romero",58,1.632,1674,1026,"OverallPuttingAverage",2009
163,163,"Fred Couples",54,1.633,1587,972,"OverallPuttingAverage",2009
164,164,"Tommy Armour III",58,1.638,1710,1044,"OverallPuttingAverage",2009
164,164,"Steve Elkington",70,1.638,2064,1260,"OverallPuttingAverage",2009
166,166,"Mathew Goggin",76,1.64,2185,1332,"OverallPuttingAverage",2009
166,166,"Davis Love III",89,1.64,2568,1566,"OverallPuttingAverage",2009
168,168,"Brian Bateman",55,1.641,1625,990,"OverallPuttingAverage",2009
168,168,"Sean OHair",80,1.641,2245,1368,"OverallPuttingAverage",2009
170,170,"Stuart Appleby",79,1.644,2308,1404,"OverallPuttingAverage",2009
171,171,"KJ Choi",65,1.646,1896,1152,"OverallPuttingAverage",2009
172,172,"Jason Bohn",88,1.647,2609,1584,"OverallPuttingAverage",2009
173,173,"JB Holmes",74,1.652,2200,1332,"OverallPuttingAverage",2009
174,174,"Jeff Maggert",79,1.655,2353,1422,"OverallPuttingAverage",2009
175,175,"John Senden",100,1.657,2983,1800,"OverallPuttingAverage",2009
176,176,"DJ Trahan",96,1.658,2865,1728,"OverallPuttingAverage",2009
177,177,"Vijay Singh",71,1.66,2062,1242,"OverallPuttingAverage",2009
177,177,"Kirk Triplett",60,1.66,1793,1080,"OverallPuttingAverage",2009
179,179,"Marc Turnesa",77,1.662,2303,1386,"OverallPuttingAverage",2009
180,180,"Robert Allenby",71,1.666,2099,1260,"OverallPuttingAverage",2009
181,181,"Boo Weekley",79,1.667,2310,1386,"OverallPuttingAverage",2009
182,182,"Adam Scott",53,1.672,1565,936,"OverallPuttingAverage",2009
183,183,"Will Ma Kenzie",69,1.68,2086,1242,"OverallPuttingAverage",2009
184,184,"Billy Mayfair",83,1.683,2514,1494,"OverallPuttingAverage",2009
