"TotalDistanceEfficiency_RANKTHISWEEK_2013","TotalDistanceEfficiency_RANKLASTWEEK_2013","TotalDistanceEfficiency_PLAYERNAME_2013","TotalDistanceEfficiency_ROUNDS_2013","TotalDistanceEfficiency_AVG_2013","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2013","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2013","TotalDistanceEfficiency_TOTALATTEMPTS_2013","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2013","stat_name","year"
15,15,"Doug LaBelle II",72,2.596,278.096,107.139,61,2.943,"TotalDistanceEfficiency",2013
18,18,"Brian Gay",79,2.595,272.479,104.989,75,3.134,"TotalDistanceEfficiency",2013
19,19,"Hunter Mahan",91,2.594,291.632,112.419,68,2.96,"TotalDistanceEfficiency",2013
20,20,"Nicolas Colsaerts",50,2.591,313.421,120.947,36,3.198,"TotalDistanceEfficiency",2013
21,21,"Ryan Moore",72,2.589,286.86,110.791,61,2.946,"TotalDistanceEfficiency",2013
22,22,"Ben Crane",62,2.585,279.988,108.292,54,2.989,"TotalDistanceEfficiency",2013
22,22,"Zach Johnson",84,2.585,279.173,108.012,71,2.946,"TotalDistanceEfficiency",2013
24,24,"Brian Harman",89,2.584,286.347,110.825,80,2.962,"TotalDistanceEfficiency",2013
24,24,"John Merrick",79,2.584,292.438,113.182,66,2.922,"TotalDistanceEfficiency",2013
24,24,"Daniel Summerhays",83,2.584,288.246,111.559,83,2.918,"TotalDistanceEfficiency",2013
27,27,"David Hearn",88,2.583,280.681,108.672,77,2.997,"TotalDistanceEfficiency",2013
28,28,"David Toms",49,2.581,272.884,105.732,31,2.868,"TotalDistanceEfficiency",2013
29,29,"Justin Leonard",86,2.58,274.6,106.438,78,2.967,"TotalDistanceEfficiency",2013
29,29,"Jordan Spieth",82,2.58,288.805,111.93,71,2.933,"TotalDistanceEfficiency",2013
31,31,"Sean OHair",56,2.579,301.273,116.805,40,2.872,"TotalDistanceEfficiency",2013
32,32,"Bud Cauley",67,2.576,285.32,110.742,52,2.959,"TotalDistanceEfficiency",2013
33,33,"Scott Piercy",78,2.575,299.82,116.434,53,3.203,"TotalDistanceEfficiency",2013
34,34,"Bob Estes",66,2.573,285.795,111.088,51,2.946,"TotalDistanceEfficiency",2013
34,34,"Michael Thompson",66,2.573,287.231,111.623,51,3.076,"TotalDistanceEfficiency",2013
34,34,"DJ Trahan",48,2.573,292.083,113.497,36,2.893,"TotalDistanceEfficiency",2013
37,37,"Bo Van Pelt",72,2.572,290.947,113.13,53,3.045,"TotalDistanceEfficiency",2013
38,38,"Chris Kirk",89,2.571,289.397,112.554,79,2.947,"TotalDistanceEfficiency",2013
39,39,"DA Points",87,2.568,281.276,109.538,68,3.05,"TotalDistanceEfficiency",2013
40,40,"Dustin Johnson",71,2.565,312.894,121.999,40,3.078,"TotalDistanceEfficiency",2013
40,40,"Carl Pettersson",82,2.565,291.694,113.709,63,2.957,"TotalDistanceEfficiency",2013
42,42,"Ryan Palmer",79,2.564,298.858,116.545,63,3.006,"TotalDistanceEfficiency",2013
43,43,"Matt Every",89,2.562,290.068,113.239,88,2.974,"TotalDistanceEfficiency",2013
43,43,"Jin Park",52,2.562,267.709,104.485,46,2.943,"TotalDistanceEfficiency",2013
43,43,"Andres Romero",63,2.562,294.495,114.925,47,2.984,"TotalDistanceEfficiency",2013
46,46,"Lee Williams",62,2.561,271.953,106.201,54,3.042,"TotalDistanceEfficiency",2013
47,47,"Keegan Bradley",88,2.56,303.637,118.606,61,3.066,"TotalDistanceEfficiency",2013
47,47,"Scott Langley",79,2.56,277.562,108.422,63,2.968,"TotalDistanceEfficiency",2013
49,49,"Bryce Molder",82,2.558,276.409,108.062,72,2.945,"TotalDistanceEfficiency",2013
49,49,"Brandt Snedeker",79,2.558,282.947,110.591,59,2.885,"TotalDistanceEfficiency",2013
51,51,"Kevin Stadler",83,2.557,293.952,114.943,73,2.853,"TotalDistanceEfficiency",2013
51,51,"Andrew Svoboda",46,2.557,286.982,112.253,37,2.86,"TotalDistanceEfficiency",2013
51,51,"Boo Weekley",100,2.557,292.513,114.386,87,3.079,"TotalDistanceEfficiency",2013
54,54,"Matt Kuchar",93,2.556,282.966,110.7,76,2.951,"TotalDistanceEfficiency",2013
55,55,"John Huh",88,2.554,282.832,110.759,76,2.987,"TotalDistanceEfficiency",2013
55,55,"Phil Mickelson",78,2.554,296.942,116.248,26,2.746,"TotalDistanceEfficiency",2013
57,57,"KJ Choi",85,2.552,279.136,109.377,60,2.932,"TotalDistanceEfficiency",2013
58,58,"Scott Gardiner",61,2.551,286.659,112.393,55,2.894,"TotalDistanceEfficiency",2013
58,58,"Henrik Stenson",65,2.551,307.38,120.476,23,3.174,"TotalDistanceEfficiency",2013
60,60,"Brendan Steele",86,2.55,291.777,114.43,75,3.019,"TotalDistanceEfficiency",2013
61,61,"Aaron Watkins",46,2.549,272.619,106.931,36,2.826,"TotalDistanceEfficiency",2013
61,61,"Casey Wittenberg",72,2.549,278.87,109.387,63,3.13,"TotalDistanceEfficiency",2013
63,63,"Jim Herman",59,2.547,295.762,116.12,38,3.032,"TotalDistanceEfficiency",2013
63,63,"Jason Kokrak",78,2.547,306.609,120.381,63,3.031,"TotalDistanceEfficiency",2013
63,63,"Graeme McDowell",53,2.547,280.677,110.22,40,2.784,"TotalDistanceEfficiency",2013
63,63,"Brian Stuard",78,2.547,282.793,111.047,66,3.006,"TotalDistanceEfficiency",2013
63,63,"Charlie Wi",75,2.547,278.432,109.333,65,2.994,"TotalDistanceEfficiency",2013
68,68,"Steven Bowditch",67,2.545,297.609,116.939,59,2.951,"TotalDistanceEfficiency",2013
68,68,"Vijay Singh",61,2.545,284.862,111.918,48,2.901,"TotalDistanceEfficiency",2013
70,70,"Scott Brown",65,2.544,290.265,114.099,57,2.83,"TotalDistanceEfficiency",2013
70,70,"Jerry Kelly",75,2.544,268.648,105.585,66,3.007,"TotalDistanceEfficiency",2013
70,70,"Cameron Percy",68,2.544,290.396,114.134,56,3.005,"TotalDistanceEfficiency",2013
73,73,"Jason Dufner",78,2.543,285.651,112.324,66,3.148,"TotalDistanceEfficiency",2013
73,73,"Lucas Glover",65,2.543,297.577,117.034,49,2.898,"TotalDistanceEfficiency",2013
73,73,"Kevin Streelman",86,2.543,289.849,113.998,71,3.198,"TotalDistanceEfficiency",2013
73,73,"Lee Westwood",70,2.543,294.499,115.801,56,2.925,"TotalDistanceEfficiency",2013
77,77,"Jonas Blixt",76,2.542,284.838,112.05,72,2.958,"TotalDistanceEfficiency",2013
77,77,"Charley Hoffman",84,2.542,296.101,116.465,76,2.963,"TotalDistanceEfficiency",2013
77,77,"YE Yang",56,2.542,283.358,111.472,41,2.988,"TotalDistanceEfficiency",2013
80,80,"Russell Henley",80,2.541,294.164,115.759,64,2.982,"TotalDistanceEfficiency",2013
81,81,"Ben Curtis",59,2.54,274.916,108.235,48,2.98,"TotalDistanceEfficiency",2013
81,81,"Dicky Pride",71,2.54,271.328,106.827,62,2.861,"TotalDistanceEfficiency",2013
81,81,"Scott Stallings",79,2.54,303.076,119.33,62,2.931,"TotalDistanceEfficiency",2013
84,84,"Fabian Gomez",65,2.539,285.36,112.412,56,2.82,"TotalDistanceEfficiency",2013
84,84,"Charl Schwartzel",69,2.539,299.906,118.112,49,2.986,"TotalDistanceEfficiency",2013
84,84,"Adam Scott",61,2.539,303.698,119.635,38,2.929,"TotalDistanceEfficiency",2013
84,84,"Kyle Stanley",71,2.539,303.706,119.625,56,2.812,"TotalDistanceEfficiency",2013
88,88,"JJ Henry",83,2.538,289.493,114.043,54,3.02,"TotalDistanceEfficiency",2013
88,88,"David Lingmerth",68,2.538,282.712,111.387,61,2.856,"TotalDistanceEfficiency",2013
88,88,"Troy Matteson",68,2.538,291.329,114.803,55,2.875,"TotalDistanceEfficiency",2013
91,91,"Shawn Stefani",63,2.537,295.792,116.578,44,3.091,"TotalDistanceEfficiency",2013
92,92,"Justin Bolli",59,2.535,274.372,108.245,47,2.839,"TotalDistanceEfficiency",2013
92,92,"Erik Compton",74,2.535,289.096,114.061,63,2.86,"TotalDistanceEfficiency",2013
92,92,"David Mathis",71,2.535,275.835,108.795,61,2.944,"TotalDistanceEfficiency",2013
95,95,"Martin Laird",68,2.534,296.313,116.932,46,2.971,"TotalDistanceEfficiency",2013
95,95,"John Rollins",77,2.534,292.531,115.448,67,2.897,"TotalDistanceEfficiency",2013
97,97,"Alistair Presnell",59,2.533,283.267,111.825,48,2.851,"TotalDistanceEfficiency",2013
97,97,"Rory Sabbatini",86,2.533,291.111,114.947,73,2.986,"TotalDistanceEfficiency",2013
97,97,"Josh Teater",86,2.533,289.974,114.484,61,3.089,"TotalDistanceEfficiency",2013
100,100,"Greg Chalmers",77,2.531,276.965,109.442,75,2.961,"TotalDistanceEfficiency",2013
101,101,"Tim Herron",45,2.53,283.045,111.896,41,2.838,"TotalDistanceEfficiency",2013
102,102,"Brandt Jobe",62,2.529,288.242,113.974,50,2.956,"TotalDistanceEfficiency",2013
103,103,"James Hahn",78,2.525,288.571,114.301,66,2.871,"TotalDistanceEfficiency",2013
103,103,"Rod Pampling",46,2.525,281.353,111.427,36,2.901,"TotalDistanceEfficiency",2013
103,103,"Bubba Watson",76,2.525,310.497,122.965,52,3.079,"TotalDistanceEfficiency",2013
106,106,"Padraig Harrington",52,2.524,288.668,114.382,32,2.812,"TotalDistanceEfficiency",2013
107,107,"Stuart Appleby",88,2.522,283.3,112.347,76,2.95,"TotalDistanceEfficiency",2013
108,108,"Ken Duke",87,2.521,278.48,110.457,72,3.082,"TotalDistanceEfficiency",2013
108,108,"Tommy Gainey",84,2.521,288.159,114.312,74,3.055,"TotalDistanceEfficiency",2013
108,108,"Geoff Ogilvy",57,2.521,287.572,114.08,41,2.844,"TotalDistanceEfficiency",2013
111,111,"Kevin Chappell",80,2.52,294.798,117.006,58,2.826,"TotalDistanceEfficiency",2013
111,111,"Brad Fritsch",81,2.52,291.444,115.655,71,2.891,"TotalDistanceEfficiency",2013
111,111,"Justin Hicks",79,2.52,276.519,109.712,58,2.878,"TotalDistanceEfficiency",2013
111,111,"Colt Knost",69,2.52,266.658,105.819,61,3.082,"TotalDistanceEfficiency",2013
115,115,"Bill Haas",85,2.519,289.342,114.864,70,3.017,"TotalDistanceEfficiency",2013
115,115,"Rory McIlroy",56,2.519,305.429,121.249,35,2.792,"TotalDistanceEfficiency",2013
115,115,"Webb Simpson",92,2.519,286.082,113.558,65,2.834,"TotalDistanceEfficiency",2013
118,118,"Martin Flores",83,2.518,298.041,118.342,78,2.885,"TotalDistanceEfficiency",2013
118,118,"Charles Howell III",87,2.518,295.379,117.321,81,2.823,"TotalDistanceEfficiency",2013
120,120,"Rickie Fowler",75,2.517,291.096,115.637,59,2.889,"TotalDistanceEfficiency",2013
121,121,"Robert Allenby",58,2.515,281.618,111.978,47,2.792,"TotalDistanceEfficiency",2013
122,122,"Jason Day",86,2.514,302.369,120.26,48,2.87,"TotalDistanceEfficiency",2013
122,122,"Jeff Overton",78,2.514,289.446,115.133,73,2.947,"TotalDistanceEfficiency",2013
122,122,"Ted Potter Jr",65,2.514,277.8,110.491,57,2.821,"TotalDistanceEfficiency",2013
122,122,"Chris Stroud",88,2.514,276.038,109.809,80,2.884,"TotalDistanceEfficiency",2013
126,126,"Jimmy Walker",84,2.512,297.526,118.422,75,3.045,"TotalDistanceEfficiency",2013
127,127,"Chad Campbell",78,2.511,284.474,113.288,68,2.91,"TotalDistanceEfficiency",2013
128,128,"Sangmoon Bae",83,2.51,286.092,114.003,73,2.883,"TotalDistanceEfficiency",2013
128,128,"Jim Furyk",80,2.51,275.163,109.622,68,2.822,"TotalDistanceEfficiency",2013
128,128,"Robert Streb",75,2.51,296.899,118.27,62,2.827,"TotalDistanceEfficiency",2013
131,131,"Will Claxton",67,2.509,277.954,110.782,58,2.89,"TotalDistanceEfficiency",2013
132,132,"Ben Kohles",75,2.508,276.291,110.175,62,2.941,"TotalDistanceEfficiency",2013
133,133,"Camilo Villegas",79,2.506,285.088,113.766,65,2.888,"TotalDistanceEfficiency",2013
134,134,"William McGirt",75,2.505,278.033,110.995,72,2.964,"TotalDistanceEfficiency",2013
134,134,"Henrik Norlander",70,2.505,286.361,114.329,55,2.987,"TotalDistanceEfficiency",2013
136,136,"Luke Donald",60,2.504,276.15,110.265,45,2.835,"TotalDistanceEfficiency",2013
136,136,"Richard Lee",81,2.504,276.414,110.375,73,2.891,"TotalDistanceEfficiency",2013
138,138,"Stephen Ames",49,2.503,276.265,110.389,40,2.979,"TotalDistanceEfficiency",2013
138,138,"Tiger Woods",61,2.503,296.162,118.302,31,3.123,"TotalDistanceEfficiency",2013
140,140,"DH Lee",65,2.502,275.469,110.101,59,2.868,"TotalDistanceEfficiency",2013
141,141,"Tag Ridings",69,2.498,297.911,119.277,48,2.883,"TotalDistanceEfficiency",2013
142,142,"Aaron Baddeley",68,2.493,296.356,118.885,48,2.893,"TotalDistanceEfficiency",2013
143,143,"Luke Guthrie",82,2.49,285.295,114.599,68,2.841,"TotalDistanceEfficiency",2013
143,143,"Patrick Reed",83,2.49,292.837,117.621,68,3.107,"TotalDistanceEfficiency",2013
145,145,"Johnson Wagner",64,2.489,275.104,110.534,52,2.858,"TotalDistanceEfficiency",2013
146,146,"George McNeill",68,2.488,289.05,116.177,60,2.816,"TotalDistanceEfficiency",2013
147,147,"Martin Kaymer",61,2.487,291.344,117.138,45,2.811,"TotalDistanceEfficiency",2013
147,147,"Gary Woodland",94,2.487,304.148,122.272,55,2.866,"TotalDistanceEfficiency",2013
149,149,"Harris English",95,2.486,297.682,119.753,70,3.128,"TotalDistanceEfficiency",2013
149,149,"Ryo Ishikawa",72,2.486,284.801,114.545,56,2.87,"TotalDistanceEfficiency",2013
151,151,"Luke List",65,2.485,305.468,122.94,51,3.067,"TotalDistanceEfficiency",2013
152,152,"Jason Bohn",70,2.484,273.679,110.17,69,3,"TotalDistanceEfficiency",2013
152,152,"Angel Cabrera",73,2.484,298.402,120.147,55,2.964,"TotalDistanceEfficiency",2013
154,154,"Brendon de Jonge",110,2.483,287.937,115.947,91,2.805,"TotalDistanceEfficiency",2013
155,155,"Steve LeBrun",66,2.481,286.534,115.512,51,3.041,"TotalDistanceEfficiency",2013
156,156,"Robert Karlsson",56,2.479,282.268,113.882,38,2.905,"TotalDistanceEfficiency",2013
157,157,"Roberto Castro",97,2.476,282.253,114.008,78,2.856,"TotalDistanceEfficiency",2013
158,158,"Freddie Jacobson",63,2.475,289.08,116.805,48,3.031,"TotalDistanceEfficiency",2013
159,159,"Graham DeLaet",94,2.473,303.356,122.689,70,2.951,"TotalDistanceEfficiency",2013
160,160,"Tom Gillis",69,2.47,281.96,114.136,61,2.802,"TotalDistanceEfficiency",2013
161,161,"Marc Leishman",77,2.466,291.292,118.141,63,2.88,"TotalDistanceEfficiency",2013
162,162,"Greg Owen",73,2.465,288.765,117.123,65,2.936,"TotalDistanceEfficiency",2013
163,163,"Derek Ernst",58,2.463,295.522,119.979,54,2.974,"TotalDistanceEfficiency",2013
163,163,"Matt Jones",83,2.463,294.429,119.519,69,2.779,"TotalDistanceEfficiency",2013
165,165,"Eric Meierdierks",48,2.462,295.611,120.084,37,2.929,"TotalDistanceEfficiency",2013
166,166,"Nick Watney",88,2.454,293.601,119.659,73,2.944,"TotalDistanceEfficiency",2013
167,167,"Mike Weir",60,2.453,267.567,109.061,45,2.756,"TotalDistanceEfficiency",2013
168,168,"Seung Yul Noh",71,2.45,298.372,121.781,59,2.902,"TotalDistanceEfficiency",2013
169,169,"Stewart Cink",71,2.449,286.77,117.099,41,2.698,"TotalDistanceEfficiency",2013
170,170,"Robert Garrigus",69,2.447,301.444,123.171,40,2.795,"TotalDistanceEfficiency",2013
171,171,"John Senden",79,2.444,283.125,115.844,60,2.84,"TotalDistanceEfficiency",2013
172,172,"Michael Bradley",56,2.435,277.408,113.928,37,2.846,"TotalDistanceEfficiency",2013
173,173,"Cameron Tringale",80,2.433,281.636,115.778,69,2.882,"TotalDistanceEfficiency",2013
174,174,"Bobby Gates",49,2.43,297.256,122.333,39,2.824,"TotalDistanceEfficiency",2013
175,175,"James Driscoll",76,2.422,284.491,117.467,62,2.708,"TotalDistanceEfficiency",2013
176,176,"Sergio Garcia",65,2.421,292.384,120.78,37,2.711,"TotalDistanceEfficiency",2013
177,177,"Pat Perez",69,2.416,284.582,117.783,65,2.77,"TotalDistanceEfficiency",2013
178,178,"Charlie Beljan",62,2.406,299.445,124.454,45,2.751,"TotalDistanceEfficiency",2013
179,179,"Ricky Barnes",74,2.395,283.4,118.332,58,2.776,"TotalDistanceEfficiency",2013
180,180,"Trevor Immelman",73,2.357,278.442,118.118,58,2.649,"TotalDistanceEfficiency",2013
