"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2015","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2015","ApproachesLeftRoughRTPScore_PLAYERNAME_2015","ApproachesLeftRoughRTPScore_ROUNDS_2015","ApproachesLeftRoughRTPScore_AVGRTP_2015","stat_name","year"
25,25,"Brendon Todd",96,0.037,"ApproachesLeftRoughRTPScore",2015
26,26,"Jordan Spieth",91,0.038,"ApproachesLeftRoughRTPScore",2015
27,27,"Camilo Villegas",83,0.039,"ApproachesLeftRoughRTPScore",2015
28,28,"Scott Piercy",90,0.041,"ApproachesLeftRoughRTPScore",2015
29,29,"Phil Mickelson",70,0.042,"ApproachesLeftRoughRTPScore",2015
30,30,"Adam Hadwin",95,0.043,"ApproachesLeftRoughRTPScore",2015
30,30,"Carlos Ortiz",100,0.043,"ApproachesLeftRoughRTPScore",2015
32,32,"Russell Knox",96,0.044,"ApproachesLeftRoughRTPScore",2015
33,33,"Steven Bowditch",103,0.046,"ApproachesLeftRoughRTPScore",2015
33,33,"Jason Kokrak",88,0.046,"ApproachesLeftRoughRTPScore",2015
35,35,"Vijay Singh",78,0.048,"ApproachesLeftRoughRTPScore",2015
36,36,"Retief Goosen",81,0.049,"ApproachesLeftRoughRTPScore",2015
37,37,"John Merrick",78,0.051,"ApproachesLeftRoughRTPScore",2015
38,38,"Ryan Moore",81,0.052,"ApproachesLeftRoughRTPScore",2015
39,39,"Jhonattan Vegas",90,0.054,"ApproachesLeftRoughRTPScore",2015
40,40,"Marc Leishman",74,0.056,"ApproachesLeftRoughRTPScore",2015
41,41,"Rory Sabbatini",81,0.057,"ApproachesLeftRoughRTPScore",2015
42,42,"Brendon de Jonge",106,0.059,"ApproachesLeftRoughRTPScore",2015
43,43,"Tom Hoge",83,0.06,"ApproachesLeftRoughRTPScore",2015
44,44,"Hudson Swafford",97,0.061,"ApproachesLeftRoughRTPScore",2015
45,45,"Sean OHair",86,0.063,"ApproachesLeftRoughRTPScore",2015
46,46,"Brice Garnett",81,0.065,"ApproachesLeftRoughRTPScore",2015
46,46,"Jerry Kelly",79,0.065,"ApproachesLeftRoughRTPScore",2015
48,48,"Carl Pettersson",106,0.068,"ApproachesLeftRoughRTPScore",2015
49,49,"Davis Love III",51,0.075,"ApproachesLeftRoughRTPScore",2015
50,50,"Daniel Summerhays",101,0.078,"ApproachesLeftRoughRTPScore",2015
51,51,"Jeff Overton",94,0.079,"ApproachesLeftRoughRTPScore",2015
52,52,"Matt Every",73,0.08,"ApproachesLeftRoughRTPScore",2015
52,52,"Hunter Mahan",88,0.08,"ApproachesLeftRoughRTPScore",2015
52,52,"SJ Park",79,0.08,"ApproachesLeftRoughRTPScore",2015
52,52,"Sam Saunders",83,0.08,"ApproachesLeftRoughRTPScore",2015
56,56,"David Lingmerth",90,0.082,"ApproachesLeftRoughRTPScore",2015
57,57,"Justin Leonard",61,0.084,"ApproachesLeftRoughRTPScore",2015
58,58,"Jason Dufner",76,0.086,"ApproachesLeftRoughRTPScore",2015
58,58,"Morgan Hoffmann",85,0.086,"ApproachesLeftRoughRTPScore",2015
58,58,"Matt Kuchar",97,0.086,"ApproachesLeftRoughRTPScore",2015
61,61,"Charley Hoffman",97,0.087,"ApproachesLeftRoughRTPScore",2015
62,62,"Brian Harman",90,0.091,"ApproachesLeftRoughRTPScore",2015
62,62,"Hideki Matsuyama",95,0.091,"ApproachesLeftRoughRTPScore",2015
64,64,"Brendan Steele",88,0.092,"ApproachesLeftRoughRTPScore",2015
65,65,"Martin Laird",77,0.093,"ApproachesLeftRoughRTPScore",2015
65,65,"Cameron Tringale",96,0.093,"ApproachesLeftRoughRTPScore",2015
65,65,"Gary Woodland",81,0.093,"ApproachesLeftRoughRTPScore",2015
68,68,"Justin Thomas",106,0.095,"ApproachesLeftRoughRTPScore",2015
69,69,"Erik Compton",86,0.096,"ApproachesLeftRoughRTPScore",2015
70,70,"Eric Axley",57,0.099,"ApproachesLeftRoughRTPScore",2015
71,71,"Charl Schwartzel",67,0.1,"ApproachesLeftRoughRTPScore",2015
72,72,"Danny Lee",120,0.102,"ApproachesLeftRoughRTPScore",2015
72,72,"Andres Romero",69,0.102,"ApproachesLeftRoughRTPScore",2015
74,74,"Will Wilcox",58,0.104,"ApproachesLeftRoughRTPScore",2015
75,75,"Max Homa",78,0.106,"ApproachesLeftRoughRTPScore",2015
76,76,"Roberto Castro",54,0.107,"ApproachesLeftRoughRTPScore",2015
76,76,"Kevin Chappell",86,0.107,"ApproachesLeftRoughRTPScore",2015
76,76,"Shawn Stefani",94,0.107,"ApproachesLeftRoughRTPScore",2015
79,79,"Luke Guthrie",84,0.108,"ApproachesLeftRoughRTPScore",2015
79,79,"Tyrone Van Aswegen",58,0.108,"ApproachesLeftRoughRTPScore",2015
81,81,"Luke Donald",71,0.109,"ApproachesLeftRoughRTPScore",2015
81,81,"Ryo Ishikawa",90,0.109,"ApproachesLeftRoughRTPScore",2015
83,83,"Pat Perez",96,0.11,"ApproachesLeftRoughRTPScore",2015
83,83,"Byron Smith",59,0.11,"ApproachesLeftRoughRTPScore",2015
85,85,"Billy Horschel",99,0.113,"ApproachesLeftRoughRTPScore",2015
85,85,"Greg Owen",58,0.113,"ApproachesLeftRoughRTPScore",2015
87,87,"Derek Fathauer",81,0.114,"ApproachesLeftRoughRTPScore",2015
88,88,"JB Holmes",89,0.115,"ApproachesLeftRoughRTPScore",2015
89,89,"Derek Ernst",75,0.117,"ApproachesLeftRoughRTPScore",2015
89,89,"Scott Langley",94,0.117,"ApproachesLeftRoughRTPScore",2015
91,91,"Ricky Barnes",82,0.118,"ApproachesLeftRoughRTPScore",2015
91,91,"Francesco Molinari",56,0.118,"ApproachesLeftRoughRTPScore",2015
93,93,"Ernie Els",57,0.122,"ApproachesLeftRoughRTPScore",2015
93,93,"William McGirt",103,0.122,"ApproachesLeftRoughRTPScore",2015
95,95,"Andres Gonzales",90,0.123,"ApproachesLeftRoughRTPScore",2015
96,96,"Ben Crane",62,0.125,"ApproachesLeftRoughRTPScore",2015
97,97,"Ken Duke",93,0.128,"ApproachesLeftRoughRTPScore",2015
98,98,"Charlie Beljan",76,0.133,"ApproachesLeftRoughRTPScore",2015
98,98,"Chad Campbell",97,0.133,"ApproachesLeftRoughRTPScore",2015
98,98,"Whee Kim",71,0.133,"ApproachesLeftRoughRTPScore",2015
101,101,"Keegan Bradley",87,0.135,"ApproachesLeftRoughRTPScore",2015
102,102,"Angel Cabrera",53,0.136,"ApproachesLeftRoughRTPScore",2015
102,102,"Bryce Molder",91,0.136,"ApproachesLeftRoughRTPScore",2015
102,102,"Chez Reavie",56,0.136,"ApproachesLeftRoughRTPScore",2015
105,105,"Aaron Baddeley",76,0.137,"ApproachesLeftRoughRTPScore",2015
106,106,"Blayne Barber",76,0.138,"ApproachesLeftRoughRTPScore",2015
107,107,"Seung Yul Noh",65,0.14,"ApproachesLeftRoughRTPScore",2015
108,108,"Sangmoon Bae",98,0.141,"ApproachesLeftRoughRTPScore",2015
109,109,"Chad Collins",79,0.143,"ApproachesLeftRoughRTPScore",2015
110,110,"Kevin Kisner",104,0.144,"ApproachesLeftRoughRTPScore",2015
111,111,"Patrick Rodgers",57,0.145,"ApproachesLeftRoughRTPScore",2015
112,112,"Jason Gore",76,0.146,"ApproachesLeftRoughRTPScore",2015
113,113,"Oscar Fraustro",58,0.149,"ApproachesLeftRoughRTPScore",2015
114,114,"Padraig Harrington",60,0.152,"ApproachesLeftRoughRTPScore",2015
114,114,"John Peterson",84,0.152,"ApproachesLeftRoughRTPScore",2015
116,116,"Graham DeLaet",65,0.153,"ApproachesLeftRoughRTPScore",2015
116,116,"Robert Garrigus",70,0.153,"ApproachesLeftRoughRTPScore",2015
116,116,"Jonathan Randolph",72,0.153,"ApproachesLeftRoughRTPScore",2015
119,119,"Zac Blair",108,0.155,"ApproachesLeftRoughRTPScore",2015
119,119,"DA Points",72,0.155,"ApproachesLeftRoughRTPScore",2015
121,121,"Brian Stuard",97,0.159,"ApproachesLeftRoughRTPScore",2015
121,121,"Nick Watney",91,0.159,"ApproachesLeftRoughRTPScore",2015
123,123,"Scott Pinckney",88,0.16,"ApproachesLeftRoughRTPScore",2015
124,124,"Alex Prugh",84,0.161,"ApproachesLeftRoughRTPScore",2015
125,125,"Jason Bohn",95,0.163,"ApproachesLeftRoughRTPScore",2015
126,126,"Jamie Donaldson",50,0.164,"ApproachesLeftRoughRTPScore",2015
127,127,"Jonathan Byrd",69,0.165,"ApproachesLeftRoughRTPScore",2015
127,127,"Brandt Snedeker",98,0.165,"ApproachesLeftRoughRTPScore",2015
129,129,"Chesson Hadley",101,0.166,"ApproachesLeftRoughRTPScore",2015
130,130,"Boo Weekley",79,0.168,"ApproachesLeftRoughRTPScore",2015
131,131,"Scott Brown",97,0.169,"ApproachesLeftRoughRTPScore",2015
131,131,"Scott Stallings",60,0.169,"ApproachesLeftRoughRTPScore",2015
133,133,"Troy Merritt",91,0.17,"ApproachesLeftRoughRTPScore",2015
134,134,"Geoff Ogilvy",50,0.171,"ApproachesLeftRoughRTPScore",2015
135,135,"Robert Streb",110,0.173,"ApproachesLeftRoughRTPScore",2015
136,136,"Johnson Wagner",68,0.175,"ApproachesLeftRoughRTPScore",2015
137,137,"Lucas Glover",79,0.176,"ApproachesLeftRoughRTPScore",2015
137,137,"JJ Henry",94,0.176,"ApproachesLeftRoughRTPScore",2015
137,137,"Jim Herman",88,0.176,"ApproachesLeftRoughRTPScore",2015
140,140,"Jim Renner",68,0.179,"ApproachesLeftRoughRTPScore",2015
141,141,"Stewart Cink",77,0.18,"ApproachesLeftRoughRTPScore",2015
141,141,"Zach Johnson",90,0.18,"ApproachesLeftRoughRTPScore",2015
141,141,"Michael Putnam",87,0.18,"ApproachesLeftRoughRTPScore",2015
144,144,"Jonas Blixt",78,0.181,"ApproachesLeftRoughRTPScore",2015
145,145,"Tim Wilkinson",73,0.183,"ApproachesLeftRoughRTPScore",2015
146,146,"Justin Rose",69,0.185,"ApproachesLeftRoughRTPScore",2015
147,147,"Nick Taylor",91,0.189,"ApproachesLeftRoughRTPScore",2015
147,147,"Mark Wilson",89,0.189,"ApproachesLeftRoughRTPScore",2015
149,149,"KJ Choi",66,0.191,"ApproachesLeftRoughRTPScore",2015
150,150,"Gonzalo Fdez Castano",81,0.192,"ApproachesLeftRoughRTPScore",2015
151,151,"Billy Hurley III",83,0.194,"ApproachesLeftRoughRTPScore",2015
152,152,"Andrew Svoboda",80,0.195,"ApproachesLeftRoughRTPScore",2015
153,153,"Dustin Johnson",75,0.196,"ApproachesLeftRoughRTPScore",2015
153,153,"Webb Simpson",81,0.196,"ApproachesLeftRoughRTPScore",2015
155,155,"Ian Poulter",68,0.197,"ApproachesLeftRoughRTPScore",2015
156,156,"Cameron Percy",72,0.198,"ApproachesLeftRoughRTPScore",2015
157,157,"Jimmy Walker",89,0.202,"ApproachesLeftRoughRTPScore",2015
158,158,"Spencer Levin",99,0.203,"ApproachesLeftRoughRTPScore",2015
159,159,"Chris Kirk",76,0.207,"ApproachesLeftRoughRTPScore",2015
160,160,"Ben Martin",93,0.211,"ApproachesLeftRoughRTPScore",2015
161,161,"Steve Wheatcroft",87,0.212,"ApproachesLeftRoughRTPScore",2015
162,162,"Adam Scott",51,0.215,"ApproachesLeftRoughRTPScore",2015
162,162,"Chris Stroud",84,0.215,"ApproachesLeftRoughRTPScore",2015
164,164,"Sergio Garcia",59,0.219,"ApproachesLeftRoughRTPScore",2015
165,165,"Michael Thompson",83,0.221,"ApproachesLeftRoughRTPScore",2015
166,166,"Greg Chalmers",58,0.222,"ApproachesLeftRoughRTPScore",2015
166,166,"Brian Davis",86,0.222,"ApproachesLeftRoughRTPScore",2015
168,168,"Lee Westwood",56,0.226,"ApproachesLeftRoughRTPScore",2015
169,169,"John Huh",102,0.237,"ApproachesLeftRoughRTPScore",2015
170,170,"Nicholas Thompson",90,0.242,"ApproachesLeftRoughRTPScore",2015
170,170,"David Toms",62,0.242,"ApproachesLeftRoughRTPScore",2015
172,172,"Robert Allenby",63,0.245,"ApproachesLeftRoughRTPScore",2015
173,173,"Bo Van Pelt",81,0.246,"ApproachesLeftRoughRTPScore",2015
174,174,"John Senden",80,0.25,"ApproachesLeftRoughRTPScore",2015
175,175,"Russell Henley",87,0.261,"ApproachesLeftRoughRTPScore",2015
176,176,"Jon Curran",83,0.268,"ApproachesLeftRoughRTPScore",2015
176,176,"Fabian Gomez",83,0.268,"ApproachesLeftRoughRTPScore",2015
178,178,"Mark Hubbard",79,0.273,"ApproachesLeftRoughRTPScore",2015
179,179,"Andrew Putnam",68,0.275,"ApproachesLeftRoughRTPScore",2015
180,180,"Roger Sloan",56,0.305,"ApproachesLeftRoughRTPScore",2015
181,181,"Colt Knost",90,0.313,"ApproachesLeftRoughRTPScore",2015
182,182,"Heath Slocum",57,0.327,"ApproachesLeftRoughRTPScore",2015
183,183,"Steven Alker",62,0.328,"ApproachesLeftRoughRTPScore",2015
184,184,"Bill Lunde",50,0.404,"ApproachesLeftRoughRTPScore",2015
