"FairwayApproachRTPScore_RANKTHISWEEK_2010","FairwayApproachRTPScore_RANKLASTWEEK_2010","FairwayApproachRTPScore_PLAYERNAME_2010","FairwayApproachRTPScore_ROUNDS_2010","FairwayApproachRTPScore_AVGRTP_2010","stat_name","year"
55,55,"David Duval",71,-0.093,"FairwayApproachRTPScore",2010
55,55,"Charlie Wi",95,-0.093,"FairwayApproachRTPScore",2010
57,57,"Jason Bohn",84,-0.092,"FairwayApproachRTPScore",2010
57,57,"Tim Clark",88,-0.092,"FairwayApproachRTPScore",2010
57,57,"Padraig Harrington",57,-0.092,"FairwayApproachRTPScore",2010
57,57,"Marc Leishman",87,-0.092,"FairwayApproachRTPScore",2010
61,61,"Chad Collins",87,-0.091,"FairwayApproachRTPScore",2010
61,61,"Mike Weir",59,-0.091,"FairwayApproachRTPScore",2010
63,63,"Michael Letzig",84,-0.09,"FairwayApproachRTPScore",2010
64,64,"Brandt Snedeker",89,-0.089,"FairwayApproachRTPScore",2010
64,64,"Vaughn Taylor",87,-0.089,"FairwayApproachRTPScore",2010
66,66,"Jonathan Byrd",85,-0.088,"FairwayApproachRTPScore",2010
66,66,"Steve Elkington",74,-0.088,"FairwayApproachRTPScore",2010
66,66,"Mathias Gronberg",61,-0.088,"FairwayApproachRTPScore",2010
66,66,"Ryuji Imada",90,-0.088,"FairwayApproachRTPScore",2010
66,66,"Carl Pettersson",99,-0.088,"FairwayApproachRTPScore",2010
66,66,"Andres Romero",73,-0.088,"FairwayApproachRTPScore",2010
66,66,"Adam Scott",70,-0.088,"FairwayApproachRTPScore",2010
66,66,"Boo Weekley",88,-0.088,"FairwayApproachRTPScore",2010
74,74,"Heath Slocum",97,-0.087,"FairwayApproachRTPScore",2010
75,75,"Michael Connell",89,-0.086,"FairwayApproachRTPScore",2010
75,75,"Webb Simpson",98,-0.086,"FairwayApproachRTPScore",2010
75,75,"Josh Teater",101,-0.086,"FairwayApproachRTPScore",2010
78,78,"John Merrick",109,-0.085,"FairwayApproachRTPScore",2010
78,78,"Justin Rose",78,-0.085,"FairwayApproachRTPScore",2010
78,78,"Michael Sim",64,-0.085,"FairwayApproachRTPScore",2010
78,78,"DJ Trahan",92,-0.085,"FairwayApproachRTPScore",2010
82,82,"James Driscoll",78,-0.084,"FairwayApproachRTPScore",2010
82,82,"Vijay Singh",75,-0.084,"FairwayApproachRTPScore",2010
84,84,"Graham DeLaet",88,-0.083,"FairwayApproachRTPScore",2010
84,84,"Brett Quigley",96,-0.083,"FairwayApproachRTPScore",2010
84,84,"Kevin Sutherland",86,-0.083,"FairwayApproachRTPScore",2010
84,84,"Mark Wilson",87,-0.083,"FairwayApproachRTPScore",2010
88,88,"Woody Austin",93,-0.081,"FairwayApproachRTPScore",2010
88,88,"Brian Gay",101,-0.081,"FairwayApproachRTPScore",2010
88,88,"Jerry Kelly",99,-0.081,"FairwayApproachRTPScore",2010
88,88,"Alex Prugh",88,-0.081,"FairwayApproachRTPScore",2010
88,88,"YE Yang",72,-0.081,"FairwayApproachRTPScore",2010
93,93,"Matt Bettencourt",91,-0.08,"FairwayApproachRTPScore",2010
93,93,"Michael Bradley",77,-0.08,"FairwayApproachRTPScore",2010
93,93,"Will Ma Kenzie",72,-0.08,"FairwayApproachRTPScore",2010
96,96,"JJ Henry",92,-0.079,"FairwayApproachRTPScore",2010
96,96,"Tim Herron",79,-0.079,"FairwayApproachRTPScore",2010
96,96,"Camilo Villegas",78,-0.079,"FairwayApproachRTPScore",2010
99,99,"Aaron Baddeley",94,-0.077,"FairwayApproachRTPScore",2010
100,100,"Briny Baird",87,-0.076,"FairwayApproachRTPScore",2010
100,100,"Matt Every",60,-0.076,"FairwayApproachRTPScore",2010
100,100,"James Nitties",92,-0.076,"FairwayApproachRTPScore",2010
100,100,"Rory Sabbatini",79,-0.076,"FairwayApproachRTPScore",2010
104,104,"Ben Curtis",78,-0.075,"FairwayApproachRTPScore",2010
104,104,"John Mallinger",78,-0.075,"FairwayApproachRTPScore",2010
106,106,"Sean OHair",84,-0.074,"FairwayApproachRTPScore",2010
106,106,"Garrett Willis",82,-0.074,"FairwayApproachRTPScore",2010
108,108,"Richard Johnson",90,-0.073,"FairwayApproachRTPScore",2010
108,108,"Jeff Quinney",91,-0.073,"FairwayApproachRTPScore",2010
108,108,"Kevin Stadler",86,-0.073,"FairwayApproachRTPScore",2010
111,111,"Martin Laird",91,-0.072,"FairwayApproachRTPScore",2010
111,111,"Bryce Molder",84,-0.072,"FairwayApproachRTPScore",2010
113,113,"Robert Garrigus",71,-0.071,"FairwayApproachRTPScore",2010
113,113,"Cameron Percy",73,-0.071,"FairwayApproachRTPScore",2010
113,113,"Tim Petrovic",105,-0.071,"FairwayApproachRTPScore",2010
116,116,"JP Hayes",79,-0.07,"FairwayApproachRTPScore",2010
116,116,"Rocco Mediate",71,-0.07,"FairwayApproachRTPScore",2010
116,116,"Troy Merritt",86,-0.07,"FairwayApproachRTPScore",2010
119,119,"Angel Cabrera",64,-0.069,"FairwayApproachRTPScore",2010
119,119,"Troy Matteson",84,-0.069,"FairwayApproachRTPScore",2010
119,119,"Kevin Streelman",90,-0.069,"FairwayApproachRTPScore",2010
119,119,"Brett Wetterich",54,-0.069,"FairwayApproachRTPScore",2010
123,123,"Jeev Milkha Singh",59,-0.068,"FairwayApproachRTPScore",2010
124,124,"Chris DiMarco",88,-0.067,"FairwayApproachRTPScore",2010
124,124,"Bob Estes",79,-0.067,"FairwayApproachRTPScore",2010
124,124,"Davis Love III",79,-0.067,"FairwayApproachRTPScore",2010
124,124,"Tom Pernice Jr",74,-0.067,"FairwayApproachRTPScore",2010
124,124,"Chris Stroud",90,-0.067,"FairwayApproachRTPScore",2010
129,129,"Brenden Pappas",66,-0.065,"FairwayApproachRTPScore",2010
130,130,"Mathew Goggin",85,-0.064,"FairwayApproachRTPScore",2010
130,130,"Lee Janzen",77,-0.064,"FairwayApproachRTPScore",2010
132,132,"Nathan Green",86,-0.063,"FairwayApproachRTPScore",2010
132,132,"Jay Williamson",76,-0.063,"FairwayApproachRTPScore",2010
134,134,"Stuart Appleby",101,-0.062,"FairwayApproachRTPScore",2010
134,134,"Paul Goydos",78,-0.062,"FairwayApproachRTPScore",2010
134,134,"Scott McCarron",90,-0.062,"FairwayApproachRTPScore",2010
134,134,"Cameron Tringale",55,-0.062,"FairwayApproachRTPScore",2010
138,138,"George McNeill",79,-0.061,"FairwayApproachRTPScore",2010
138,138,"DA Points",90,-0.061,"FairwayApproachRTPScore",2010
140,140,"Greg Owen",69,-0.06,"FairwayApproachRTPScore",2010
141,141,"Blake Adams",84,-0.058,"FairwayApproachRTPScore",2010
141,141,"Scott Verplank",74,-0.058,"FairwayApproachRTPScore",2010
143,143,"Rich Barcelo",70,-0.057,"FairwayApproachRTPScore",2010
143,143,"Justin Leonard",89,-0.057,"FairwayApproachRTPScore",2010
145,145,"Brian Davis",101,-0.056,"FairwayApproachRTPScore",2010
145,145,"Sergio Garcia",58,-0.056,"FairwayApproachRTPScore",2010
147,147,"Cameron Beckman",68,-0.055,"FairwayApproachRTPScore",2010
147,147,"John Daly",63,-0.055,"FairwayApproachRTPScore",2010
147,147,"Rory McIlroy",54,-0.055,"FairwayApproachRTPScore",2010
147,147,"Chris Tidland",77,-0.055,"FairwayApproachRTPScore",2010
151,151,"Kris Blanks",91,-0.054,"FairwayApproachRTPScore",2010
152,152,"Joe Ogilvie",99,-0.053,"FairwayApproachRTPScore",2010
152,152,"Jimmy Walker",82,-0.053,"FairwayApproachRTPScore",2010
154,154,"Alex Cejka",81,-0.05,"FairwayApproachRTPScore",2010
155,155,"Bubba Watson",77,-0.049,"FairwayApproachRTPScore",2010
156,156,"Johnson Wagner",85,-0.047,"FairwayApproachRTPScore",2010
157,157,"Jason Dufner",87,-0.046,"FairwayApproachRTPScore",2010
158,158,"Brent Delahoussaye",57,-0.044,"FairwayApproachRTPScore",2010
158,158,"Jarrod Lyle",54,-0.044,"FairwayApproachRTPScore",2010
158,158,"Rod Pampling",77,-0.044,"FairwayApproachRTPScore",2010
161,161,"Garth Mulroy",53,-0.042,"FairwayApproachRTPScore",2010
162,162,"Martin Flores",75,-0.041,"FairwayApproachRTPScore",2010
162,162,"Trevor Immelman",55,-0.041,"FairwayApproachRTPScore",2010
164,164,"Steve Wheatcroft",74,-0.039,"FairwayApproachRTPScore",2010
165,165,"Derek Lamely",81,-0.038,"FairwayApproachRTPScore",2010
165,165,"Omar Uresti",74,-0.038,"FairwayApproachRTPScore",2010
167,167,"Steve Flesch",78,-0.036,"FairwayApproachRTPScore",2010
168,168,"Skip Kendall",58,-0.033,"FairwayApproachRTPScore",2010
169,169,"Brian Stuard",81,-0.032,"FairwayApproachRTPScore",2010
170,170,"Roland Thatcher",72,-0.031,"FairwayApproachRTPScore",2010
171,171,"Bill Lunde",79,-0.03,"FairwayApproachRTPScore",2010
171,171,"Jeff Maggert",76,-0.03,"FairwayApproachRTPScore",2010
171,171,"Roger Tambellini",77,-0.03,"FairwayApproachRTPScore",2010
174,174,"Henrik Bjornstad",72,-0.027,"FairwayApproachRTPScore",2010
175,175,"Cliff Kresge",50,-0.025,"FairwayApproachRTPScore",2010
176,176,"Billy Mayfair",78,-0.023,"FairwayApproachRTPScore",2010
177,177,"Ted Purdy",86,-0.022,"FairwayApproachRTPScore",2010
178,178,"Mark Calcavecchia",50,-0.021,"FairwayApproachRTPScore",2010
179,179,"Nicholas Thompson",88,-0.02,"FairwayApproachRTPScore",2010
180,180,"Daniel Chopra",74,-0.01,"FairwayApproachRTPScore",2010
181,181,"Brad Faxon",58,-0.008,"FairwayApproachRTPScore",2010
182,182,"Steve Lowery",67,0,"FairwayApproachRTPScore",2010
182,182,"Andrew McLardy",52,0,"FairwayApproachRTPScore",2010
184,184,"David Lutterus",69,0.001,"FairwayApproachRTPScore",2010
185,185,"Vance Veazey",58,0.003,"FairwayApproachRTPScore",2010
186,186,"Jeff Gove",57,0.005,"FairwayApproachRTPScore",2010
187,187,"Craig Bowden",56,0.007,"FairwayApproachRTPScore",2010
188,188,"Chris Wilson",65,0.008,"FairwayApproachRTPScore",2010
189,189,"Jerod Turner",54,0.012,"FairwayApproachRTPScore",2010
190,190,"Greg Kraft",52,0.021,"FairwayApproachRTPScore",2010
191,191,"Kevin Johnson",62,0.029,"FairwayApproachRTPScore",2010
192,192,"Justin Bolli",55,0.041,"FairwayApproachRTPScore",2010
