"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2009","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2009","ApproachesLeftRoughRTPScore_PLAYERNAME_2009","ApproachesLeftRoughRTPScore_ROUNDS_2009","ApproachesLeftRoughRTPScore_AVGRTP_2009","stat_name","year"
175,175,"Steve Elkington",70,0.262,"ApproachesLeftRoughRTPScore",2009
175,175,"Dean Wilson",81,0.262,"ApproachesLeftRoughRTPScore",2009
177,177,"Brad Faxon",59,0.274,"ApproachesLeftRoughRTPScore",2009
178,178,"Jeff Maggert",79,0.276,"ApproachesLeftRoughRTPScore",2009
179,179,"Peter Lonard",86,0.289,"ApproachesLeftRoughRTPScore",2009
180,180,"Todd Hamilton",83,0.291,"ApproachesLeftRoughRTPScore",2009
181,181,"David Duval",56,0.301,"ApproachesLeftRoughRTPScore",2009
182,182,"Eric Axley",71,0.304,"ApproachesLeftRoughRTPScore",2009
183,183,"Billy Mayfair",83,0.311,"ApproachesLeftRoughRTPScore",2009
184,184,"Gary Woodland",53,0.392,"ApproachesLeftRoughRTPScore",2009
