"PuttingfromInside5_RANKTHISWEEK_2008","PuttingfromInside5_RANKLASTWEEK_2008","PuttingfromInside5_PLAYERNAME_2008","PuttingfromInside5_ROUNDS_2008","PuttingfromInside5_Pct_2008","PuttingfromInside5_ATTEMPTS_2008","PuttingfromInside5_PUTTSMADE_2008","stat_name","year"
78,78,"George McNeill",97,96.38,1298,1251,"PuttingfromInside5",2008
78,78,"Jay Williamson",96,96.38,1161,1119,"PuttingfromInside5",2008
81,81,"Steve Elkington",84,96.36,1017,980,"PuttingfromInside5",2008
81,81,"Vaughn Taylor",103,96.36,1319,1271,"PuttingfromInside5",2008
83,83,"Stewart Cink",87,96.35,904,871,"PuttingfromInside5",2008
84,84,"Rich Beem",90,96.33,1143,1101,"PuttingfromInside5",2008
84,84,"Kevin Sutherland",98,96.33,1254,1208,"PuttingfromInside5",2008
86,86,"Heath Slocum",104,96.32,1276,1229,"PuttingfromInside5",2008
87,87,"Bill Haas",99,96.31,1328,1279,"PuttingfromInside5",2008
87,87,"Charles Howell III",101,96.31,1302,1254,"PuttingfromInside5",2008
87,87,"Andres Romero",69,96.31,678,653,"PuttingfromInside5",2008
90,90,"Scott Sterling",89,96.3,1081,1041,"PuttingfromInside5",2008
91,91,"Nathan Green",95,96.29,1266,1219,"PuttingfromInside5",2008
92,92,"Brandt Jobe",52,96.28,699,673,"PuttingfromInside5",2008
92,92,"Ryan Palmer",69,96.28,806,776,"PuttingfromInside5",2008
94,94,"Tim Clark",90,96.26,1043,1004,"PuttingfromInside5",2008
94,94,"Paul Goydos",78,96.26,963,927,"PuttingfromInside5",2008
96,96,"Scott McCarron",63,96.24,772,743,"PuttingfromInside5",2008
96,96,"John Merrick",98,96.24,1143,1100,"PuttingfromInside5",2008
96,96,"John Rollins",94,96.24,1117,1075,"PuttingfromInside5",2008
99,99,"Tom Pernice Jr",104,96.23,1404,1351,"PuttingfromInside5",2008
100,100,"Charley Hoffman",94,96.21,1240,1193,"PuttingfromInside5",2008
100,100,"Peter Lonard",92,96.21,1162,1118,"PuttingfromInside5",2008
102,102,"Kevin Streelman",114,96.2,1396,1343,"PuttingfromInside5",2008
103,103,"Matt Jones",95,96.19,1234,1187,"PuttingfromInside5",2008
104,104,"Chad Campbell",94,96.17,1202,1156,"PuttingfromInside5",2008
105,105,"Brenden Pappas",66,96.15,779,749,"PuttingfromInside5",2008
105,105,"Omar Uresti",74,96.15,934,898,"PuttingfromInside5",2008
107,107,"Scott Verplank",82,96.14,958,921,"PuttingfromInside5",2008
108,108,"Mathew Goggin",91,96.13,1189,1143,"PuttingfromInside5",2008
108,108,"Matt Kuchar",88,96.13,1008,969,"PuttingfromInside5",2008
110,110,"Woody Austin",109,96.12,1238,1190,"PuttingfromInside5",2008
111,111,"Sergio Garcia",72,96.11,823,791,"PuttingfromInside5",2008
111,111,"Steve Lowery",74,96.11,951,914,"PuttingfromInside5",2008
113,113,"Tim Herron",97,96.1,1230,1182,"PuttingfromInside5",2008
114,114,"Marco Dawson",64,96.09,767,737,"PuttingfromInside5",2008
115,115,"Robert Allenby",108,96.08,1251,1202,"PuttingfromInside5",2008
116,116,"Chris Stroud",81,96.06,989,950,"PuttingfromInside5",2008
117,117,"Paul Claxton",63,96.05,734,705,"PuttingfromInside5",2008
118,118,"Ryan Moore",72,96.04,883,848,"PuttingfromInside5",2008
119,119,"Angel Cabrera",55,96.03,580,557,"PuttingfromInside5",2008
120,120,"Anthony Kim",81,96.02,904,868,"PuttingfromInside5",2008
120,120,"Rod Pampling",83,96.02,1004,964,"PuttingfromInside5",2008
122,122,"Jeff Maggert",86,96,1124,1079,"PuttingfromInside5",2008
122,122,"Jim McGovern",75,96,924,887,"PuttingfromInside5",2008
124,124,"Jimmy Walker",73,95.98,896,860,"PuttingfromInside5",2008
125,125,"Jeff Gove",50,95.96,669,642,"PuttingfromInside5",2008
126,126,"Cameron Beckman",87,95.95,1063,1020,"PuttingfromInside5",2008
127,127,"Dustin Johnson",92,95.94,1207,1158,"PuttingfromInside5",2008
128,128,"Briny Baird",113,95.92,1422,1364,"PuttingfromInside5",2008
129,129,"Tom Scherrer",56,95.9,634,608,"PuttingfromInside5",2008
131,131,"JP Hayes",67,95.89,924,886,"PuttingfromInside5",2008
131,131,"Bubba Watson",97,95.89,1192,1143,"PuttingfromInside5",2008
133,133,"Pat Perez",93,95.88,1117,1071,"PuttingfromInside5",2008
134,134,"Billy Mayfair",103,95.87,1403,1345,"PuttingfromInside5",2008
135,135,"Brandt Snedeker",85,95.85,963,923,"PuttingfromInside5",2008
136,136,"Olin Browne",77,95.79,1045,1001,"PuttingfromInside5",2008
137,137,"Greg Kraft",63,95.77,709,679,"PuttingfromInside5",2008
137,137,"Johnson Wagner",83,95.77,970,929,"PuttingfromInside5",2008
139,139,"Mike Weir",88,95.76,943,903,"PuttingfromInside5",2008
140,140,"David Toms",70,95.74,822,787,"PuttingfromInside5",2008
140,140,"Boo Weekley",86,95.74,915,876,"PuttingfromInside5",2008
142,142,"Kevin Na",97,95.72,1308,1252,"PuttingfromInside5",2008
143,143,"Chris Riley",51,95.69,580,555,"PuttingfromInside5",2008
144,144,"Kenneth Ferrie",72,95.68,857,820,"PuttingfromInside5",2008
145,145,"Ryan Armour",87,95.65,1081,1034,"PuttingfromInside5",2008
146,146,"Steve Allan",58,95.62,685,655,"PuttingfromInside5",2008
147,147,"Jason Gore",94,95.59,1203,1150,"PuttingfromInside5",2008
147,147,"Tag Ridings",88,95.59,1157,1106,"PuttingfromInside5",2008
149,149,"Rocco Mediate",87,95.53,1007,962,"PuttingfromInside5",2008
149,149,"Bo Van Pelt",101,95.53,1341,1281,"PuttingfromInside5",2008
151,151,"Kyle Thompson",70,95.52,849,811,"PuttingfromInside5",2008
152,152,"Ron Whittaker",54,95.5,578,552,"PuttingfromInside5",2008
153,153,"David Duval",51,95.49,577,551,"PuttingfromInside5",2008
153,153,"Davis Love III",78,95.49,954,911,"PuttingfromInside5",2008
155,155,"Chris DiMarco",87,95.46,1079,1030,"PuttingfromInside5",2008
155,155,"Brett Rumford",72,95.46,903,862,"PuttingfromInside5",2008
157,157,"Todd Demsey",80,95.44,1053,1005,"PuttingfromInside5",2008
157,157,"Nick Flanagan",89,95.44,1162,1109,"PuttingfromInside5",2008
159,159,"Jon Mills",95,95.43,1137,1085,"PuttingfromInside5",2008
160,160,"Tim Petrovic",97,95.39,1149,1096,"PuttingfromInside5",2008
160,160,"John Senden",93,95.39,1214,1158,"PuttingfromInside5",2008
162,162,"Travis Perkins",53,95.38,584,557,"PuttingfromInside5",2008
163,163,"Mathias Gronberg",87,95.37,1122,1070,"PuttingfromInside5",2008
164,164,"Chez Reavie",102,95.35,1312,1251,"PuttingfromInside5",2008
165,165,"John Riegger",73,95.33,942,898,"PuttingfromInside5",2008
165,165,"Kevin Stadler",90,95.33,1070,1020,"PuttingfromInside5",2008
167,167,"Camilo Villegas",79,95.31,916,873,"PuttingfromInside5",2008
168,168,"Brad Adamonis",87,95.26,1140,1086,"PuttingfromInside5",2008
168,168,"David Lutterus",59,95.26,738,703,"PuttingfromInside5",2008
170,170,"Jonathan Byrd",88,95.22,1108,1055,"PuttingfromInside5",2008
170,170,"Alex Cejka",75,95.22,878,836,"PuttingfromInside5",2008
172,172,"Rory Sabbatini",77,95.21,897,854,"PuttingfromInside5",2008
173,173,"Steve Flesch",95,95.11,1185,1127,"PuttingfromInside5",2008
174,174,"Padraig Harrington",52,95.07,467,444,"PuttingfromInside5",2008
175,175,"DJ Trahan",94,95.06,1153,1096,"PuttingfromInside5",2008
176,176,"Mark Calcavecchia",67,95.03,784,745,"PuttingfromInside5",2008
177,177,"Carlos Franco",73,94.97,915,869,"PuttingfromInside5",2008
177,177,"Mark Hensby",71,94.97,915,869,"PuttingfromInside5",2008
177,177,"Ted Purdy",68,94.97,895,850,"PuttingfromInside5",2008
180,180,"Fred Couples",60,94.95,752,714,"PuttingfromInside5",2008
181,181,"Jason Allred",63,94.87,721,684,"PuttingfromInside5",2008
181,181,"Harrison Frazar",73,94.87,955,906,"PuttingfromInside5",2008
183,183,"Brian Davis",108,94.77,1473,1396,"PuttingfromInside5",2008
184,184,"Will Ma Kenzie",62,94.71,850,805,"PuttingfromInside5",2008
185,185,"Trevor Immelman",70,94.67,826,782,"PuttingfromInside5",2008
186,186,"Robert Garrigus",90,94.66,1236,1170,"PuttingfromInside5",2008
187,187,"Charles Warren",79,94.53,1115,1054,"PuttingfromInside5",2008
188,188,"Nicholas Thompson",113,94.47,1375,1299,"PuttingfromInside5",2008
189,189,"Kent Jones",68,94.44,809,764,"PuttingfromInside5",2008
190,190,"Tom Lehman",51,94.38,569,537,"PuttingfromInside5",2008
190,190,"Frank Lickliter II",107,94.38,1459,1377,"PuttingfromInside5",2008
192,192,"Cody Freeman",66,94.14,802,755,"PuttingfromInside5",2008
193,193,"Billy Andrade",71,93.95,909,854,"PuttingfromInside5",2008
194,194,"Tommy Gainey",60,93.63,691,647,"PuttingfromInside5",2008
195,195,"Robert Gamez",79,93.38,1057,987,"PuttingfromInside5",2008
196,196,"Adam Scott",51,92.94,524,487,"PuttingfromInside5",2008
197,197,"Joe Durant",92,92.09,1214,1118,"PuttingfromInside5",2008
