"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2006","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2006","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2006","AverageApproachDistanceBogeyorWorse_ROUNDS_2006","AverageApproachDistanceBogeyorWorse_AVGYARDS_2006","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2006","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2006","stat_name","year"
46,46,"Justin Rose",98,155.5,1338011,239,"AverageApproachDistanceBogeyorWorse",2006
47,47,"Eric Axley",91,155.7,1300472,232,"AverageApproachDistanceBogeyorWorse",2006
47,47,"Fred Funk",106,155.7,1283589,229,"AverageApproachDistanceBogeyorWorse",2006
49,49,"Tim Clark",80,155.8,936497,167,"AverageApproachDistanceBogeyorWorse",2006
49,49,"John Cook",67,155.8,875075,156,"AverageApproachDistanceBogeyorWorse",2006
49,49,"Duffy Waldorf",96,155.8,1295437,231,"AverageApproachDistanceBogeyorWorse",2006
52,52,"Freddie Jacobson",56,155.9,925841,165,"AverageApproachDistanceBogeyorWorse",2006
53,53,"Mathias Gronberg",92,156.1,1332187,237,"AverageApproachDistanceBogeyorWorse",2006
53,53,"Tag Ridings",103,156.1,1776198,316,"AverageApproachDistanceBogeyorWorse",2006
55,55,"Lucas Glover",105,156.4,1373794,244,"AverageApproachDistanceBogeyorWorse",2006
56,56,"Craig Barlow",77,156.5,1076386,191,"AverageApproachDistanceBogeyorWorse",2006
56,56,"Bernhard Langer",77,156.5,941016,167,"AverageApproachDistanceBogeyorWorse",2006
56,56,"Jason Schultz",77,156.5,1222520,217,"AverageApproachDistanceBogeyorWorse",2006
59,59,"Rich Beem",85,156.6,1166791,207,"AverageApproachDistanceBogeyorWorse",2006
59,59,"Skip Kendall",72,156.6,811921,144,"AverageApproachDistanceBogeyorWorse",2006
59,59,"David McKenzie",82,156.6,1195109,212,"AverageApproachDistanceBogeyorWorse",2006
62,62,"Bubba Dickerson",98,156.8,1653836,293,"AverageApproachDistanceBogeyorWorse",2006
62,62,"Bob May",65,156.8,869438,154,"AverageApproachDistanceBogeyorWorse",2006
64,64,"Bob Estes",85,156.9,1163538,206,"AverageApproachDistanceBogeyorWorse",2006
65,65,"Woody Austin",107,157.1,1685140,298,"AverageApproachDistanceBogeyorWorse",2006
65,65,"Jason Bohn",104,157.1,1453237,257,"AverageApproachDistanceBogeyorWorse",2006
65,65,"Tim Herron",82,157.1,1165040,206,"AverageApproachDistanceBogeyorWorse",2006
68,68,"Alex Aragon",63,157.2,1272957,225,"AverageApproachDistanceBogeyorWorse",2006
68,68,"John Huston",74,157.2,1233878,218,"AverageApproachDistanceBogeyorWorse",2006
68,68,"John Rollins",93,157.2,1330009,235,"AverageApproachDistanceBogeyorWorse",2006
68,68,"Jerry Smith",94,157.2,1437016,254,"AverageApproachDistanceBogeyorWorse",2006
72,72,"Jose Maria Olazabal",62,157.3,594576,105,"AverageApproachDistanceBogeyorWorse",2006
72,72,"Scott Verplank",88,157.3,962723,170,"AverageApproachDistanceBogeyorWorse",2006
74,74,"Davis Love III",85,157.4,935204,165,"AverageApproachDistanceBogeyorWorse",2006
75,75,"Robert Damron",91,157.5,1507896,266,"AverageApproachDistanceBogeyorWorse",2006
75,75,"Jon Mills",68,157.5,1054327,186,"AverageApproachDistanceBogeyorWorse",2006
75,75,"Ian Poulter",53,157.5,606762,107,"AverageApproachDistanceBogeyorWorse",2006
78,78,"Brian Davis",92,157.7,1396727,246,"AverageApproachDistanceBogeyorWorse",2006
78,78,"Larry Mize",53,157.7,670111,118,"AverageApproachDistanceBogeyorWorse",2006
80,80,"Chris DiMarco",83,157.8,977349,172,"AverageApproachDistanceBogeyorWorse",2006
81,81,"Billy Andrade",78,157.9,1023179,180,"AverageApproachDistanceBogeyorWorse",2006
81,81,"Brett Quigley",109,157.9,1330367,234,"AverageApproachDistanceBogeyorWorse",2006
81,81,"Vijay Singh",103,157.9,1245274,219,"AverageApproachDistanceBogeyorWorse",2006
84,84,"Wes Short Jr",96,158,1871886,329,"AverageApproachDistanceBogeyorWorse",2006
85,85,"Mathew Goggin",72,158.1,1058620,186,"AverageApproachDistanceBogeyorWorse",2006
85,85,"Kent Jones",103,158.1,1502519,264,"AverageApproachDistanceBogeyorWorse",2006
87,87,"Bill Haas",99,158.3,1476199,259,"AverageApproachDistanceBogeyorWorse",2006
87,87,"JJ Henry",96,158.3,1236497,217,"AverageApproachDistanceBogeyorWorse",2006
87,87,"Peter Lonard",77,158.3,1225588,215,"AverageApproachDistanceBogeyorWorse",2006
87,87,"Phil Mickelson",74,158.3,746642,131,"AverageApproachDistanceBogeyorWorse",2006
91,91,"Greg Kraft",79,158.4,1186047,208,"AverageApproachDistanceBogeyorWorse",2006
91,91,"Arron Oberholser",82,158.4,946602,166,"AverageApproachDistanceBogeyorWorse",2006
91,91,"Tjaart van der Walt",60,158.4,855477,150,"AverageApproachDistanceBogeyorWorse",2006
94,94,"Tommy Armour III",65,158.5,975622,171,"AverageApproachDistanceBogeyorWorse",2006
94,94,"Ben Crane",85,158.5,1055666,185,"AverageApproachDistanceBogeyorWorse",2006
94,94,"Carlos Franco",86,158.5,1528862,268,"AverageApproachDistanceBogeyorWorse",2006
94,94,"Robert Gamez",94,158.5,1477673,259,"AverageApproachDistanceBogeyorWorse",2006
94,94,"Bob Tway",81,158.5,1249446,219,"AverageApproachDistanceBogeyorWorse",2006
99,99,"Ian Leggatt",80,158.6,1370190,240,"AverageApproachDistanceBogeyorWorse",2006
99,99,"Carl Pettersson",95,158.6,1352882,237,"AverageApproachDistanceBogeyorWorse",2006
99,99,"Chris Smith",67,158.6,1102171,193,"AverageApproachDistanceBogeyorWorse",2006
102,102,"Chris Couch",75,158.8,1366599,239,"AverageApproachDistanceBogeyorWorse",2006
102,102,"DJ Trahan",92,158.8,1372226,240,"AverageApproachDistanceBogeyorWorse",2006
102,102,"Vance Veazey",59,158.8,1091778,191,"AverageApproachDistanceBogeyorWorse",2006
105,105,"Camilo Villegas",95,158.9,1384338,242,"AverageApproachDistanceBogeyorWorse",2006
106,106,"Henrik Bjornstad",97,159.1,1620677,283,"AverageApproachDistanceBogeyorWorse",2006
106,106,"Ernie Els",69,159.1,755925,132,"AverageApproachDistanceBogeyorWorse",2006
106,106,"Omar Uresti",61,159.1,830366,145,"AverageApproachDistanceBogeyorWorse",2006
109,109,"Mike Weir",88,159.2,1094949,191,"AverageApproachDistanceBogeyorWorse",2006
110,110,"Doug Barron",74,159.3,1267206,221,"AverageApproachDistanceBogeyorWorse",2006
110,110,"Dudley Hart",83,159.3,1295778,226,"AverageApproachDistanceBogeyorWorse",2006
110,110,"Will Ma Kenzie",91,159.3,1399558,244,"AverageApproachDistanceBogeyorWorse",2006
110,110,"Geoff Ogilvy",76,159.3,905948,158,"AverageApproachDistanceBogeyorWorse",2006
114,114,"Joe Ogilvie",95,159.4,1314097,229,"AverageApproachDistanceBogeyorWorse",2006
114,114,"John Senden",96,159.4,1141660,199,"AverageApproachDistanceBogeyorWorse",2006
116,116,"Troy Matteson",101,159.5,1607348,280,"AverageApproachDistanceBogeyorWorse",2006
117,117,"David Duval",71,159.6,1154801,201,"AverageApproachDistanceBogeyorWorse",2006
117,117,"Jason Gore",86,159.6,1464837,255,"AverageApproachDistanceBogeyorWorse",2006
117,117,"Jeff Maggert",81,159.6,1286768,224,"AverageApproachDistanceBogeyorWorse",2006
117,117,"Patrick Sheehan",104,159.6,1562647,272,"AverageApproachDistanceBogeyorWorse",2006
121,121,"Bart Bryant",87,159.7,1149760,200,"AverageApproachDistanceBogeyorWorse",2006
121,121,"Dean Wilson",115,159.7,1558005,271,"AverageApproachDistanceBogeyorWorse",2006
123,123,"Charles Howell III",96,159.8,1346559,234,"AverageApproachDistanceBogeyorWorse",2006
124,124,"Stephen Ames",63,160,662591,115,"AverageApproachDistanceBogeyorWorse",2006
124,124,"Brian Bateman",69,160,1082755,188,"AverageApproachDistanceBogeyorWorse",2006
124,124,"Roger Tambellini",64,160,1168948,203,"AverageApproachDistanceBogeyorWorse",2006
127,127,"Briny Baird",81,160.1,1118263,194,"AverageApproachDistanceBogeyorWorse",2006
127,127,"Steve Flesch",119,160.1,1619904,281,"AverageApproachDistanceBogeyorWorse",2006
127,127,"Nicholas Thompson",96,160.1,1614054,280,"AverageApproachDistanceBogeyorWorse",2006
130,130,"Michael Connell",51,160.2,899474,156,"AverageApproachDistanceBogeyorWorse",2006
130,130,"Joe Durant",101,160.2,1545826,268,"AverageApproachDistanceBogeyorWorse",2006
132,132,"Jonathan Kaye",95,160.3,1466142,254,"AverageApproachDistanceBogeyorWorse",2006
132,132,"Steve Lowery",99,160.3,1430898,248,"AverageApproachDistanceBogeyorWorse",2006
132,132,"Ted Purdy",103,160.3,1396317,242,"AverageApproachDistanceBogeyorWorse",2006
135,135,"Jeff Brehaut",100,160.4,1490025,258,"AverageApproachDistanceBogeyorWorse",2006
136,136,"Brent Geiberger",99,160.5,1490884,258,"AverageApproachDistanceBogeyorWorse",2006
136,136,"Charley Hoffman",100,160.5,1468016,254,"AverageApproachDistanceBogeyorWorse",2006
138,138,"KJ Choi",93,160.6,1161888,201,"AverageApproachDistanceBogeyorWorse",2006
139,139,"JL Lewis",57,160.7,989318,171,"AverageApproachDistanceBogeyorWorse",2006
140,140,"Adam Scott",70,160.8,845225,146,"AverageApproachDistanceBogeyorWorse",2006
141,141,"Fred Couples",52,160.9,677736,117,"AverageApproachDistanceBogeyorWorse",2006
142,142,"Shane Bertsch",104,161.1,1711204,295,"AverageApproachDistanceBogeyorWorse",2006
142,142,"Zach Johnson",98,161.1,1217651,210,"AverageApproachDistanceBogeyorWorse",2006
144,144,"Ryan Hietala",61,161.2,1114357,192,"AverageApproachDistanceBogeyorWorse",2006
145,145,"Paul Azinger",87,161.3,1237030,213,"AverageApproachDistanceBogeyorWorse",2006
145,145,"Olin Browne",108,161.3,1561822,269,"AverageApproachDistanceBogeyorWorse",2006
145,145,"John Engler Jr",69,161.3,1387410,239,"AverageApproachDistanceBogeyorWorse",2006
148,148,"Ben Curtis",86,161.4,1133083,195,"AverageApproachDistanceBogeyorWorse",2006
148,148,"Richard Johnson",94,161.4,1289825,222,"AverageApproachDistanceBogeyorWorse",2006
148,148,"Mike Sposa",68,161.4,1109673,191,"AverageApproachDistanceBogeyorWorse",2006
151,151,"Frank Lickliter II",99,161.5,1307834,225,"AverageApproachDistanceBogeyorWorse",2006
151,151,"Pat Perez",50,161.5,872352,150,"AverageApproachDistanceBogeyorWorse",2006
151,151,"Mark Wilson",79,161.5,1186173,204,"AverageApproachDistanceBogeyorWorse",2006
154,154,"Marco Dawson",87,161.6,1355545,233,"AverageApproachDistanceBogeyorWorse",2006
154,154,"Sergio Garcia",59,161.6,750404,129,"AverageApproachDistanceBogeyorWorse",2006
156,156,"Lee Janzen",79,161.7,1432243,246,"AverageApproachDistanceBogeyorWorse",2006
156,156,"Nick Watney",97,161.7,1478224,254,"AverageApproachDistanceBogeyorWorse",2006
158,158,"Daniel Chopra",110,161.8,1549134,266,"AverageApproachDistanceBogeyorWorse",2006
158,158,"Steve Jones",83,161.8,1310905,225,"AverageApproachDistanceBogeyorWorse",2006
160,160,"Ron Whittaker",81,162,1324194,227,"AverageApproachDistanceBogeyorWorse",2006
161,161,"Robert Allenby",79,162.1,962587,165,"AverageApproachDistanceBogeyorWorse",2006
161,161,"Ryuji Imada",105,162.1,1464724,251,"AverageApproachDistanceBogeyorWorse",2006
163,163,"Tim Petrovic",95,162.3,1524581,261,"AverageApproachDistanceBogeyorWorse",2006
164,164,"Matt Hansen",68,162.4,1157481,198,"AverageApproachDistanceBogeyorWorse",2006
164,164,"Greg Owen",79,162.4,917913,157,"AverageApproachDistanceBogeyorWorse",2006
166,166,"Jesper Parnevik",84,162.5,1141034,195,"AverageApproachDistanceBogeyorWorse",2006
167,167,"Aaron Baddeley",78,162.6,1281909,219,"AverageApproachDistanceBogeyorWorse",2006
167,167,"Jeff Sluman",101,162.6,1422470,243,"AverageApproachDistanceBogeyorWorse",2006
169,169,"Steve Elkington",52,162.7,679397,116,"AverageApproachDistanceBogeyorWorse",2006
170,170,"Chris Riley",86,162.8,1242625,212,"AverageApproachDistanceBogeyorWorse",2006
171,171,"Mark Calcavecchia",94,162.9,1560080,266,"AverageApproachDistanceBogeyorWorse",2006
171,171,"Corey Pavin",74,162.9,885538,151,"AverageApproachDistanceBogeyorWorse",2006
173,173,"Daisuke Maruyama",83,163,1284848,219,"AverageApproachDistanceBogeyorWorse",2006
174,174,"Tom Pernice Jr",108,163.2,1521292,259,"AverageApproachDistanceBogeyorWorse",2006
175,175,"Shigeki Maruyama",94,163.5,1383020,235,"AverageApproachDistanceBogeyorWorse",2006
176,176,"Stuart Appleby",83,163.7,1019378,173,"AverageApproachDistanceBogeyorWorse",2006
176,176,"Shaun Micheel",96,163.7,1231768,209,"AverageApproachDistanceBogeyorWorse",2006
178,178,"Tiger Woods",55,163.9,442436,75,"AverageApproachDistanceBogeyorWorse",2006
179,179,"Brad Faxon",78,164.6,1528898,258,"AverageApproachDistanceBogeyorWorse",2006
180,180,"Todd Fischer",101,164.7,1737009,293,"AverageApproachDistanceBogeyorWorse",2006
181,181,"Billy Mayfair",94,164.8,1251862,211,"AverageApproachDistanceBogeyorWorse",2006
182,182,"Jonathan Byrd",66,164.9,807529,136,"AverageApproachDistanceBogeyorWorse",2006
182,182,"Alex Cejka",93,164.9,1436756,242,"AverageApproachDistanceBogeyorWorse",2006
184,184,"Brian Gay",107,165,1479326,249,"AverageApproachDistanceBogeyorWorse",2006
185,185,"Nathan Green",108,165.1,1598726,269,"AverageApproachDistanceBogeyorWorse",2006
185,185,"Mark OMeara",52,165.1,731222,123,"AverageApproachDistanceBogeyorWorse",2006
187,187,"Brandt Jobe",91,165.4,1262609,212,"AverageApproachDistanceBogeyorWorse",2006
187,187,"Jerry Kelly",100,165.4,1321845,222,"AverageApproachDistanceBogeyorWorse",2006
189,189,"Joey Sindelar",90,165.7,1389725,233,"AverageApproachDistanceBogeyorWorse",2006
190,190,"DA Points",82,166.3,1436509,240,"AverageApproachDistanceBogeyorWorse",2006
191,191,"Paul Goydos",72,166.5,1126880,188,"AverageApproachDistanceBogeyorWorse",2006
192,192,"Stephen Leaney",84,166.8,1194721,199,"AverageApproachDistanceBogeyorWorse",2006
193,193,"Mark Brooks",90,166.9,1400343,233,"AverageApproachDistanceBogeyorWorse",2006
194,194,"David Branshaw",98,167.7,1448802,240,"AverageApproachDistanceBogeyorWorse",2006
195,195,"Jim Furyk",89,168,731630,121,"AverageApproachDistanceBogeyorWorse",2006
196,196,"Thomas Levet",53,169.2,938034,154,"AverageApproachDistanceBogeyorWorse",2006
