"AverageDistanceofPuttsmade_RANKTHISWEEK_2016","AverageDistanceofPuttsmade_RANKLASTWEEK_2016","AverageDistanceofPuttsmade_PLAYERNAME_2016","AverageDistanceofPuttsmade_ROUNDS_2016","AverageDistanceofPuttsmade_AVG_2016","AverageDistanceofPuttsmade_TOTALDISTINCHES_2016","AverageDistanceofPuttsmade_TOTALROUNDS_2016","AverageDistanceofPuttsmade_AVGDIST_2016","AverageDistanceofPuttsmade_BESTROUND_2016","stat_name","year"
59,69,"Rickie Fowler",42,NA,28655,32,NA,NA,"AverageDistanceofPuttsmade",2016
59,83,"Danny Lee",53,NA,32236,36,NA,NA,"AverageDistanceofPuttsmade",2016
59,57,"Johnson Wagner",44,NA,30426,34,NA,NA,"AverageDistanceofPuttsmade",2016
62,44,"Angel Cabrera",42,NA,28619,32,NA,NA,"AverageDistanceofPuttsmade",2016
62,60,"Jason Dufner",53,NA,31283,35,NA,NA,"AverageDistanceofPuttsmade",2016
64,29,"Harris English",51,NA,30371,34,NA,NA,"AverageDistanceofPuttsmade",2016
64,83,"Jason Gore",51,NA,32139,36,NA,NA,"AverageDistanceofPuttsmade",2016
66,62,"Stuart Appleby",39,NA,32118,36,NA,NA,"AverageDistanceofPuttsmade",2016
66,124,"Boo Weekley",53,NA,36566,41,NA,NA,"AverageDistanceofPuttsmade",2016
68,62,"JJ Henry",44,NA,35652,40,NA,NA,"AverageDistanceofPuttsmade",2016
68,66,"Jimmy Walker",43,NA,28522,32,NA,NA,"AverageDistanceofPuttsmade",2016
70,69,"Shane Bertsch",30,NA,16901,19,NA,NA,"AverageDistanceofPuttsmade",2016
70,44,"Hideki Matsuyama",40,NA,23138,26,NA,NA,"AverageDistanceofPuttsmade",2016
70,69,"Charl Schwartzel",29,NA,17794,20,NA,NA,"AverageDistanceofPuttsmade",2016
73,79,"Fabian Gomez",49,NA,37358,42,NA,NA,"AverageDistanceofPuttsmade",2016
73,62,"Cameron Smith",45,NA,23115,26,NA,NA,"AverageDistanceofPuttsmade",2016
75,73,"Pat Perez",28,NA,15091,17,NA,NA,"AverageDistanceofPuttsmade",2016
76,50,"Webb Simpson",34,NA,24839,28,NA,NA,"AverageDistanceofPuttsmade",2016
76,72,"Steve Wheatcroft",53,NA,37242,42,NA,NA,"AverageDistanceofPuttsmade",2016
78,77,"Freddie Jacobson",54,NA,34521,39,NA,NA,"AverageDistanceofPuttsmade",2016
78,66,"Hunter Mahan",43,NA,27440,31,NA,NA,"AverageDistanceofPuttsmade",2016
80,77,"John Senden",48,NA,35376,40,NA,NA,"AverageDistanceofPuttsmade",2016
81,83,"Luke Guthrie",31,NA,18549,21,NA,NA,"AverageDistanceofPuttsmade",2016
81,83,"Andrew Landry",24,NA,10594,12,NA,NA,"AverageDistanceofPuttsmade",2016
81,74,"Daniel Summerhays",55,NA,37971,43,NA,NA,"AverageDistanceofPuttsmade",2016
84,87,"Aaron Baddeley",51,NA,31765,36,NA,NA,"AverageDistanceofPuttsmade",2016
85,94,"Thomas Aiken",42,NA,22905,26,NA,NA,"AverageDistanceofPuttsmade",2016
85,79,"Tom Hoge",47,NA,30836,35,NA,NA,"AverageDistanceofPuttsmade",2016
85,88,"Louis Oosthuizen",25,NA,8807,10,NA,NA,"AverageDistanceofPuttsmade",2016
85,91,"Cameron Tringale",47,NA,35250,40,NA,NA,"AverageDistanceofPuttsmade",2016
85,59,"Will Wilcox",47,NA,34351,39,NA,NA,"AverageDistanceofPuttsmade",2016
90,60,"Justin Hicks",26,NA,21125,24,NA,NA,"AverageDistanceofPuttsmade",2016
90,89,"Troy Merritt",41,NA,25531,29,NA,NA,"AverageDistanceofPuttsmade",2016
92,76,"Sung Kang",51,NA,35861,41,NA,NA,"AverageDistanceofPuttsmade",2016
93,96,"KJ Choi",47,NA,34929,40,NA,NA,"AverageDistanceofPuttsmade",2016
94,79,"Daniel Berger",52,NA,31376,36,NA,NA,"AverageDistanceofPuttsmade",2016
94,99,"Billy Horschel",45,NA,29657,34,NA,NA,"AverageDistanceofPuttsmade",2016
96,100,"Smylie Kaufman",57,NA,35720,41,NA,NA,"AverageDistanceofPuttsmade",2016
96,100,"Matt Kuchar",46,NA,27009,31,NA,NA,"AverageDistanceofPuttsmade",2016
96,103,"Martin Piller",37,NA,22644,26,NA,NA,"AverageDistanceofPuttsmade",2016
99,90,"Jamie Lovemark",57,NA,43516,50,NA,NA,"AverageDistanceofPuttsmade",2016
99,102,"Ryan Palmer",46,NA,36545,42,NA,NA,"AverageDistanceofPuttsmade",2016
99,109,"Kyle Stanley",57,NA,40008,46,NA,NA,"AverageDistanceofPuttsmade",2016
102,92,"Martin Laird",46,NA,32938,38,NA,NA,"AverageDistanceofPuttsmade",2016
103,106,"Miguel Angel Carballo",24,NA,12119,14,NA,NA,"AverageDistanceofPuttsmade",2016
103,96,"Erik Compton",45,NA,27704,32,NA,NA,"AverageDistanceofPuttsmade",2016
103,119,"Tony Finau",49,NA,32037,37,NA,NA,"AverageDistanceofPuttsmade",2016
106,107,"Brice Garnett",29,NA,12970,15,NA,NA,"AverageDistanceofPuttsmade",2016
107,104,"Retief Goosen",37,NA,27646,32,NA,NA,"AverageDistanceofPuttsmade",2016
108,110,"Seung Yul Noh",54,NA,37845,44,NA,NA,"AverageDistanceofPuttsmade",2016
108,129,"Harold Varner III",58,NA,42155,49,NA,NA,"AverageDistanceofPuttsmade",2016
110,113,"Tyler Aldridge",53,NA,35203,41,NA,NA,"AverageDistanceofPuttsmade",2016
110,113,"Kevin Na",52,NA,28331,33,NA,NA,"AverageDistanceofPuttsmade",2016
110,113,"Dicky Pride",33,NA,19746,23,NA,NA,"AverageDistanceofPuttsmade",2016
113,116,"Rhein Gibson",36,NA,22320,26,NA,NA,"AverageDistanceofPuttsmade",2016
114,116,"Byeong Hun An",23,NA,11137,13,NA,NA,"AverageDistanceofPuttsmade",2016
114,53,"Paul Casey",39,NA,19709,23,NA,NA,"AverageDistanceofPuttsmade",2016
114,110,"Mark Wilson",42,NA,29993,35,NA,NA,"AverageDistanceofPuttsmade",2016
117,135,"David Lingmerth",54,NA,30820,36,NA,NA,"AverageDistanceofPuttsmade",2016
117,92,"Vijay Singh",42,NA,31663,37,NA,NA,"AverageDistanceofPuttsmade",2016
119,124,"Andres Gonzales",46,NA,29056,34,NA,NA,"AverageDistanceofPuttsmade",2016
120,127,"Jon Curran",55,NA,34165,40,NA,NA,"AverageDistanceofPuttsmade",2016
120,124,"Mark Hubbard",73,NA,50376,59,NA,NA,"AverageDistanceofPuttsmade",2016
120,107,"Nick Taylor",57,NA,37559,44,NA,NA,"AverageDistanceofPuttsmade",2016
120,135,"Camilo Villegas",50,NA,35872,42,NA,NA,"AverageDistanceofPuttsmade",2016
120,127,"Bubba Watson",30,NA,14526,17,NA,NA,"AverageDistanceofPuttsmade",2016
125,130,"John Huh",51,NA,37434,44,NA,NA,"AverageDistanceofPuttsmade",2016
125,130,"Bryce Molder",50,NA,33180,39,NA,NA,"AverageDistanceofPuttsmade",2016
125,122,"Henrik Norlander",41,NA,22131,26,NA,NA,"AverageDistanceofPuttsmade",2016
125,94,"Jeff Overton",51,NA,37459,44,NA,NA,"AverageDistanceofPuttsmade",2016
125,119,"Brett Stegmaier",57,NA,39991,47,NA,NA,"AverageDistanceofPuttsmade",2016
130,132,"Justin Rose",35,NA,21231,25,NA,NA,"AverageDistanceofPuttsmade",2016
131,119,"Scott Brown",59,NA,33860,40,NA,NA,"AverageDistanceofPuttsmade",2016
131,122,"Brendan Steele",48,NA,32170,38,NA,NA,"AverageDistanceofPuttsmade",2016
131,133,"David Toms",38,NA,27108,32,NA,NA,"AverageDistanceofPuttsmade",2016
134,147,"Dawie van der Walt",48,NA,28764,34,NA,NA,"AverageDistanceofPuttsmade",2016
135,116,"Jason Bohn",37,NA,24506,29,NA,NA,"AverageDistanceofPuttsmade",2016
136,155,"Ian Poulter",37,NA,19413,23,NA,NA,"AverageDistanceofPuttsmade",2016
137,138,"Scott Piercy",45,NA,23610,28,NA,NA,"AverageDistanceofPuttsmade",2016
137,138,"DJ Trahan",23,NA,9270,11,NA,NA,"AverageDistanceofPuttsmade",2016
139,173,"Scott Langley",41,NA,26102,31,NA,NA,"AverageDistanceofPuttsmade",2016
139,142,"Brandt Snedeker",47,NA,28639,34,NA,NA,"AverageDistanceofPuttsmade",2016
141,143,"Billy Hurley III",22,NA,14294,17,NA,NA,"AverageDistanceofPuttsmade",2016
142,155,"Steven Bowditch",40,NA,23529,28,NA,NA,"AverageDistanceofPuttsmade",2016
143,138,"Bronson Burgoon",53,NA,31871,38,NA,NA,"AverageDistanceofPuttsmade",2016
143,146,"Carl Pettersson",31,NA,23486,28,NA,NA,"AverageDistanceofPuttsmade",2016
145,154,"Patrick Rodgers",49,NA,32665,39,NA,NA,"AverageDistanceofPuttsmade",2016
145,145,"Michael Thompson",46,NA,25963,31,NA,NA,"AverageDistanceofPuttsmade",2016
147,104,"Carlos Ortiz",47,NA,28410,34,NA,NA,"AverageDistanceofPuttsmade",2016
147,133,"Gary Woodland",45,NA,29243,35,NA,NA,"AverageDistanceofPuttsmade",2016
149,138,"Ricky Barnes",57,NA,36749,44,NA,NA,"AverageDistanceofPuttsmade",2016
150,148,"Whee Kim",54,NA,34183,41,NA,NA,"AverageDistanceofPuttsmade",2016
150,171,"Anirban Lahiri",44,NA,21672,26,NA,NA,"AverageDistanceofPuttsmade",2016
150,150,"Cameron Percy",22,NA,11674,14,NA,NA,"AverageDistanceofPuttsmade",2016
153,168,"Blayne Barber",44,NA,31637,38,NA,NA,"AverageDistanceofPuttsmade",2016
153,151,"Chez Reavie",56,NA,38337,46,NA,NA,"AverageDistanceofPuttsmade",2016
155,151,"Kevin Chappell",49,NA,33275,40,NA,NA,"AverageDistanceofPuttsmade",2016
156,143,"Graham DeLaet",50,NA,34872,42,NA,NA,"AverageDistanceofPuttsmade",2016
156,155,"Russell Knox",48,NA,24064,29,NA,NA,"AverageDistanceofPuttsmade",2016
158,160,"Wes Roach",33,NA,17380,21,NA,NA,"AverageDistanceofPuttsmade",2016
159,163,"Darron Stiles",28,NA,13226,16,NA,NA,"AverageDistanceofPuttsmade",2016
160,174,"Matt Every",34,NA,23966,29,NA,NA,"AverageDistanceofPuttsmade",2016
160,165,"Chris Kirk",51,NA,32211,39,NA,NA,"AverageDistanceofPuttsmade",2016
160,170,"Jason Kokrak",52,NA,33857,41,NA,NA,"AverageDistanceofPuttsmade",2016
163,155,"Robert Streb",51,NA,27215,33,NA,NA,"AverageDistanceofPuttsmade",2016
164,169,"Branden Grace",31,NA,14832,18,NA,NA,"AverageDistanceofPuttsmade",2016
164,165,"Si Woo Kim",63,NA,42839,52,NA,NA,"AverageDistanceofPuttsmade",2016
166,175,"Alex Cejka",47,NA,25498,31,NA,NA,"AverageDistanceofPuttsmade",2016
167,151,"Bill Haas",42,NA,23027,28,NA,NA,"AverageDistanceofPuttsmade",2016
168,135,"Henrik Stenson",30,NA,14777,18,NA,NA,"AverageDistanceofPuttsmade",2016
169,160,"Emiliano Grillo",47,NA,28697,35,NA,NA,"AverageDistanceofPuttsmade",2016
170,172,"Andres Romero",22,NA,10653,13,NA,NA,"AverageDistanceofPuttsmade",2016
171,191,"Chad Collins",45,NA,29317,36,NA,NA,"AverageDistanceofPuttsmade",2016
171,163,"Luke List",51,NA,31745,39,NA,NA,"AverageDistanceofPuttsmade",2016
173,165,"Justin Thomas",53,NA,30098,37,NA,NA,"AverageDistanceofPuttsmade",2016
174,182,"Roberto Castro",55,NA,37268,46,NA,NA,"AverageDistanceofPuttsmade",2016
175,160,"Luke Donald",49,NA,26696,33,NA,NA,"AverageDistanceofPuttsmade",2016
175,179,"Tyrone Van Aswegen",67,NA,42093,52,NA,NA,"AverageDistanceofPuttsmade",2016
177,176,"DA Points",32,NA,16140,20,NA,NA,"AverageDistanceofPuttsmade",2016
178,202,"Matt Jones",45,NA,22575,28,NA,NA,"AverageDistanceofPuttsmade",2016
178,187,"Kevin Streelman",46,NA,24973,31,NA,NA,"AverageDistanceofPuttsmade",2016
180,178,"Abraham Ancer",26,NA,12879,16,NA,NA,"AverageDistanceofPuttsmade",2016
181,180,"Charlie Beljan",26,NA,13643,17,NA,NA,"AverageDistanceofPuttsmade",2016
182,181,"Scott Stallings",46,NA,30434,38,NA,NA,"AverageDistanceofPuttsmade",2016
183,177,"Spencer Levin",62,NA,38371,48,NA,NA,"AverageDistanceofPuttsmade",2016
183,183,"Will Ma Kenzie",54,NA,31966,40,NA,NA,"AverageDistanceofPuttsmade",2016
183,189,"Greg Owen",56,NA,34359,43,NA,NA,"AverageDistanceofPuttsmade",2016
186,155,"Francesco Molinari",36,NA,26331,33,NA,NA,"AverageDistanceofPuttsmade",2016
187,201,"James Hahn",45,NA,29468,37,NA,NA,"AverageDistanceofPuttsmade",2016
188,183,"Justin Leonard",28,NA,17459,22,NA,NA,"AverageDistanceofPuttsmade",2016
189,185,"Chad Campbell",54,NA,33916,43,NA,NA,"AverageDistanceofPuttsmade",2016
190,188,"Jim Herman",55,NA,29917,38,NA,NA,"AverageDistanceofPuttsmade",2016
191,186,"Davis Love III",40,NA,25928,33,NA,NA,"AverageDistanceofPuttsmade",2016
192,194,"Patrick Reed",53,NA,25078,32,NA,NA,"AverageDistanceofPuttsmade",2016
193,189,"Lucas Lee",22,NA,11746,15,NA,NA,"AverageDistanceofPuttsmade",2016
193,197,"Geoff Ogilvy",37,NA,23475,30,NA,NA,"AverageDistanceofPuttsmade",2016
195,193,"Brendon de Jonge",55,NA,30328,39,NA,NA,"AverageDistanceofPuttsmade",2016
196,199,"Padraig Harrington",38,NA,24789,32,NA,NA,"AverageDistanceofPuttsmade",2016
197,195,"Stewart Cink",45,NA,25547,33,NA,NA,"AverageDistanceofPuttsmade",2016
198,192,"Lucas Glover",53,NA,36269,47,NA,NA,"AverageDistanceofPuttsmade",2016
198,196,"Graeme McDowell",33,NA,17748,23,NA,NA,"AverageDistanceofPuttsmade",2016
200,198,"Sergio Garcia",28,NA,10010,13,NA,NA,"AverageDistanceofPuttsmade",2016
201,202,"Vaughn Taylor",30,NA,19152,25,NA,NA,"AverageDistanceofPuttsmade",2016
202,200,"Shawn Stefani",45,NA,26670,35,NA,NA,"AverageDistanceofPuttsmade",2016
203,204,"Keegan Bradley",40,NA,20433,27,NA,NA,"AverageDistanceofPuttsmade",2016
204,208,"Robert Garrigus",34,NA,17321,23,NA,NA,"AverageDistanceofPuttsmade",2016
205,206,"Derek Ernst",36,NA,16531,22,NA,NA,"AverageDistanceofPuttsmade",2016
206,205,"Jerry Kelly",44,NA,20956,28,NA,NA,"AverageDistanceofPuttsmade",2016
207,207,"Ken Duke",26,NA,14827,20,NA,NA,"AverageDistanceofPuttsmade",2016
