"Puttingfrom510_RANKTHISWEEK_2011","Puttingfrom510_RANKLASTWEEK_2011","Puttingfrom510_PLAYERNAME_2011","Puttingfrom510_ROUNDS_2011","Puttingfrom510_Pct_2011","Puttingfrom510_ATTEMPTS_2011","Puttingfrom510_PUTTSMADE_2011","stat_name","year"
46,46,"Kevin Na",84,58.48,289,169,"Puttingfrom510",2011
47,47,"Jonathan Byrd",83,58.47,301,176,"Puttingfrom510",2011
47,47,"Nathan Green",81,58.47,301,176,"Puttingfrom510",2011
49,49,"Roland Thatcher",67,58.43,255,149,"Puttingfrom510",2011
50,50,"Matt Kuchar",94,58.42,303,177,"Puttingfrom510",2011
50,50,"Alexandre Rocha",65,58.42,202,118,"Puttingfrom510",2011
52,52,"Brandt Snedeker",85,58.36,269,157,"Puttingfrom510",2011
53,53,"Michael Thompson",79,58.33,276,161,"Puttingfrom510",2011
54,54,"Cameron Tringale",110,58.31,403,235,"Puttingfrom510",2011
55,55,"Chris Couch",73,58.23,237,138,"Puttingfrom510",2011
56,56,"Rickie Fowler",84,58.19,287,167,"Puttingfrom510",2011
57,57,"Kevin Kisner",70,58.17,251,146,"Puttingfrom510",2011
58,58,"Carl Pettersson",95,58.16,380,221,"Puttingfrom510",2011
59,59,"Martin Laird",77,58.12,277,161,"Puttingfrom510",2011
60,60,"Marc Turnesa",54,58.05,174,101,"Puttingfrom510",2011
61,61,"Ryan Palmer",82,57.98,257,149,"Puttingfrom510",2011
62,62,"Briny Baird",60,57.92,183,106,"Puttingfrom510",2011
63,63,"Ben Crane",76,57.79,244,141,"Puttingfrom510",2011
64,64,"Jim Renner",65,57.58,231,133,"Puttingfrom510",2011
65,65,"David Mathis",83,57.57,304,175,"Puttingfrom510",2011
66,66,"Michael Putnam",67,57.53,219,126,"Puttingfrom510",2011
67,67,"Richard Johnson",64,57.49,207,119,"Puttingfrom510",2011
68,68,"Tag Ridings",87,57.48,294,169,"Puttingfrom510",2011
69,69,"Charl Schwartzel",58,57.45,188,108,"Puttingfrom510",2011
70,70,"JB Holmes",57,57.43,202,116,"Puttingfrom510",2011
71,71,"Webb Simpson",98,57.38,359,206,"Puttingfrom510",2011
72,72,"Jeff Overton",92,57.32,328,188,"Puttingfrom510",2011
73,73,"Will Strickler",51,57.29,192,110,"Puttingfrom510",2011
74,74,"Stephen Ames",69,57.2,250,143,"Puttingfrom510",2011
75,75,"Jason Dufner",78,57.14,287,164,"Puttingfrom510",2011
75,75,"Jim Herman",69,57.14,245,140,"Puttingfrom510",2011
75,75,"Derek Lamely",65,57.14,252,144,"Puttingfrom510",2011
75,75,"Martin Piller",63,57.14,231,132,"Puttingfrom510",2011
79,79,"Matt McQuillan",59,56.98,179,102,"Puttingfrom510",2011
80,80,"Gary Woodland",93,56.94,288,164,"Puttingfrom510",2011
81,81,"Paul Stankowski",78,56.89,283,161,"Puttingfrom510",2011
82,82,"Phil Mickelson",79,56.68,217,123,"Puttingfrom510",2011
83,83,"David Toms",78,56.64,256,145,"Puttingfrom510",2011
84,84,"Pat Perez",76,56.63,309,175,"Puttingfrom510",2011
85,85,"Colt Knost",80,56.59,258,146,"Puttingfrom510",2011
86,86,"Trevor Immelman",84,56.45,248,140,"Puttingfrom510",2011
87,87,"Michael Bradley",74,56.25,208,117,"Puttingfrom510",2011
88,88,"Alex Prugh",82,56.23,313,176,"Puttingfrom510",2011
89,89,"James Driscoll",71,56.18,251,141,"Puttingfrom510",2011
90,90,"David Hearn",88,56.17,324,182,"Puttingfrom510",2011
91,91,"Woody Austin",59,56.16,219,123,"Puttingfrom510",2011
92,92,"Chad Campbell",99,56.15,390,219,"Puttingfrom510",2011
93,93,"Stuart Appleby",65,56.13,253,142,"Puttingfrom510",2011
94,94,"Joe Ogilvie",75,56.08,255,143,"Puttingfrom510",2011
95,95,"Scott Stallings",84,55.95,311,174,"Puttingfrom510",2011
96,96,"Spencer Levin",113,55.92,363,203,"Puttingfrom510",2011
97,97,"Scott Gutschewski",67,55.85,265,148,"Puttingfrom510",2011
98,98,"Hunter Haas",96,55.76,330,184,"Puttingfrom510",2011
99,99,"Cameron Beckman",71,55.68,273,152,"Puttingfrom510",2011
100,100,"Rory Sabbatini",85,55.67,282,157,"Puttingfrom510",2011
101,101,"Tom Gillis",55,55.65,230,128,"Puttingfrom510",2011
101,101,"Troy Merritt",63,55.65,239,133,"Puttingfrom510",2011
103,103,"Padraig Harrington",60,55.49,173,96,"Puttingfrom510",2011
104,104,"Robert Allenby",84,55.44,294,163,"Puttingfrom510",2011
105,105,"Kent Jones",76,55.41,296,164,"Puttingfrom510",2011
105,105,"Bo Van Pelt",92,55.41,314,174,"Puttingfrom510",2011
107,107,"Marc Leishman",87,55.37,307,170,"Puttingfrom510",2011
108,108,"Bill Haas",93,55.34,309,171,"Puttingfrom510",2011
109,109,"Brandt Jobe",100,55.28,360,199,"Puttingfrom510",2011
110,110,"John Merrick",71,55.24,248,137,"Puttingfrom510",2011
111,111,"Kevin Chappell",78,55.23,277,153,"Puttingfrom510",2011
112,112,"JJ Henry",96,55.19,270,149,"Puttingfrom510",2011
113,113,"Brendon de Jonge",105,55.17,377,208,"Puttingfrom510",2011
114,114,"Stewart Cink",72,55.1,196,108,"Puttingfrom510",2011
114,114,"Robert Karlsson",61,55.1,196,108,"Puttingfrom510",2011
114,114,"Chris Stroud",88,55.1,343,189,"Puttingfrom510",2011
117,117,"Lucas Glover",74,55.06,247,136,"Puttingfrom510",2011
118,118,"Chris DiMarco",93,55.05,327,180,"Puttingfrom510",2011
119,119,"Sean OHair",71,54.89,266,146,"Puttingfrom510",2011
120,120,"Ricky Barnes",78,54.85,237,130,"Puttingfrom510",2011
121,121,"Ryuji Imada",83,54.79,334,183,"Puttingfrom510",2011
122,122,"David Duval",67,54.75,263,144,"Puttingfrom510",2011
123,123,"Matt Bettencourt",84,54.74,327,179,"Puttingfrom510",2011
124,124,"Daniel Summerhays",75,54.72,254,139,"Puttingfrom510",2011
125,125,"Joseph Bramlett",73,54.69,245,134,"Puttingfrom510",2011
126,126,"Shaun Micheel",77,54.68,278,152,"Puttingfrom510",2011
127,127,"Vaughn Taylor",89,54.65,333,182,"Puttingfrom510",2011
128,128,"Scott McCarron",65,54.63,205,112,"Puttingfrom510",2011
129,129,"Arjun Atwal",91,54.62,346,189,"Puttingfrom510",2011
130,130,"Vijay Singh",79,54.6,326,178,"Puttingfrom510",2011
131,131,"George McNeill",69,54.55,253,138,"Puttingfrom510",2011
132,132,"Bubba Watson",85,54.47,246,134,"Puttingfrom510",2011
133,133,"William McGirt",103,54.44,349,190,"Puttingfrom510",2011
134,134,"Jhonattan Vegas",84,54.31,313,170,"Puttingfrom510",2011
135,135,"Graeme McDowell",50,54.26,188,102,"Puttingfrom510",2011
136,136,"Charley Hoffman",93,54.13,327,177,"Puttingfrom510",2011
137,137,"Zack Miller",86,54.01,374,202,"Puttingfrom510",2011
138,138,"Rod Pampling",72,53.94,254,137,"Puttingfrom510",2011
139,139,"Michael Connell",76,53.9,295,159,"Puttingfrom510",2011
140,140,"Jimmy Walker",79,53.89,334,180,"Puttingfrom510",2011
141,141,"DJ Brigman",67,53.88,232,125,"Puttingfrom510",2011
141,141,"KJ Choi",77,53.88,219,118,"Puttingfrom510",2011
143,143,"Josh Teater",104,53.87,388,209,"Puttingfrom510",2011
144,144,"Robert Garrigus",83,53.7,324,174,"Puttingfrom510",2011
145,145,"Shane Bertsch",62,53.67,218,117,"Puttingfrom510",2011
146,146,"Brian Davis",105,53.62,401,215,"Puttingfrom510",2011
147,147,"Chris Kirk",87,53.56,323,173,"Puttingfrom510",2011
148,148,"Sung Kang",63,53.55,211,113,"Puttingfrom510",2011
149,149,"Matt Jones",71,53.53,269,144,"Puttingfrom510",2011
150,150,"Steve Elkington",50,53.44,189,101,"Puttingfrom510",2011
151,151,"Bill Lunde",92,53.43,335,179,"Puttingfrom510",2011
152,152,"Garrett Willis",71,53.36,283,151,"Puttingfrom510",2011
153,153,"Jim Furyk",87,53.17,252,134,"Puttingfrom510",2011
154,154,"Steve Marino",76,53.15,286,152,"Puttingfrom510",2011
155,155,"Justin Leonard",82,53,300,159,"Puttingfrom510",2011
155,155,"Davis Love III",70,53,200,106,"Puttingfrom510",2011
157,157,"Lee Janzen",62,52.94,187,99,"Puttingfrom510",2011
158,158,"Chris Riley",76,52.85,263,139,"Puttingfrom510",2011
159,159,"Aron Price",58,52.78,216,114,"Puttingfrom510",2011
159,159,"DJ Trahan",91,52.78,360,190,"Puttingfrom510",2011
161,161,"Jarrod Lyle",83,52.72,294,155,"Puttingfrom510",2011
162,162,"Nick OHern",89,52.31,281,147,"Puttingfrom510",2011
163,163,"Keegan Bradley",91,52.29,327,171,"Puttingfrom510",2011
164,164,"Camilo Villegas",69,52.16,232,121,"Puttingfrom510",2011
165,165,"Fabian Gomez",84,52.05,292,152,"Puttingfrom510",2011
166,166,"Justin Hicks",60,51.81,193,100,"Puttingfrom510",2011
167,167,"Rocco Mediate",53,51.79,224,116,"Puttingfrom510",2011
168,168,"Heath Slocum",89,51.74,317,164,"Puttingfrom510",2011
169,169,"Kyle Stanley",98,51.58,349,180,"Puttingfrom510",2011
170,170,"John Rollins",85,51.48,305,157,"Puttingfrom510",2011
171,171,"Chez Reavie",92,51.28,351,180,"Puttingfrom510",2011
172,172,"Bio Kim",71,50.62,241,122,"Puttingfrom510",2011
173,173,"Rich Beem",53,50.24,209,105,"Puttingfrom510",2011
174,174,"Billy Mayfair",94,50,342,171,"Puttingfrom510",2011
175,175,"Joe Durant",71,49.82,279,139,"Puttingfrom510",2011
176,176,"Harrison Frazar",58,49.76,205,102,"Puttingfrom510",2011
177,177,"Kevin Stadler",88,49.67,300,149,"Puttingfrom510",2011
178,178,"JP Hayes",56,49.51,206,102,"Puttingfrom510",2011
179,179,"Alex Cejka",59,49.24,197,97,"Puttingfrom510",2011
180,180,"Sergio Garcia",61,49.21,191,94,"Puttingfrom510",2011
181,181,"Paul Goydos",81,48.65,333,162,"Puttingfrom510",2011
182,182,"Kris Blanks",92,48.14,349,168,"Puttingfrom510",2011
183,183,"Bobby Gates",82,47.67,279,133,"Puttingfrom510",2011
184,184,"Dustin Johnson",72,47.56,246,117,"Puttingfrom510",2011
185,185,"Ernie Els",71,47.35,245,116,"Puttingfrom510",2011
186,186,"Boo Weekley",66,47.19,231,109,"Puttingfrom510",2011
