"FedExCupBonusMoney_RANKTHISWEEK_2008","FedExCupBonusMoney_RANKLASTWEEK_2008","FedExCupBonusMoney_PLAYERNAME_2008","FedExCupBonusMoney_EVENTS_2008","FedExCupBonusMoney_MONEY_2008","stat_name","year"
50,50,"Padraig Harrington",3,125000,"FedExCupBonusMoney",2008
51,51,"Jerry Kelly",3,120000,"FedExCupBonusMoney",2008
52,52,"Mathew Goggin",3,115000,"FedExCupBonusMoney",2008
53,53,"Tim Herron",3,114000,"FedExCupBonusMoney",2008
54,54,"Bart Bryant",3,113000,"FedExCupBonusMoney",2008
55,55,"Jonathan Byrd",3,110000,"FedExCupBonusMoney",2008
56,56,"Brian Davis",3,110000,"FedExCupBonusMoney",2008
57,57,"Chez Reavie",3,110000,"FedExCupBonusMoney",2008
58,58,"Woody Austin",3,110000,"FedExCupBonusMoney",2008
59,59,"Ben Crane",3,110000,"FedExCupBonusMoney",2008
60,60,"Johnson Wagner",3,110000,"FedExCupBonusMoney",2008
61,61,"Heath Slocum",3,110000,"FedExCupBonusMoney",2008
62,62,"Tommy Armour III",3,110000,"FedExCupBonusMoney",2008
63,63,"Eric Axley",3,110000,"FedExCupBonusMoney",2008
64,64,"John Mallinger",3,110000,"FedExCupBonusMoney",2008
65,65,"Angel Cabrera",3,110000,"FedExCupBonusMoney",2008
66,66,"Jay Williamson",3,110000,"FedExCupBonusMoney",2008
67,67,"Martin Laird",3,110000,"FedExCupBonusMoney",2008
68,68,"Charley Hoffman",3,110000,"FedExCupBonusMoney",2008
69,69,"Rory Sabbatini",3,110000,"FedExCupBonusMoney",2008
70,70,"Tiger Woods",0,110000,"FedExCupBonusMoney",2008
71,71,"Pat Perez",2,80000,"FedExCupBonusMoney",2008
72,72,"Brett Quigley",2,80000,"FedExCupBonusMoney",2008
73,73,"Bill Haas",2,80000,"FedExCupBonusMoney",2008
74,74,"Paul Casey",2,80000,"FedExCupBonusMoney",2008
75,75,"Sean OHair",2,80000,"FedExCupBonusMoney",2008
76,76,"Peter Lonard",2,80000,"FedExCupBonusMoney",2008
77,77,"Richard Johnson",2,80000,"FedExCupBonusMoney",2008
78,78,"Rocco Mediate",2,80000,"FedExCupBonusMoney",2008
79,79,"Bo Van Pelt",2,80000,"FedExCupBonusMoney",2008
80,80,"Tom Pernice Jr",2,80000,"FedExCupBonusMoney",2008
81,81,"Steve Flesch",2,75000,"FedExCupBonusMoney",2008
82,82,"Tim Petrovic",2,75000,"FedExCupBonusMoney",2008
83,83,"Jason Day",2,75000,"FedExCupBonusMoney",2008
84,84,"Steve Elkington",2,75000,"FedExCupBonusMoney",2008
85,85,"Paul Goydos",2,75000,"FedExCupBonusMoney",2008
86,86,"Nick OHern",2,75000,"FedExCupBonusMoney",2008
87,87,"Ryan Moore",2,75000,"FedExCupBonusMoney",2008
88,88,"Jeff Quinney",2,75000,"FedExCupBonusMoney",2008
89,89,"Jesper Parnevik",2,75000,"FedExCupBonusMoney",2008
90,90,"Michael Allen",2,75000,"FedExCupBonusMoney",2008
91,91,"Scott McCarron",2,75000,"FedExCupBonusMoney",2008
92,92,"JJ Henry",2,75000,"FedExCupBonusMoney",2008
93,93,"Kevin Na",2,75000,"FedExCupBonusMoney",2008
94,94,"Ryan Palmer",2,75000,"FedExCupBonusMoney",2008
95,95,"Charles Howell III",2,75000,"FedExCupBonusMoney",2008
96,96,"John Rollins",2,75000,"FedExCupBonusMoney",2008
97,97,"Frank Lickliter II",2,75000,"FedExCupBonusMoney",2008
98,98,"Rod Pampling",2,75000,"FedExCupBonusMoney",2008
99,99,"Jeff Overton",2,75000,"FedExCupBonusMoney",2008
100,100,"Corey Pavin",2,75000,"FedExCupBonusMoney",2008
101,101,"Justin Bolli",2,70000,"FedExCupBonusMoney",2008
102,102,"Daniel Chopra",2,70000,"FedExCupBonusMoney",2008
103,103,"Steve Lowery",2,70000,"FedExCupBonusMoney",2008
104,104,"George McNeill",2,70000,"FedExCupBonusMoney",2008
105,105,"Luke Donald",0,70000,"FedExCupBonusMoney",2008
106,106,"Lee Westwood",0,70000,"FedExCupBonusMoney",2008
107,107,"Parker McLachlin",2,70000,"FedExCupBonusMoney",2008
108,108,"Retief Goosen",2,70000,"FedExCupBonusMoney",2008
109,109,"Nick Watney",2,70000,"FedExCupBonusMoney",2008
110,110,"Patrick Sheehan",2,70000,"FedExCupBonusMoney",2008
111,111,"Rich Beem",2,70000,"FedExCupBonusMoney",2008
112,112,"Ian Poulter",2,70000,"FedExCupBonusMoney",2008
113,113,"Cliff Kresge",2,70000,"FedExCupBonusMoney",2008
114,114,"Justin Rose",0,70000,"FedExCupBonusMoney",2008
115,115,"Matt Kuchar",2,70000,"FedExCupBonusMoney",2008
116,116,"Glen Day",2,70000,"FedExCupBonusMoney",2008
117,117,"Michael Letzig",2,70000,"FedExCupBonusMoney",2008
118,118,"Fred Couples",2,70000,"FedExCupBonusMoney",2008
119,119,"Lee Janzen",2,70000,"FedExCupBonusMoney",2008
120,120,"Alex Cejka",0,70000,"FedExCupBonusMoney",2008
121,121,"Brad Adamonis",1,70000,"FedExCupBonusMoney",2008
122,122,"Nathan Green",1,70000,"FedExCupBonusMoney",2008
123,123,"Jason Bohn",0,70000,"FedExCupBonusMoney",2008
124,124,"Troy Matteson",1,70000,"FedExCupBonusMoney",2008
125,125,"Greg Kraft",1,70000,"FedExCupBonusMoney",2008
126,126,"Mark Calcavecchia",1,32000,"FedExCupBonusMoney",2008
127,127,"Matt Jones",1,32000,"FedExCupBonusMoney",2008
128,128,"Shane Bertsch",1,32000,"FedExCupBonusMoney",2008
129,129,"Joe Ogilvie",1,32000,"FedExCupBonusMoney",2008
130,130,"Tim Wilkinson",1,32000,"FedExCupBonusMoney",2008
131,131,"Zach Johnson",1,32000,"FedExCupBonusMoney",2008
132,132,"Vaughn Taylor",1,32000,"FedExCupBonusMoney",2008
133,133,"Charles Warren",1,32000,"FedExCupBonusMoney",2008
134,134,"Dustin Johnson",1,32000,"FedExCupBonusMoney",2008
135,135,"Bob Tway",0,32000,"FedExCupBonusMoney",2008
136,136,"David Toms",1,32000,"FedExCupBonusMoney",2008
137,137,"James Driscoll",1,32000,"FedExCupBonusMoney",2008
138,138,"Bob Estes",0,32000,"FedExCupBonusMoney",2008
139,139,"Tom Lehman",1,32000,"FedExCupBonusMoney",2008
140,140,"Joe Durant",1,32000,"FedExCupBonusMoney",2008
141,141,"Jason Gore",1,32000,"FedExCupBonusMoney",2008
142,142,"Jon Mills",1,32000,"FedExCupBonusMoney",2008
143,143,"Chris DiMarco",1,32000,"FedExCupBonusMoney",2008
144,144,"Roland Thatcher",0,32000,"FedExCupBonusMoney",2008
145,145,"YE Yang",22,32000,"FedExCupBonusMoney",2008
146,146,"Gavin Coles",13,32000,"FedExCupBonusMoney",2008
147,147,"Tag Ridings",22,32000,"FedExCupBonusMoney",2008
148,148,"Todd Hamilton",23,32000,"FedExCupBonusMoney",2008
149,149,"Brett Rumford",19,32000,"FedExCupBonusMoney",2008
150,150,"Marco Dawson",17,32000,"FedExCupBonusMoney",2008
