"ProximitytoHolefromRough_RANKTHISWEEK_2008","ProximitytoHolefromRough_RANKLASTWEEK_2008","ProximitytoHolefromRough_PLAYERNAME_2008","ProximitytoHolefromRough_ROUNDS_2008","ProximitytoHolefromRough_AVGDTP_2008","ProximitytoHolefromRough_TOTALDISTANCEFEET_2008","ProximitytoHolefromRough_OFSHOTS_2008","ProximitytoHolefromRough_SCRAMBLINGRANK_2008","stat_name","year"
75,75,"Bill Haas",99,NA,1950.667,247,148,"ProximitytoHolefromRough",2008
75,75,"Ryuji Imada",80,NA,1473.5,187,34,"ProximitytoHolefromRough",2008
75,75,"Stephen Leaney",53,NA,709.167,90,53,"ProximitytoHolefromRough",2008
75,75,"Jim McGovern",75,NA,1043.417,132,167,"ProximitytoHolefromRough",2008
75,75,"Sean OHair",81,NA,1519.167,191,134,"ProximitytoHolefromRough",2008
75,75,"Pat Perez",93,NA,1556.75,196,124,"ProximitytoHolefromRough",2008
75,75,"Tom Pernice Jr",104,NA,1866.5,235,11,"ProximitytoHolefromRough",2008
75,75,"Heath Slocum",104,NA,1507.667,191,75,"ProximitytoHolefromRough",2008
75,75,"Kevin Sutherland",98,NA,1665.167,211,25,"ProximitytoHolefromRough",2008
75,75,"Omar Uresti",74,NA,1110.417,140,8,"ProximitytoHolefromRough",2008
75,75,"Ron Whittaker",54,NA,636,80,164,"ProximitytoHolefromRough",2008
75,75,"Mark Wilson",107,NA,2074.417,261,31,"ProximitytoHolefromRough",2008
87,87,"David Duval",51,NA,963.5,121,195,"ProximitytoHolefromRough",2008
87,87,"Kenneth Ferrie",72,NA,1152.75,144,145,"ProximitytoHolefromRough",2008
87,87,"Parker McLachlin",88,NA,1723.417,216,42,"ProximitytoHolefromRough",2008
87,87,"Rocco Mediate",87,NA,1406.167,175,109,"ProximitytoHolefromRough",2008
87,87,"Tom Scherrer",56,NA,932.583,116,126,"ProximitytoHolefromRough",2008
87,87,"Charlie Wi",97,NA,1683.833,210,4,"ProximitytoHolefromRough",2008
93,93,"Aaron Baddeley",76,NA,1524.667,189,60,"ProximitytoHolefromRough",2008
93,93,"Brian Davis",108,NA,2014.833,248,17,"ProximitytoHolefromRough",2008
93,93,"Glen Day",64,NA,1168,144,6,"ProximitytoHolefromRough",2008
93,93,"Charles Howell III",101,NA,2093.917,258,116,"ProximitytoHolefromRough",2008
93,93,"Will Ma Kenzie",62,NA,1315.583,162,130,"ProximitytoHolefromRough",2008
93,93,"John Mallinger",95,NA,1898.5,236,61,"ProximitytoHolefromRough",2008
93,93,"Shigeki Maruyama",50,NA,1041.167,129,14,"ProximitytoHolefromRough",2008
93,93,"Billy Mayfair",103,NA,1874.833,232,34,"ProximitytoHolefromRough",2008
93,93,"Chez Reavie",102,NA,1754.167,218,52,"ProximitytoHolefromRough",2008
102,102,"Angel Cabrera",55,NA,985.5,121,180,"ProximitytoHolefromRough",2008
102,102,"Alex Cejka",75,NA,1266.667,155,140,"ProximitytoHolefromRough",2008
102,102,"Chad Collins",72,NA,1443.667,177,88,"ProximitytoHolefromRough",2008
102,102,"Chris DiMarco",87,NA,1586.083,194,114,"ProximitytoHolefromRough",2008
102,102,"Robert Gamez",79,NA,1395.25,171,162,"ProximitytoHolefromRough",2008
102,102,"Jason Gore",94,NA,1813.75,221,136,"ProximitytoHolefromRough",2008
102,102,"Davis Love III",78,NA,1392.083,171,145,"ProximitytoHolefromRough",2008
102,102,"Jesper Parnevik",88,NA,1848.667,227,23,"ProximitytoHolefromRough",2008
102,102,"DJ Trahan",94,NA,1860.917,229,139,"ProximitytoHolefromRough",2008
111,111,"Michael Allen",91,NA,1560.667,190,110,"ProximitytoHolefromRough",2008
111,111,"Jason Allred",63,NA,1225.167,149,127,"ProximitytoHolefromRough",2008
111,111,"Nick Flanagan",89,NA,1862.5,225,179,"ProximitytoHolefromRough",2008
111,111,"Robert Garrigus",90,NA,2048.833,248,190,"ProximitytoHolefromRough",2008
111,111,"Dustin Johnson",92,NA,2163.333,261,192,"ProximitytoHolefromRough",2008
111,111,"Jeff Overton",103,NA,2219.333,269,125,"ProximitytoHolefromRough",2008
111,111,"Rod Pampling",83,NA,1455.167,176,129,"ProximitytoHolefromRough",2008
111,111,"Jin Park",85,NA,1604.917,195,128,"ProximitytoHolefromRough",2008
111,111,"Corey Pavin",69,NA,1268.583,153,3,"ProximitytoHolefromRough",2008
111,111,"Kenny Perry",97,NA,2094.417,254,90,"ProximitytoHolefromRough",2008
111,111,"Jeff Quinney",87,NA,1503.25,183,70,"ProximitytoHolefromRough",2008
122,122,"Billy Andrade",71,NA,1498.167,180,163,"ProximitytoHolefromRough",2008
122,122,"Chad Campbell",94,NA,1656.5,199,158,"ProximitytoHolefromRough",2008
122,122,"Alejandro Canizares",52,NA,1029.75,124,111,"ProximitytoHolefromRough",2008
122,122,"Mark Hensby",71,NA,1244.833,150,185,"ProximitytoHolefromRough",2008
122,122,"Martin Laird",98,NA,1821.417,218,117,"ProximitytoHolefromRough",2008
122,122,"Tom Lehman",51,NA,849.583,102,101,"ProximitytoHolefromRough",2008
122,122,"John Merrick",98,NA,1734.75,209,160,"ProximitytoHolefromRough",2008
122,122,"Nicholas Thompson",113,NA,2241.083,270,85,"ProximitytoHolefromRough",2008
122,122,"David Toms",70,NA,978.833,117,187,"ProximitytoHolefromRough",2008
122,122,"Johnson Wagner",83,NA,1642.833,197,103,"ProximitytoHolefromRough",2008
122,122,"Bubba Watson",97,NA,1821.583,218,156,"ProximitytoHolefromRough",2008
122,122,"Jay Williamson",96,NA,1427.667,171,159,"ProximitytoHolefromRough",2008
134,134,"Ben Crane",86,NA,1508.417,179,16,"ProximitytoHolefromRough",2008
134,134,"Carlos Franco",73,NA,1337.667,159,153,"ProximitytoHolefromRough",2008
134,134,"Lucas Glover",91,NA,1861.167,222,115,"ProximitytoHolefromRough",2008
134,134,"JP Hayes",67,NA,1393.583,165,73,"ProximitytoHolefromRough",2008
134,134,"Matt Jones",95,NA,2276.667,271,62,"ProximitytoHolefromRough",2008
139,139,"Ryan Armour",87,NA,1677,197,194,"ProximitytoHolefromRough",2008
139,139,"Olin Browne",77,NA,1346,158,113,"ProximitytoHolefromRough",2008
139,139,"Stewart Cink",87,NA,1363.75,161,142,"ProximitytoHolefromRough",2008
139,139,"Joe Ogilvie",100,NA,2163.333,254,62,"ProximitytoHolefromRough",2008
139,139,"John Rollins",94,NA,1719.083,203,43,"ProximitytoHolefromRough",2008
144,144,"Mathias Gronberg",87,NA,1858.333,216,121,"ProximitytoHolefromRough",2008
144,144,"Todd Hamilton",92,NA,1530.75,178,168,"ProximitytoHolefromRough",2008
144,144,"JJ Henry",108,NA,1763.833,206,143,"ProximitytoHolefromRough",2008
144,144,"John Huston",56,NA,905.75,106,79,"ProximitytoHolefromRough",2008
144,144,"Ted Purdy",68,NA,1280.25,149,123,"ProximitytoHolefromRough",2008
144,144,"John Riegger",73,NA,1267.833,147,58,"ProximitytoHolefromRough",2008
150,150,"Cameron Beckman",87,NA,1664.75,193,69,"ProximitytoHolefromRough",2008
150,150,"Paul Claxton",63,NA,1009.917,116,178,"ProximitytoHolefromRough",2008
150,150,"Jason Day",81,NA,1950.833,226,94,"ProximitytoHolefromRough",2008
150,150,"Greg Kraft",63,NA,1340.917,154,64,"ProximitytoHolefromRough",2008
150,150,"Frank Lickliter II",107,NA,2536.083,292,87,"ProximitytoHolefromRough",2008
150,150,"Steve Lowery",74,NA,1621.333,187,141,"ProximitytoHolefromRough",2008
150,150,"Rory Sabbatini",77,NA,1355.667,157,122,"ProximitytoHolefromRough",2008
150,150,"Kevin Streelman",114,NA,2223.75,256,56,"ProximitytoHolefromRough",2008
158,158,"Rich Beem",90,NA,1569.917,180,169,"ProximitytoHolefromRough",2008
158,158,"James Driscoll",85,NA,1683.333,193,155,"ProximitytoHolefromRough",2008
158,158,"Brandt Jobe",52,NA,1038,119,172,"ProximitytoHolefromRough",2008
158,158,"George McNeill",97,NA,1964.333,225,191,"ProximitytoHolefromRough",2008
158,158,"Chris Stroud",81,NA,1473.667,168,165,"ProximitytoHolefromRough",2008
163,163,"Daniel Chopra",84,NA,2033.833,231,95,"ProximitytoHolefromRough",2008
163,163,"Brad Elder",67,NA,1112.25,126,37,"ProximitytoHolefromRough",2008
163,163,"Harrison Frazar",73,NA,1194.083,135,175,"ProximitytoHolefromRough",2008
163,163,"Steve Marino",119,NA,2084.333,237,55,"ProximitytoHolefromRough",2008
163,163,"Ryan Palmer",69,NA,1357.083,153,138,"ProximitytoHolefromRough",2008
163,163,"Kyle Thompson",70,NA,1376.417,156,183,"ProximitytoHolefromRough",2008
163,163,"Bo Van Pelt",101,NA,1903.25,216,118,"ProximitytoHolefromRough",2008
170,170,"Jeff Maggert",86,NA,1777.583,200,133,"ProximitytoHolefromRough",2008
170,170,"Brett Quigley",80,NA,1531.833,172,97,"ProximitytoHolefromRough",2008
170,170,"Vaughn Taylor",103,NA,2406.25,269,92,"ProximitytoHolefromRough",2008
170,170,"Marc Turnesa",87,NA,1863.583,209,41,"ProximitytoHolefromRough",2008
174,174,"Justin Bolli",87,NA,1578,176,182,"ProximitytoHolefromRough",2008
174,174,"Steve Elkington",84,NA,1524.333,169,78,"ProximitytoHolefromRough",2008
174,174,"Dudley Hart",74,NA,1378.667,153,20,"ProximitytoHolefromRough",2008
174,174,"Richard Johnson",77,NA,2199.167,244,67,"ProximitytoHolefromRough",2008
174,174,"Bob Sowards",61,NA,1188.583,132,150,"ProximitytoHolefromRough",2008
174,174,"Kevin Stadler",90,NA,1832.833,204,186,"ProximitytoHolefromRough",2008
180,180,"Brad Adamonis",87,NA,1894.167,208,131,"ProximitytoHolefromRough",2008
180,180,"Tommy Gainey",60,NA,1083.417,119,197,"ProximitytoHolefromRough",2008
180,180,"Scott McCarron",63,NA,1224.083,135,59,"ProximitytoHolefromRough",2008
183,183,"Bob Estes",90,NA,1761.167,193,33,"ProximitytoHolefromRough",2008
185,185,"Steve Allan",58,NA,1219.25,132,175,"ProximitytoHolefromRough",2008
186,186,"Troy Matteson",94,NA,2332.5,249,173,"ProximitytoHolefromRough",2008
187,187,"Ryan Moore",72,NA,1682,179,48,"ProximitytoHolefromRough",2008
187,187,"Tag Ridings",88,NA,2298.5,244,118,"ProximitytoHolefromRough",2008
189,189,"Paul Casey",55,NA,994.417,105,188,"ProximitytoHolefromRough",2008
189,189,"Joe Durant",92,NA,1694.167,178,189,"ProximitytoHolefromRough",2008
189,189,"Jimmy Walker",73,NA,1800.25,190,134,"ProximitytoHolefromRough",2008
189,189,"Charles Warren",79,NA,1958.583,206,196,"ProximitytoHolefromRough",2008
189,189,"Boo Weekley",86,NA,1558.5,164,106,"ProximitytoHolefromRough",2008
194,194,"Mathew Goggin",91,NA,1895.917,194,77,"ProximitytoHolefromRough",2008
194,194,"Travis Perkins",53,NA,1261.667,129,193,"ProximitytoHolefromRough",2008
196,196,"Robert Allenby",108,NA,2004.5,203,149,"ProximitytoHolefromRough",2008
197,197,"Hunter Mahan",87,NA,1831.167,173,170,"ProximitytoHolefromRough",2008
