"FedExCupStandings_RANKTHISWEEK_2013","FedExCupStandings_RANKLASTWEEK_2013","FedExCupStandings_PLAYERNAME_2013","FedExCupStandings_EVENTS_2013","FedExCupStandings_POINTS_2013","FedExCupStandings_OFWINS_2013","FedExCupStandings_OFTOP10S_2013","FedExCupStandings_POINTSBEHINDLEAD_2013","FedExCupStandings_RESETPOINTS_2013","stat_name","year"
154,154,"Louis Oosthuizen",12,249,NA,1,6480,NA,"FedExCupStandings",2013
155,155,"Vaughn Taylor",16,246,NA,1,6483,NA,"FedExCupStandings",2013
156,156,"Robert Karlsson",18,236,NA,1,6493,NA,"FedExCupStandings",2013
157,157,"Jonathan Byrd",16,234,NA,2,6495,NA,"FedExCupStandings",2013
158,158,"Cameron Percy",21,230,NA,NA,6499,NA,"FedExCupStandings",2013
159,159,"Henrik Norlander",22,229,NA,NA,6500,NA,"FedExCupStandings",2013
160,160,"Seung Yul Noh",25,226,NA,1,6503,NA,"FedExCupStandings",2013
161,161,"Ross Fisher",15,215,NA,1,6514,NA,"FedExCupStandings",2013
162,162,"Davis Love III",15,209,NA,1,6520,NA,"FedExCupStandings",2013
163,163,"Luke List",24,202,NA,NA,6527,NA,"FedExCupStandings",2013
164,164,"Casey Wittenberg",27,199,NA,1,6530,NA,"FedExCupStandings",2013
165,165,"David Mathis",24,197,NA,1,6532,NA,"FedExCupStandings",2013
166,166,"Russell Knox",11,197,NA,NA,6532,NA,"FedExCupStandings",2013
167,167,"Troy Matteson",24,194,NA,NA,6535,NA,"FedExCupStandings",2013
168,168,"Tim Herron",15,190,NA,NA,6539,NA,"FedExCupStandings",2013
169,169,"Will Claxton",24,186,NA,NA,6543,NA,"FedExCupStandings",2013
170,170,"Sean OHair",22,183,NA,NA,6546,NA,"FedExCupStandings",2013
171,171,"Retief Goosen",9,182,NA,1,6547,NA,"FedExCupStandings",2013
172,172,"YE Yang",19,182,NA,NA,6547,NA,"FedExCupStandings",2013
173,173,"Stephen Ames",19,182,NA,NA,6547,NA,"FedExCupStandings",2013
174,174,"Mike Weir",22,173,NA,NA,6556,NA,"FedExCupStandings",2013
175,175,"DJ Trahan",16,169,NA,1,6560,NA,"FedExCupStandings",2013
176,176,"Nick OHern",10,169,NA,1,6560,NA,"FedExCupStandings",2013
177,177,"Scott Gardiner",23,161,NA,NA,6568,NA,"FedExCupStandings",2013
178,178,"Cameron Beckman",8,150,NA,1,6579,NA,"FedExCupStandings",2013
179,179,"Bobby Gates",20,144,NA,1,6585,NA,"FedExCupStandings",2013
180,180,"Alistair Presnell",23,140,NA,NA,6589,NA,"FedExCupStandings",2013
181,181,"Fred Couples",4,138,NA,NA,6591,NA,"FedExCupStandings",2013
182,182,"Lee Williams",22,134,NA,NA,6595,NA,"FedExCupStandings",2013
183,183,"Bill Lunde",10,133,NA,1,6596,NA,"FedExCupStandings",2013
184,184,"Colt Knost",25,130,NA,NA,6599,NA,"FedExCupStandings",2013
185,185,"Robert Allenby",24,129,NA,1,6600,NA,"FedExCupStandings",2013
186,186,"Kevin Sutherland",13,129,NA,NA,6600,NA,"FedExCupStandings",2013
187,187,"Aaron Watkins",19,126,NA,1,6603,NA,"FedExCupStandings",2013
188,188,"Darron Stiles",20,125,NA,NA,6604,NA,"FedExCupStandings",2013
189,189,"Jin Park",20,125,NA,NA,6604,NA,"FedExCupStandings",2013
190,190,"Chris DiMarco",11,118,NA,1,6611,NA,"FedExCupStandings",2013
191,191,"Glen Day",6,113,NA,1,6616,NA,"FedExCupStandings",2013
192,192,"John Mallinger",12,112,NA,NA,6617,NA,"FedExCupStandings",2013
193,193,"Tim Petrovic",12,109,NA,1,6620,NA,"FedExCupStandings",2013
194,194,"Rod Pampling",16,109,NA,NA,6620,NA,"FedExCupStandings",2013
195,195,"Matt Bettencourt",9,102,NA,NA,6627,NA,"FedExCupStandings",2013
195,195,"Heath Slocum",9,102,NA,NA,6627,NA,"FedExCupStandings",2013
197,197,"Paul Casey",7,100,NA,NA,6629,NA,"FedExCupStandings",2013
198,198,"Andres Gonzales",17,96,NA,1,6633,NA,"FedExCupStandings",2013
199,199,"Nathan Green",9,92,NA,NA,6637,NA,"FedExCupStandings",2013
200,200,"Kevin Na",8,92,NA,NA,6637,NA,"FedExCupStandings",2013
201,201,"Steve Marino",12,91,NA,NA,6638,NA,"FedExCupStandings",2013
202,202,"Andrew Svoboda",18,89,NA,NA,6640,NA,"FedExCupStandings",2013
203,203,"Joey Snyder III",15,85,NA,NA,6644,NA,"FedExCupStandings",2013
204,204,"Billy Mayfair",14,79,NA,1,6650,NA,"FedExCupStandings",2013
205,205,"Paul Haley II",18,74,NA,NA,6655,NA,"FedExCupStandings",2013
206,206,"Michael Bradley",21,74,NA,NA,6655,NA,"FedExCupStandings",2013
207,207,"Eric Meierdierks",19,72,NA,NA,6657,NA,"FedExCupStandings",2013
208,208,"Jeff Gove",17,69,NA,NA,6660,NA,"FedExCupStandings",2013
209,209,"Billy Andrade",3,63,NA,1,6666,NA,"FedExCupStandings",2013
210,210,"Steve Flesch",6,60,NA,NA,6669,NA,"FedExCupStandings",2013
211,211,"Hank Kuehne",5,59,NA,NA,6670,NA,"FedExCupStandings",2013
212,212,"Joe Ogilvie",15,58,NA,NA,6671,NA,"FedExCupStandings",2013
213,213,"Kenny Perry",3,58,NA,NA,6671,NA,"FedExCupStandings",2013
214,214,"Scott Verplank",14,57,NA,NA,6672,NA,"FedExCupStandings",2013
215,215,"Joe Affrunti",5,56,NA,NA,6673,NA,"FedExCupStandings",2013
216,216,"Gary Christian",10,52,NA,NA,6677,NA,"FedExCupStandings",2013
217,217,"Wes Short Jr",15,51,NA,NA,6678,NA,"FedExCupStandings",2013
218,218,"Bernhard Langer",1,42,NA,NA,6687,NA,"FedExCupStandings",2013
219,219,"Michael Letzig",17,41,NA,NA,6688,NA,"FedExCupStandings",2013
220,220,"Joe Durant",7,40,NA,NA,6689,NA,"FedExCupStandings",2013
221,221,"Duffy Waldorf",3,35,NA,NA,6694,NA,"FedExCupStandings",2013
222,222,"Chris Riley",3,35,NA,NA,6694,NA,"FedExCupStandings",2013
223,223,"Tom Watson",4,32,NA,NA,6697,NA,"FedExCupStandings",2013
224,224,"Ryuji Imada",7,32,NA,NA,6697,NA,"FedExCupStandings",2013
225,225,"Peter Lonard",1,28,NA,NA,6701,NA,"FedExCupStandings",2013
225,225,"Paul Stankowski",1,28,NA,NA,6701,NA,"FedExCupStandings",2013
227,227,"Bart Bryant",2,27,NA,NA,6702,NA,"FedExCupStandings",2013
227,227,"Russ Cochran",1,27,NA,NA,6702,NA,"FedExCupStandings",2013
229,229,"Dean Wilson",2,24,NA,NA,6705,NA,"FedExCupStandings",2013
230,230,"David Frost",1,22,NA,NA,6707,NA,"FedExCupStandings",2013
231,231,"Robert Gamez",3,21,NA,NA,6708,NA,"FedExCupStandings",2013
232,232,"Jesper Parnevik",13,20,NA,NA,6709,NA,"FedExCupStandings",2013
233,233,"Jose Maria Olazabal",2,20,NA,NA,6709,NA,"FedExCupStandings",2013
234,234,"Skip Kendall",2,19,NA,NA,6710,NA,"FedExCupStandings",2013
235,235,"John Daly",12,18,NA,NA,6711,NA,"FedExCupStandings",2013
236,236,"JB Holmes",5,17,NA,NA,6712,NA,"FedExCupStandings",2013
237,237,"Sandy Lyle",2,16,NA,NA,6713,NA,"FedExCupStandings",2013
238,238,"Neal Lancaster",6,16,NA,NA,6713,NA,"FedExCupStandings",2013
239,239,"Troy Kelly",10,15,NA,NA,6714,NA,"FedExCupStandings",2013
240,240,"Andre Stolz",1,13,NA,NA,6716,NA,"FedExCupStandings",2013
241,241,"Marc Turnesa",2,13,NA,NA,6716,NA,"FedExCupStandings",2013
242,242,"Tom Lehman",2,11,NA,NA,6718,NA,"FedExCupStandings",2013
242,242,"Mark OMeara",3,11,NA,NA,6718,NA,"FedExCupStandings",2013
244,244,"Alexandre Rocha",3,10,NA,NA,6719,NA,"FedExCupStandings",2013
245,245,"Marco Dawson",1,8,NA,NA,6721,NA,"FedExCupStandings",2013
245,245,"Kent Jones",1,8,NA,NA,6721,NA,"FedExCupStandings",2013
247,247,"Lee Janzen",11,8,NA,NA,6721,NA,"FedExCupStandings",2013
248,248,"David Duval",8,5,NA,NA,6724,NA,"FedExCupStandings",2013
249,249,"Arjun Atwal",8,4,NA,NA,6725,NA,"FedExCupStandings",2013
250,250,"Scott McCarron",8,2,NA,NA,6727,NA,"FedExCupStandings",2013
251,251,"Frank Lickliter II",3,1,NA,NA,6728,NA,"FedExCupStandings",2013
251,251,"Ted Purdy",3,1,NA,NA,6728,NA,"FedExCupStandings",2013
253,253,"Todd Hamilton",4,1,NA,NA,6728,NA,"FedExCupStandings",2013
