"Scrambling_RANKTHISWEEK_2010","Scrambling_RANKLASTWEEK_2010","Scrambling_PLAYERNAME_2010","Scrambling_ROUNDS_2010","Scrambling_Pct_2010","Scrambling_PARORBETTER_2010","Scrambling_MISSEDGIR_2010","stat_name","year"
49,49,"Charley Hoffman",85,60.6,303,500,"Scrambling",2010
50,50,"Bob Estes",79,60.48,277,458,"Scrambling",2010
51,51,"Jason Day",82,60.38,288,477,"Scrambling",2010
51,51,"Tim Petrovic",105,60.38,384,636,"Scrambling",2010
53,53,"Boo Weekley",88,60.32,260,431,"Scrambling",2010
54,54,"Tom Gillis",97,60.27,358,594,"Scrambling",2010
55,55,"Nathan Green",86,60.18,343,570,"Scrambling",2010
56,56,"Rory McIlroy",54,60.13,190,316,"Scrambling",2010
57,57,"Ian Poulter",55,59.82,198,331,"Scrambling",2010
58,58,"Jay Williamson",76,59.74,227,380,"Scrambling",2010
59,59,"Jeff Quinney",91,59.7,323,541,"Scrambling",2010
60,60,"Ben Curtis",78,59.69,268,449,"Scrambling",2010
61,61,"Stephen Ames",75,59.67,256,429,"Scrambling",2010
62,62,"JJ Henry",92,59.62,282,473,"Scrambling",2010
63,63,"Tom Pernice Jr",74,59.61,214,359,"Scrambling",2010
64,64,"Ricky Barnes",103,59.59,351,589,"Scrambling",2010
65,65,"Trevor Immelman",55,59.52,200,336,"Scrambling",2010
66,66,"Rickie Fowler",98,59.51,316,531,"Scrambling",2010
67,67,"Michael Bradley",77,59.47,245,412,"Scrambling",2010
67,67,"Rod Pampling",77,59.47,289,486,"Scrambling",2010
69,69,"Webb Simpson",98,59.46,355,597,"Scrambling",2010
70,70,"Scott Verplank",74,59.37,282,475,"Scrambling",2010
71,71,"Richard Johnson",90,59.35,276,465,"Scrambling",2010
72,72,"Chad Campbell",95,59.32,312,526,"Scrambling",2010
73,73,"Will Ma Kenzie",72,59.31,242,408,"Scrambling",2010
74,74,"John Rollins",81,59.27,275,464,"Scrambling",2010
75,75,"Michael Connell",89,59.13,285,482,"Scrambling",2010
76,76,"Joe Durant",67,59.09,182,308,"Scrambling",2010
77,77,"Ben Crane",85,59.06,277,469,"Scrambling",2010
77,77,"Cliff Kresge",50,59.06,163,276,"Scrambling",2010
79,79,"Spencer Levin",110,58.95,326,553,"Scrambling",2010
80,80,"Tim Herron",79,58.86,259,440,"Scrambling",2010
81,81,"Stuart Appleby",101,58.82,400,680,"Scrambling",2010
82,82,"Mike Weir",59,58.8,254,432,"Scrambling",2010
83,83,"Brett Wetterich",54,58.71,182,310,"Scrambling",2010
84,84,"John Mallinger",78,58.67,264,450,"Scrambling",2010
85,85,"Hunter Mahan",85,58.65,278,474,"Scrambling",2010
85,85,"DA Points",90,58.65,305,520,"Scrambling",2010
87,87,"Woody Austin",93,58.56,301,514,"Scrambling",2010
88,88,"Aron Price",70,58.53,199,340,"Scrambling",2010
89,89,"Jimmy Walker",82,58.46,280,479,"Scrambling",2010
90,90,"Mathias Gronberg",61,58.36,192,329,"Scrambling",2010
91,91,"Craig Bowden",56,58.31,200,343,"Scrambling",2010
92,92,"Jason Dufner",87,58.24,304,522,"Scrambling",2010
93,93,"Cameron Beckman",68,58.21,227,390,"Scrambling",2010
94,94,"James Nitties",92,58.19,302,519,"Scrambling",2010
95,95,"James Driscoll",78,58.15,271,466,"Scrambling",2010
96,96,"Johnson Wagner",85,58.1,269,463,"Scrambling",2010
97,97,"Matt Bettencourt",91,57.98,345,595,"Scrambling",2010
98,98,"Bill Haas",87,57.96,273,471,"Scrambling",2010
99,99,"Brett Quigley",96,57.93,296,511,"Scrambling",2010
100,100,"Jerry Kelly",99,57.91,322,556,"Scrambling",2010
101,101,"Jarrod Lyle",54,57.84,166,287,"Scrambling",2010
102,102,"Lee Janzen",77,57.81,259,448,"Scrambling",2010
103,103,"Zach Johnson",93,57.66,316,548,"Scrambling",2010
104,104,"John Senden",103,57.65,294,510,"Scrambling",2010
105,105,"Matt Every",60,57.61,212,368,"Scrambling",2010
106,106,"Skip Kendall",58,57.57,194,337,"Scrambling",2010
107,107,"Camilo Villegas",78,57.5,253,440,"Scrambling",2010
108,108,"Jason Bohn",84,57.49,280,487,"Scrambling",2010
109,109,"Bill Lunde",79,57.48,265,461,"Scrambling",2010
110,110,"Chris Tidland",77,57.47,254,442,"Scrambling",2010
111,111,"Vaughn Taylor",87,57.46,285,496,"Scrambling",2010
112,112,"Blake Adams",84,57.43,282,491,"Scrambling",2010
113,113,"Chris Stroud",90,57.4,260,453,"Scrambling",2010
114,114,"Justin Leonard",89,57.32,317,553,"Scrambling",2010
115,115,"Martin Laird",91,57.31,302,527,"Scrambling",2010
116,116,"Roland Thatcher",72,57.24,253,442,"Scrambling",2010
117,117,"Aaron Baddeley",94,57.1,342,599,"Scrambling",2010
118,118,"Stewart Cink",84,57.08,258,452,"Scrambling",2010
119,119,"Derek Lamely",81,57,293,514,"Scrambling",2010
120,120,"Rocco Mediate",71,56.96,217,381,"Scrambling",2010
121,121,"John Merrick",109,56.93,308,541,"Scrambling",2010
122,122,"Cameron Percy",73,56.91,206,362,"Scrambling",2010
123,123,"Marc Leishman",87,56.9,297,522,"Scrambling",2010
124,124,"Josh Teater",101,56.83,316,556,"Scrambling",2010
125,125,"Jeff Overton",89,56.8,288,507,"Scrambling",2010
126,126,"Joe Ogilvie",99,56.69,322,568,"Scrambling",2010
127,127,"Kevin Streelman",90,56.59,292,516,"Scrambling",2010
128,128,"Rory Sabbatini",79,56.48,257,455,"Scrambling",2010
129,129,"Vijay Singh",75,56.46,236,418,"Scrambling",2010
130,130,"Alex Cejka",81,56.42,268,475,"Scrambling",2010
131,131,"Robert Allenby",76,56.37,239,424,"Scrambling",2010
132,132,"Steve Marino",81,56.33,267,474,"Scrambling",2010
133,133,"Chris Couch",66,56.28,224,398,"Scrambling",2010
134,134,"YE Yang",72,56.18,241,429,"Scrambling",2010
135,135,"Daniel Chopra",74,56.16,287,511,"Scrambling",2010
135,135,"Geoff Ogilvy",62,56.16,196,349,"Scrambling",2010
137,137,"Michael Letzig",84,56.08,272,485,"Scrambling",2010
138,138,"Kevin Stadler",86,56,252,450,"Scrambling",2010
139,139,"Dustin Johnson",83,55.81,264,473,"Scrambling",2010
140,140,"Troy Matteson",84,55.79,241,432,"Scrambling",2010
141,141,"JP Hayes",79,55.77,256,459,"Scrambling",2010
141,141,"Jeff Maggert",76,55.77,227,407,"Scrambling",2010
143,143,"Brenden Pappas",66,55.61,208,374,"Scrambling",2010
144,144,"Ryan Palmer",84,55.56,290,522,"Scrambling",2010
145,145,"Brendon de Jonge",114,55.52,317,571,"Scrambling",2010
146,146,"Nick Watney",91,55.51,267,481,"Scrambling",2010
147,147,"Billy Mayfair",78,55.5,212,382,"Scrambling",2010
147,147,"Bubba Watson",77,55.5,242,436,"Scrambling",2010
149,149,"George McNeill",79,55.49,268,483,"Scrambling",2010
150,150,"Paul Stankowski",62,55.48,157,283,"Scrambling",2010
151,151,"Alex Prugh",88,55.35,269,486,"Scrambling",2010
152,152,"Garrett Willis",82,55.32,234,423,"Scrambling",2010
153,153,"Angel Cabrera",64,55.15,214,388,"Scrambling",2010
154,154,"Steve Flesch",78,55.04,273,496,"Scrambling",2010
155,155,"Paul Goydos",78,55.02,263,478,"Scrambling",2010
156,156,"Troy Merritt",86,54.98,287,522,"Scrambling",2010
157,157,"DJ Trahan",92,54.83,261,476,"Scrambling",2010
158,158,"David Lutterus",69,54.81,222,405,"Scrambling",2010
159,159,"Scott Piercy",88,54.79,280,511,"Scrambling",2010
160,160,"Charles Warren",64,54.58,161,295,"Scrambling",2010
161,161,"Sergio Garcia",58,54.57,173,317,"Scrambling",2010
162,162,"Justin Bolli",55,54.52,169,310,"Scrambling",2010
163,163,"Brian Stuard",81,54.45,257,472,"Scrambling",2010
164,164,"Brent Delahoussaye",57,54.43,166,305,"Scrambling",2010
165,165,"Davis Love III",79,54.37,230,423,"Scrambling",2010
166,166,"Roger Tambellini",77,54.26,204,376,"Scrambling",2010
167,167,"Mathew Goggin",85,54.21,251,463,"Scrambling",2010
168,168,"Rich Barcelo",70,54.2,239,441,"Scrambling",2010
169,169,"Lucas Glover",75,54.15,235,434,"Scrambling",2010
170,170,"Kris Blanks",91,54.06,233,431,"Scrambling",2010
171,171,"Adam Scott",70,54.03,201,372,"Scrambling",2010
172,172,"Martin Flores",75,54,243,450,"Scrambling",2010
173,173,"Chris Wilson",65,53.85,210,390,"Scrambling",2010
174,174,"John Daly",63,53.53,182,340,"Scrambling",2010
175,175,"Garth Mulroy",53,53.41,141,264,"Scrambling",2010
176,176,"Andrew McLardy",52,53.4,157,294,"Scrambling",2010
177,177,"Greg Kraft",52,53.37,174,326,"Scrambling",2010
178,178,"Cameron Tringale",55,53.23,140,263,"Scrambling",2010
179,179,"Greg Owen",69,52.73,203,385,"Scrambling",2010
180,180,"Ted Purdy",86,52.44,279,532,"Scrambling",2010
181,181,"David Duval",71,52.26,220,421,"Scrambling",2010
182,182,"Robert Garrigus",71,51.98,197,379,"Scrambling",2010
183,183,"Steve Wheatcroft",74,51.84,225,434,"Scrambling",2010
184,184,"Kevin Johnson",62,51.32,194,378,"Scrambling",2010
185,185,"Mark Calcavecchia",50,50.96,133,261,"Scrambling",2010
186,186,"Jerod Turner",54,50.88,173,340,"Scrambling",2010
187,187,"Vance Veazey",58,50.72,177,349,"Scrambling",2010
188,188,"Steve Lowery",67,50.38,197,391,"Scrambling",2010
189,189,"Jeff Gove",57,50.36,140,278,"Scrambling",2010
190,190,"Henrik Bjornstad",72,49.59,182,367,"Scrambling",2010
191,191,"Nicholas Thompson",88,49.38,240,486,"Scrambling",2010
192,192,"Brad Faxon",58,47.49,189,398,"Scrambling",2010
