"SpinRate_RANKTHISWEEK_2010","SpinRate_RANKLASTWEEK_2010","SpinRate_PLAYERNAME_2010","SpinRate_ROUNDS_2010","SpinRate_AVG_2010","SpinRate_TOTALSPINSPEED_2010","SpinRate_TOTALATTEMPTS_2010","SpinRate_HIGHESTSPINRATE_2010","SpinRate_LOWESTSPINRATE_2010","stat_name","year"
59,59,"Charley Hoffman",85,2809.9,168594,60,3834,1647,"SpinRate",2010
60,60,"Richard Johnson",90,2809.3,148893,53,3629,1984,"SpinRate",2010
61,61,"Johnson Wagner",85,2807.5,162835,58,3511,2249,"SpinRate",2010
62,62,"Ben Crane",85,2803.1,187805,67,3626,2141,"SpinRate",2010
63,63,"Graham DeLaet",88,2802,126091,45,3813,1788,"SpinRate",2010
64,64,"Justin Rose",78,2801,176460,63,3927,1795,"SpinRate",2010
65,65,"Vance Veazey",58,2800.7,95225,34,3657,1823,"SpinRate",2010
66,66,"Chris DiMarco",88,2796.2,164976,59,3971,1575,"SpinRate",2010
67,67,"Chris Wilson",65,2795,97825,35,7070,1904,"SpinRate",2010
68,68,"Rod Pampling",77,2793.2,145248,52,4645,1664,"SpinRate",2010
69,69,"Marc Leishman",87,2792,164727,59,3960,1953,"SpinRate",2010
70,70,"Jason Dufner",87,2791.8,161924,58,3602,1882,"SpinRate",2010
71,71,"Bryce Molder",84,2788.4,175670,63,3539,1661,"SpinRate",2010
72,72,"Stephen Ames",75,2787.7,139383,50,3725,1961,"SpinRate",2010
73,73,"Chad Collins",87,2783.2,180906,65,3741,1852,"SpinRate",2010
74,74,"Brian Gay",101,2783.1,242126,87,3388,1904,"SpinRate",2010
75,75,"Davis Love III",79,2782,150229,54,4732,1918,"SpinRate",2010
76,76,"Ben Curtis",78,2781.3,166875,60,3551,2136,"SpinRate",2010
77,77,"Retief Goosen",75,2780.9,136265,49,3976,1913,"SpinRate",2010
78,78,"YE Yang",72,2777.5,133321,48,3723,1886,"SpinRate",2010
79,79,"Chris Riley",73,2775.9,147123,53,5452,2077,"SpinRate",2010
80,80,"Rocco Mediate",71,2770.1,141273,51,3526,2144,"SpinRate",2010
81,81,"DA Points",90,2769.7,180028,65,3594,2119,"SpinRate",2010
82,82,"Josh Teater",101,2763.5,201738,73,3729,1609,"SpinRate",2010
83,83,"Spencer Levin",110,2758,206850,75,5261,1764,"SpinRate",2010
84,84,"Brett Quigley",96,2754.8,198343,72,3643,1878,"SpinRate",2010
85,85,"Troy Matteson",84,2748.7,178663,65,3472,1652,"SpinRate",2010
86,86,"Jeev Milkha Singh",59,2745.3,85104,31,4809,1815,"SpinRate",2010
87,87,"Steve Lowery",67,2739.4,106836,39,3535,1844,"SpinRate",2010
88,88,"Kevin Sutherland",86,2738.9,188984,69,3305,1966,"SpinRate",2010
89,89,"Jerod Turner",54,2728,87297,32,5778,1817,"SpinRate",2010
90,90,"Michael Letzig",84,2727.1,169081,62,9381,1841,"SpinRate",2010
91,91,"Rory Sabbatini",79,2725.1,133530,49,7481,1728,"SpinRate",2010
92,92,"Ryan Moore",80,2723.7,133462,49,3652,1979,"SpinRate",2010
93,93,"Steve Flesch",78,2722.5,130680,48,3712,1562,"SpinRate",2010
94,94,"Cameron Tringale",55,2720.9,97954,36,3546,1835,"SpinRate",2010
95,95,"Jay Williamson",76,2712.1,138317,51,3671,1601,"SpinRate",2010
96,96,"Daniel Chopra",74,2710.8,140961,52,4522,1753,"SpinRate",2010
97,97,"Vijay Singh",75,2701.7,137787,51,4558,1914,"SpinRate",2010
98,98,"Bob Estes",79,2694.8,153606,57,3590,1871,"SpinRate",2010
98,98,"Matt Every",60,2694.8,105099,39,3640,1852,"SpinRate",2010
100,100,"Jeff Quinney",91,2691.9,166897,62,3628,1684,"SpinRate",2010
101,101,"Billy Mayfair",78,2687.7,134384,50,3594,2040,"SpinRate",2010
102,102,"Alex Prugh",88,2687.6,166629,62,3577,1719,"SpinRate",2010
103,103,"Brian Davis",101,2684.8,169143,63,3781,1841,"SpinRate",2010
104,104,"Rory McIlroy",54,2684.7,99334,37,3498,1920,"SpinRate",2010
105,105,"Martin Laird",91,2681.6,171624,64,3628,1734,"SpinRate",2010
106,106,"Cameron Percy",73,2676.5,133827,50,3614,2023,"SpinRate",2010
107,107,"Jim Furyk",76,2674.5,157797,59,3816,2030,"SpinRate",2010
108,108,"Steve Stricker",73,2673.7,163095,61,3519,1990,"SpinRate",2010
109,109,"Steve Elkington",74,2672.8,122947,46,4584,1688,"SpinRate",2010
110,110,"Brad Faxon",58,2669.2,106769,40,3707,1790,"SpinRate",2010
111,111,"Bo Van Pelt",104,2668.4,205467,77,3939,1796,"SpinRate",2010
112,112,"Ian Poulter",55,2667.3,85354,32,3374,2161,"SpinRate",2010
113,113,"Martin Flores",75,2663.6,133178,50,3730,1796,"SpinRate",2010
114,114,"Garrett Willis",82,2661.6,162358,61,3515,1855,"SpinRate",2010
115,115,"Roland Thatcher",72,2660.1,143645,54,3728,1703,"SpinRate",2010
116,116,"Kevin Stadler",86,2657.8,138204,52,4172,1822,"SpinRate",2010
117,117,"Padraig Harrington",57,2657.7,122254,46,3549,1999,"SpinRate",2010
118,118,"Sean OHair",84,2657.2,183347,69,3608,1779,"SpinRate",2010
119,119,"Shaun Micheel",70,2654.8,108846,41,5295,1840,"SpinRate",2010
120,120,"Bubba Watson",77,2645.2,129614,49,3871,1576,"SpinRate",2010
121,121,"Chris Stroud",90,2645.1,145481,55,3612,1750,"SpinRate",2010
122,122,"Brian Stuard",81,2643.9,158633,60,3477,1937,"SpinRate",2010
123,123,"Brenden Pappas",66,2643.6,89883,34,3639,1831,"SpinRate",2010
124,124,"Justin Bolli",55,2638.5,89708,34,3518,1624,"SpinRate",2010
125,125,"Angel Cabrera",64,2638,123987,47,3815,1570,"SpinRate",2010
126,126,"Brett Wetterich",54,2636.7,81739,31,3465,1919,"SpinRate",2010
127,127,"John Rollins",81,2632.2,155299,59,3691,1648,"SpinRate",2010
128,128,"Dustin Johnson",83,2629.1,163002,62,3402,1532,"SpinRate",2010
129,129,"John Merrick",109,2628.8,210304,80,3685,1965,"SpinRate",2010
130,130,"Jerry Kelly",99,2628.4,173476,66,3676,1934,"SpinRate",2010
131,131,"Briny Baird",87,2621.1,144162,55,3961,1633,"SpinRate",2010
132,132,"Henrik Bjornstad",72,2620.7,136278,52,3318,1873,"SpinRate",2010
133,133,"Kevin Johnson",62,2619.8,104791,40,3701,1891,"SpinRate",2010
134,134,"Paul Goydos",78,2618.2,162331,62,5157,1500,"SpinRate",2010
135,135,"Jason Bohn",84,2616.9,183180,70,3527,1598,"SpinRate",2010
136,136,"Will Ma Kenzie",72,2614.9,149048,57,3507,1603,"SpinRate",2010
137,137,"Justin Leonard",89,2614.3,185612,71,3605,1964,"SpinRate",2010
138,138,"Cameron Beckman",68,2609.4,106984,41,3308,1940,"SpinRate",2010
139,139,"Derek Lamely",81,2606.5,127717,49,3848,1771,"SpinRate",2010
140,140,"Roger Tambellini",77,2605.9,138112,53,3524,1903,"SpinRate",2010
141,141,"Nicholas Thompson",88,2604.3,153654,59,3524,1661,"SpinRate",2010
142,142,"JB Holmes",100,2603.8,140603,54,5294,1651,"SpinRate",2010
143,143,"Alex Cejka",81,2602.6,122320,47,4079,1910,"SpinRate",2010
144,144,"Steve Wheatcroft",74,2594.4,108966,42,3319,1958,"SpinRate",2010
145,145,"Paul Casey",64,2594.3,88205,34,3698,1909,"SpinRate",2010
146,146,"Brandt Snedeker",89,2593.4,191908,74,3461,1954,"SpinRate",2010
147,147,"Tim Herron",79,2588.2,126823,49,3544,1737,"SpinRate",2010
148,148,"David Lutterus",69,2577.3,100514,39,4097,1643,"SpinRate",2010
149,149,"Kris Blanks",91,2575.8,154546,60,3258,1902,"SpinRate",2010
150,150,"Mark Wilson",87,2574.4,167336,65,4375,1681,"SpinRate",2010
151,151,"Phil Mickelson",76,2573.4,84923,33,3865,1571,"SpinRate",2010
152,152,"Bill Lunde",79,2571.9,131167,51,3861,1712,"SpinRate",2010
153,153,"Joe Ogilvie",99,2567.2,166865,65,3427,1760,"SpinRate",2010
154,154,"Robert Allenby",76,2554.9,125189,49,3522,1876,"SpinRate",2010
155,155,"Brent Delahoussaye",57,2543.3,76299,30,5610,1658,"SpinRate",2010
156,156,"David Toms",86,2538.4,164993,65,3253,1608,"SpinRate",2010
157,157,"Heath Slocum",97,2534.5,190085,75,4554,1886,"SpinRate",2010
158,158,"Lucas Glover",75,2534.2,119109,47,3709,1520,"SpinRate",2010
159,159,"Ernie Els",72,2532.2,106352,42,5276,1789,"SpinRate",2010
160,160,"Stewart Cink",84,2524.8,161585,64,3663,1682,"SpinRate",2010
161,161,"Scott Verplank",74,2520.8,143683,57,3248,1619,"SpinRate",2010
162,162,"David Duval",71,2513.6,90490,36,3467,1581,"SpinRate",2010
163,163,"Andres Romero",73,2501.1,145066,58,3356,1763,"SpinRate",2010
164,164,"Aron Price",70,2500.9,112539,45,2912,1813,"SpinRate",2010
165,165,"Mike Weir",59,2498.1,84935,34,3599,1742,"SpinRate",2010
166,166,"Ryan Palmer",84,2491,164405,66,3353,1687,"SpinRate",2010
167,167,"Lee Janzen",77,2490.5,129507,52,3317,1705,"SpinRate",2010
168,168,"DJ Trahan",92,2490.3,184280,74,3603,1536,"SpinRate",2010
169,169,"Matt Kuchar",97,2488.8,171726,69,3911,1803,"SpinRate",2010
170,170,"Greg Kraft",52,2488.6,67192,27,3553,1565,"SpinRate",2010
171,171,"John Daly",63,2484.8,57150,23,3739,1832,"SpinRate",2010
172,172,"Mathias Gronberg",61,2465.8,81371,33,3508,1608,"SpinRate",2010
173,173,"Scott Piercy",88,2458.4,127838,52,3879,1711,"SpinRate",2010
174,174,"John Mallinger",78,2455.7,100682,41,3670,1751,"SpinRate",2010
175,175,"Cliff Kresge",50,2436.5,80404,33,3653,1678,"SpinRate",2010
176,176,"Zach Johnson",93,2433.8,165500,68,3704,1753,"SpinRate",2010
177,177,"Craig Bowden",56,2424.1,77571,32,3655,1692,"SpinRate",2010
178,178,"Robert Garrigus",71,2406.9,91461,38,3805,1682,"SpinRate",2010
179,179,"Jeff Overton",89,2404.4,134649,56,3358,1536,"SpinRate",2010
180,180,"Jeff Gove",57,2397.5,74322,31,3818,1633,"SpinRate",2010
181,181,"Webb Simpson",98,2392.5,184220,77,4193,1504,"SpinRate",2010
182,182,"Hunter Mahan",85,2389.3,162470,68,3732,1536,"SpinRate",2010
183,183,"Camilo Villegas",78,2387.6,102665,43,3869,1630,"SpinRate",2010
184,184,"Carl Pettersson",99,2385.2,195585,82,3687,1723,"SpinRate",2010
185,185,"Vaughn Taylor",87,2364.2,146579,62,3211,1616,"SpinRate",2010
186,186,"Tim Clark",88,2364.1,139480,59,3573,1645,"SpinRate",2010
187,187,"Kenny Perry",69,2308,108477,47,3642,1738,"SpinRate",2010
188,188,"Matt Bettencourt",91,2298.3,108021,47,3202,1576,"SpinRate",2010
189,189,"KJ Choi",82,2298,114902,50,3153,1674,"SpinRate",2010
190,190,"Jason Day",82,2272.1,136326,60,3701,1547,"SpinRate",2010
191,191,"JP Hayes",79,2242.5,125582,56,3576,1545,"SpinRate",2010
192,192,"Jeff Maggert",76,2206.3,132380,60,3440,1698,"SpinRate",2010
