"BirdieAverage_RANKTHISWEEK_2010","BirdieAverage_RANKLASTWEEK_2010","BirdieAverage_PLAYERNAME_2010","BirdieAverage_ROUNDS_2010","BirdieAverage_AVG_2010","BirdieAverage_OFBIRDIES_2010","BirdieAverage_TOTALROUNDS_2010","stat_name","year"
82,82,"Michael Sim",64,3.56,224,63,"BirdieAverage",2010
82,82,"Dean Wilson",54,3.56,192,54,"BirdieAverage",2010
85,85,"John Merrick",109,3.55,387,109,"BirdieAverage",2010
85,85,"John Senden",103,3.55,366,103,"BirdieAverage",2010
87,87,"Michael Connell",89,3.54,315,89,"BirdieAverage",2010
87,87,"Luke Donald",71,3.54,241,68,"BirdieAverage",2010
87,87,"David Duval",71,3.54,251,71,"BirdieAverage",2010
87,87,"Sergio Garcia",58,3.54,184,52,"BirdieAverage",2010
87,87,"Hunter Mahan",85,3.54,297,84,"BirdieAverage",2010
87,87,"Carl Pettersson",99,3.54,350,99,"BirdieAverage",2010
87,87,"Johnson Wagner",85,3.54,301,85,"BirdieAverage",2010
94,94,"Stephen Ames",75,3.53,261,74,"BirdieAverage",2010
94,94,"Greg Chalmers",93,3.53,328,93,"BirdieAverage",2010
94,94,"Charles Howell III",103,3.53,364,103,"BirdieAverage",2010
97,97,"Tim Clark",88,3.52,299,85,"BirdieAverage",2010
98,98,"Blake Adams",84,3.51,295,84,"BirdieAverage",2010
98,98,"Angel Cabrera",64,3.51,221,63,"BirdieAverage",2010
98,98,"Davis Love III",79,3.51,277,79,"BirdieAverage",2010
98,98,"Andres Romero",73,3.51,256,73,"BirdieAverage",2010
98,98,"Steve Wheatcroft",74,3.51,260,74,"BirdieAverage",2010
103,103,"Chad Campbell",95,3.5,329,94,"BirdieAverage",2010
103,103,"Ryuji Imada",90,3.5,315,90,"BirdieAverage",2010
103,103,"Tim Petrovic",105,3.5,367,105,"BirdieAverage",2010
103,103,"Camilo Villegas",78,3.5,252,72,"BirdieAverage",2010
107,107,"Martin Laird",91,3.49,318,91,"BirdieAverage",2010
107,107,"Joe Ogilvie",99,3.49,346,99,"BirdieAverage",2010
107,107,"Brett Quigley",96,3.49,335,96,"BirdieAverage",2010
110,110,"Woody Austin",93,3.48,324,93,"BirdieAverage",2010
110,110,"Chad Collins",87,3.48,303,87,"BirdieAverage",2010
110,110,"Mathias Gronberg",61,3.48,212,61,"BirdieAverage",2010
110,110,"Heath Slocum",97,3.48,338,97,"BirdieAverage",2010
114,114,"James Driscoll",78,3.47,271,78,"BirdieAverage",2010
114,114,"Will Ma Kenzie",72,3.47,250,72,"BirdieAverage",2010
114,114,"Shaun Micheel",70,3.47,243,70,"BirdieAverage",2010
114,114,"DA Points",90,3.47,312,90,"BirdieAverage",2010
114,114,"Nicholas Thompson",88,3.47,305,88,"BirdieAverage",2010
119,119,"Jarrod Lyle",54,3.46,187,54,"BirdieAverage",2010
120,120,"Jay Williamson",76,3.45,262,76,"BirdieAverage",2010
121,121,"Rory McIlroy",54,3.44,179,52,"BirdieAverage",2010
121,121,"Kevin Sutherland",86,3.44,296,86,"BirdieAverage",2010
121,121,"Josh Teater",101,3.44,347,101,"BirdieAverage",2010
124,124,"Steve Elkington",74,3.43,254,74,"BirdieAverage",2010
124,124,"Jerry Kelly",99,3.43,340,99,"BirdieAverage",2010
126,126,"Michael Bradley",77,3.42,263,77,"BirdieAverage",2010
126,126,"Lee Janzen",77,3.42,263,77,"BirdieAverage",2010
126,126,"Tom Pernice Jr",74,3.42,253,74,"BirdieAverage",2010
126,126,"Scott Verplank",74,3.42,250,73,"BirdieAverage",2010
130,130,"Brian Gay",101,3.41,334,98,"BirdieAverage",2010
130,130,"Jeff Maggert",76,3.41,259,76,"BirdieAverage",2010
130,130,"John Mallinger",78,3.41,266,78,"BirdieAverage",2010
133,133,"Scott McCarron",90,3.4,306,90,"BirdieAverage",2010
134,134,"Tim Herron",79,3.39,268,79,"BirdieAverage",2010
135,135,"Greg Owen",69,3.38,233,69,"BirdieAverage",2010
135,135,"Brian Stuard",81,3.38,274,81,"BirdieAverage",2010
137,137,"Matt Bettencourt",91,3.37,307,91,"BirdieAverage",2010
137,137,"Kris Blanks",91,3.37,307,91,"BirdieAverage",2010
139,139,"Jason Dufner",87,3.36,292,87,"BirdieAverage",2010
139,139,"Padraig Harrington",57,3.36,188,56,"BirdieAverage",2010
139,139,"Skip Kendall",58,3.36,195,58,"BirdieAverage",2010
139,139,"Chris Riley",73,3.36,245,73,"BirdieAverage",2010
139,139,"Mark Wilson",87,3.36,292,87,"BirdieAverage",2010
144,144,"Brenden Pappas",66,3.35,221,66,"BirdieAverage",2010
145,145,"Garth Mulroy",53,3.34,177,53,"BirdieAverage",2010
145,145,"Boo Weekley",88,3.34,294,88,"BirdieAverage",2010
147,147,"Bob Estes",79,3.32,262,79,"BirdieAverage",2010
148,148,"Daniel Chopra",74,3.31,245,74,"BirdieAverage",2010
148,148,"Chris DiMarco",88,3.31,291,88,"BirdieAverage",2010
148,148,"Derek Lamely",81,3.31,268,81,"BirdieAverage",2010
151,151,"Stuart Appleby",101,3.3,333,101,"BirdieAverage",2010
151,151,"JJ Henry",92,3.3,304,92,"BirdieAverage",2010
151,151,"Troy Matteson",84,3.3,277,84,"BirdieAverage",2010
154,154,"Cameron Beckman",68,3.29,224,68,"BirdieAverage",2010
154,154,"Sean OHair",84,3.29,270,82,"BirdieAverage",2010
154,154,"Ted Purdy",86,3.29,283,86,"BirdieAverage",2010
157,157,"Alex Cejka",81,3.28,266,81,"BirdieAverage",2010
158,158,"Steve Flesch",78,3.27,255,78,"BirdieAverage",2010
158,158,"Cameron Tringale",55,3.27,180,55,"BirdieAverage",2010
160,160,"Brian Davis",101,3.26,329,101,"BirdieAverage",2010
161,161,"Briny Baird",87,3.24,282,87,"BirdieAverage",2010
161,161,"Nathan Green",86,3.24,279,86,"BirdieAverage",2010
163,163,"Richard Johnson",90,3.22,290,90,"BirdieAverage",2010
164,164,"Jeev Milkha Singh",59,3.2,179,56,"BirdieAverage",2010
165,165,"Rich Barcelo",70,3.19,223,70,"BirdieAverage",2010
165,165,"Brad Faxon",58,3.19,185,58,"BirdieAverage",2010
165,165,"Mathew Goggin",85,3.19,271,85,"BirdieAverage",2010
165,165,"Billy Mayfair",78,3.19,249,78,"BirdieAverage",2010
165,165,"Jerod Turner",54,3.19,172,54,"BirdieAverage",2010
170,170,"Steve Lowery",67,3.18,213,67,"BirdieAverage",2010
171,171,"Chris Wilson",65,3.17,206,65,"BirdieAverage",2010
172,172,"Kenny Perry",69,3.16,215,68,"BirdieAverage",2010
173,173,"Roland Thatcher",72,3.15,227,72,"BirdieAverage",2010
174,174,"Ian Poulter",55,3.14,154,49,"BirdieAverage",2010
174,174,"Roger Tambellini",77,3.14,242,77,"BirdieAverage",2010
174,174,"Mike Weir",59,3.14,179,57,"BirdieAverage",2010
177,177,"Bill Lunde",79,3.13,247,79,"BirdieAverage",2010
178,178,"Andrew McLardy",52,3.12,162,52,"BirdieAverage",2010
179,179,"Vance Veazey",58,3.09,179,58,"BirdieAverage",2010
180,180,"Ben Curtis",78,3.08,240,78,"BirdieAverage",2010
180,180,"Cliff Kresge",50,3.08,154,50,"BirdieAverage",2010
182,182,"Kevin Johnson",62,3.06,190,62,"BirdieAverage",2010
183,183,"David Lutterus",69,3.03,209,69,"BirdieAverage",2010
183,183,"Rocco Mediate",71,3.03,215,71,"BirdieAverage",2010
183,183,"Rod Pampling",77,3.03,233,77,"BirdieAverage",2010
186,186,"Omar Uresti",74,2.99,221,74,"BirdieAverage",2010
187,187,"Brent Delahoussaye",57,2.95,168,57,"BirdieAverage",2010
187,187,"Trevor Immelman",55,2.95,162,55,"BirdieAverage",2010
189,189,"Jeff Gove",57,2.88,164,57,"BirdieAverage",2010
190,190,"Justin Bolli",55,2.82,155,55,"BirdieAverage",2010
191,191,"Craig Bowden",56,2.8,157,56,"BirdieAverage",2010
192,192,"Greg Kraft",52,2.79,145,52,"BirdieAverage",2010
