"StrokesGainedPutting_RANKTHISWEEK_2011","StrokesGainedPutting_RANKLASTWEEK_2011","StrokesGainedPutting_PLAYERNAME_2011","StrokesGainedPutting_ROUNDS_2011","StrokesGainedPutting_AVERAGE_2011","StrokesGainedPutting_TOTALPUTTSGAINED_2011","StrokesGainedPutting_MEASUREDROUNDS_2011","stat_name","year"
37,37,"Colt Knost",80,0.333,22.3,67,"StrokesGainedPutting",2011
38,38,"Trevor Immelman",84,0.325,21.775,67,"StrokesGainedPutting",2011
38,38,"Ian Poulter",52,0.325,12.677,39,"StrokesGainedPutting",2011
40,40,"Steve Flesch",88,0.316,24.615,78,"StrokesGainedPutting",2011
40,40,"Paul Stankowski",78,0.316,20.516,65,"StrokesGainedPutting",2011
42,42,"Retief Goosen",50,0.314,12.555,40,"StrokesGainedPutting",2011
43,43,"Brendon de Jonge",105,0.298,27.409,92,"StrokesGainedPutting",2011
44,44,"Steve Elkington",50,0.283,11.902,42,"StrokesGainedPutting",2011
45,45,"Webb Simpson",98,0.267,22.185,83,"StrokesGainedPutting",2011
46,46,"John Senden",94,0.261,21.166,81,"StrokesGainedPutting",2011
47,47,"Lucas Glover",74,0.257,15.692,61,"StrokesGainedPutting",2011
48,48,"Anthony Kim",72,0.237,13.731,58,"StrokesGainedPutting",2011
48,48,"DA Points",89,0.237,17.53,74,"StrokesGainedPutting",2011
50,50,"Scott Piercy",78,0.234,14.761,63,"StrokesGainedPutting",2011
50,50,"Jimmy Walker",79,0.234,17.776,76,"StrokesGainedPutting",2011
52,52,"Stewart Cink",72,0.227,11.793,52,"StrokesGainedPutting",2011
53,53,"Roland Thatcher",67,0.226,13.759,61,"StrokesGainedPutting",2011
54,54,"David Mathis",83,0.225,15.744,70,"StrokesGainedPutting",2011
55,55,"William McGirt",103,0.224,20.613,92,"StrokesGainedPutting",2011
56,56,"Vaughn Taylor",89,0.223,18.51,83,"StrokesGainedPutting",2011
57,57,"YE Yang",63,0.222,9.33,42,"StrokesGainedPutting",2011
58,58,"Tim Petrovic",88,0.221,17.004,77,"StrokesGainedPutting",2011
59,59,"Padraig Harrington",60,0.215,9.671,45,"StrokesGainedPutting",2011
60,60,"Ben Curtis",66,0.212,13.113,62,"StrokesGainedPutting",2011
61,61,"Andres Gonzales",60,0.204,9.394,46,"StrokesGainedPutting",2011
62,62,"Pat Perez",76,0.201,14.085,70,"StrokesGainedPutting",2011
63,63,"Joe Ogilvie",75,0.2,12.219,61,"StrokesGainedPutting",2011
64,64,"Jerry Kelly",85,0.198,13.46,68,"StrokesGainedPutting",2011
65,65,"Mark Wilson",89,0.184,12.881,70,"StrokesGainedPutting",2011
66,66,"David Hearn",88,0.181,13.759,76,"StrokesGainedPutting",2011
67,67,"Shaun Micheel",77,0.176,11.458,65,"StrokesGainedPutting",2011
68,68,"Jeff Overton",92,0.169,12.336,73,"StrokesGainedPutting",2011
69,69,"KJ Choi",77,0.151,8.746,58,"StrokesGainedPutting",2011
70,70,"Cameron Tringale",110,0.146,14.115,97,"StrokesGainedPutting",2011
70,70,"Marc Turnesa",54,0.146,6.718,46,"StrokesGainedPutting",2011
72,72,"Matt Bettencourt",84,0.145,11.202,77,"StrokesGainedPutting",2011
73,73,"Steven Bowditch",86,0.144,11.268,78,"StrokesGainedPutting",2011
74,74,"Jim Renner",65,0.139,7.361,53,"StrokesGainedPutting",2011
75,75,"Lee Janzen",62,0.137,6.872,50,"StrokesGainedPutting",2011
76,76,"Tommy Gainey",104,0.136,12.405,91,"StrokesGainedPutting",2011
77,77,"Tim Herron",85,0.134,10.292,77,"StrokesGainedPutting",2011
78,78,"JJ Henry",96,0.127,10.025,79,"StrokesGainedPutting",2011
79,79,"Steve Marino",76,0.121,7.507,62,"StrokesGainedPutting",2011
80,80,"Martin Piller",63,0.12,6.215,52,"StrokesGainedPutting",2011
81,81,"Aron Price",58,0.116,5.675,49,"StrokesGainedPutting",2011
82,82,"Bill Haas",93,0.115,8.278,72,"StrokesGainedPutting",2011
83,83,"Jonathan Byrd",83,0.114,8.24,72,"StrokesGainedPutting",2011
84,84,"Nathan Green",81,0.113,7.915,70,"StrokesGainedPutting",2011
85,85,"Ben Crane",76,0.101,6.262,62,"StrokesGainedPutting",2011
86,86,"Shane Bertsch",62,0.095,4.957,52,"StrokesGainedPutting",2011
87,87,"Briny Baird",60,0.094,4.613,49,"StrokesGainedPutting",2011
88,88,"Martin Laird",77,0.091,5.616,62,"StrokesGainedPutting",2011
89,89,"Richard Johnson",64,0.085,4.614,54,"StrokesGainedPutting",2011
89,89,"Graeme McDowell",50,0.085,3.158,37,"StrokesGainedPutting",2011
91,91,"Robert Karlsson",61,0.083,3.748,45,"StrokesGainedPutting",2011
92,92,"Justin Rose",79,0.079,4.983,63,"StrokesGainedPutting",2011
93,93,"Kevin Kisner",70,0.07,3.982,57,"StrokesGainedPutting",2011
94,94,"Rod Pampling",72,0.066,3.948,60,"StrokesGainedPutting",2011
95,95,"Tag Ridings",87,0.051,3.738,74,"StrokesGainedPutting",2011
96,96,"Matt Jones",71,0.032,2.059,64,"StrokesGainedPutting",2011
97,97,"Arjun Atwal",91,0.028,2.355,83,"StrokesGainedPutting",2011
98,98,"Bio Kim",71,0.025,1.428,58,"StrokesGainedPutting",2011
99,99,"John Merrick",71,0.024,1.46,60,"StrokesGainedPutting",2011
100,100,"Keegan Bradley",91,0.02,1.513,77,"StrokesGainedPutting",2011
101,101,"Alexandre Rocha",65,0.013,0.613,49,"StrokesGainedPutting",2011
102,102,"Stephen Ames",69,0.01,0.6,60,"StrokesGainedPutting",2011
103,103,"George McNeill",69,0.008,0.445,58,"StrokesGainedPutting",2011
103,103,"Nick OHern",89,0.008,0.577,76,"StrokesGainedPutting",2011
105,105,"Spencer Levin",113,0.002,0.21,94,"StrokesGainedPutting",2011
106,106,"JP Hayes",56,-0.001,-0.058,48,"StrokesGainedPutting",2011
106,106,"Kent Jones",76,-0.001,-0.063,67,"StrokesGainedPutting",2011
108,108,"Jason Bohn",74,-0.003,-0.173,67,"StrokesGainedPutting",2011
109,109,"Bill Lunde",92,-0.012,-0.893,77,"StrokesGainedPutting",2011
110,110,"Garrett Willis",71,-0.013,-0.818,64,"StrokesGainedPutting",2011
111,111,"Brian Davis",105,-0.015,-1.4,92,"StrokesGainedPutting",2011
112,112,"Brandt Jobe",100,-0.02,-1.632,81,"StrokesGainedPutting",2011
113,113,"Woody Austin",59,-0.025,-1.231,50,"StrokesGainedPutting",2011
114,114,"Brendan Steele",89,-0.028,-2.166,77,"StrokesGainedPutting",2011
115,115,"Charl Schwartzel",58,-0.037,-1.482,40,"StrokesGainedPutting",2011
116,116,"Jason Dufner",78,-0.056,-3.646,65,"StrokesGainedPutting",2011
117,117,"Ryan Palmer",82,-0.06,-3.626,60,"StrokesGainedPutting",2011
118,118,"Billy Horschel",75,-0.062,-3.818,62,"StrokesGainedPutting",2011
119,119,"James Driscoll",71,-0.066,-4.018,61,"StrokesGainedPutting",2011
120,120,"Sung Kang",63,-0.073,-3.727,51,"StrokesGainedPutting",2011
121,121,"Chez Reavie",92,-0.075,-6.165,82,"StrokesGainedPutting",2011
122,122,"JB Holmes",57,-0.084,-3.938,47,"StrokesGainedPutting",2011
123,123,"Michael Connell",76,-0.089,-6.428,72,"StrokesGainedPutting",2011
124,124,"John Rollins",85,-0.09,-6.499,72,"StrokesGainedPutting",2011
125,125,"Vijay Singh",79,-0.099,-7.095,72,"StrokesGainedPutting",2011
126,126,"Fabian Gomez",84,-0.107,-7.381,69,"StrokesGainedPutting",2011
126,126,"Ryuji Imada",83,-0.107,-8.104,76,"StrokesGainedPutting",2011
128,128,"Justin Leonard",82,-0.111,-8.205,74,"StrokesGainedPutting",2011
129,129,"Bubba Watson",85,-0.116,-6.854,59,"StrokesGainedPutting",2011
130,130,"Jarrod Lyle",83,-0.132,-9.509,72,"StrokesGainedPutting",2011
131,131,"Phil Mickelson",79,-0.133,-7.691,58,"StrokesGainedPutting",2011
132,132,"Josh Teater",104,-0.135,-12.449,92,"StrokesGainedPutting",2011
133,133,"Gary Woodland",93,-0.139,-9.707,70,"StrokesGainedPutting",2011
134,134,"Marc Leishman",87,-0.14,-11.188,80,"StrokesGainedPutting",2011
135,135,"Sergio Garcia",61,-0.148,-6.638,45,"StrokesGainedPutting",2011
136,136,"Stuart Appleby",65,-0.151,-9.079,60,"StrokesGainedPutting",2011
137,137,"Chris Kirk",87,-0.158,-12.168,77,"StrokesGainedPutting",2011
137,137,"Troy Matteson",91,-0.158,-12.809,81,"StrokesGainedPutting",2011
139,139,"Cameron Beckman",71,-0.166,-10.606,64,"StrokesGainedPutting",2011
140,140,"Chris Stroud",88,-0.169,-13.168,78,"StrokesGainedPutting",2011
141,141,"Chris DiMarco",93,-0.178,-14.595,82,"StrokesGainedPutting",2011
142,142,"Scott Stallings",84,-0.184,-12.682,69,"StrokesGainedPutting",2011
143,143,"Adam Scott",60,-0.189,-8.516,45,"StrokesGainedPutting",2011
144,144,"Bo Van Pelt",92,-0.192,-13.616,71,"StrokesGainedPutting",2011
145,145,"Robert Allenby",84,-0.197,-13.789,70,"StrokesGainedPutting",2011
145,145,"Michael Bradley",74,-0.197,-11.643,59,"StrokesGainedPutting",2011
147,147,"Jim Furyk",87,-0.218,-15.225,70,"StrokesGainedPutting",2011
148,148,"Billy Mayfair",94,-0.22,-18.689,85,"StrokesGainedPutting",2011
149,149,"Charley Hoffman",93,-0.221,-16.381,74,"StrokesGainedPutting",2011
150,150,"Sean OHair",71,-0.222,-13.29,60,"StrokesGainedPutting",2011
151,151,"Daniel Summerhays",75,-0.224,-14.8,66,"StrokesGainedPutting",2011
152,152,"DJ Brigman",67,-0.248,-13.64,55,"StrokesGainedPutting",2011
153,153,"Derek Lamely",65,-0.262,-15.214,58,"StrokesGainedPutting",2011
153,153,"Chris Riley",76,-0.262,-17.826,68,"StrokesGainedPutting",2011
155,155,"Camilo Villegas",69,-0.268,-15.251,57,"StrokesGainedPutting",2011
156,156,"Jhonattan Vegas",84,-0.284,-19.913,70,"StrokesGainedPutting",2011
157,157,"Davis Love III",70,-0.294,-15.29,52,"StrokesGainedPutting",2011
158,158,"Troy Merritt",63,-0.328,-18.687,57,"StrokesGainedPutting",2011
159,159,"Jim Herman",69,-0.362,-20.644,57,"StrokesGainedPutting",2011
160,160,"Harrison Frazar",58,-0.364,-15.306,42,"StrokesGainedPutting",2011
161,161,"Kevin Stadler",88,-0.385,-28.117,73,"StrokesGainedPutting",2011
162,162,"Rory Sabbatini",85,-0.41,-24.996,61,"StrokesGainedPutting",2011
163,163,"Tom Gillis",55,-0.419,-20.946,50,"StrokesGainedPutting",2011
164,164,"Bobby Gates",82,-0.42,-28.163,67,"StrokesGainedPutting",2011
165,165,"Chad Campbell",99,-0.423,-36.813,87,"StrokesGainedPutting",2011
166,166,"Zack Miller",86,-0.425,-31.847,75,"StrokesGainedPutting",2011
167,167,"David Duval",67,-0.433,-25.126,58,"StrokesGainedPutting",2011
168,168,"Kris Blanks",92,-0.451,-37.449,83,"StrokesGainedPutting",2011
169,169,"Robert Garrigus",83,-0.459,-31.672,69,"StrokesGainedPutting",2011
170,170,"Kyle Stanley",98,-0.481,-38.516,80,"StrokesGainedPutting",2011
171,171,"Dustin Johnson",72,-0.494,-26.688,54,"StrokesGainedPutting",2011
172,172,"Ricky Barnes",78,-0.509,-32.602,64,"StrokesGainedPutting",2011
173,173,"Heath Slocum",89,-0.51,-37.764,74,"StrokesGainedPutting",2011
174,174,"Rocco Mediate",53,-0.557,-26.735,48,"StrokesGainedPutting",2011
175,175,"Joseph Bramlett",73,-0.561,-34.251,61,"StrokesGainedPutting",2011
176,176,"Kevin Chappell",78,-0.564,-34.393,61,"StrokesGainedPutting",2011
177,177,"Rich Beem",53,-0.577,-26.529,46,"StrokesGainedPutting",2011
178,178,"Paul Goydos",81,-0.615,-45.51,74,"StrokesGainedPutting",2011
179,179,"Alex Prugh",82,-0.631,-44.798,71,"StrokesGainedPutting",2011
180,180,"Alex Cejka",59,-0.682,-32.07,47,"StrokesGainedPutting",2011
181,181,"Ernie Els",71,-0.711,-41.954,59,"StrokesGainedPutting",2011
182,182,"Scott Gutschewski",67,-0.722,-39.714,55,"StrokesGainedPutting",2011
183,183,"DJ Trahan",91,-0.769,-63.802,83,"StrokesGainedPutting",2011
184,184,"Joe Durant",71,-0.853,-54.582,64,"StrokesGainedPutting",2011
185,185,"Justin Hicks",60,-0.942,-41.441,44,"StrokesGainedPutting",2011
186,186,"Boo Weekley",66,-1.168,-66.59,57,"StrokesGainedPutting",2011
