"BonusPutting_RANKTHISWEEK_2013","BonusPutting_RANKLASTWEEK_2013","BonusPutting_PLAYERNAME_2013","BonusPutting_ROUNDS_2013","BonusPutting_VALUE_2013","BonusPutting_ATTEMPTS_2013","BonusPutting_TOTMADE20_2013","BonusPutting_TOTMADE_2013","stat_name","year"
25,25,"Harris English",95,100.44,1148,40,1113,"BonusPutting",2013
25,25,"Bob Estes",66,100.44,903,29,878,"BonusPutting",2013
27,27,"Charles Howell III",87,100.43,1155,38,1122,"BonusPutting",2013
28,28,"Hunter Mahan",91,100.41,972,27,949,"BonusPutting",2013
29,29,"Brandt Jobe",62,100.39,761,21,743,"BonusPutting",2013
30,30,"Phil Mickelson",78,100.38,794,27,770,"BonusPutting",2013
30,30,"Patrick Reed",83,100.38,1050,32,1022,"BonusPutting",2013
32,32,"Martin Kaymer",61,100.34,596,20,578,"BonusPutting",2013
33,33,"Russell Henley",80,100.33,910,38,875,"BonusPutting",2013
34,34,"Jonas Blixt",76,100.31,971,30,944,"BonusPutting",2013
35,35,"Keegan Bradley",88,100.29,1034,31,1006,"BonusPutting",2013
36,36,"Gary Woodland",94,100.26,1165,34,1134,"BonusPutting",2013
37,37,"Ben Kohles",75,100.23,862,25,839,"BonusPutting",2013
38,38,"Stuart Appleby",88,100.18,1134,38,1098,"BonusPutting",2013
38,38,"Chris Kirk",89,100.18,1111,34,1079,"BonusPutting",2013
40,40,"Rory McIlroy",56,100.17,591,21,571,"BonusPutting",2013
41,41,"Rickie Fowler",75,100.12,819,30,790,"BonusPutting",2013
41,41,"Tag Ridings",69,100.12,858,28,831,"BonusPutting",2013
43,43,"Graham DeLaet",94,100.08,1177,40,1138,"BonusPutting",2013
44,44,"Ken Duke",87,100,1083,36,1047,"BonusPutting",2013
44,44,"Carl Pettersson",82,100,907,31,876,"BonusPutting",2013
44,44,"Michael Thompson",66,100,765,22,743,"BonusPutting",2013
47,47,"Bill Haas",85,99.9,981,33,947,"BonusPutting",2013
48,48,"Doug LaBelle II",72,99.88,812,29,782,"BonusPutting",2013
49,49,"Charl Schwartzel",69,99.86,736,29,706,"BonusPutting",2013
50,50,"Tim Herron",45,99.84,638,21,616,"BonusPutting",2013
51,51,"Richard Lee",81,99.8,1007,28,977,"BonusPutting",2013
51,51,"Kevin Streelman",86,99.8,977,30,945,"BonusPutting",2013
53,53,"Jim Furyk",80,99.79,939,26,911,"BonusPutting",2013
54,54,"Angel Cabrera",73,99.76,832,30,800,"BonusPutting",2013
54,54,"Colt Knost",69,99.76,832,30,800,"BonusPutting",2013
56,56,"Morgan Hoffmann",64,99.73,739,27,710,"BonusPutting",2013
57,57,"Justin Leonard",86,99.72,1090,25,1062,"BonusPutting",2013
58,58,"Ernie Els",63,99.71,694,15,677,"BonusPutting",2013
59,59,"Chez Reavie",72,99.69,959,32,924,"BonusPutting",2013
60,60,"Tiger Woods",61,99.67,613,18,593,"BonusPutting",2013
61,61,"Jason Day",86,99.66,891,28,860,"BonusPutting",2013
62,62,"Ian Poulter",59,99.65,567,12,553,"BonusPutting",2013
63,63,"Bo Van Pelt",72,99.62,783,21,759,"BonusPutting",2013
64,64,"Matt Every",89,99.56,1141,33,1103,"BonusPutting",2013
65,65,"Martin Flores",83,99.55,1106,33,1068,"BonusPutting",2013
66,66,"Luke Donald",60,99.53,638,15,620,"BonusPutting",2013
66,66,"Jim Herman",59,99.53,636,18,615,"BonusPutting",2013
68,68,"Scott Brown",65,99.51,811,18,789,"BonusPutting",2013
69,69,"John Merrick",79,99.5,992,31,956,"BonusPutting",2013
70,70,"Dustin Johnson",71,99.46,743,21,718,"BonusPutting",2013
71,71,"Derek Ernst",58,99.44,714,23,687,"BonusPutting",2013
71,71,"Robert Streb",75,99.44,898,22,871,"BonusPutting",2013
73,73,"Billy Horschel",96,99.39,1149,32,1110,"BonusPutting",2013
74,74,"Brendon de Jonge",110,99.35,1388,27,1352,"BonusPutting",2013
75,75,"Scott Piercy",78,99.33,902,28,868,"BonusPutting",2013
76,76,"John Rollins",77,99.3,1001,32,962,"BonusPutting",2013
76,76,"Kevin Stadler",83,99.3,1005,31,967,"BonusPutting",2013
78,78,"Roberto Castro",97,99.29,1266,33,1224,"BonusPutting",2013
79,79,"James Hahn",78,99.27,965,23,935,"BonusPutting",2013
80,80,"Ben Curtis",59,99.26,675,18,652,"BonusPutting",2013
81,81,"Ben Crane",62,99.24,786,21,759,"BonusPutting",2013
81,81,"Jerry Kelly",75,99.24,917,25,885,"BonusPutting",2013
83,83,"Charley Hoffman",84,99.23,1037,26,1003,"BonusPutting",2013
84,84,"Daniel Summerhays",83,99.2,1119,29,1081,"BonusPutting",2013
84,84,"Casey Wittenberg",72,99.2,878,24,847,"BonusPutting",2013
86,86,"Tim Clark",64,99.19,620,18,597,"BonusPutting",2013
86,86,"Mark Wilson",56,99.19,739,20,713,"BonusPutting",2013
88,88,"Brad Fritsch",81,99.18,971,26,937,"BonusPutting",2013
88,88,"JJ Henry",83,99.18,1097,27,1061,"BonusPutting",2013
90,90,"DH Lee",65,99.17,843,27,809,"BonusPutting",2013
91,91,"Brian Davis",91,99.14,1162,27,1125,"BonusPutting",2013
92,92,"David Lingmerth",68,99.13,807,22,778,"BonusPutting",2013
93,93,"Matt Jones",83,99.12,1023,26,988,"BonusPutting",2013
93,93,"William McGirt",75,99.12,1025,30,986,"BonusPutting",2013
93,93,"Nicholas Thompson",99,99.12,1256,44,1201,"BonusPutting",2013
96,96,"Justin Bolli",59,99.1,670,14,650,"BonusPutting",2013
97,97,"Josh Teater",86,99.09,881,22,851,"BonusPutting",2013
98,98,"Henrik Stenson",65,99.07,642,19,617,"BonusPutting",2013
99,99,"Chad Campbell",78,99.06,1059,30,1019,"BonusPutting",2013
99,99,"Dicky Pride",71,99.06,850,18,824,"BonusPutting",2013
101,101,"Tommy Gainey",84,99.05,1056,29,1017,"BonusPutting",2013
102,102,"Erik Compton",74,99.04,934,29,896,"BonusPutting",2013
103,103,"Brian Stuard",78,99.02,921,22,890,"BonusPutting",2013
104,104,"Jimmy Walker",84,98.96,1056,28,1017,"BonusPutting",2013
105,105,"Scott Gardiner",61,98.95,760,24,728,"BonusPutting",2013
106,106,"Brian Harman",89,98.91,1102,27,1063,"BonusPutting",2013
107,107,"Robert Karlsson",56,98.9,546,13,527,"BonusPutting",2013
107,107,"Cameron Percy",68,98.9,815,16,790,"BonusPutting",2013
109,109,"Jason Bohn",70,98.82,934,24,899,"BonusPutting",2013
110,110,"Brian Gay",79,98.81,1009,20,977,"BonusPutting",2013
111,111,"Jordan Spieth",82,98.75,957,35,910,"BonusPutting",2013
112,112,"Justin Hicks",79,98.74,949,26,911,"BonusPutting",2013
113,113,"David Hearn",88,98.72,1017,28,976,"BonusPutting",2013
114,114,"David Toms",49,98.68,455,10,439,"BonusPutting",2013
115,115,"Nicolas Colsaerts",50,98.67,525,12,506,"BonusPutting",2013
116,116,"Steve LeBrun",66,98.66,748,17,721,"BonusPutting",2013
117,117,"Padraig Harrington",52,98.63,511,17,487,"BonusPutting",2013
117,117,"Charlie Wi",75,98.63,948,27,908,"BonusPutting",2013
119,119,"Sangmoon Bae",83,98.61,1007,43,950,"BonusPutting",2013
120,120,"Adam Scott",61,98.6,644,13,622,"BonusPutting",2013
121,121,"Bobby Gates",49,98.58,562,10,544,"BonusPutting",2013
121,121,"Jason Kokrak",78,98.58,1059,31,1013,"BonusPutting",2013
121,121,"Ted Potter Jr",65,98.58,777,29,737,"BonusPutting",2013
124,124,"John Senden",79,98.56,902,21,868,"BonusPutting",2013
125,125,"Martin Laird",68,98.55,759,22,726,"BonusPutting",2013
126,126,"Andres Romero",63,98.53,746,20,715,"BonusPutting",2013
126,126,"Cameron Tringale",80,98.53,1088,31,1041,"BonusPutting",2013
128,128,"Sean OHair",56,98.52,744,18,715,"BonusPutting",2013
129,129,"Henrik Norlander",70,98.5,866,25,828,"BonusPutting",2013
129,129,"Alistair Presnell",59,98.5,666,19,637,"BonusPutting",2013
131,131,"Fabian Gomez",65,98.49,796,15,769,"BonusPutting",2013
132,132,"Bubba Watson",76,98.48,854,15,826,"BonusPutting",2013
133,133,"DJ Trahan",48,98.43,573,23,541,"BonusPutting",2013
134,134,"Lee Williams",62,98.42,759,19,728,"BonusPutting",2013
135,135,"Darron Stiles",51,98.39,620,16,594,"BonusPutting",2013
135,135,"Boo Weekley",100,98.39,1244,38,1186,"BonusPutting",2013
137,137,"Rory Sabbatini",86,98.35,1029,27,985,"BonusPutting",2013
138,138,"George McNeill",68,98.26,922,24,882,"BonusPutting",2013
139,139,"KJ Choi",85,98.23,905,21,868,"BonusPutting",2013
140,140,"Robert Garrigus",69,98.22,729,14,702,"BonusPutting",2013
141,141,"Bud Cauley",67,98.18,826,17,794,"BonusPutting",2013
142,142,"Tom Gillis",69,98.17,874,23,835,"BonusPutting",2013
143,143,"Pat Perez",69,98.1,945,25,902,"BonusPutting",2013
144,144,"Vaughn Taylor",50,98.09,575,7,557,"BonusPutting",2013
145,145,"Camilo Villegas",79,98.07,934,24,892,"BonusPutting",2013
146,146,"Kevin Chappell",80,98.06,979,19,941,"BonusPutting",2013
147,147,"Shawn Stefani",63,98.05,717,12,691,"BonusPutting",2013
148,148,"Justin Rose",62,98.04,664,12,639,"BonusPutting",2013
149,149,"Troy Matteson",68,98.03,863,20,826,"BonusPutting",2013
150,150,"Steven Bowditch",67,98.02,859,24,818,"BonusPutting",2013
151,151,"Michael Bradley",56,98,649,18,618,"BonusPutting",2013
152,152,"Scott Stallings",79,97.96,933,20,894,"BonusPutting",2013
153,153,"Seung Yul Noh",71,97.93,920,22,879,"BonusPutting",2013
153,153,"Rod Pampling",46,97.93,531,5,515,"BonusPutting",2013
155,155,"Ryan Moore",72,97.85,839,22,799,"BonusPutting",2013
156,156,"Jeff Maggert",63,97.74,842,25,798,"BonusPutting",2013
157,157,"Vijay Singh",61,97.69,735,14,704,"BonusPutting",2013
158,158,"YE Yang",56,97.67,601,13,574,"BonusPutting",2013
159,159,"Webb Simpson",92,97.63,1011,25,962,"BonusPutting",2013
159,159,"Mike Weir",60,97.63,675,13,646,"BonusPutting",2013
161,161,"David Mathis",71,97.56,902,21,859,"BonusPutting",2013
162,162,"Luke List",65,97.54,773,18,736,"BonusPutting",2013
163,163,"Robert Allenby",58,97.51,764,19,726,"BonusPutting",2013
164,164,"Greg Owen",73,97.48,991,19,947,"BonusPutting",2013
165,165,"Geoff Ogilvy",57,97.46,630,21,593,"BonusPutting",2013
166,166,"Will Claxton",67,97.44,858,15,821,"BonusPutting",2013
167,167,"John Huh",88,97.32,1081,24,1028,"BonusPutting",2013
168,168,"Eric Meierdierks",48,97.28,551,9,527,"BonusPutting",2013
169,169,"Stewart Cink",71,97.24,833,22,788,"BonusPutting",2013
170,170,"DA Points",87,97.16,986,26,932,"BonusPutting",2013
171,171,"Marc Leishman",77,97.07,955,24,903,"BonusPutting",2013
172,172,"Jason Dufner",78,97.05,880,19,835,"BonusPutting",2013
173,173,"Trevor Immelman",73,97.01,938,18,892,"BonusPutting",2013
174,174,"Luke Guthrie",82,96.99,963,36,898,"BonusPutting",2013
175,175,"Lee Westwood",70,96.9,774,18,732,"BonusPutting",2013
176,176,"Charlie Beljan",62,96.83,819,19,774,"BonusPutting",2013
176,176,"Ryo Ishikawa",72,96.83,819,21,772,"BonusPutting",2013
178,178,"Ricky Barnes",74,96.3,1000,20,943,"BonusPutting",2013
179,179,"Kyle Stanley",71,96.28,888,22,833,"BonusPutting",2013
180,180,"Lucas Glover",65,95.41,806,17,752,"BonusPutting",2013
