"EarlyScoringAverage_RANKTHISWEEK_2016","EarlyScoringAverage_RANKLASTWEEK_2016","EarlyScoringAverage_PLAYERNAME_2016","EarlyScoringAverage_ROUNDS_2016","EarlyScoringAverage_AVG_2016","EarlyScoringAverage_TOTALSTROKES_2016","EarlyScoringAverage_TOTALEARLYROUNDS_2016","stat_name","year"
63,72,"Smylie Kaufman",57,70.67,1908,27,"EarlyScoringAverage",2016
64,76,"Troy Merritt",41,70.7,1414,20,"EarlyScoringAverage",2016
65,38,"Graham DeLaet",50,70.71,1485,21,"EarlyScoringAverage",2016
65,64,"Nick Taylor",57,70.71,1980,28,"EarlyScoringAverage",2016
67,65,"Padraig Harrington",38,70.73,1556,22,"EarlyScoringAverage",2016
67,59,"Matt Jones",45,70.73,1556,22,"EarlyScoringAverage",2016
67,78,"DJ Trahan",23,70.73,778,11,"EarlyScoringAverage",2016
70,79,"Russell Henley",42,70.74,1344,19,"EarlyScoringAverage",2016
71,49,"Tony Finau",49,70.75,1698,24,"EarlyScoringAverage",2016
71,81,"Ryan Palmer",46,70.75,1698,24,"EarlyScoringAverage",2016
71,79,"Kevin Streelman",46,70.75,1698,24,"EarlyScoringAverage",2016
74,82,"Keegan Bradley",40,70.77,1557,22,"EarlyScoringAverage",2016
75,85,"Harris English",51,70.78,1911,27,"EarlyScoringAverage",2016
76,83,"Jonas Blixt",46,70.79,1699,24,"EarlyScoringAverage",2016
76,84,"Jerry Kelly",44,70.79,1699,24,"EarlyScoringAverage",2016
76,74,"Ben Martin",48,70.79,2053,29,"EarlyScoringAverage",2016
76,53,"Henrik Stenson",30,70.79,991,14,"EarlyScoringAverage",2016
80,39,"Martin Laird",46,70.82,1983,28,"EarlyScoringAverage",2016
81,110,"Jason Gore",51,70.83,2054,29,"EarlyScoringAverage",2016
82,65,"Ben Crane",48,70.88,1701,24,"EarlyScoringAverage",2016
82,91,"Chris Kirk",51,70.88,1772,25,"EarlyScoringAverage",2016
82,91,"Andrew Loupe",50,70.88,1843,26,"EarlyScoringAverage",2016
82,77,"Peter Malnati",53,70.88,1843,26,"EarlyScoringAverage",2016
82,89,"Mark Wilson",42,70.88,1701,24,"EarlyScoringAverage",2016
87,94,"Mark Hubbard",73,70.9,2907,41,"EarlyScoringAverage",2016
88,93,"Charl Schwartzel",29,70.91,780,11,"EarlyScoringAverage",2016
89,72,"Luke Donald",49,70.93,1915,27,"EarlyScoringAverage",2016
89,94,"Hudson Swafford",52,70.93,1915,27,"EarlyScoringAverage",2016
91,96,"Shane Bertsch",30,70.94,1206,17,"EarlyScoringAverage",2016
92,106,"Retief Goosen",37,70.95,1419,20,"EarlyScoringAverage",2016
92,43,"David Toms",38,70.95,1348,19,"EarlyScoringAverage",2016
94,74,"Michael Thompson",46,70.96,1845,26,"EarlyScoringAverage",2016
95,89,"Brendon de Jonge",55,70.97,2271,32,"EarlyScoringAverage",2016
96,99,"Seung Yul Noh",54,71,2130,30,"EarlyScoringAverage",2016
96,99,"Louis Oosthuizen",25,71,497,7,"EarlyScoringAverage",2016
96,86,"Kyle Reifers",63,71,2201,31,"EarlyScoringAverage",2016
96,96,"Kyle Stanley",57,71,2414,34,"EarlyScoringAverage",2016
100,105,"Si Woo Kim",63,71.03,2131,30,"EarlyScoringAverage",2016
101,106,"Danny Lee",53,71.05,1421,20,"EarlyScoringAverage",2016
102,110,"Branden Grace",31,71.07,1066,15,"EarlyScoringAverage",2016
103,98,"Stuart Appleby",39,71.08,1706,24,"EarlyScoringAverage",2016
104,120,"Colt Knost",56,71.1,2204,31,"EarlyScoringAverage",2016
104,99,"Boo Weekley",53,71.1,2062,29,"EarlyScoringAverage",2016
106,115,"Daniel Berger",52,71.12,1849,26,"EarlyScoringAverage",2016
106,115,"Charley Hoffman",49,71.12,1209,17,"EarlyScoringAverage",2016
108,117,"Pat Perez",28,71.13,1067,15,"EarlyScoringAverage",2016
109,86,"Michael Kim",62,71.14,2561,36,"EarlyScoringAverage",2016
110,112,"Fabian Gomez",49,71.15,1921,27,"EarlyScoringAverage",2016
110,86,"JB Holmes",39,71.15,1423,20,"EarlyScoringAverage",2016
112,109,"Sam Saunders",40,71.16,1352,19,"EarlyScoringAverage",2016
113,99,"Tyler Aldridge",53,71.18,1993,28,"EarlyScoringAverage",2016
113,106,"Kevin Chappell",49,71.18,1566,22,"EarlyScoringAverage",2016
115,124,"Jon Curran",55,71.19,2278,32,"EarlyScoringAverage",2016
115,124,"Bryce Molder",50,71.19,1851,26,"EarlyScoringAverage",2016
117,121,"Harold Varner III",58,71.2,1780,25,"EarlyScoringAverage",2016
118,99,"George McNeill",33,71.21,997,14,"EarlyScoringAverage",2016
119,128,"Justin Leonard",28,71.23,926,13,"EarlyScoringAverage",2016
120,134,"Francesco Molinari",36,71.25,1425,20,"EarlyScoringAverage",2016
120,130,"Bernd Wiesberger",23,71.25,570,8,"EarlyScoringAverage",2016
122,113,"Scott Stallings",46,71.26,1639,23,"EarlyScoringAverage",2016
123,129,"Jason Kokrak",52,71.27,2138,30,"EarlyScoringAverage",2016
124,123,"Jim Herman",55,71.28,2067,29,"EarlyScoringAverage",2016
125,124,"Ryan Moore",40,71.29,1212,17,"EarlyScoringAverage",2016
126,117,"Kelly Kraft",35,71.31,1141,16,"EarlyScoringAverage",2016
127,135,"Thomas Aiken",42,71.36,1784,25,"EarlyScoringAverage",2016
127,99,"Blayne Barber",44,71.36,1570,22,"EarlyScoringAverage",2016
129,121,"Morgan Hoffmann",43,71.37,1356,19,"EarlyScoringAverage",2016
130,136,"Scott Brown",59,71.38,1856,26,"EarlyScoringAverage",2016
130,138,"Brooks Koepka",39,71.38,928,13,"EarlyScoringAverage",2016
130,138,"Lucas Lee",22,71.38,571,8,"EarlyScoringAverage",2016
130,127,"Will Wilcox",47,71.38,1713,24,"EarlyScoringAverage",2016
134,141,"Brice Garnett",29,71.42,857,12,"EarlyScoringAverage",2016
135,114,"Brett Stegmaier",57,71.43,2143,30,"EarlyScoringAverage",2016
136,117,"Byeong Hun An",23,71.44,643,9,"EarlyScoringAverage",2016
136,131,"Greg Owen",56,71.44,2286,32,"EarlyScoringAverage",2016
138,144,"Andres Romero",22,71.46,929,13,"EarlyScoringAverage",2016
138,141,"Chris Stroud",52,71.46,2001,28,"EarlyScoringAverage",2016
140,146,"Graeme McDowell",33,71.47,1072,15,"EarlyScoringAverage",2016
141,141,"Robert Garrigus",34,71.5,1573,22,"EarlyScoringAverage",2016
141,133,"Ollie Schniederjans",23,71.5,1001,14,"EarlyScoringAverage",2016
141,137,"Webb Simpson",34,71.5,1430,20,"EarlyScoringAverage",2016
144,147,"Kevin Kisner",49,71.52,1645,23,"EarlyScoringAverage",2016
145,149,"Zac Blair",56,71.53,2146,30,"EarlyScoringAverage",2016
146,132,"Jamie Donaldson",28,71.55,787,11,"EarlyScoringAverage",2016
147,147,"Shawn Stefani",45,71.56,1789,25,"EarlyScoringAverage",2016
148,151,"Tyrone Van Aswegen",67,71.58,2577,36,"EarlyScoringAverage",2016
149,158,"Scott Langley",41,71.59,1575,22,"EarlyScoringAverage",2016
150,154,"Luke Guthrie",31,71.6,1074,15,"EarlyScoringAverage",2016
151,171,"Chesson Hadley",51,71.61,1647,23,"EarlyScoringAverage",2016
152,152,"Jason Bohn",37,71.63,1361,19,"EarlyScoringAverage",2016
152,155,"Rhein Gibson",36,71.63,1146,16,"EarlyScoringAverage",2016
154,149,"Geoff Ogilvy",37,71.65,1433,20,"EarlyScoringAverage",2016
155,144,"Scott Pinckney",53,71.66,2078,29,"EarlyScoringAverage",2016
156,156,"Chad Collins",45,71.67,1935,27,"EarlyScoringAverage",2016
157,161,"James Hahn",45,71.68,1577,22,"EarlyScoringAverage",2016
157,156,"Camilo Villegas",50,71.68,1792,25,"EarlyScoringAverage",2016
159,163,"Miguel Angel Carballo",24,71.73,789,11,"EarlyScoringAverage",2016
159,160,"Cameron Smith",45,71.73,1865,26,"EarlyScoringAverage",2016
161,153,"Whee Kim",54,71.75,2296,32,"EarlyScoringAverage",2016
161,158,"Patrick Reed",53,71.75,1722,24,"EarlyScoringAverage",2016
163,162,"Will Ma Kenzie",54,71.77,1866,26,"EarlyScoringAverage",2016
163,168,"Carl Pettersson",31,71.77,933,13,"EarlyScoringAverage",2016
165,169,"Andrew Landry",24,71.79,1005,14,"EarlyScoringAverage",2016
165,138,"Henrik Norlander",41,71.79,1723,24,"EarlyScoringAverage",2016
167,164,"Bill Haas",42,71.82,1221,17,"EarlyScoringAverage",2016
168,169,"Shane Lowry",35,71.87,1078,15,"EarlyScoringAverage",2016
168,167,"Dawie van der Walt",48,71.87,1653,23,"EarlyScoringAverage",2016
170,172,"Justin Thomas",53,71.88,1797,25,"EarlyScoringAverage",2016
171,164,"Erik Compton",45,71.89,1941,27,"EarlyScoringAverage",2016
171,173,"Vaughn Taylor",30,71.89,1294,18,"EarlyScoringAverage",2016
173,176,"Rory Sabbatini",40,71.92,1726,24,"EarlyScoringAverage",2016
174,177,"Martin Piller",37,71.94,1295,18,"EarlyScoringAverage",2016
174,177,"Wes Roach",33,71.94,1223,17,"EarlyScoringAverage",2016
176,186,"Robert Streb",51,71.96,2015,28,"EarlyScoringAverage",2016
177,188,"Ernie Els",34,72,1584,22,"EarlyScoringAverage",2016
177,180,"Dicky Pride",33,72,1368,19,"EarlyScoringAverage",2016
179,187,"Billy Hurley III",22,72.09,793,11,"EarlyScoringAverage",2016
180,188,"Matthew Fitzpatrick",23,72.1,721,10,"EarlyScoringAverage",2016
180,180,"Brendon Todd",43,72.1,1514,21,"EarlyScoringAverage",2016
182,191,"JJ Henry",44,72.11,1947,27,"EarlyScoringAverage",2016
183,180,"Angel Cabrera",42,72.13,1731,24,"EarlyScoringAverage",2016
184,183,"Carlos Ortiz",47,72.15,1948,27,"EarlyScoringAverage",2016
185,175,"Steve Marino",40,72.19,1516,21,"EarlyScoringAverage",2016
186,185,"Derek Ernst",36,72.21,1372,19,"EarlyScoringAverage",2016
187,192,"Steve Wheatcroft",53,72.23,2239,31,"EarlyScoringAverage",2016
188,174,"Rob Oppenheim",37,72.3,1446,20,"EarlyScoringAverage",2016
189,194,"DH Lee",35,72.4,1448,20,"EarlyScoringAverage",2016
190,195,"DA Points",32,72.41,1231,17,"EarlyScoringAverage",2016
191,183,"Davis Love III",40,72.42,1883,26,"EarlyScoringAverage",2016
191,188,"Vijay Singh",42,72.42,1738,24,"EarlyScoringAverage",2016
193,193,"Derek Fathauer",58,72.44,1811,25,"EarlyScoringAverage",2016
193,179,"Hiroshi Iwata",51,72.44,1811,25,"EarlyScoringAverage",2016
193,197,"Andy Sullivan",25,72.44,652,9,"EarlyScoringAverage",2016
196,196,"Ian Poulter",37,72.45,1594,22,"EarlyScoringAverage",2016
197,199,"Brian Gay",22,72.54,943,13,"EarlyScoringAverage",2016
198,198,"Justin Hicks",26,72.73,1091,15,"EarlyScoringAverage",2016
199,200,"Andres Gonzales",46,72.74,1964,27,"EarlyScoringAverage",2016
200,202,"Abraham Ancer",26,72.79,1019,14,"EarlyScoringAverage",2016
201,201,"Hunter Mahan",43,72.81,1966,27,"EarlyScoringAverage",2016
202,203,"Ken Duke",26,73.21,1025,14,"EarlyScoringAverage",2016
203,204,"Matt Every",34,73.5,1323,18,"EarlyScoringAverage",2016
204,205,"Darron Stiles",28,73.53,1250,17,"EarlyScoringAverage",2016
205,206,"Charlie Beljan",26,73.67,1105,15,"EarlyScoringAverage",2016
206,207,"Robert Allenby",35,73.82,1255,17,"EarlyScoringAverage",2016
207,208,"Steven Bowditch",40,74.75,1495,20,"EarlyScoringAverage",2016
