"Approach_RANKTHISWEEK_2013","Approach_RANKLASTWEEK_2013","Approach_PLAYERNAME_2013","Approach_ROUNDS_2013","Approach_AVGRTP_2013","stat_name","year"
113,113,"Trevor Immelman",73,-0.087,"Approach",2013
113,113,"Josh Teater",86,-0.087,"Approach",2013
115,115,"Gary Woodland",94,-0.086,"Approach",2013
116,116,"Shawn Stefani",63,-0.085,"Approach",2013
117,117,"Jeff Overton",78,-0.084,"Approach",2013
118,118,"Derek Ernst",58,-0.082,"Approach",2013
118,118,"Marc Leishman",77,-0.082,"Approach",2013
118,118,"Troy Matteson",68,-0.082,"Approach",2013
118,118,"Charlie Wi",75,-0.082,"Approach",2013
122,122,"Scott Brown",65,-0.081,"Approach",2013
122,122,"Tim Herron",45,-0.081,"Approach",2013
122,122,"Ryan Moore",72,-0.081,"Approach",2013
122,122,"Seung Yul Noh",71,-0.081,"Approach",2013
126,126,"Keegan Bradley",88,-0.08,"Approach",2013
126,126,"Harris English",95,-0.08,"Approach",2013
128,128,"Tommy Gainey",84,-0.079,"Approach",2013
128,128,"YE Yang",56,-0.079,"Approach",2013
130,130,"Richard Lee",81,-0.075,"Approach",2013
131,131,"Brad Fritsch",81,-0.074,"Approach",2013
131,131,"Vijay Singh",61,-0.074,"Approach",2013
133,133,"Russell Henley",80,-0.072,"Approach",2013
133,133,"Sean OHair",56,-0.072,"Approach",2013
133,133,"DJ Trahan",48,-0.072,"Approach",2013
136,136,"Tom Gillis",69,-0.071,"Approach",2013
137,137,"Scott Gardiner",61,-0.07,"Approach",2013
138,138,"Carl Pettersson",82,-0.069,"Approach",2013
139,139,"Ted Potter Jr",65,-0.068,"Approach",2013
140,140,"George McNeill",68,-0.067,"Approach",2013
141,141,"Jin Park",52,-0.066,"Approach",2013
141,141,"Cameron Percy",68,-0.066,"Approach",2013
141,141,"Kevin Streelman",86,-0.066,"Approach",2013
144,144,"Pat Perez",69,-0.064,"Approach",2013
145,145,"Will Claxton",67,-0.059,"Approach",2013
146,146,"Bobby Gates",49,-0.054,"Approach",2013
147,147,"Robert Allenby",58,-0.05,"Approach",2013
148,148,"Brian Gay",79,-0.047,"Approach",2013
149,149,"Colt Knost",69,-0.046,"Approach",2013
150,150,"Casey Wittenberg",72,-0.045,"Approach",2013
151,151,"James Driscoll",76,-0.043,"Approach",2013
151,151,"James Hahn",78,-0.043,"Approach",2013
153,153,"Robert Garrigus",69,-0.037,"Approach",2013
154,154,"Ernie Els",63,-0.035,"Approach",2013
155,155,"Michael Bradley",56,-0.034,"Approach",2013
155,155,"Andrew Svoboda",46,-0.034,"Approach",2013
157,157,"Stewart Cink",71,-0.033,"Approach",2013
157,157,"Martin Laird",68,-0.033,"Approach",2013
159,159,"Greg Owen",73,-0.029,"Approach",2013
160,160,"Henrik Norlander",70,-0.023,"Approach",2013
161,161,"Ryo Ishikawa",72,-0.022,"Approach",2013
162,162,"Nicolas Colsaerts",50,-0.021,"Approach",2013
163,163,"Graeme McDowell",53,-0.02,"Approach",2013
163,163,"Brendan Steele",86,-0.02,"Approach",2013
165,165,"Bo Van Pelt",72,-0.014,"Approach",2013
166,166,"Peter Hanson",45,-0.012,"Approach",2013
166,166,"John Huh",88,-0.012,"Approach",2013
168,168,"Justin Bolli",59,-0.008,"Approach",2013
169,169,"Geoff Ogilvy",57,0.01,"Approach",2013
170,170,"Lee Westwood",70,0.014,"Approach",2013
171,171,"Luke List",65,0.018,"Approach",2013
172,172,"Martin Kaymer",61,0.02,"Approach",2013
173,173,"Eric Meierdierks",48,0.021,"Approach",2013
174,174,"Brian Stuard",78,0.026,"Approach",2013
175,175,"Johnson Wagner",64,0.027,"Approach",2013
176,176,"Michael Thompson",66,0.044,"Approach",2013
177,177,"Charlie Beljan",62,0.048,"Approach",2013
178,178,"Andres Romero",63,0.066,"Approach",2013
179,179,"Padraig Harrington",52,0.071,"Approach",2013
180,180,"Stephen Ames",49,0.074,"Approach",2013
