"BogeyAverage_RANKTHISWEEK_2016","BogeyAverage_RANKLASTWEEK_2016","BogeyAverage_PLAYERNAME_2016","BogeyAverage_EVENTS_2016","BogeyAverage_AVERAGEBOGEYSPERROUND_2016","BogeyAverage_TOTALBOGEYS_2016","BogeyAverage_ROUNDSPLAYED_2016","stat_name","year"
46,31,"Henrik Norlander",13,2.37,97,41,"BogeyAverage",2016
46,35,"Nick Taylor",17,2.37,135,57,"BogeyAverage",2016
48,60,"Daniel Berger",15,2.39,117,49,"BogeyAverage",2016
48,58,"Smylie Kaufman",16,2.39,129,54,"BogeyAverage",2016
48,46,"Kevin Kisner",14,2.39,110,46,"BogeyAverage",2016
51,60,"Sergio Garcia",8,2.4,60,25,"BogeyAverage",2016
51,54,"Patton Kizzire",16,2.4,127,53,"BogeyAverage",2016
51,60,"Hudson Swafford",17,2.4,125,52,"BogeyAverage",2016
51,60,"Bernd Wiesberger",7,2.4,48,20,"BogeyAverage",2016
51,86,"Gary Woodland",12,2.4,108,45,"BogeyAverage",2016
56,42,"Retief Goosen",10,2.41,89,37,"BogeyAverage",2016
56,65,"Andres Romero",8,2.41,53,22,"BogeyAverage",2016
58,58,"Roberto Castro",16,2.42,133,55,"BogeyAverage",2016
58,65,"Adam Hadwin",16,2.42,128,53,"BogeyAverage",2016
58,46,"Brian Stuard",8,2.42,58,24,"BogeyAverage",2016
61,54,"Tom Hoge",15,2.43,114,47,"BogeyAverage",2016
61,50,"Si Woo Kim",19,2.43,153,63,"BogeyAverage",2016
61,71,"Jordan Spieth",9,2.43,73,30,"BogeyAverage",2016
64,81,"Johnson Wagner",14,2.45,108,44,"BogeyAverage",2016
65,81,"Fabian Gomez",15,2.46,113,46,"BogeyAverage",2016
65,60,"William McGirt",15,2.46,133,54,"BogeyAverage",2016
65,75,"Troy Merritt",14,2.46,101,41,"BogeyAverage",2016
68,65,"JB Holmes",10,2.47,89,36,"BogeyAverage",2016
68,103,"Justin Rose",10,2.47,79,32,"BogeyAverage",2016
70,75,"Graham DeLaet",14,2.48,124,50,"BogeyAverage",2016
70,81,"Luke Guthrie",11,2.48,77,31,"BogeyAverage",2016
70,68,"Mark Hubbard",20,2.48,181,73,"BogeyAverage",2016
73,71,"Luke List",17,2.49,127,51,"BogeyAverage",2016
73,89,"Jeff Overton",17,2.49,127,51,"BogeyAverage",2016
75,81,"Thomas Aiken",13,2.5,105,42,"BogeyAverage",2016
75,68,"Chad Campbell",18,2.5,135,54,"BogeyAverage",2016
75,56,"Paul Casey",11,2.5,90,36,"BogeyAverage",2016
75,88,"Justin Leonard",8,2.5,70,28,"BogeyAverage",2016
75,91,"Brendan Steele",14,2.5,120,48,"BogeyAverage",2016
75,74,"Kevin Streelman",15,2.5,115,46,"BogeyAverage",2016
81,86,"Stuart Appleby",13,2.51,98,39,"BogeyAverage",2016
81,77,"Kevin Chappell",14,2.51,123,49,"BogeyAverage",2016
81,89,"Jon Curran",18,2.51,138,55,"BogeyAverage",2016
81,56,"Tony Finau",15,2.51,123,49,"BogeyAverage",2016
85,91,"Jason Day",9,2.52,73,29,"BogeyAverage",2016
85,91,"Brice Garnett",9,2.52,73,29,"BogeyAverage",2016
87,94,"Shane Bertsch",9,2.53,76,30,"BogeyAverage",2016
87,71,"Brendon de Jonge",19,2.53,139,55,"BogeyAverage",2016
87,77,"Sung Kang",16,2.53,129,51,"BogeyAverage",2016
87,53,"Henrik Stenson",8,2.53,76,30,"BogeyAverage",2016
87,46,"David Toms",11,2.53,96,38,"BogeyAverage",2016
92,96,"Andrew Landry",9,2.54,61,24,"BogeyAverage",2016
93,99,"Keegan Bradley",14,2.55,102,40,"BogeyAverage",2016
93,99,"Cameron Percy",7,2.55,56,22,"BogeyAverage",2016
93,99,"Scott Piercy",12,2.55,107,42,"BogeyAverage",2016
96,96,"Tyrone Van Aswegen",20,2.58,173,67,"BogeyAverage",2016
96,96,"Camilo Villegas",16,2.58,129,50,"BogeyAverage",2016
98,135,"Harris English",15,2.59,132,51,"BogeyAverage",2016
98,106,"Billy Hurley III",8,2.59,57,22,"BogeyAverage",2016
98,81,"Martin Laird",13,2.59,119,46,"BogeyAverage",2016
98,77,"Webb Simpson",10,2.59,88,34,"BogeyAverage",2016
102,103,"John Senden",15,2.6,125,48,"BogeyAverage",2016
102,106,"Steve Wheatcroft",16,2.6,138,53,"BogeyAverage",2016
104,109,"Justin Thomas",15,2.62,131,50,"BogeyAverage",2016
105,68,"Padraig Harrington",11,2.63,100,38,"BogeyAverage",2016
105,115,"Zach Johnson",12,2.63,100,38,"BogeyAverage",2016
105,131,"David Lingmerth",15,2.63,134,51,"BogeyAverage",2016
108,109,"Jim Herman",17,2.64,145,55,"BogeyAverage",2016
109,119,"Charley Hoffman",14,2.65,122,46,"BogeyAverage",2016
110,125,"Danny Lee",16,2.66,133,50,"BogeyAverage",2016
111,125,"Stewart Cink",14,2.67,120,45,"BogeyAverage",2016
111,99,"Brian Harman",18,2.67,160,60,"BogeyAverage",2016
111,125,"Wes Roach",12,2.67,88,33,"BogeyAverage",2016
111,103,"Brett Stegmaier",19,2.67,152,57,"BogeyAverage",2016
111,109,"Mark Wilson",13,2.67,112,42,"BogeyAverage",2016
116,115,"Bronson Burgoon",17,2.68,142,53,"BogeyAverage",2016
116,106,"Scott Langley",13,2.68,110,41,"BogeyAverage",2016
116,115,"Peter Malnati",19,2.68,142,53,"BogeyAverage",2016
116,131,"Steve Stricker",8,2.68,67,25,"BogeyAverage",2016
116,109,"Cameron Tringale",14,2.68,126,47,"BogeyAverage",2016
116,94,"Boo Weekley",17,2.68,142,53,"BogeyAverage",2016
122,133,"Derek Ernst",12,2.69,97,36,"BogeyAverage",2016
122,122,"James Hahn",15,2.69,121,45,"BogeyAverage",2016
122,113,"Ryan Moore",11,2.69,94,35,"BogeyAverage",2016
125,119,"Will Ma Kenzie",17,2.7,146,54,"BogeyAverage",2016
125,135,"Ryan Palmer",12,2.7,124,46,"BogeyAverage",2016
127,125,"Chad Collins",16,2.71,122,45,"BogeyAverage",2016
127,122,"Michael Kim",18,2.71,168,62,"BogeyAverage",2016
127,119,"Ben Martin",14,2.71,130,48,"BogeyAverage",2016
127,133,"Daniel Summerhays",15,2.71,149,55,"BogeyAverage",2016
131,113,"Morgan Hoffmann",15,2.72,117,43,"BogeyAverage",2016
132,77,"Byeong Hun An",7,2.74,52,19,"BogeyAverage",2016
132,141,"Jonas Blixt",16,2.74,126,46,"BogeyAverage",2016
134,169,"Francesco Molinari",10,2.75,99,36,"BogeyAverage",2016
135,146,"Jason Dufner",15,2.76,138,50,"BogeyAverage",2016
135,115,"Whee Kim",18,2.76,149,54,"BogeyAverage",2016
135,146,"Seung Yul Noh",17,2.76,149,54,"BogeyAverage",2016
135,125,"Shawn Stefani",16,2.76,124,45,"BogeyAverage",2016
139,138,"Tyler Aldridge",18,2.77,147,53,"BogeyAverage",2016
139,150,"Brian Gay",8,2.77,61,22,"BogeyAverage",2016
139,141,"Emiliano Grillo",13,2.77,122,44,"BogeyAverage",2016
139,125,"Chris Stroud",17,2.77,144,52,"BogeyAverage",2016
139,138,"Brendon Todd",18,2.77,119,43,"BogeyAverage",2016
139,141,"Will Wilcox",16,2.77,130,47,"BogeyAverage",2016
145,151,"DJ Trahan",7,2.78,64,23,"BogeyAverage",2016
146,135,"Matt Jones",15,2.79,117,42,"BogeyAverage",2016
146,153,"Pat Perez",11,2.79,78,28,"BogeyAverage",2016
146,146,"Kyle Reifers",19,2.79,176,63,"BogeyAverage",2016
149,122,"Michael Thompson",14,2.8,129,46,"BogeyAverage",2016
150,155,"Scott Brown",17,2.81,166,59,"BogeyAverage",2016
151,141,"Robert Garrigus",11,2.82,96,34,"BogeyAverage",2016
151,151,"Kyle Stanley",17,2.82,161,57,"BogeyAverage",2016
153,161,"Angel Cabrera",13,2.83,119,42,"BogeyAverage",2016
153,159,"Rhein Gibson",13,2.83,102,36,"BogeyAverage",2016
153,146,"Anirban Lahiri",13,2.83,116,41,"BogeyAverage",2016
156,145,"Derek Fathauer",18,2.84,165,58,"BogeyAverage",2016
156,172,"Chesson Hadley",16,2.84,145,51,"BogeyAverage",2016
156,155,"Cameron Smith",14,2.84,128,45,"BogeyAverage",2016
159,163,"Matthew Fitzpatrick",7,2.85,57,20,"BogeyAverage",2016
159,161,"Andres Gonzales",17,2.85,131,46,"BogeyAverage",2016
159,153,"Steve Marino",14,2.85,114,40,"BogeyAverage",2016
159,163,"Dicky Pride",13,2.85,94,33,"BogeyAverage",2016
163,155,"Vaughn Taylor",11,2.87,86,30,"BogeyAverage",2016
164,169,"Billy Horschel",12,2.88,121,42,"BogeyAverage",2016
164,167,"Hunter Mahan",14,2.88,124,43,"BogeyAverage",2016
164,138,"Sam Saunders",15,2.88,115,40,"BogeyAverage",2016
164,167,"Harold Varner III",18,2.88,167,58,"BogeyAverage",2016
168,175,"Jimmy Walker",12,2.9,116,40,"BogeyAverage",2016
169,158,"Scott Pinckney",18,2.92,155,53,"BogeyAverage",2016
170,178,"Rory Sabbatini",14,2.93,117,40,"BogeyAverage",2016
170,159,"Scott Stallings",17,2.93,135,46,"BogeyAverage",2016
172,169,"Kelly Kraft",12,2.94,103,35,"BogeyAverage",2016
173,180,"Lucas Lee",9,2.95,65,22,"BogeyAverage",2016
174,172,"Dawie van der Walt",16,2.96,142,48,"BogeyAverage",2016
175,181,"Greg Owen",18,2.98,167,56,"BogeyAverage",2016
176,178,"Blayne Barber",16,3,132,44,"BogeyAverage",2016
176,181,"Jamie Donaldson",8,3,75,25,"BogeyAverage",2016
176,183,"Matt Every",14,3,102,34,"BogeyAverage",2016
176,185,"Louis Oosthuizen",6,3,54,18,"BogeyAverage",2016
176,163,"Rob Oppenheim",11,3,111,37,"BogeyAverage",2016
176,175,"DA Points",11,3,96,32,"BogeyAverage",2016
176,175,"Ollie Schniederjans",7,3,69,23,"BogeyAverage",2016
183,172,"Davis Love III",11,3.03,121,40,"BogeyAverage",2016
184,185,"Ben Crane",17,3.04,146,48,"BogeyAverage",2016
184,185,"Hiroshi Iwata",18,3.04,155,51,"BogeyAverage",2016
184,196,"Andrew Loupe",16,3.04,152,50,"BogeyAverage",2016
184,184,"Robert Streb",16,3.04,146,48,"BogeyAverage",2016
188,185,"JJ Henry",14,3.05,134,44,"BogeyAverage",2016
188,185,"Vijay Singh",13,3.05,128,42,"BogeyAverage",2016
190,194,"Brooks Koepka",11,3.06,104,34,"BogeyAverage",2016
190,185,"George McNeill",13,3.06,101,33,"BogeyAverage",2016
192,185,"Erik Compton",16,3.09,139,45,"BogeyAverage",2016
193,193,"Carlos Ortiz",17,3.13,147,47,"BogeyAverage",2016
194,197,"Andy Sullivan",7,3.14,69,22,"BogeyAverage",2016
195,198,"Abraham Ancer",11,3.15,82,26,"BogeyAverage",2016
196,200,"Carl Pettersson",14,3.19,99,31,"BogeyAverage",2016
197,192,"Ernie Els",10,3.21,109,34,"BogeyAverage",2016
198,195,"Geoff Ogilvy",14,3.22,119,37,"BogeyAverage",2016
199,202,"Steven Bowditch",14,3.23,129,40,"BogeyAverage",2016
200,198,"Robert Allenby",16,3.31,116,35,"BogeyAverage",2016
200,204,"Charlie Beljan",13,3.31,86,26,"BogeyAverage",2016
202,203,"DH Lee",13,3.34,117,35,"BogeyAverage",2016
203,201,"Justin Hicks",10,3.38,88,26,"BogeyAverage",2016
203,205,"Shane Lowry",10,3.38,108,32,"BogeyAverage",2016
205,206,"Miguel Angel Carballo",11,3.54,85,24,"BogeyAverage",2016
206,207,"Darron Stiles",10,3.61,101,28,"BogeyAverage",2016
207,208,"Ken Duke",9,3.69,96,26,"BogeyAverage",2016
